int 0,int 1,empty 2,int 3,string2 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,int 15,int 16,int 17,float 18,float 19,float 20,float 21,float 22,float 23,float 24,bool 25,bool 26,bool 27,bool 28,bool 29,bool 30,bool 31,bool 32,bool 33,bool 34,bool 35,bool 36,bool 37,int 38,int 39,int 40,int 41,empty 42
164,164,"",4,"02_13",16,0,162,0,0,0,0,0,0,0,30,8,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,153,0,""
165,165,"",4,"03_17",18,0,164,0,0,0,0,0,0,0,60,8,-1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,165,0,""
166,166,"",4,"02_19",16,0,164,0,0,0,0,0,0,0,45,8,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,153,0,""
167,167,"",4,"03_19",12,0,166,0,0,0,0,0,0,0,50,30,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,167,0,""
168,168,"",4,"01_09",20,0,151,0,0,0,0,0,0,0,10,8,-1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,168,0,""
169,169,"",4,"02_17",11,0,168,0,0,0,0,0,0,0,90,16,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,169,0,""
170,170,"",4,"02_16",20,0,168,0,0,0,0,0,0,0,20,8,-1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,168,0,""
171,171,"",4,"03_23",20,0,170,0,0,0,0,0,0,0,30,8,-1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,168,0,""
172,172,"",4,"03_26",6,1,166,171,0,0,0,0,0,0,100,8,-1,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,172,0,""
173,173,"",4,"01_08",21,0,168,0,0,0,0,0,0,0,15,8,-1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,173,0,""
174,174,"",4,"02_15",18,0,173,0,0,0,0,0,0,0,20,8,-1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,165,0,""
175,175,"",4,"02_12",21,0,173,0,0,0,0,0,0,0,30,8,-1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,173,0,""
176,176,"",4,"03_18",12,0,177,0,0,0,0,0,0,0,50,29,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,176,0,""
177,160,"",4,"02_14",10,0,175,0,0,0,0,0,0,0,40,13,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,160,0,""
178,154,"",4,"03_16",5,0,175,0,0,0,0,0,0,0,20,1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,154,0,""
179,179,"",4,"04_10",21,0,178,0,0,0,0,0,0,0,45,8,-1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,173,0,""
180,180,"",4,"04_14",6,1,171,179,0,0,0,0,0,0,100,8,-1,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,180,0,""
181,181,"",4,"01_06",17,0,151,0,0,0,0,0,0,0,10,8,-1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,181,0,""
182,182,"",4,"02_10",17,0,181,0,0,0,0,0,0,0,20,8,-1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,181,0,""
183,183,"",4,"03_14",17,0,182,0,0,0,0,0,0,0,30,8,-1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,181,0,""
184,184,"",4,"04_08",6,1,179,183,0,0,0,0,0,0,100,8,-1,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,184,0,""
185,156,"",4,"02_08",11,0,182,0,0,0,0,0,0,0,80,14,-1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,156,0,""
186,186,"",4,"02_06",18,0,185,0,0,0,0,0,0,0,40,8,-1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,165,0,""
187,187,"",4,"03_12",12,0,183,0,0,0,0,0,0,0,50,31,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,187,0,""
188,154,"",4,"03_10",5,0,187,0,0,0,0,0,0,0,20,1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,154,0,""
189,189,"",4,"01_04",9,0,181,0,0,0,0,0,0,0,10,9,-1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,189,0,""
190,190,"",4,"01_00",19,0,189,0,0,0,0,0,0,0,20,8,-1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,190,0,""
191,191,"",4,"01_01",19,0,190,0,0,0,0,0,0,0,40,8,-1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,190,0,""
192,192,"",4,"01_02",19,0,191,0,0,0,0,0,0,0,60,8,-1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,190,0,""
193,193,"",4,"02_04",6,1,159,192,0,0,0,0,0,0,100,8,-1,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,193,0,""
194,160,"",4,"02_01",10,0,190,0,0,0,0,0,0,0,40,13,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,160,0,""
195,154,"",4,"02_02",5,0,191,0,0,0,0,0,0,0,20,1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,154,0,""
196,196,"",4,"02_03",12,0,192,0,0,0,0,0,0,0,50,32,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,196,0,""
201,201,"",5,"",13,0,0,0,0,0,0,0,0,0,0,34,-1,11023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,""
202,202,"",5,"01_06",5,0,201,0,0,0,0,0,0,0,10,1,-1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,202,0,""
203,203,"",5,"01_05",7,0,204,0,0,0,0,0,0,0,10,3,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,""
204,204,"",5,"01_07",13,0,201,0,0,0,0,0,0,0,10,34,-1,11017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,""
205,205,"",5,"01_04",5,0,202,0,0,0,0,0,0,0,30,1,-1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,""
206,206,"",5,"02_08",5,0,202,0,0,0,0,0,0,0,30,1,-1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206,0,""
207,207,"",5,"02_10",5,0,202,0,0,0,0,0,0,0,30,1,-1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,207,0,""
208,208,"",5,"02_12",5,0,202,0,0,0,0,0,0,0,30,1,-1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,208,0,""
209,209,"",5,"02_09",7,0,212,0,0,0,0,0,0,0,30,3,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,""
210,210,"",5,"01_03",13,0,203,0,0,0,0,0,0,0,40,34,-1,11018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,""
211,211,"",5,"02_07",13,0,203,0,0,0,0,0,0,0,40,34,-1,11019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,""
212,212,"",5,"02_11",14,0,204,0,0,0,0,0,0,0,40,34,-1,11020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,""
213,213,"",5,"04_03",15,1,220,223,224,0,0,0,0,0,100,7,201,11025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,""
214,214,"",5,"02_13",15,0,204,0,0,0,0,0,0,0,50,34,-1,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,""
215,215,"",5,"01_00",6,0,205,0,0,0,0,0,0,0,50,2,-1,200,200,25,25,25,25,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,""
216,216,"",5,"03_12",6,0,206,0,0,0,0,0,0,0,50,2,-1,150,150,20,20,20,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,216,0,""
217,217,"",5,"03_14",6,0,207,0,0,0,0,0,0,0,50,2,-1,100,100,15,15,15,15,15,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,217,0,""
218,218,"",5,"03_16",6,0,208,0,0,0,0,0,0,0,50,2,-1,50,50,10,10,10,10,10,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,218,0,""
219,219,"",5,"03_17",7,0,214,0,0,0,0,0,0,0,50,3,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,""
220,220,"",5,"02_05",8,0,0,0,0,0,210,211,0,0,50,4,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,""
221,221,"",5,"03_13",14,0,212,0,0,0,0,0,0,0,50,34,-1,11021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,""
222,222,"",5,"03_15",14,0,212,0,0,0,0,0,0,0,50,34,-1,11022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,""
223,223,"",5,"04_11",8,0,219,0,0,0,0,0,0,0,50,6,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,""
224,224,"",5,"03_11",8,0,221,0,0,0,0,0,0,0,70,5,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,""
