string2 0,empty 1,string2 2,string2 3,string2 4,float 5,empty 6,empty 7,float 8,float 9,float 10,float 11,float 12,float 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,float 24,float 25,float 26,string2 27,string2 28,string2 29,string2 30,string2 31,string2 32,float 33,float 34,float 35,float 36,int 37,float 38,float 39,int 40,float 41,float 42,float 43,float 44,float 45,float 46,float 47,empty 48,empty 49,empty 50,float 51,string2 52,float 53,float 54,float 55,float 56,float 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,byte 67,byte 68,byte 69,byte 70,int 71,empty 72,int 73,int 74,byte 75,byte 76,byte 77,byte 78,string2 79,int 80,int 81
"chr303","","","","",1,"","",0.3,1.8,1.26,3.42,1.26,3,0.3,1.8,1.26,3,1.26,3,1.26,3.42,1.512,3,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.2,0,180,0.7,0.9,1.1,0.4,1,0.5,0.25,"","","",0.25,"CP01",0,0.2,0,0.9,2,1,1,1,1,1,1,22,18,310008,13,-1,-1,-1,0,"",0,1,0,0,1,2,"CP01",0,0
"chr304","","","","",1,"","",0.3,1.8,1.395,4.34,1.395,3,0.3,1.8,1.395,3,0.8091,2.5172,1.395,4.34,1.674,3,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,2.8,0.4,180,1.2,1.2,2.2,0,0.5,0.5,0.86,"","","",0.868,"CP01",0,0.2,0,1.55,1.8,0.65,0.65,1,1,1,1,26,18,310016,0,10,-1,-1,1,"",0,1,0,0,1,2,"CP01",0,0
"chr772","","","","",1,"","",0.3,1.8,1.5,4,1.5,3,0.8,1.8,1.5,3,0.84,2.24,1.5,4,1.8,3,1.5,3,5,"fe02","","","","","",5.7,4.384,-1,0.28,1,2.25,1.4,180,1.2,2.5,4.5,0,0.5,0.5,1.1,"","","",0.45,"CP01",0,0.2,0,1,1.9,0.65,0.65,1,1,1,1,16,18,310006,0,-1,-1,-1,2,"",0,1,1,0,2,0,"CP01",0,0
"chr080","","","","",1,"","",0.3,1.8,2.49,7.47,1.66,3,0.3,1.8,1.66,3,0.8798,2.6394,2,7.47,1.992,3,1.5,3,5,"fe02","","","","","",7.3,3.824,-1,0.32,1,3,0.8,180,0.6,1.2,2.3,0,0.5,0.5,0.94,"","","",0.996,"CP01",0,0.2,0,1.66,2.1,0.65,0.65,1,0.6,1.5,1,13,18,310003,7,-1,-1,-1,2,"",0,1,0,1,2,0,"CP01",1,0
"chr307","","","","",1,"","",0.3,1.8,1.26,3.42,1.26,3,0.3,1.8,1.26,3,1.26,3,1.26,3.42,1.512,3,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.2,0,180,0.5,0.7,1.1,0,0.5,0.5,0.25,"","","",0.25,"CP01",0,0.2,0,0.9,1.8,1,1,1,1,1,1,15,18,310001,7,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",1,0
"chr308","","","","",1,"","",0.3,1.8,2.8,6.3,2.8,3,0.3,1.8,2.8,3,1.596,3,2.8,6.3,3.36,3,1.596,3,5,"fe02","","","","","",5.2,2.8,-1,0.4,1,3.9,1,180,1.6,1.6,2.9,0,0.5,0.5,1.02,"","","",1.092,"CP01",0,0.2,0,1.4,1.8,0.65,0.65,1,1,1,1,25,18,310008,16,-1,-1,-1,1,"",0,1,1,0,2,2,"CP01",1,0
"chr306","","","","",1,"","",0.3,1.8,2.025,5.4,2.025,3,0.3,1.8,2.025,3,1.07325,2.862,2.025,5.4,2.43,3,1.5,3,5,"fe02","","","","","",7.3,4.384,-1,0.28,1,3.6,1,180,1.3,1.3,3.1,0,0.5,0.5,1.05,"","","",0.972,"CP01",0,0.2,0,1.35,2.1,0.65,0.65,1,1,1.85,1,26,18,310016,0,10,-1,-1,1,"",0,1,0,0,1,2,"CP01",0,0
"chr021","","","","",1,"","",0.8,1.8,3.6,7.3,3.6,3,0.8,1.8,3.6,3,2,2.92,3.6,7.3,4.32,3,2,3,5,"fe02","","","","","",7.2,4.976,-1,0.24,1,3.5,0.8,220,2.8,4.2,4,0,0.5,0.5,0.95,"","","",0.665,"CP01",0,0.2,0,0.95,2,0.5,0.4,1,1,1,1,17,18,310018,0,-1,-1,-1,2,"",0,1,1,0,2,1,"CP01",0,0
"chr311","","","","",1,"","",0.3,1.8,1.4,3.8,1.4,3,0.3,1.8,1.4,3,1.19,3,1.4,3.8,1.68,3,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,1.4,0,180,0.8,1,2,0,0.5,0.5,0.5,"","","",0.28,"CP01",0,0.2,0,1,2,0.95,0.95,1,1,1,1,12,18,310008,3,-1,-1,-1,2,"",0,1,0,1,2,0,"CP01",0,0
"chr312","","","","",1,"","",0.3,1.8,1.4,3.8,1.4,3,0.3,1.8,1.4,3,1.26,3,1.4,3.8,1.68,3,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,1.4,0,180,0.8,1,2,0,0.5,0.5,0.5,"","","",0.28,"CP01",0,0.2,0,1,2,0.95,0.95,1,1,1,1,15,18,310009,6,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr313","","","","",1,"","",0.3,1.8,1,3.8,1,3,0.3,1.8,1,3,1,3,1,3.8,1.2,3,1.5,3,5,"fe02","","","","","",7,1.136,-1,0.56,1,1.8,0,180,0.8,1,1.1,0,0.5,0.5,0.28,"","","",0.36,"CP01",0,0.2,0,1,2,1,1,1,1,1,1,20,18,310015,0,-1,-1,-1,0,"",0,1,0,2,2,1,"CP01",0,0
"chr314","","","","",1,"","",0.3,1.8,0.8,1.4,1.4,3,0.3,1.8,1.4,3,1.4,3,0.8,1.4,1.68,3,1.5,3,5,"fe02","","","","","",7,1.136,-1,0.56,1,1.2,0,180,0.8,1,1.1,0,0.5,0.5,0.28,"","","",0.25,"CP01",0,0.2,0,1,2,1,1,1,1,1,1,22,18,310020,16,-1,-1,-1,0,"",0,1,0,0,2,1,"CP01",0,0
"chr315","","","","",1,"","",0.3,1.8,2.6,6.5,2.6,3,0.3,1.8,2.6,3,1.456,3,2.6,6.5,3.12,3,1.5,3,5,"fe02","","","","","",5.7,2.8,-1,0.4,1,2,1.2,180,1.4,1.2,3.3,0,0.5,0.5,0.94,"","","",0.52,"CP01",0,0.2,0,1.3,1.6,0.65,0.65,1,0.75,1,1,21,18,310010,12,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr316","","","","",1,"","",0.3,1.8,0.32,1.44,0.32,1.44,0.3,1.8,0.32,1.44,0.32,1.44,0.32,1.44,0.384,1.44,1.5,3,5,"fe02","","","","","",7.9,0.8,-1,0.6,1,1.25,0,180,0.7,0.9,0.7,0,0.5,0.5,0.14,"","","",0.25,"CP01",0,0.2,0,0.8,2.4,1,1,1,1,1,1,17,18,310018,0,-1,-1,-1,0,"",0,1,0,1,2,0,"CP01",0,0
"chr317","","","","",1,"","",0.3,1.8,0.32,1.44,0.32,1.44,0.3,1.8,0.32,1.44,0.32,1.44,0.32,1.44,0.384,1.44,1.5,3,5,"fe02","","","","","",7.9,0.8,-1,0.6,1,1.25,0,180,0.7,0.9,0.7,0,0.5,0.5,0.14,"","","",0.25,"CP01",0,0.2,0,0.8,2.4,1,1,1,1,1,1,18,18,310015,0,-1,-1,-1,0,"",0,1,0,1,2,0,"CP01",0,0
"chr320","","","","",1,"","",0.3,1.8,0.32,1.44,0.32,1.44,0.3,1.8,0.32,1.44,0.32,1.44,0.32,1.44,0.384,1.44,1.5,3,5,"fe02","","","","","",7.7,0.8,-1,0.6,1,1.25,0,180,0.7,0.9,0.7,0,0.5,0.5,0.14,"","","",0.25,"CP01",0,0.2,0,0.8,2.4,1,1,1,1,1,1,10,18,310015,0,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr321","","","","",1,"","",0.3,1.8,0.32,1.44,0.32,1.44,0.3,1.8,0.32,1.44,0.32,1.44,0.32,1.44,0.384,1.44,1.5,3,5,"fe02","","","","","",7.9,0.8,-1,0.6,1,1.25,0,180,0.7,0.9,0.7,0,0.5,0.5,0.14,"","","",0.25,"CP01",0,0.2,0,0.8,2.2,1,1,1,1,1,1,10,18,310009,8,-1,-1,-1,0,"",0,1,0,1,2,0,"CP01",0,0
"chr322","","","","",1,"","",0.3,1.8,0.36,1.62,0.36,1.62,0.3,1.8,0.36,1.62,0.36,1.62,0.36,1.62,0.432,1.62,1.5,3,5,"fe02","","","","","",7.9,0.8,-1,0.6,1,1.25,0,180,0.7,0.9,0.7,0,0.5,0.5,0.16,"","","",0.25,"CP01",0,0.2,0,0.9,2.2,1,1,1,1,1,1,18,18,310018,0,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr325","","","","",1,"","",0.3,1.8,0.36,1.62,0.36,1.62,0.3,1.8,0.36,1.62,0.36,1.62,0.36,1.62,0.432,1.62,1.5,3,5,"fe02","","","","","",7.9,0.8,-1,0.6,1,1.25,0,180,0.7,0.9,0.7,0,0.5,0.5,0.16,"","","",0.25,"CP01",0,0.2,0,0.9,2.2,1,1,1,1,1,1,15,18,310018,0,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr326","","","","",1,"","",0.3,1.8,1.2,3.15,1.2,3,0.3,1.8,1.2,3,0.876,2.2995,1.2,3.15,1.44,3,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,2.3,0,180,1.6,2.6,4.1,0,0.5,0.5,0.66,"","","",0.345,"CP01",0,0.2,0,0.75,1.8,0.75,0.75,1,1,1,1,22,18,310010,13,-1,-1,-1,2,"",0,1,1,0,2,0,"CP01",0,0
"chr048","","","","",1,"","",0.3,1.8,1.8,4.5,1.8,3,0.3,1.8,1.8,3,1.008,2.52,1.8,4.5,2.16,3,1.5,3,5,"fe02","","","","","",5.2,3.824,-1,0.32,1,1.9,1.5,185,2,1.8,5.5,0,0.5,0.5,1.06,"","","",0.323,"CP01",0,0.2,0,0.85,2,0.65,0.65,1,0.8,1,1,14,18,310012,0,-1,-1,-1,1,"",0,1,1,0,2,0,"CP01",0,0
"chr338","","","","",1,"","",0.3,1.8,1,3,1,3,0.3,1.8,1,3,1,3,1,3,1.2,3,1.5,3,5,"fe02","","","","","",5.7,1.504,-1,0.52,1,1.7,0,180,0.9,1.3,2.5,0,0.5,0.5,0.55,"","","",0.34,"CP01",0,0.2,0,1,1.4,0.85,0.85,1,1,1,1,29,18,310011,20,-1,-1,-1,0,"",0,1,1,0,0,2,"CP01",0,0
"chr341","","","","",1,"","",0.3,1.8,1,3,1,3,0.3,1.8,1,3,0.9,2.7,1,3,1.2,3,1.5,3,5,"fe02","","","","","",7.3,1.504,-1,0.52,1,1.9,0,180,1,1,2,0,0.5,0.5,0.5,"","","",0.38,"CP01",0,0.2,0,1,1.6,1,1,1,1,1,1,16,18,310012,0,-1,-1,-1,2,"",0,1,0,0,1,2,"CP01",0,0
"chr342","","","","",1,"","",0.3,1.8,0.63,2.16,0.63,2.16,0.3,1.8,0.63,2.16,0.5544,1.9008,0.63,2.16,0.756,2.16,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,1.4,0,180,0.7,0.9,2.5,0,0.5,0.5,0.54,"","","",0.252,"CP01",0,0.2,0,0.9,1.8,0.95,0.95,1,1,1,1,20,18,310012,0,-1,-1,-1,2,"",0,1,0,0,1,2,"CP01",0,0
"chr343","","","","",1,"","",0.3,1.8,0.462,1.584,0.462,1.584,0.3,1.8,0.462,1.584,0.462,1.584,0.462,1.584,0.5544,1.584,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.5,0,180,1,1.2,1.2,0,0.5,0.5,0.2,"","","",0.25,"CP01",0,0.2,0,0.66,2,1,1,1,1,1,1,22,18,310001,13,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr344","","","","",1,"","",0.3,1.8,1.68,4.76,1.68,3,0.3,1.8,1.68,3,1.0752,3,1.68,4.76,2.016,3,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,3.1,0.8,180,1.3,1.8,2.8,0,0.5,0.5,0.98,"","","",0.868,"CP01",0,0.2,0,1.4,1.8,0.65,0.65,1,1,1,1,12,18,310016,0,-1,-1,-1,2,"",0,1,1,0,2,1,"CP01",0,0
"chr075","","","","",1,"","",0.3,1.8,4.5,10.5,1.875,3,0.3,1.8,1.875,3,0.9375,2.1875,4.5,10.5,2.25,3,1.5,3,5,"fe02","","","","","",7.3,4.384,-1,0.28,1,3,1.5,190,1.2,2.2,4,0,0.5,0.5,1.12,"","","",0.72,"CP01",0,0.2,0,1.2,2,0.65,0.65,1,1,2.4,1,20,18,310005,0,-1,-1,-1,2,"",0,1,1,0,2,1,"CP01",1,0
"chr086","","","","",1,"","",0.3,1.8,1.82,4.94,1.4,3,0.3,1.8,1.4,3,0.84,2.28,1.82,4.94,1.68,3,1.5,3,5,"fe02","","","","","",5.5,3.296,-1,0.36,1,2.6,1.2,190,1.5,2.8,4.3,0,0.5,0.5,0.96,"","","",0.52,"CP01",0,0.2,0,1,2,0.65,0.65,1,1,1.3,1,22,18,310011,16,-1,-1,-1,1,"",0,1,0,2,1,0,"CP01",0,0
"chr347","","","","",1,"","",0.3,1.8,1.82,4.94,1.82,3,0.3,1.8,1.82,3,1.183,3,1.82,4.94,2.184,3,1.5,3,5,"fe02","","","","","",5.7,2.8,-1,0.4,1,2.8,1.4,180,1.2,1.3,3.4,0,0.5,0.5,0.98,"","","",0.728,"CP01",0,0.2,0,1.3,1.6,0.65,0.65,1,1,1,1,18,18,310018,0,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",1,0
"chr348","","","","",1,"","",0.3,1.8,0.54,1.98,0.54,1.98,0.3,1.8,0.54,1.98,0.54,1.98,0.54,1.98,0.648,1.98,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.2,0,180,0.6,0.8,1,0,0.5,0.5,0.23,"","","",0.25,"CP01",0,0.2,0,0.9,2,1,1,1,1,1,1,21,18,310001,12,-1,-1,-1,0,"",0,1,0,0,2,1,"CP01",1,0
"chr349","","","","",1,"","",0.3,1.8,1.932,5.474,1.932,3,0.8,1.8,1.932,3,1.19784,3,1.932,5.474,2.3184,3,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,2,0.2,180,1.1,1.2,2.1,0,0.5,0.5,0.85,"","","",0.644,"CP01",0,0.2,0,1.61,1.8,0.65,0.65,1,1,1,1,20,18,310012,0,-1,-1,-1,2,"",0,1,0,0,2,1,"CP01",0,0
"chr359","","","","",1,"","",0.3,1.8,0.63,2.16,0.63,2.16,0.3,1.8,0.63,2.16,0.5544,1.9008,0.63,2.16,0.756,2.16,1.5,3,5,"fe02","","","","","",7.3,1.504,-1,0.52,1,1.2,0,180,0.6,1,2.6,0,0.5,0.5,0.47,"","","",0.25,"CP01",0,0.2,0,0.9,1.6,0.9,0.9,1,1,1,1,20,18,310009,11,-1,-1,-1,0,"",0,1,0,0,2,1,"CP01",0,0
"chr361","","","","",1,"","",0.3,1.8,0.335,1.675,0.335,1.675,0.3,1.8,0.335,1.675,0.335,1.675,0.335,1.675,0.402,1.675,1.5,3,5,"fe02","","","","","",8.1,0.8,-1,0.6,1,1.2,0,180,0.7,1,1.3,0,0.5,0.5,0.22,"","","",0.25,"CP01",0,0.2,0,0.67,2,1,1,1,1,1,1,20,18,310015,0,-1,-1,-1,0,"",0,1,0,1,2,0,"CP01",0,0
"chr363","","","","",1,"","",0.3,1.8,2.184,5.408,2.184,3,0.8,1.8,2.184,3,1.24488,3,2.184,5.408,2.6208,3,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,2.8,0.4,180,1.8,2.2,3.4,0,0.5,0.5,0.89,"","","",0.5824,"CP01",0,0.2,0,1.04,1.5,0.65,0.65,1,1,1,1,13,18,310003,7,-1,-1,-1,2,"",0,1,1,0,2,0,"CP01",0,0
"chr098","","","","",1,"","",0.3,1.8,4,8.1,4,3,0.3,1.8,4,3,2.28,3,4,8.1,4.8,3,2.28,3,5,"fe02","","","","","",4.5,4.976,-1,0.24,1,3.5,1.4,190,2.5,3.3,4.5,0,0.5,0.5,1.13,"","","",0.7,"CP01",0,0.2,0,1,2,0.65,0.65,1,1,1,1,14,18,310014,0,-1,-1,-1,2,"",0,1,0,2,1,1,"CP01",0,0
"chr365","","","","",1,"","",0.3,1.8,1.08,3.36,1.08,3,0.3,1.8,1.08,3,0.8532,2.6544,1.08,3.36,1.296,3,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,2,0,180,0.8,1.4,2.3,0,0.5,0.5,0.62,"","","",0.48,"CP01",0,0.2,0,1.2,1.8,0.8,0.8,1,1,1,1,20,18,310003,14,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",1,0
"chr367","","","","",1,"","",0.3,1.8,1.82,6.24,1.82,3,0.3,1.8,1.82,2.5,0.9464,2.5,1.82,6.24,2.184,2.5,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,2.4,0,180,0.5,1,1.2,0,0.5,0.5,0.78,"","","",1.248,"CP01",0,0.2,0,2.6,1.7,0.65,0.65,1,1,1,1,23,18,310003,17,-1,-1,-1,1,"",0,1,0,0,1,2,"CP01",0,0
"chr368","","","","",1,"","",0.3,1.8,2.31,4.725,2.31,3,0.3,1.8,2.31,3,1.6401,3,2.31,4.725,2.772,3,1.6401,3,5,"fe02","","","","","",7.3,2.8,-1,0.4,1,2.5,0,180,1.1,2.3,2.4,0,0.5,0.5,0.63,"","","",0.525,"CP01",0,0.2,0,1.05,2.3,0.75,0.75,1,1,1,1,16,18,310018,0,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr369","","","","",1,"","",0.3,1.8,2.4,5.1,2.4,3,0.3,1.8,2.4,3,1.992,3,2.4,5.1,2.88,3,1.992,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,2,0,190,0.4,0.9,0.8,0,0.5,0.5,0.6,"","","",1.2,"CP01",0,0.2,0,3,2,0.85,0.85,1,1,1,1,13,18,310016,0,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr370","","","","",1,"","",0.3,1.8,1.2,3.8,1.2,3,0.8,1.8,1.2,3,0.96,3,1.2,3.8,1.44,3,1.5,3,5,"fe02","","","","","",5.3,1.904,-1,0.48,1,1.8,0,180,1.1,1.3,2.5,0,0.5,0.5,0.63,"","","",0.36,"CP01",0,0.2,0,1,1.8,0.85,0.85,1,1,1,1,26,18,310010,0,10,20,-1,2,"",0,1,1,0,2,1,"CP01",0,0
"chr371","","","","",1,"","",0.3,1.8,1,3,1,3,0.8,1.8,1,3,0.9,2.7,1,3,1.2,3,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,1.5,0,180,1.2,1.2,2.1,0,0.5,0.5,0.53,"","","",0.3,"CP01",0,0.2,0,1,2,0.95,0.95,1,1,1,1,22,18,310008,10,-1,-1,-1,2,"",0,1,0,1,2,0,"CP01",0,0
"chr372","","","","",1,"","",0.3,1.8,0.9,2.8,0.9,2.8,0.3,1.8,0.9,2.8,0.72,2.24,0.9,2.8,1.08,2.8,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,1.8,0,180,0.7,1.5,2.6,0,0.5,0.5,0.64,"","","",0.36,"CP01",0,0.2,0,1,1.8,0.9,0.9,1,1,1,1,29,18,310011,20,-1,-1,-1,2,"",0,1,0,1,2,0,"CP01",0,0
"chr373","","","","",1,"","",0.3,1.8,1.54,3.15,1.54,3,0.3,1.8,1.54,3,1.2628,2.583,1.54,3.15,1.848,3,1.5,3,5,"fe02","","","","","",7,1.904,-1,0.48,1,1.8,0,180,1.5,3.4,2.1,0,0.5,0.5,0.37,"","","",0.252,"CP01",0,0.2,0,0.7,2.2,1,1,1,1,1,1,17,18,310003,14,-1,-1,-1,2,"",0,1,0,1,2,0,"CP01",0,0
"chr374","","","","",1,"","",0.3,1.8,0.78,2.86,0.78,2.86,0.3,1.8,0.78,2.86,0.78,2.86,0.78,2.86,0.936,2.86,1.5,3,5,"fe02","","","","","",6,1.136,-1,0.56,1,1.4,0,180,0.6,0.8,1.1,0,0.5,0.5,0.36,"","","",0.364,"CP01",0,0.2,0,1.3,1.8,1,1,1,1,1,1,25,18,310016,0,-1,-1,-1,0,"",0,1,1,0,0,2,"CP01",0,0
"chr375","","","","",1,"","",0.3,1.8,0.678,2.486,0.678,2.486,0.3,1.8,0.678,2.486,0.678,2.486,0.678,2.486,0.8136,2.486,1.5,3,5,"fe02","","","","","",7.5,1.136,-1,0.56,1,1.4,0,180,0.7,0.9,1.1,0,0.5,0.5,0.32,"","","",0.3164,"CP01",0,0.2,0,1.13,1.8,1,1,1,1,1,1,27,18,310012,0,-1,-1,-1,0,"",0,1,1,1,2,0,"CP01",0,0
"chr376","","","","",1,"","",0.3,1.8,2.1,5.7,2.1,3,0.3,1.8,2.1,3,1.05,2.85,2.1,5.7,2.52,3,1.5,3,5,"fe02","","","","","",7.3,2.8,-1,0.4,1,2.7,1.2,180,1.4,1.9,2.9,0,0.5,0.5,1.09,"","","",0.81,"CP01",0,0.2,0,1.5,1.6,0.65,0.65,1,1,1,1,20,18,310010,11,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr377","","","","",1,"","",0.3,1.8,1,3,1,3,0.3,1.8,1,3,0.85,2.55,1,3,1.2,3,1.5,3,5,"fe02","","","","","",7.3,1.504,-1,0.52,1,1.8,0,180,0.8,1.1,2,0,0.5,0.5,0.5,"","","",0.36,"CP01",0,0.2,0,1,1.6,1,1,1,1,1,1,15,18,310008,7,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr378","","","","",1,"","",0.3,1.8,0.5,2,0.5,2,0.3,1.8,0.5,2,0.5,2,0.5,2,0.6,2,1.5,3,5,"fe02","","","","","",7,1.136,-1,0.56,1,1.4,0,180,0.6,0.8,1,0,0.5,0.5,0.25,"","","",0.28,"CP01",0,0.2,0,1,1.6,1,1,1,1,1,1,20,18,310010,5,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr105","","","","",1,"","",0.3,1.8,1.14,3.42,1.14,3,0.3,1.8,1.14,3,0.6612,1.9836,1.14,3.42,1.368,3,1.5,3,5,"fe02","","","","","",5.2,3.296,-1,0.36,1,2.2,1.2,180,1.7,2,4.2,0,0.5,0.5,1.1,"","","",0.4576,"CP01",0,0.2,0,1.04,2,0.65,0.65,1,1,1,1,19,18,310004,10,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr380","","","","",1,"","",0.3,1.8,1.3,3.9,1.3,3,0.3,1.8,1.3,3,1.3,3,1.3,3.9,1.56,3,1.5,3,5,"fe02","","","","","",6.8,1.136,-1,0.56,0,1.5,0,180,0.5,0.7,1,0,0.5,0.5,0.33,"","","",0.39,"CP01",0,0.2,0,1.3,1.6,1,1,1,1,1,1,18,18,310015,0,-1,-1,-1,0,"",0,1,0,2,2,1,"CP01",0,0
"chr382","","","","",1,"","",0.3,1.8,1.62,5.04,1.35,3,0.3,1.8,1.35,3,0.864,2.688,1.62,5.04,1.62,3,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,2,0.8,180,0.9,1.2,2.6,0,0.5,0.5,0.87,"","","",0.6,"CP01",0,0.2,0,1.5,1.2,0.7,0.7,1,1,1.2,1,22,18,310012,0,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr126","","","","",1,"","",0.3,1.8,2.4552,6.9564,1.584,3,0.3,1.8,1.584,3,0.99792,2.82744,2.4552,6.9564,1.9008,3,1.5,3,5,"fe02","","","","","",5.2,3.296,-1,0.36,1,2.9,1.5,185,1.1,1.6,3.5,0,0.5,0.5,1.07,"","","",0.7656,"CP01",0,0.2,0,1.32,2,0.65,0.65,1,1,1.55,1,18,18,310006,0,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr129","","","","",1,"","",0.3,1.8,1.2,3.6,1.2,3,0.8,1.8,1.2,3,0.636,1.908,3.5,-1,1.44,3,1.5,3,5,"fe02","","","","","",7.3,3.296,-1,0.36,1,3.5,0.8,180,1.8,2,3.2,0,0.5,0.5,0.96,"","","",0.84,"CP01",0,0.2,0,1.2,2,0.65,0.65,1,1,1,1,15,18,310010,6,-1,-1,-1,2,"",0,1,1,0,2,1,"CP01",0,0
"chr387","","","","",1,"","",0.3,1.8,0.32,1.44,0.32,1.44,0.3,1.8,0.32,1.44,0.32,1.44,0.32,1.44,0.384,1.44,1.5,3,5,"fe02","","","","","",7.7,0.8,-1,0.6,1,1.25,0,180,0.7,0.9,0.9,0,0.5,0.5,0.18,"","","",0.25,"CP01",0,0.2,0,0.8,2,1,1,1,1,1,1,11,18,310015,0,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr388","","","","",1,"","",0.3,1.8,0.44,1.98,0.44,1.98,0.3,1.8,0.44,1.98,0.44,1.98,0.44,1.98,0.528,1.98,1.5,3,5,"fe02","","","","","",7.7,0.8,-1,0.6,1,1.25,0,180,0.4,0.6,0.6,0,0.5,0.5,0.17,"","","",0.275,"CP01",0,0.2,0,1.1,2.2,1,1,1,1,1,1,22,18,310015,0,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr389","","","","",1,"","",0.3,1.8,0.54,1.98,0.54,1.98,0.3,1.8,0.54,1.98,0.54,1.98,0.54,1.98,0.648,1.98,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.2,0,180,0.8,1,1,0,0.5,0.5,0.23,"","","",0.25,"CP01",0,0.2,0,0.9,2,1,1,1,1,1,1,25,18,310008,16,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr390","","","","",1,"","",0.3,1.8,1.05,2.85,1.05,2.85,0.3,1.8,1.05,2.85,1.05,2.85,1.05,2.85,1.26,2.85,1.5,3,5,"fe02","","","","","",7.8,1.136,-1,0.56,1,1.5,0,180,0.9,1.5,2.5,0.2,0.5,0.5,0.42,"","","",0.25,"CP01",0,0.2,0,0.75,1.6,1,1,1,1,1,1,23,18,310012,0,-1,-1,-1,0,"",0,1,1,1,2,0,"CP01",0,0
"chr391","","","","",1,"","",0.3,1.8,0.425,1.7,0.425,1.7,0.3,1.8,0.425,1.7,0.425,1.7,0.425,1.7,0.51,1.7,1.5,3,5,"fe02","","","","","",7.8,1.504,-1,0.52,1,1.5,0,180,0.7,0.9,2.2,0,0.5,0.5,0.43,"","","",0.255,"CP01",0,0.2,0,0.85,2,1,1,1,1,1,1,19,18,310009,10,-1,-1,-1,0,"",0,1,0,1,2,0,"CP01",0,0
"chr392","","","","",1,"","",0.3,1.8,0.525,1.8,0.525,1.8,0.3,1.8,0.525,1.8,0.525,1.8,0.525,1.8,0.63,1.8,1.5,3,5,"fe02","","","","","",5.3,0.8,-1,0.6,1,1.2,0,180,0.8,1,1.1,0,0.5,0.5,0.21,"","","",0.25,"CP01",0,0.2,0,0.75,1.8,1,1,1,1,1,1,13,18,310015,0,-1,-1,-1,0,"",0,1,1,0,2,2,"CP01",0,0
"chr393","","","","",1,"","",0.3,1.8,1.8,3.7,1.8,3,0.3,1.8,1.8,3,1.44,2.96,1.8,3.7,2.16,3,1.5,3,5,"fe02","","","","","",6,1.504,-1,0.52,1,1.8,0,180,1.2,1.4,1.9,0,0.5,0.5,0.48,"","","",0.36,"CP01",0,0.2,0,1,1.6,1,1,1,1,1,1,14,18,310013,0,-1,-1,-1,2,"",0,1,0,0,2,1,"CP01",0,0
