int 0,empty 1,string2 2,string2 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,int 15,int 16,int 17,empty 18,bool 19,bool 20,bool 21,bool 22,bool 23,bool 24,bool 25,bool 26,bool 27,bool 28,bool 29,bool 30,bool 31,bool 32,bool 33,bool 34,bool 35,bool 36,bool 37,bool 38,bool 39,bool 40,bool 41,bool 42,bool 43,bool 44,bool 45,bool 46,bool 47,bool 48,bool 49,bool 50,int 51,bool 52,bool 53,bool 54,bool 55,bool 56,bool 57,bool 58,bool 59,bool 60,int 61,int 62,int 63,int 64,int 65,int 66,int 67,int 68,int 69,int 70,int 71,int 72,empty 73,int 74,int 75,empty 76,int 77,int 78,empty 79,int 80,int 81,empty 82,int 83,int 84,empty 85,int 86,int 87,empty 88,int 89,int 90,empty 91,int 92,int 93,empty 94,int 95,int 96,empty 97,int 98,int 99,empty 100,int 101,int 102,empty 103,int 104,int 105,empty 106,int 107,int 108,empty 109,int 110,int 111,empty 112,int 113,int 114,empty 115,int 116,int 117,empty 118,int 119,int 120,int 121,int 122,float 123,bool 124,bool 125,int 126,empty 127,int 128,int 129,int 130,int 131,int 132,int 133,int 134,int 135
169,"","char_JUPITERMON_WRATHMODE","chr169",7,0,0,0,0,1,0,0,0,4,0,0,4,2,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1980,976,2065,910,925,535,955,1,21691,"",1,21692,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32081,"",2,30253,"",25,30273,"",35,30133,"",45,3,2,3,0,1,0,21691,"",0,0,0,437,169,-1,0,-1
170,"","char_JUNOMON","chr170",6,0,2,0,0,0,0,1,0,3,0,0,4,2,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,1267,1336,845,595,1200,925,760,4,21701,"",1,21703,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30253,"",2,30303,"",25,34021,"",35,30273,"",45,3,3,4,0,1,0,21701,"",0,0,0,410,170,-1,0,-1
171,"","char_JUNOMON_HYSTERICMODE","chr171",6,0,2,0,0,0,0,1,0,3,0,0,2,4,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,1687,1186,1087,167,1702,265,834,10,21711,"",1,21712,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30253,"",2,30303,"",25,34021,"",35,30273,"",45,3,3,4,0,1,0,21711,"",0,0,0,411,171,-1,0,-1
172,"","char_VENUSMON","chr172",6,0,0,0,1,0,0,3,0,0,0,0,4,2,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,99,1225,1088,425,715,1380,1290,755,4,21721,"",1,21722,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,31022,"",2,30263,"",25,31061,"",35,31032,"",45,3,3,4,0,1,0,21721,"",0,0,0,311,172,-1,0,-1
173,"","char_APOLLOMON","chr173",6,0,0,0,4,1,2,0,0,0,0,0,4,2,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1959,640,1045,1005,820,830,745,1,21731,"",1,21732,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34021,"",2,30253,"",25,30273,"",35,32071,"",45,3,2,3,0,1,0,21731,"",163,66,28,307,173,-1,0,-1
174,"","char_MARSMON","chr174",6,0,0,4,3,1,1,0,0,0,0,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1687,872,1190,800,590,715,975,7,21741,"",1,21742,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34091,"",2,30193,"",25,30313,"",35,33041,"",45,3,2,3,0,1,0,21741,"",208,50,36,339,174,-1,0,-1
176,"","char_CERESMON","chr176",6,0,1,0,1,0,1,4,0,0,4,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,1729,1040,615,1050,770,1050,750,16,21761,"",1,21762,"",2,21891,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30083,"",2,31022,"",25,31061,"",35,31032,"",45,3,3,4,0,1,0,21761,"",46,73,29,348,176,-1,0,-1
177,"","char_BLUEMERAMON","chr177",5,0,2,0,4,1,3,0,0,1,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1113,712,795,440,830,550,620,4,21771,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30122,"",2,30312,"",20,32131,"",30,32071,"",40,2,2,3,0,1,0,21771,"",86,49,208,288,177,-1,0,-1
178,"","char_VULCANUSMON","chr178",6,0,1,1,3,0,0,0,0,0,1,4,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,99,1624,752,840,1230,840,1020,695,13,21781,"",1,21786,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30013,"",2,30243,"",25,33061,"",35,34021,"",45,3,2,3,0,1,0,21781,"",0,0,0,343,178,-1,0,-1
179,"","char_BACCHUSMON","chr179",6,0,2,3,1,0,1,3,1,0,0,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,2058,872,990,880,980,705,720,1,21791,"",1,21792,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30043,"",2,30063,"",25,33061,"",35,34011,"",45,3,2,3,0,1,0,21791,"",0,0,0,389,179,-1,0,-1
180,"","char_PLUTOMON","chr180",6,0,2,0,0,0,3,0,0,1,0,0,2,4,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1603,656,1230,765,1065,740,810,1,21801,"",1,21802,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32201,"",2,30303,"",25,30013,"",35,32241,"",45,3,2,3,0,1,0,21801,"",127,127,127,397,180,-1,0,-1
181,"","char_MERVAMON","chr181",7,0,2,0,0,0,0,1,0,0,3,3,3,2,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,2022,968,1690,810,1000,685,1220,10,21811,"",1,21812,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32121,"",2,30193,"",25,30283,"",35,34041,"",45,4,3,4,0,1,0,21812,"",0,0,0,446,181,-1,0,-1
183,"","char_AEGIOMON","chr183aa010101",4,0,0,0,0,1,0,1,0,3,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,728,376,345,310,250,305,340,10,21831,"",1,21832,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30191,"",2,31011,"",10,30142,"",20,30152,"",30,2,1,1,0,1,0,21832,"",0,0,0,81,183,-1,0,-1
184,"","char_AEGIOCHUSMON","chr184aa010101",5,0,0,0,0,1,0,1,3,3,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1484,776,985,740,840,670,910,1,21841,"",1,21842,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30152,"",2,32061,"",20,34071,"",30,30312,"",40,2,1,1,0,1,0,21841,"",0,0,0,193,184,-1,0,-1
185,"","char_AEGIOCHUSMON_DARK","chr185aa010101",5,0,0,0,0,0,0,0,0,3,1,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1610,1112,2050,865,880,900,1205,1,21851,"",1,21852,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30152,"",2,32061,"",20,34071,"",30,30312,"",40,2,1,1,0,1,0,21851,"",0,0,0,195,185,-1,0,-1
186,"","char_AEGIOCHUSMON_HOLLY","chr186aa010101",5,0,0,0,0,0,0,0,1,3,0,0,3,1,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1840,1640,540,1330,1700,1655,890,4,21861,"",1,21863,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30152,"",2,32061,"",20,34071,"",30,30312,"",40,2,1,1,0,1,0,21861,"",0,0,0,197,186,-1,0,-1
187,"","char_AEGIOCHUSMON_BLUE","chr187aa010101",5,0,0,0,1,3,3,0,0,1,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,1917,848,1415,1195,720,575,595,1,21871,"",1,21872,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30152,"",2,32061,"",20,34071,"",30,30312,"",40,2,1,1,0,1,0,21871,"",0,0,0,196,187,-1,0,-1
188,"","char_AEGIOCHUSMON_GREEN","chr188aa010101",5,0,0,0,1,0,0,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1945,1152,920,830,1230,985,1330,10,21881,"",1,21882,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30152,"",2,32061,"",20,34071,"",30,30312,"",40,2,1,1,0,1,0,21881,"",0,0,0,194,188,-1,0,-1
189,"","char_CERESMON_MEDIUM","chr189",6,0,1,0,2,0,1,4,0,0,4,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,1190,1280,525,615,1630,615,970,10,21891,"",1,21761,"",2,21762,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30083,"",2,31022,"",25,31061,"",35,31032,"",45,3,3,4,0,1,0,21891,"",0,0,0,349,189,-1,0,-1
190,"","char_RYUDAMON","chr190",3,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,637,248,250,215,140,150,175,13,21901,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34021,"",2,30334,"",10,0,"",0,0,"",0,1,1,1,0,1,0,21901,"",208,154,79,38,190,-1,0,-1
191,"","char_GINRYUMON","chr191",4,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,868,360,395,320,220,260,290,1,21911,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30312,"",2,34011,"",15,32121,"",25,0,"",0,2,2,3,0,1,0,21911,"",192,135,42,88,191,-1,0,-1
192,"","char_HISYARYUMON","chr192",5,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1232,504,985,905,380,615,580,1,21921,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30242,"",2,32011,"",20,30312,"",30,30232,"",40,2,2,3,0,1,0,21921,"",153,43,43,217,192,-1,0,-1
193,"","char_OURYUMON","chr193",6,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1840,656,1365,1120,500,760,770,1,21931,"",1,21932,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30153,"",2,30223,"",25,34021,"",35,32081,"",45,3,2,3,0,1,0,21931,"",215,188,118,313,193,-1,0,-1
194,"","char_GUNDRAMON","chr194",6,0,2,0,3,1,0,0,0,1,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1547,872,1310,890,745,575,740,1,21941,"",1,21942,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32071,"",2,30033,"",25,30013,"",35,30153,"",45,3,2,7,0,1,0,21941,"",90,95,103,377,194,-1,0,-1
195,"","char_BEELSTARMON","chr195",6,0,2,0,0,0,0,0,1,0,3,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1246,1136,990,650,1100,760,790,4,21951,"",1,21952,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34021,"",2,30023,"",25,30033,"",35,32121,"",45,3,3,4,0,1,0,21951,"",0,0,0,400,195,-1,0,-1
196,"","char_PUKUMON","chr196",6,0,2,0,0,3,0,1,0,1,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,99,1812,936,1180,1015,545,430,760,1,21961,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30043,"",2,30063,"",25,33011,"",35,32081,"",45,3,1,1,0,1,0,21961,"",131,126,124,395,196,-1,0,-1
197,"","char_CROSSMON","chr197",6,0,0,0,3,0,1,0,0,0,1,3,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,1568,720,615,970,925,1020,770,16,21971,"",1,21972,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30273,"",2,30213,"",25,32101,"",35,30323,"",45,3,2,3,0,1,0,21971,"",204,184,73,317,197,-1,0,-1
198,"","char_LOCOMON","chr198",5,0,1,1,3,0,1,0,0,0,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,833,560,625,1025,680,785,575,13,21981,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32061,"",2,30222,"",20,30332,"",30,34071,"",40,2,2,7,0,1,0,21981,"",0,0,0,264,198,-1,0,-1
199,"","char_ARCHNEMON","chr199",5,0,2,0,1,0,0,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,944,688,1085,410,770,385,675,1,21991,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30092,"",2,33011,"",20,30282,"",30,34041,"",40,2,3,4,0,1,0,21991,"",171,35,38,266,199,-1,0,-1
208,"","char_DRACOMON","chr208",3,0,1,0,3,1,0,1,0,3,0,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,560,272,380,170,70,105,275,7,22081,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30034,"",2,33041,"",10,0,"",0,0,"",0,1,1,1,0,1,0,22081,"",0,0,0,49,208,-1,0,-1
209,"","char_COREDRAMON_GR","chr209",4,0,2,0,3,0,1,3,0,0,0,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,896,264,440,275,140,215,325,1,22091,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30012,"",2,32221,"",15,33061,"",25,0,"",0,2,2,3,0,1,0,22091,"",75,104,46,149,209,-1,0,-1
210,"","char_WINGDRAMON","chr210",5,0,0,0,3,0,0,0,3,0,1,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1372,528,885,575,550,505,885,7,22101,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32111,"",2,30212,"",20,30032,"",30,30192,"",40,2,2,3,0,1,0,22101,"",99,128,181,200,210,-1,0,-1
211,"","char_GROUNDRAMON","chr211",5,0,2,0,0,0,1,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1456,528,1195,750,390,465,485,1,22111,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30182,"",2,30012,"",20,32081,"",30,30032,"",40,2,2,8,0,1,0,22111,"",45,61,47,274,211,-1,0,-1
213,"","char_SLAYERDRAMON","chr213",6,0,0,3,0,1,0,0,0,1,0,3,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1826,1032,1035,690,865,710,860,1,22131,"",1,22132,"",2,22133,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32111,"",2,30193,"",25,30213,"",35,30333,"",45,3,2,3,0,1,0,22131,"",168,164,202,327,213,-1,0,-1
214,"","char_BREAKDRAMON","chr214",6,0,2,0,0,0,0,1,0,1,3,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,2373,544,1295,950,595,735,690,1,22141,"",1,22142,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30153,"",2,32241,"",25,32081,"",35,30133,"",45,3,2,8,0,1,0,22141,"",186,191,100,398,214,-1,0,-1
215,"","char_EXAMON","chr215",7,0,1,0,0,0,0,1,3,0,0,0,0,0,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,99,2653,1112,1325,920,1080,740,1070,1,22151,"",1,22152,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34021,"",2,30223,"",25,30313,"",35,32121,"",45,4,2,8,0,1,0,22151,"",180,73,82,439,215,-1,0,-1
217,"","char_DARKSUPERSTARMON","chr217",5,0,2,1,0,0,0,0,0,0,0,3,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,1197,800,745,640,655,575,545,1,22171,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30282,"",2,34011,"",20,34091,"",30,30312,"",40,2,2,3,0,1,0,22171,"",0,0,0,281,217,-1,0,-1
218,"","char_COREDRAMON_BL","chr218",4,0,0,0,3,0,3,0,1,0,0,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,896,320,440,225,190,195,300,1,22181,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30031,"",2,32201,"",15,33061,"",25,0,"",0,2,2,3,0,1,0,22181,"",113,120,158,91,218,-1,0,-1
219,"","char_KOTEMON","chr219",3,0,1,0,3,1,0,0,0,3,1,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,99,503,256,240,255,200,210,165,1,22191,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30221,"",2,32021,"",10,0,"",0,0,"",0,1,1,1,0,1,0,22191,"",50,45,69,47,219,-1,0,-1
220,"","char_MUSYAMON","chr220",4,0,2,0,1,3,0,0,1,0,3,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,937,336,400,330,290,270,260,1,22201,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32011,"",2,32141,"",15,32061,"",25,0,"",0,2,2,3,0,1,0,22201,"",190,72,39,169,220,-1,0,-1
222,"","char_DOBERMON","chr222",4,0,0,0,1,0,0,0,3,0,3,1,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,623,320,425,235,375,215,390,7,22221,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30282,"",2,30292,"",15,33031,"",25,0,"",0,2,2,3,0,1,0,22221,"",49,60,63,98,222,-1,0,-1
223,"","char_CERBERUMON","chr223",5,0,0,0,3,0,1,0,1,0,3,0,0,3,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,1281,696,875,500,650,525,745,1,22231,"",1,22241,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30032,"",2,30282,"",20,32181,"",30,32011,"",40,2,2,3,0,1,0,22231,"",68,62,69,208,223,-1,0,-1
224,"","char_CERBERUMON_WEREWOLFMODE","chr224",5,0,0,0,3,0,1,0,1,0,3,0,0,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,1281,616,795,465,995,590,570,4,22241,"",1,22231,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30032,"",2,30182,"",20,30172,"",30,30291,"",40,2,2,3,0,1,0,22241,"",60,59,59,209,224,-1,0,-1
225,"","char_ZANBAMON","chr225",6,0,2,0,0,3,3,1,0,1,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1736,640,1335,880,570,630,855,1,22251,"",1,22252,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34021,"",2,30333,"",25,30313,"",35,30223,"",45,3,2,3,0,1,0,22251,"",204,211,122,381,225,-1,0,-1
226,"","char_MUMMYMON","chr226",5,0,2,3,2,0,0,0,0,0,3,0,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,99,1021,856,470,787,1045,987,420,4,22261,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30282,"",2,30172,"",20,31031,"",30,30302,"",40,2,2,3,0,1,0,22261,"",199,196,186,291,226,-1,0,-1
