string3 0,string3 1
"chr348_ba02","ba02"
"chr349_ba01","ba01"
"chr349_ba02","ba02"
"chr359_ba01","ba01"
"chr359_ba02","ba02"
"chr359_f000","f000"
"chr359_f001","f001"
"chr359_f002","f002"
"chr361_ba01","ba01"
"chr361_ba02","ba02"
"chr363_ba01","ba01"
"chr363_ba02","ba02"
"chr364_ba01","ba01"
"chr364_ba02","ba02"
"chr365_ba01","ba01"
"chr365_ba02","ba02"
"chr367_ba01","ba01"
"chr367_ba02","ba02"
"chr368_ba01","ba01"
"chr368_ba02","ba02"
"chr369_ba01","ba01"
"chr369_ba02","ba02"
"chr370_ba01","ba01"
"chr370_ba02","ba02"
"chr371_ba01","ba01"
"chr371_ba02","ba02"
"chr372_ba01","ba01"
"chr372_ba02","ba02"
"chr373_ba01","ba01"
"chr373_ba02","ba02"
"chr374_ba01","ba01"
"chr374_ba02","ba02"
"chr375_ba01","ba01"
"chr375_ba02","ba02"
"chr376_ba01","ba01"
"chr376_ba02","ba02"
"chr377_ba01","ba01"
"chr377_ba02","ba02"
"chr378_ba01","ba01"
"chr378_ba02","ba02"
"chr379_ba01","ba01"
"chr379_ba02","ba02"
"chr380_ba01","ba01"
"chr380_ba02","ba02"
"chr382_ba01","ba01"
"chr382_ba02","ba02"
"chr382_m440_091_c22","m440_091_c22"
"chr382_m440_091_c23","m440_091_c23"
"chr382_m440_091_c41","m440_091_c41"
"chr383_ba01","ba01"
"chr383_ba02","ba02"
"chr385_ba01","ba01"
"chr385_ba02","ba02"
"chr387_ba01","ba01"
"chr387_ba02","ba02"
"chr388_ba01","ba01"
"chr388_ba02","ba02"
"chr389_ba01","ba01"
"chr389_ba02","ba02"
"chr390_ba01","ba01"
"chr390_ba02","ba02"
"chr391_ba01","ba01"
"chr391_ba02","ba02"
"chr392_ba01","ba01"
"chr392_ba02","ba02"
"chr393_ba01","ba01"
"chr393_ba02","ba02"
"chr394_ba01","ba01"
"chr394_ba02","ba02"
"chr395_ba01","ba01"
"chr395_ba02","ba02"
"chr396_ba01","ba01"
"chr396_ba02","ba02"
"chr397_ba01","ba01"
"chr397_ba02","ba02"
"chr398_ba01","ba01"
"chr398_ba02","ba02"
"chr399_ba01","ba01"
"chr399_ba02","ba02"
"chr400_ba01","ba01"
"chr400_ba02","ba02"
"chr401_ba01","ba01"
"chr401_ba02","ba02"
"chr403_ba01","ba01"
"chr403_ba02","ba02"
"chr404_ba01","ba01"
"chr404_ba02","ba02"
"chr405_ba01","ba01"
"chr405_ba02","ba02"
"chr406_ba01","ba01"
"chr406_ba02","ba02"
"chr407_ba01","ba01"
"chr407_ba02","ba02"
"chr408_ba01","ba01"
"chr408_ba02","ba02"
"chr410_ba01","ba01"
"chr410_ba02","ba02"
"chr411_ba01","ba01"
"chr411_ba02","ba02"
"chr412_ba01","ba01"
"chr412_ba02","ba02"
"chr413_ba01","ba01"
"chr413_ba02","ba02"
"chr414_ba01","ba01"
"chr414_ba02","ba02"
"chr416_ba01","ba01"
"chr416_ba02","ba02"
"chr416_d340_023_c09","d340_023_c09"
"chr416_d340_023_c10","d340_023_c10"
"chr416_d340_023_c13","d340_023_c13"
"chr416_d340_023_c16","d340_023_c16"
"chr416_d340_023_c17","d340_023_c17"
"chr417_ba01","ba01"
"chr417_ba02","ba02"
"chr417_m440_091_c23","m440_091_c23"
"chr417_m440_091_c24","m440_091_c24"
"chr417_m440_091_c25","m440_091_c25"
"chr417_m440_091_c26","m440_091_c26"
"chr417_m440_091_c27","m440_091_c27"
"chr417_m440_091_c41","m440_091_c41"
"chr419_ba01","ba01"
"chr419_ba02","ba02"
"chr420_ba01","ba01"
"chr420_ba02","ba02"
"chr421_ba01","ba01"
"chr421_ba02","ba02"
"chr422_ba01","ba01"
"chr422_ba02","ba02"
"chr423_ba01","ba01"
"chr423_ba02","ba02"
"chr424_ba01","ba01"
"chr424_ba02","ba02"
"chr425_ba01","ba01"
"chr425_ba02","ba02"
"chr426_ba01","ba01"
"chr426_ba02","ba02"
"chr427_ba01","ba01"
"chr427_ba02","ba02"
"chr428_ba01","ba01"
"chr428_ba02","ba02"
"chr429_ba01","ba01"
"chr429_ba02","ba02"
"chr431_ba01","ba01"
"chr431_ba02","ba02"
"chr435_ba01","ba01"
"chr435_ba02","ba02"
"chr437_ba01","ba01"
"chr437_ba02","ba02"
"chr438_ba01","ba01"
"chr438_ba02","ba02"
"chr439_ba01","ba01"
"chr439_ba02","ba02"
"chr440_ba01","ba01"
"chr440_ba02","ba02"
"chr440_ev018_01","ev018_01"
"chr440_ev018_02","ev018_02"
"chr440_ev018_03","ev018_03"
"chr440_ev018_04","ev018_04"
"chr440_ev018_05","ev018_05"
"chr440_ev018_06","ev018_06"
"chr440_ev018_10","ev018_10"
"chr440_ev018_12","ev018_12"
"chr440_m110_060_c03","m110_060_c03"
"chr440_m110_060_c04","m110_060_c04"
"chr440_m110_060_c05","m110_060_c05"
"chr440_m110_060_c07","m110_060_c07"
"chr450_ba01","ba01"
"chr450_ba02","ba02"
"chr451_ba01","ba01"
"chr451_ba02","ba02"
"chr452_ba01","ba01"
"chr452_ba02","ba02"
"chr452_m060_120_c04","m060_120_c04"
"chr453_ba01","ba01"
"chr453_ba02","ba02"
"chr454_ba01","ba01"
"chr454_ba02","ba02"
"chr455_ba01","ba01"
"chr455_ba02","ba02"
"chr455_f001","f001"
"chr456_ba01","ba01"
"chr456_ba02","ba02"
"chr457_ba01","ba01"
"chr457_ba02","ba02"
"chr457_f000","f000"
"chr458_ba01","ba01"
"chr458_ba02","ba02"
"chr461_ba01","ba01"
"chr461_ba02","ba02"
"chr463_ba01","ba01"
"chr463_ba02","ba02"
"chr463_m150_050_c01","m150_050_c01"
"chr463_m150_050_c02","m150_050_c02"
"chr463_m150_050_c03","m150_050_c03"
"chr466_ba01","ba01"
"chr466_ba02","ba02"
"chr474_ba01","ba01"
"chr474_ba02","ba02"
"chr474_f000","f000"
"chr479_ba01","ba01"
"chr479_ba02","ba02"
"chr484_ba01","ba01"
"chr484_ba02","ba02"
"chr491_ba01","ba01"
"chr492_ba01","ba01"
"chr492_bb01","bb01"
"chr510_ba01","ba01"
"chr510_ba02","ba02"
"chr512_ba01","ba01"
"chr512_ba02","ba02"
"chr514_ba01","ba01"
"chr514_ba02","ba02"
"chr515_ba01","ba01"
"chr515_ba02","ba02"
"chr548_ba01","ba01"
"chr548_ba02","ba02"
"chr563_ba01","ba01"
"chr563_ba02","ba02"
"chr564_ba01","ba01"
"chr564_ba02","ba02"
"chr567_ba01","ba01"
"chr567_ba02","ba02"
"chr569_ba01","ba01"
"chr569_ba02","ba02"
"chr573_ba01","ba01"
"chr573_ba02","ba02"
"chr574_ba01","ba01"
"chr574_ba02","ba02"
"chr575_ba01","ba01"
"chr575_ba02","ba02"
"chr576_ba01","ba01"
"chr576_ba02","ba02"
"chr582_ba01","ba01"
"chr582_ba02","ba02"
"chr584_ba01","ba01"
"chr584_ba02","ba02"
"chr586_ba01","ba01"
"chr586_ba02","ba02"
"chr588_ba01","ba01"
"chr588_ba02","ba02"
"chr590_ba01","ba01"
"chr590_ba02","ba02"
"chr592_ba01","ba01"
"chr592_ba02","ba02"
"chr594_ba01","ba01"
"chr594_ba02","ba02"
"chr595_ba01","ba01"
"chr595_ba02","ba02"
"chr596_ba01","ba01"
"chr596_ba02","ba02"
"chr597_ba01","ba01"
"chr597_ba02","ba02"
"chr598_ba01","ba01"
"chr598_ba02","ba02"
"chr600_ba01","ba01"
"chr600_ba02","ba02"
"chr601_ba01","ba01"
"chr601_ba02","ba02"
"chr601_bb01","bb01"
"chr602_ba01","ba01"
"chr602_ba02","ba02"
"chr603_ba01","ba01"
"chr603_ba02","ba02"
"chr604_ba01","ba01"
"chr604_ba02","ba02"
"chr605_ba01","ba01"
"chr605_ba02","ba02"
"chr606_ba01","ba01"
"chr606_ba02","ba02"
"chr607_ba01","ba01"
"chr607_ba02","ba02"
"chr609_ba01","ba01"
"chr609_ba02","ba02"
"chr609_f001","f001"
"chr610_ba01","ba01"
"chr610_ba02","ba02"
"chr611_ba01","ba01"
"chr611_ba02","ba02"
"chr613_ba01","ba01"
"chr613_ba02","ba02"
"chr614_ba01","ba01"
"chr614_ba02","ba02"
"chr615_ba01","ba01"
"chr615_ba02","ba02"
"chr616_ba01","ba01"
"chr616_ba02","ba02"
"chr621_ba01","ba01"
"chr621_ba02","ba02"
"chr623_ba01","ba01"
"chr623_ba02","ba02"
"chr626_ba01","ba01"
"chr626_ba02","ba02"
"chr627_ba01","ba01"
"chr627_ba02","ba02"
"chr629_ba01","ba01"
"chr629_ba02","ba02"
"chr630_ba01","ba01"
"chr630_ba02","ba02"
"chr631_ba01","ba01"
"chr631_ba02","ba02"
"chr632_ba01","ba01"
"chr632_ba02","ba02"
"chr669_ba01","ba01"
"chr669_ba02","ba02"
"chr670_ba01","ba01"
"chr670_ba02","ba02"
"chr675_ba01","ba01"
"chr675_ba02","ba02"
"chr676_ba01","ba01"
"chr676_ba02","ba02"
"chr677_ba01","ba01"
"chr677_ba02","ba02"
"chr678_ba01","ba01"
"chr678_ba02","ba02"
"chr679_ba01","ba01"
"chr679_ba02","ba02"
"chr680_ba01","ba01"
"chr680_ba02","ba02"
"chr681_ba01","ba01"
"chr681_ba02","ba02"
"chr682_ba01","ba01"
"chr682_ba02","ba02"
"chr683_ba01","ba01"
"chr683_ba02","ba02"
"chr687_ba01","ba01"
"chr687_ba02","ba02"
"chr687_bs01","bs01"
"chr688_ba01","ba01"
"chr688_ba02","ba02"
"chr688_m440_091_c07","m440_091_c07"
"chr688_m440_091_c41","m440_091_c41"
"chr697_ba01","ba01"
"chr697_ba02","ba02"
"chr698_ba01","ba01"
"chr698_ba02","ba02"
"chr699_ba01","ba01"
"chr699_ba02","ba02"
"chr700_ba01","ba01"
"chr700_ba02","ba02"
"chr701_ba01","ba01"
"chr701_ba02","ba02"
"chr702_ba01","ba01"
"chr702_ba02","ba02"
"chr703_ba01","ba01"
"chr703_ba02","ba02"
"chr703_m440_091_c10","m440_091_c10"
"chr703_m440_091_c11","m440_091_c11"
"chr703_m440_091_c12","m440_091_c12"
"chr703_m440_091_c41","m440_091_c41"
"chr704_ba01","ba01"
"chr704_ba02","ba02"
"chr705_ba01","ba01"
"chr705_ba02","ba02"
"chr706_ba01","ba01"
"chr706_ba02","ba02"
"chr707_ba01","ba01"
"chr707_ba02","ba02"
"chr708_ba01","ba01"
"chr708_ba02","ba02"
"chr709_ba01","ba01"
"chr709_ba02","ba02"
"chr710_ba01","ba01"
"chr710_ba02","ba02"
"chr711_ba01","ba01"
"chr711_ba02","ba02"
"chr716_ba01","ba01"
"chr716_ba02","ba02"
"chr718_ba01","ba01"
"chr718_ba02","ba02"
"chr719_ba01","ba01"
"chr719_ba02","ba02"
"chr720_ba01","ba01"
"chr720_ba02","ba02"
"chr721_ba01","ba01"
"chr721_ba02","ba02"
"chr722_ba01","ba01"
"chr722_ba02","ba02"
"chr723_ba01","ba01"
"chr723_ba02","ba02"
"chr724_ba01","ba01"
"chr724_ba02","ba02"
"chr725_b1_ba01","b1_ba01"
"chr725_b1_ba02","b1_ba02"
"chr725_b1_bd01","b1_bd01"
"chr725_b1_bd02","b1_bd02"
"chr725_b1_bd03","b1_bd03"
"chr725_b1_bg01","b1_bg01"
"chr725_b1_bn01","b1_bn01"
"chr725_ba01","ba01"
"chr725_ba02","ba02"
"chr725_f000","f000"
"chr725_f001","f001"
"chr725_f002","f002"
"chr726_ba01","ba01"
"chr726_ba02","ba02"
"chr727_ba01","ba01"
"chr727_ba02","ba02"
"chr731_ba01","ba01"
"chr731_ba02","ba02"
"chr732_ba01","ba01"
"chr732_ba02","ba02"
"chr733_ba01","ba01"
"chr733_ba02","ba02"
"chr733_bb01","bb01"
"chr733_bb02","bb02"
"chr733_bb03","bb03"
"chr733_bb04","bb04"
"chr733_bb05","bb05"
"chr733_bs02","bs02"
"chr733_e100","e100"
"chr733_ev013_1","ev013_1"
"chr733_m440_030_c03","m440_030_c03"
"chr733_m440_030_c10","m440_030_c10"
"chr733_m440_030_c18","m440_030_c18"
"chr733_m440_030_c19","m440_030_c19"
"chr733_m440_030_c24","m440_030_c24"
"chr733_m440_030_c28","m440_030_c28"
"chr733_m440_030_c31","m440_030_c31"
"chr733_m440_110_c04","m440_110_c04"
"chr733_m440_110_c05","m440_110_c05"
"chr733_m440_110_c12","m440_110_c12"
"chr733_m450_010_c01","m450_010_c01"
"chr733_m450_010_c03","m450_010_c03"
"chr733_m450_010_c05","m450_010_c05"
"chr733_m450_010_c11","m450_010_c11"
"chr733_m450_010_c12","m450_010_c12"
"chr733_m450_010_c13","m450_010_c13"
"chr734_ba01","ba01"
"chr734_ba02","ba02"
"chr735_ba01","ba01"
"chr735_ba02","ba02"
"chr737_ba01","ba01"
"chr737_ba02","ba02"
"chr738_ba01","ba01"
"chr738_ba02","ba02"
"chr738_m440_091_c08","m440_091_c08"
"chr738_m440_091_c10","m440_091_c10"
"chr738_m440_091_c41","m440_091_c41"
"chr739_ba01","ba01"
"chr739_ba02","ba02"
"chr739_m440_091_c13","m440_091_c13"
"chr739_m440_091_c41","m440_091_c41"
"chr740_ba01","ba01"
"chr740_ba02","ba02"
"chr741_ba01","ba01"
"chr741_ba02","ba02"
"chr742_ba01","ba01"
"chr742_ba02","ba02"
"chr743_ba01","ba01"
"chr743_ba02","ba02"
"chr744_ba01","ba01"
"chr744_ba02","ba02"
"chr745_ba01","ba01"
"chr745_ba02","ba02"
"chr747_ba01","ba01"
"chr747_ba02","ba02"
"chr747_bs02","bs02"
"chr747_ev015_1_c01","ev015_1_c01"
"chr747_ev015_1_c02","ev015_1_c02"
"chr747_ev015_2_c01","ev015_2_c01"
"chr747_ev015_2_c02","ev015_2_c02"
"chr747_ev015_2_c03","ev015_2_c03"
"chr747_ev015_2_c04","ev015_2_c04"
"chr747_ev015_2_c05","ev015_2_c05"
"chr747_ev015_2_c06","ev015_2_c06"
"chr747_ev015_3_c01","ev015_3_c01"
"chr747_ev015_3_c02","ev015_3_c02"
"chr747_ev015_3_c03","ev015_3_c03"
"chr747_ev015_3_c04","ev015_3_c04"
"chr747_ev015_3_c05","ev015_3_c05"
"chr747_ev015_4_c01","ev015_4_c01"
"chr747_ev015_4_c02","ev015_4_c02"
"chr747_ev015_4_c03","ev015_4_c03"
"chr747_ev015_5_c01","ev015_5_c01"
"chr747_ev015_6_c01","ev015_6_c01"
"chr747_ev018_01","ev018_01"
"chr747_ev018_02","ev018_02"
"chr747_ev018_03","ev018_03"
"chr747_ev018_05","ev018_05"
"chr747_ev018_06","ev018_06"
"chr747_ev019_01","ev019_01"
"chr747_ev019_04","ev019_04"
"chr747_fs01_01","fs01_01"
"chr747_m030_060_c10","m030_060_c10"
"chr747_m090_040_c03","m090_040_c03"
"chr747_m090_040_c04","m090_040_c04"
"chr747_m090_040_c05","m090_040_c05"
"chr747_m090_040_c06","m090_040_c06"
"chr747_m090_040_c08","m090_040_c08"
"chr747_m090_040_c09","m090_040_c09"
"chr747_m090_040_c10","m090_040_c10"
"chr747_m090_040_c11","m090_040_c11"
"chr747_m090_040_c12","m090_040_c12"
"chr747_m090_040_c13","m090_040_c13"
"chr747_m090_040_c14","m090_040_c14"
"chr747_m090_040_c15","m090_040_c15"
"chr747_m090_040_c16","m090_040_c16"
"chr747_m090_040_c17","m090_040_c17"
"chr747_m090_040_c18","m090_040_c18"
"chr747_m090_040_c19","m090_040_c19"
"chr747_m140_050_c03","m140_050_c03"
"chr747_m140_050_c06","m140_050_c06"
"chr747_m140_050_c09","m140_050_c09"
"chr747_m440_030_c01","m440_030_c01"
"chr747_m440_030_c02","m440_030_c02"
"chr747_m440_030_c03","m440_030_c03"
"chr747_m440_030_c10","m440_030_c10"
"chr747_m440_030_c22","m440_030_c22"
"chr747_m440_030_c23","m440_030_c23"
"chr747_m440_030_c24","m440_030_c24"
"chr747_m440_030_c28","m440_030_c28"
"chr747_m440_030_c31","m440_030_c31"
"chr748_ba01","ba01"
"chr748_ba02","ba02"
"chr749_ba01","ba01"
"chr749_ba02","ba02"
"chr749_m440_091_c05","m440_091_c05"
"chr749_m440_091_c06","m440_091_c06"
"chr749_m440_091_c41","m440_091_c41"
"chr758_ba01","ba01"
"chr758_ba02","ba02"
"chr766_ba01","ba01"
"chr766_ba02","ba02"
"chr766_m440_091_c33","m440_091_c33"
"chr766_m440_091_c34","m440_091_c34"
"chr766_m440_091_c35","m440_091_c35"
"chr766_m440_091_c41","m440_091_c41"
"chr770_ba01","ba01"
"chr770_ba02","ba02"
"chr771_ba01","ba01"
"chr771_ba02","ba02"
"chr772_ba01","ba01"
"chr772_ba02","ba02"
"chr773_ba01","ba01"
"chr773_ba02","ba02"
"chr774_ba01","ba01"
"chr774_ba02","ba02"
"chr775_ba01","ba01"
"chr775_ba02","ba02"
"chr776_ba01","ba01"
"chr776_ba02","ba02"
"chr777_ba01","ba01"
"chr777_ba02","ba02"
"chr778_ba01","ba01"
"chr778_ba02","ba02"
"chr779_ba01","ba01"
"chr779_ba02","ba02"
"chr800_ba02","ba02"
"chr801_ba02","ba02"
"chr802_m020_120_c01","m020_120_c01"
"chr802_m020_120_c04","m020_120_c04"
"chr802_m020_120_c07","m020_120_c07"
"chr802_m020_180_c15","m020_180_c15"
"chr802_m020_180_c17","m020_180_c17"
"chr802_m340_040_c01","m340_040_c01"
"chr802_m340_040_c03","m340_040_c03"
"chr802_m340_040_c04","m340_040_c04"
"chr802_m340_040_c06","m340_040_c06"
"chr802_m340_040_c07","m340_040_c07"
"chr802_m340_040_c08","m340_040_c08"
"chr802_m420_020_c01","m420_020_c01"
"chr802_m420_020_c02","m420_020_c02"
"chr802_m420_020_c05","m420_020_c05"
"chr802_m420_020_c06","m420_020_c06"
"chr802_m420_020_c10","m420_020_c10"
"chr802_m430_021_c01","m430_021_c01"
"chr802_m430_021_c02","m430_021_c02"
"chr802_m430_021_c04","m430_021_c04"
"chr802_m430_021_c05","m430_021_c05"
"chr802_m430_021_c06","m430_021_c06"
"chr802_m430_021_c09","m430_021_c09"
"chr802_m430_021_c10","m430_021_c10"
"chr802_m430_021_c11","m430_021_c11"
"chr802_m430_030_c08","m430_030_c08"
"chr802_m430_030_c09","m430_030_c09"
"chr802_m430_030_c10","m430_030_c10"
"chr802_m430_040_c01","m430_040_c01"
"chr802_m430_040_c02","m430_040_c02"
"chr802_m430_040_c03","m430_040_c03"
"chr802_m430_040_c05","m430_040_c05"
"chr802_m430_040_c07","m430_040_c07"
"chr802_m430_040_c09","m430_040_c09"
"chr802_m430_040_c10","m430_040_c10"
"chr802_m430_040_c11","m430_040_c11"
"chr804_m440_030_c24","m440_030_c24"
"chr804_m440_030_c25","m440_030_c25"
"chr804_m440_030_c27","m440_030_c27"
"chr804_m440_030_c28","m440_030_c28"
"chr804_m440_030_c31","m440_030_c31"
"chr804_m440_030_c33","m440_030_c33"
"chr804_m440_080_c04","m440_080_c04"
"chr804_m440_091_c04","m440_091_c04"
"chr804_m440_091_c05","m440_091_c05"
"chr804_m440_091_c06","m440_091_c06"
"chr804_m440_091_c07","m440_091_c07"
"chr804_m440_091_c09","m440_091_c09"
"chr804_m440_091_c12","m440_091_c12"
"chr804_m440_091_c14","m440_091_c14"
"chr804_m440_091_c18","m440_091_c18"
"chr804_m440_091_c21","m440_091_c21"
"chr804_m440_091_c27","m440_091_c27"
"chr804_m440_091_c32","m440_091_c32"
"chr804_m440_091_c34","m440_091_c34"
"chr804_m440_091_c35","m440_091_c35"
"chr804_m440_110_c14","m440_110_c14"
"chr804_m440_110_c18","m440_110_c18"
"chr804_m440_110_c19","m440_110_c19"
"chr804_m440_110_c20","m440_110_c20"
"chr804_m440_120_c01","m440_120_c01"
"chr804_m440_120_c02","m440_120_c02"
"chr804_m440_120_c03","m440_120_c03"
"chr804_m440_120_c04","m440_120_c04"
"chr804_m440_120_c05","m440_120_c05"
"chr805_ba01","ba01"
"chr805_ba02","ba02"
"chr843_ba01","ba01"
"chr843_ba02","ba02"
"chr907_ba01","ba01"
"chr907_ba02","ba02"
"chr907_bb01","bb01"
"chr908_ba01","ba01"
"chr908_ba02","ba02"
"chr909_bb01","bb01"
"chr909_bn01","bn01"
"chr909_bn01_01","bn01_01"
"chr909_bn01_02","bn01_02"
"chr912_ba01","ba01"
"chr912_ba02","ba02"
"chr913_ba01","ba01"
"chr913_ba02","ba02"
"chr913_bb01","bb01"
"chr913_ev015_1_c01","ev015_1_c01"
"chr913_ev015_1_c02","ev015_1_c02"
"chr913_ev015_2_c01","ev015_2_c01"
"chr913_ev015_2_c02","ev015_2_c02"
"chr913_ev015_2_c03","ev015_2_c03"
"chr913_ev015_2_c04","ev015_2_c04"
"chr913_ev015_2_c05","ev015_2_c05"
"chr913_ev015_2_c06","ev015_2_c06"
"chr913_ev015_3_c01","ev015_3_c01"
"chr913_ev015_3_c02","ev015_3_c02"
"chr913_ev015_3_c03","ev015_3_c03"
"chr913_ev015_3_c04","ev015_3_c04"
"chr913_ev015_3_c05","ev015_3_c05"
"chr913_ev015_4_c01","ev015_4_c01"
"chr913_ev015_4_c02","ev015_4_c02"
"chr913_ev015_4_c03","ev015_4_c03"
"chr913_ev015_5_c01","ev015_5_c01"
"chr913_ev015_6_c01","ev015_6_c01"
"chr913_m090_040_c07","m090_040_c07"
"chr913_m090_040_c09","m090_040_c09"
"chr913_m090_040_c10","m090_040_c10"
"chr913_m090_040_c11","m090_040_c11"
"chr913_m090_040_c12","m090_040_c12"
"chr913_m090_040_c13","m090_040_c13"
"chr913_m090_040_c19","m090_040_c19"
"chr913_m090_040_c20","m090_040_c20"
"chr913_m090_040_c21","m090_040_c21"
"chr914_ba01","ba01"
"chr914_ba02","ba02"
"chr915_ba01","ba01"
"chr915_ba02","ba02"
"chr916_ba01","ba01"
"chr916_ba02","ba02"
"chr916_bb01","bb01"
"chr916_bd02","bd02"
"chr916_bd03","bd03"
"chr918_ba01","ba01"
"chr918_ba02","ba02"
"chr918_e500","e500"
"chr918_ev008_1","ev008_1"
"chr918_f003","f003"
"chr919_e501","e501"
"chr919_e502","e502"
"chr920_ba01","ba01"
"chr920_ba02","ba02"
"chr921_m440_091_c15","m440_091_c15"
"chr921_m440_091_c16","m440_091_c16"
"chr921_m440_091_c17","m440_091_c17"
"chr921_m440_091_c18","m440_091_c18"
"chr921_m440_091_c41","m440_091_c41"
"chr924_ba01","ba01"
"chr924_ba02","ba02"
"chr925_ba01","ba01"
"chr925_ba02","ba02"
"chr926_ba01","ba01"
"chr926_ba02","ba02"
"chr926_bb01","bb01"
"chr926_ev019_06","ev019_06"
"chr926_ev019_08","ev019_08"
"chr926_ev019_09","ev019_09"
"chr926_ev019_11","ev019_11"
"chr926_m140_050_c05","m140_050_c05"
"chr926_m140_050_c07","m140_050_c07"
"chr926_m140_050_c08","m140_050_c08"
"chr926_m140_050_c09","m140_050_c09"
"chr926_m140_050_c10","m140_050_c10"
"chr935_m430_021_c03","m430_021_c03"
"chr935_m430_021_c04","m430_021_c04"
"chr935_m430_021_c05","m430_021_c05"
"chr935_m430_021_c06","m430_021_c06"
"chr935_m430_021_c09","m430_021_c09"
"chr935_m430_021_c11","m430_021_c11"
"chr935_m430_030_c01","m430_030_c01"
"chr935_m430_030_c02","m430_030_c02"
"chr935_m430_030_c03","m430_030_c03"
"chr935_m430_030_c04","m430_030_c04"
"chr935_m430_030_c07","m430_030_c07"
"chr935_m430_030_c08","m430_030_c08"
"chr935_m430_040_c01","m430_040_c01"
"chr935_m430_040_c02","m430_040_c02"
"chr935_m430_040_c03","m430_040_c03"
"chr935_m430_040_c04","m430_040_c04"
"chr935_m430_040_c06","m430_040_c06"
"chr935_m430_040_c08","m430_040_c08"
"chr935_m430_040_c09","m430_040_c09"
"chr935_m430_040_c10","m430_040_c10"
"chr935_m430_040_c12","m430_040_c12"
"chr941_m430_021_c07","m430_021_c07"
"chr941_m430_030_c04","m430_030_c04"
"chr941_m430_030_c05","m430_030_c05"
"chr941_m430_030_c06","m430_030_c06"
"chr950_ba01","ba01"
"chr950_ba02","ba02"
"chr950_m210_060_c07","m210_060_c07"
"npc001a_fs01_01","fs01_01"
"npc013a_fs01_01","fs01_01"
"npc101a_fs01_01","fs01_01"
"npc101a_fs01_02","fs01_02"
"npc102a_fs01_01","fs01_01"
"npc102a_fs01_02","fs01_02"
"npc104a_fs01_01","fs01_01"
"npc104a_fs01_02","fs01_02"
"npc105a_bg01","bg01"
"npc105a_bn01","bn01"
"npc105a_fs01_01","fs01_01"
"npc105a_fs01_02","fs01_02"
"npc106a_fs01_01","fs01_01"
"npc106a_fs01_02","fs01_02"
"npc107a_fs01_01","fs01_01"
"npc107a_fs01_02","fs01_02"
"npc107a_fs01_03","fs01_03"
"npc109a_fs01_01","fs01_01"
"npc109a_fs01_02","fs01_02"
"npc110a_fs01_01","fs01_01"
"pc001a_fg01_d01","fg01_d01"
"pc001a_fg01_d02","fg01_d02"
"pc001a_fg01_d03","fg01_d03"
"pc001a_fg01_d04","fg01_d04"
"pc001a_fg01_d05","fg01_d05"
"pc001a_fg01_u01","fg01_u01"
"pc001a_fg01_u02","fg01_u02"
"pc001a_fg01_u03","fg01_u03"
"pc001a_fg01_u04","fg01_u04"
"pc001a_fg01_u05","fg01_u05"
"pc001a_fg02_d01","fg02_d01"
"pc001a_fg02_d02","fg02_d02"
"pc001a_fg02_fn01","fg02_fn01"
"pc001a_fg02_fw01b","fg02_fw01b"
"pc001a_fg03_f01","fg03_f01"
"pc001a_fg03_f02","fg03_f02"
"pc001a_fg03_f03","fg03_f03"
"pc001a_fg03_f04","fg03_f04"
"pc001a_fg03_l01","fg03_l01"
"pc001a_fg03_l02","fg03_l02"
"pc001a_fg03_l03","fg03_l03"
"pc001a_fg03_l04","fg03_l04"
"pc001a_fg03_r01","fg03_r01"
"pc001a_fg03_r02","fg03_r02"
"pc001a_fg03_r03","fg03_r03"
"pc001a_fg03_r04","fg03_r04"
"pc001a_fg04_fn01","fg04_fn01"
"pc001a_fg05_n01","fg05_n01"
"pc001a_fg05_w01","fg05_w01"
"pc001a_fg06_w01","fg06_w01"
"pc001a_fg09_n01","fg09_n01"
"pc001a_fg09_w01","fg09_w01"
"pc001a_fn01_01","fn01_01"
"pc001a_fr01_01b","fr01_01b"
"pc001a_fw01_01","fw01_01"
"pc001a_r142_loop01","r142_loop01"
"pc002a_fg01_d01","fg01_d01"
"pc002a_fg01_d02","fg01_d02"
"pc002a_fg01_d03","fg01_d03"
"pc002a_fg01_d04","fg01_d04"
"pc002a_fg01_d05","fg01_d05"
"pc002a_fg01_u01","fg01_u01"
"pc002a_fg01_u02","fg01_u02"
"pc002a_fg01_u03","fg01_u03"
"pc002a_fg01_u04","fg01_u04"
"pc002a_fg01_u05","fg01_u05"
"pc002a_fg02_d01","fg02_d01"
"pc002a_fg02_d02","fg02_d02"
"pc002a_fg02_fn01","fg02_fn01"
"pc002a_fg02_fw01b","fg02_fw01b"
"pc002a_fg03_f01","fg03_f01"
"pc002a_fg03_f02","fg03_f02"
"pc002a_fg03_f03","fg03_f03"
"pc002a_fg03_f04","fg03_f04"
"pc002a_fg03_l01","fg03_l01"
"pc002a_fg03_l02","fg03_l02"
"pc002a_fg03_l03","fg03_l03"
"pc002a_fg03_l04","fg03_l04"
"pc002a_fg03_r01","fg03_r01"
"pc002a_fg03_r02","fg03_r02"
"pc002a_fg03_r03","fg03_r03"
"pc002a_fg03_r04","fg03_r04"
"pc002a_fg04_fn01","fg04_fn01"
"pc002a_fg05_n01","fg05_n01"
"pc002a_fg05_w01","fg05_w01"
"pc002a_fg06_w01","fg06_w01"
"pc002a_fg09_n01","fg09_n01"
"pc002a_fg09_w01","fg09_w01"
