string2 0,empty 1,empty 2,string2 3,string2 4,empty 5,int 6,int 7,string2 8,int 9,string2 10,int 11,string2 12,int 13
"char_MAMMON","","","chr588","1588","",0,0,"yma008",0,"",0,"",0
"char_MISTYMON","","","chr602","1602","",0,0,"ymb002",0,"",0,"",0
"char_INFERMON","","","chr627","1627","",0,0,"ymb003",0,"",0,"",0
"char_OMEGASHOUTMON","","","chr683","1683","",0,0,"yma004",0,"",0,"",0
"char_FLAMEDRAMON","","","chr716","1716","",0,0,"yma011",0,"",0,"",0
"char_CYBERDRAMON","","","chr719","1719","",0,0,"yma008",0,"",0,"",0
"char_RAPIDMON","","","chr722","1722","",0,0,"ymc008",0,"",0,"",0
"char_SHAKKOUMON","","","chr723","1723","",0,0,"ymb003",0,"",0,"",0
"char_WISEMON","","","chr726","1726","",0,0,"ymb001",0,"",0,"",0
"char_ANTYLAMON","","","chr731","1731","",0,0,"ymb009",0,"",0,"",0
"char_RAPIDMON_ARMOR","","","chr751","1751","",0,0,"ymc008",0,"",0,"",0
"char_RAPIDMON_ARMOR_BIG","","","chr831","1751","",0,0,"ymc008",0,"",0,"",0
"char_INSEKIMON","","","chr756","1756","",0,0,"cma004",0,"",0,"",0
"char_TANKDRAMON","","","chr770","1770","",0,0,"yma012",0,"",0,"",0
"char_SKULLSEADRAMON","","","chr908","1908","",0,0,"mma004",0,"mpc909",0,"",0
"char_ENBARRMON","","","chr920","1920","",0,0,"yma012",0,"",0,"",0
"char_BIGMAMEMON","","","chr028","1028","",0,0,"ymc004",0,"",0,"",0
"char_TRICERAMON","","","chr033","1033","",0,0,"yma008",0,"",0,"",0
"char_VOLCAMON","","","chr059","1059","",0,0,"yma009",0,"",0,"",0
"char_SAVIORHUCKMON","","","chr116","1116","",0,0,"yma007",0,"",0,"",0
"char_DAGOMON","","","chr129","1129","",0,0,"omc001",0,"",0,"",0
"char_WARUSEADRAMON","","","chr133","1133","",0,0,"yma012",0,"",0,"",0
"char_FLAREMON","","","chr138","1138","",0,0,"yma003",0,"",0,"",0
"char_HOLSMON","","","chr141","1141","",0,0,"ymb009",0,"",0,"",0
"char_SHURIMON","","","chr142","1142","",0,0,"ymd007",0,"",0,"",0
"char_NEFERTIMON","","","chr147","1147","",1,0,"yfb001",0,"",0,"",0
"char_OROCHIMON","","","chr149","1149","",0,0,"omc001",0,"",0,"",0
"char_CALAMARAMON","","","chr163","1163","",1,0,"yfd001",0,"mpc163",0,"",0
"char_LOCOMON","","","chr198","1198","",0,0,"ymb010",0,"",0,"",0
"char_CERBERUMON_WEREWOLFMODE","","","chr224","1224","",0,0,"yma015",0,"",0,"",0
"char_SKULLBALUCHIMON","","","chr239","1239","",0,0,"yma002",0,"",0,"",0
"char_GARUDAMON","","","chr309","1309","",0,0,"ymc008",0,"",0,"",0
"char_TONOSAMAGEKOMON","","","chr376","1376","",0,0,"mmc001",0,"",0,"",0
"char_JYUREIMON","","","chr379","1379","",0,0,"oma001",0,"mpc379",0,"",0
"char_DEATHMERAMON","","","chr406","1406","",0,0,"yma002",0,"",0,"",0
"char_MASTERBLIMPMON","","","chr465","1465","",0,0,"ymb010",0,"",0,"",0
"char_LOADERLIOMON","","","chr479","1479","",0,0,"ymb011",0,"",0,"",0
"char_GREATGRYZMON","","","chr491","1491","",0,0,"ymb005",0,"",0,"",0
"char_ANOMALOCARIMON","","","chr605","1605","",0,0,"ymb006",0,"",0,"",0
"char_HANGYOMON","","","chr606","1606","",0,0,"ymd002",0,"",0,"",0
"char_ALDAMON","","","chr669","1669","",0,0,"yma003",0,"",0,"",0
"char_BEOWOLFMON","","","chr670","1670","",0,0,"ymb004",0,"",0,"",0
"char_VRITRAMON","","","chr679","1679","",0,0,"yma003",0,"",0,"",0
"char_GARUMMON","","","chr681","1681","",0,0,"ymb004",0,"",0,"",0
"char_DURAMON","","","chr699","1699","",0,0,"ymb006",0,"",0,"",0
"char_YATAGARAMON","","","chr721","1721","",0,0,"ymb002",0,"",0,"",0
"char_BRAKIMON","","","chr724","1724","",0,0,"yma008",0,"",0,"",0
"char_CANNONBEEMON","","","chr727","1727","",0,0,"ymb009",0,"",0,"bmv005",0
"char_BLACKKINGNUMEMON","","","chr753","1753","",0,0,"ymc003",0,"",0,"",0
"char_SHARKMON","","","chr907","1907","",0,0,"yma009",0,"mpc906",0,"",0
"char_PROPRIETOR","","","","9999","",0,0,"",0,"",0,"",0
