int 0,empty 1,string2 2,float 3,float 4,float 5,float 6,float 7,float 8,float 9,float 10,int 11
1004262,"","J_neck",30,30,30,30,100,0,0,0,0
1004263,"","J_spine2",30,30,10,10,100,0,0,0,0
1004271,"","J_atama",30,30,10,10,100,0,0,0,0
1004272,"","J_kubi",10,10,10,10,100,0,0,0,0
1004281,"","J_atama",90,90,45,45,100,0,0,0,0
1004291,"","J_root",15,15,0,0,100,0,0,0,0
1004311,"","J_head",20,20,10,10,100,0,0,0,0
1004312,"","J_neck",20,20,10,10,100,0,0,0,0
1004313,"","J_spine2",40,40,35,35,100,0,0,0,0
1004351,"","J_neck",45,45,15,15,100,0,0,0,0
1004371,"","J_center",20,20,0,0,100,0,0,0,0
1004381,"","J_center",20,20,0,0,100,0,0,0,0
1004391,"","J_head",90,90,30,30,100,0,0,0,0
1004401,"","J_head",90,90,90,90,100,0,0,0,0
1009371,"","J_head",90,90,90,90,100,0,0,0,0
1004501,"","J_atama",60,60,35,35,100,0,0,0,0
1004502,"","J_kubi06",50,50,25,25,100,0,0,0,0
1004503,"","J_kubi05",45,45,15,15,100,0,0,0,0
1004504,"","J_kubi04",30,30,15,15,100,0,0,0,0
1004511,"","J_atama",30,30,0,0,100,0,0,0,0
1004512,"","J_kubi",25,25,0,0,100,0,0,0,0
1004513,"","J_mune",25,25,5,5,100,0,0,0,0
1004521,"","J_atama",50,50,45,45,100,0,0,0,0
1004522,"","J_kubi",20,20,20,20,100,0,0,0,0
1004531,"","J_atama",5,5,0,0,100,0,0,0,0
1004532,"","J_kubi",15,15,10,10,100,0,0,0,0
1004533,"","J_mune",20,20,10,10,100,0,0,0,0
1004541,"","J_mune",30,30,20,20,100,0,0,0,0
1004542,"","J_center",30,30,35,35,100,0,0,0,0
1004561,"","J_atama",60,60,20,20,100,0,0,0,0
1004571,"","J_atama",60,60,45,45,100,0,0,0,0
1004572,"","J_mune",30,30,10,10,100,0,0,0,0
1004581,"","J_head",55,55,35,35,100,0,0,0,0
1004582,"","J_neck",35,35,25,25,100,0,0,0,0
1004583,"","J_spine02",30,30,20,20,100,0,0,0,0
1004611,"","J_atama",15,15,0,0,100,0,0,0,0
1004661,"","J_root",40,40,0,0,100,0,0,0,0
1004741,"","J_head",25,25,15,15,100,0,0,0,0
1004742,"","J_neck",10,10,5,5,100,0,0,0,0
1004791,"","J_head",10,10,5,5,100,0,0,0,0
1004841,"","J_head",55,55,10,40,100,0,0,0,0
1004891,"","J_head",40,40,30,30,100,0,0,0,0
1004901,"","J_head",40,40,30,30,100,0,0,0,0
1004911,"","J_head",60,60,40,40,100,0,0,0,0
1004921,"","J_head",70,70,65,50,100,0,0,0,0
1005101,"","J_center",25,25,0,0,100,0,0,0,0
1005121,"","J_center",25,25,0,0,100,0,0,0,0
1005141,"","J_atama",90,90,45,45,100,0,0,0,0
1005151,"","J_center",20,20,0,0,100,0,0,0,0
1005481,"","J_head",70,70,45,45,100,0,0,0,0
1005482,"","J_neck02",45,45,30,30,100,0,0,0,0
1005483,"","J_neck01",30,30,20,20,100,0,0,0,0
1005631,"","J_head",20,20,15,15,100,0,0,0,0
1005641,"","J_atama",50,50,45,45,100,0,0,0,0
1005671,"","J_center",40,40,10,10,100,0,0,0,0
1005691,"","J_atama",45,45,15,180,100,0,0,0,0
1005731,"","J_neck",10,10,5,5,100,0,0,0,0
1005732,"","J_body",10,10,5,5,100,0,0,0,0
1005741,"","J_head",30,30,20,20,100,0,0,0,0
1005751,"","J_head",40,40,20,20,100,0,0,0,0
1005761,"","J_atama",25,25,10,10,100,0,0,0,0
1005821,"","J_root",15,15,10,10,100,0,0,0,0
1005841,"","J_head",20,20,10,10,100,0,0,0,0
1005842,"","J_spine02",30,30,0,0,100,0,0,0,0
1005861,"","J_root_086",45,45,10,10,100,0,0,0,0
1005881,"","J_head",15,15,15,15,100,0,0,0,0
1005901,"","J_atama",60,60,20,20,100,0,0,0,0
1005921,"","J_atama",30,30,15,15,100,0,0,0,0
1005941,"","J_atama",20,20,10,10,100,0,0,0,0
1005961,"","J_atama",75,75,20,20,100,0,0,0,0
1005971,"","J_atama",20,20,30,30,100,0,0,0,0
1005972,"","J_mune",10,10,15,15,100,0,0,0,0
1005981,"","J_haed",15,15,15,15,100,0,0,0,0
1005982,"","J_neck",15,15,15,15,100,0,0,0,0
1006001,"","J_atama",45,45,15,15,100,0,0,0,0
1006002,"","J_kubi",30,30,10,10,100,0,0,0,0
1006011,"","J_head",60,60,40,40,100,0,0,0,0
1006021,"","J_head",30,30,20,20,100,0,0,0,0
1006022,"","J_neck",10,10,5,5,100,0,0,0,0
1006031,"","J_head",30,30,15,15,100,0,0,0,0
1006032,"","J_neck",15,15,10,10,100,0,0,0,0
1006041,"","J_head",15,15,10,10,100,0,0,0,0
1008771,"","J_head",15,15,10,10,100,0,0,0,0
1006051,"","J_center",30,30,5,5,100,0,0,0,0
1006061,"","J_atama",35,35,20,30,100,0,0,0,0
1006062,"","J_hara",80,80,30,30,100,0,0,0,0
1009451,"","J_atama",35,35,20,30,100,0,0,0,0
1009452,"","J_hara",80,80,30,30,100,0,0,0,0
1006071,"","J_hara",20,20,10,25,100,0,0,0,0
1006091,"","J_atama",45,45,0,0,100,0,0,0,0
1006101,"","J_atama",20,20,15,15,100,0,0,0,0
1006111,"","J_atama",35,35,15,15,100,0,0,0,0
1006131,"","J_head",40,40,25,25,100,0,0,0,0
1006141,"","J_head",40,40,15,15,100,0,0,0,0
1006151,"","J_hip",20,20,10,10,100,0,0,0,0
1006211,"","J_atama",30,30,0,0,100,0,0,0,0
1006212,"","J_mune",25,25,0,0,100,0,0,0,0
1006261,"","J_atama",90,90,45,45,100,0,0,0,0
1006271,"","J_atama",90,90,45,45,100,0,0,0,0
1006272,"","J_kubi2",90,90,45,45,100,0,0,0,0
1006273,"","J_kubi1",60,60,30,30,100,0,0,0,0
1006291,"","J_mune",30,30,0,0,100,0,0,0,0
1006292,"","J_center",30,30,25,25,100,0,0,0,0
1006301,"","J_atama",10,10,0,0,100,0,0,0,0
1006302,"","J_mune",10,10,0,0,100,0,0,0,0
1006303,"","J_center",30,30,30,30,100,0,0,0,0
1006311,"","J_center",30,30,20,20,100,0,0,0,0
1006321,"","J_atama",25,25,10,10,100,0,0,0,0
1006322,"","J_neck",10,10,10,10,100,0,0,0,0
1006691,"","J_head",30,30,10,10,100,0,0,0,0
1006692,"","J_neck",10,10,10,10,100,0,0,0,0
1006701,"","J_head",40,40,20,20,100,0,0,0,0
1006751,"","J_head",50,50,35,35,100,0,0,0,0
1006761,"","J_head",70,70,25,25,100,0,0,0,0
1006771,"","J_head",40,40,25,25,100,0,0,0,0
1006772,"","J_neck",20,20,15,15,100,0,0,0,0
1006781,"","J_head",30,30,30,30,100,0,0,0,0
1006782,"","J_neck",15,15,10,10,100,0,0,0,0
1006783,"","J_spine02",50,50,5,5,100,0,0,0,0
1006791,"","J_head",50,50,30,30,100,0,0,0,0
1006792,"","J_neck02",20,20,20,20,100,0,0,0,0
1006793,"","J_neck01",30,30,30,30,100,0,0,0,0
1006794,"","J_spine02",30,30,20,20,100,0,0,0,0
1006801,"","J_head",35,35,20,20,100,0,0,0,0
1006802,"","J_neck",25,25,10,10,100,0,0,0,0
1006811,"","J_head",60,60,20,20,100,0,0,0,0
1006812,"","J_neck",30,30,15,15,100,0,0,0,0
1006821,"","J_head",90,90,45,45,100,0,0,0,0
1006831,"","J_head",60,60,45,45,100,0,0,0,0
1006871,"","J_atama",75,75,45,45,100,0,0,0,0
1006881,"","J_atama",60,60,45,45,100,0,0,0,0
1006971,"","J_head",50,50,25,25,100,0,0,0,0
1006972,"","J_neck",20,20,5,5,100,0,0,0,0
1006981,"","J_head",20,20,10,10,100,0,0,0,0
1006982,"","J_neck02",10,10,10,10,100,0,0,0,0
1006991,"","J_head",20,20,15,15,100,0,0,0,0
1006992,"","J_neck",15,15,10,10,100,0,0,0,0
1007001,"","J_head",40,40,20,20,100,0,0,0,0
1007002,"","J_neck",30,30,15,15,100,0,0,0,0
1007021,"","J_head",90,90,45,45,100,0,0,0,0
1007031,"","J_head",30,30,15,15,100,0,0,0,0
1007032,"","J_neck",20,20,0,0,100,0,0,0,0
1007033,"","J_spine02",30,30,10,10,100,0,0,0,0
1007041,"","J_head",40,40,0,0,100,0,0,0,0
1007051,"","J_head",50,50,10,10,100,0,0,0,0
1007061,"","J_head",40,40,10,10,100,0,0,0,0
1007071,"","J_head",30,30,10,10,100,0,0,0,0
1007081,"","J_neck",15,15,0,0,100,0,0,0,0
1007091,"","J_spine01",90,90,45,45,100,0,0,0,0
1007101,"","J_neck",15,15,30,30,100,0,0,0,0
1007102,"","J_spine02",20,20,25,25,100,0,0,0,0
1007111,"","J_head",40,40,15,15,100,0,0,0,0
1007161,"","J_head",50,50,40,40,100,0,0,0,0
1007162,"","J_neck",40,40,25,25,100,0,0,0,0
1007163,"","J_spine02",30,30,20,20,100,0,0,0,0
1007181,"","J_neck",50,50,15,15,100,0,0,0,0
1007191,"","J_head",40,40,30,30,100,0,0,0,0
1007192,"","J_neck",30,30,20,20,100,0,0,0,0
1007201,"","J_head",60,60,20,20,100,0,0,0,0
1007202,"","J_neck",20,20,10,10,100,0,0,0,0
1007211,"","J_head",55,55,20,20,100,0,0,0,0
1007212,"","J_neck",30,30,10,10,100,0,0,0,0
1007231,"","J_neck",180,180,10,10,100,0,0,0,0
1007241,"","J_head",60,60,35,35,100,0,0,0,0
1007251,"","J_head",20,20,20,20,100,0,0,0,0
1007252,"","J_neck05",15,15,15,15,100,0,0,0,0
1007253,"","J_neck04",10,10,5,5,100,0,0,0,0
1007254,"","J_neck03",10,10,5,5,100,0,0,0,0
1007255,"","J_neck02",10,10,5,5,100,0,0,0,0
1007261,"","J_head",90,90,45,45,100,0,0,0,0
1007271,"","J_center",60,60,35,35,100,0,0,0,0
1007311,"","J_head",30,30,15,15,100,0,0,0,0
1007312,"","J_neck",10,10,0,0,100,0,0,0,0
1007321,"","J_head",40,40,20,20,100,0,0,0,0
1007322,"","J_neck",40,40,20,20,100,0,0,0,0
1007331,"","J_head",40,40,20,20,100,0,0,0,0
1007332,"","J_neck",10,10,5,5,100,0,0,0,0
1008241,"","J_head",40,40,20,20,100,0,0,0,0
1008242,"","J_neck",10,10,5,5,100,0,0,0,0
1007341,"","J_head",25,25,20,20,100,0,0,0,0
1007342,"","J_neck",30,30,15,15,100,0,0,0,0
1007351,"","J_neck",30,30,10,10,100,0,0,0,0
1007352,"","J_spine02",20,20,0,0,100,0,0,0,0
1007371,"","J_head",50,50,35,35,100,0,0,0,0
1007372,"","J_neck",40,40,20,20,100,0,0,0,0
1007381,"","J_head",50,50,45,45,100,0,0,0,0
1007382,"","J_neck",30,30,30,30,100,0,0,0,0
1007391,"","J_head01",0,0,10,10,100,0,0,0,0
1007392,"","J_neck",20,20,15,15,100,0,0,0,0
1007401,"","J_head",40,40,25,25,100,0,0,0,0
1007402,"","J_neck",25,25,30,30,100,0,0,0,0
1007411,"","J_head",90,90,25,25,100,0,0,0,0
1007421,"","J_head",50,50,45,45,100,0,0,0,0
1007422,"","J_neck",45,45,30,30,100,0,0,0,0
1007423,"","J_spine02",30,30,5,5,100,0,0,0,0
1007431,"","J_head",20,20,10,10,100,0,0,0,0
1007432,"","J_neck",40,40,20,20,100,0,0,0,0
1007441,"","J_head",30,30,0,0,100,0,0,0,0
1007442,"","J_neck",20,20,0,0,100,0,0,0,0
1007451,"","J_head",45,45,15,15,100,0,0,0,0
1007452,"","J_neck",20,20,0,0,100,0,0,0,0
1007471,"","J_head",180,180,180,180,100,0,0,0,1
1007481,"","J_head",30,30,15,15,100,0,0,0,0
1007482,"","J_neck",10,10,10,10,100,0,0,0,0
1007491,"","J_head",55,55,0,0,100,0,0,0,0
1007492,"","J_neck",35,35,0,0,100,0,0,0,0
1007493,"","J_spine03",10,10,0,0,100,0,0,0,0
1007494,"","J_spine02",10,10,0,0,100,0,0,0,0
1007661,"","J_head",30,30,20,20,100,0,0,0,0
1007701,"","J_head",25,25,15,15,100,0,0,0,0
1007711,"","J_head",45,45,40,40,100,0,0,0,0
1007721,"","J_head",35,35,30,30,100,0,0,0,0
1007731,"","J_head",40,40,30,30,100,0,0,0,0
1007741,"","J_neck",25,25,10,10,100,0,0,0,0
1007742,"","J_spine02",20,20,0,0,100,0,0,0,0
1007751,"","J_head",15,15,0,0,100,0,0,0,0
1007752,"","J_neck",10,10,0,0,100,0,0,0,0
1007761,"","J_head",30,30,30,30,100,0,0,0,0
1007762,"","J_neck",20,20,15,15,100,0,0,0,0
1007763,"","J_spine02",30,30,30,30,100,0,0,0,0
1007771,"","J_head",60,60,30,30,100,0,0,0,0
1007781,"","J_head",30,30,20,20,100,0,0,0,0
1007791,"","J_head",40,40,15,15,100,0,0,0,0
1008051,"","J_head",30,30,15,15,100,0,0,0,0
1008052,"","J_neck",15,15,10,10,100,0,0,0,0
1009071,"","J_root",30,30,15,15,100,0,0,0,0
1009081,"","J_head",20,20,15,15,100,0,0,0,0
1009082,"","J_head",20,20,15,15,100,0,0,0,0
1009161,"","J_head",30,30,15,15,100,0,0,0,0
1009162,"","J_neck",15,15,10,10,100,0,0,0,0
1009131,"","J_haed",35,35,35,35,100,0,0,0,0
1009132,"","J_neck",30,30,25,25,100,0,0,0,0
1009133,"","J_spine02",30,30,20,20,100,0,0,0,0
1009151,"","T_head",20,20,20,20,100,0,0,0,0
1009201,"","J_head",20,20,15,15,100,0,0,0,0
1009202,"","J_neck03",10,10,5,5,100,0,0,0,0
1009203,"","J_neck02",10,10,5,5,100,0,0,0,0
1009381,"","J_atama",50,50,45,45,100,0,0,0,0
1009382,"","J_kubi",20,20,20,20,100,0,0,0,0
1009991,"","J_neck",70,70,15,15,100,0,0,0,0
10011,"","head",180,180,180,180,100,0,0.1,0,1
10021,"","head",180,180,180,180,100,0,0.1,0,1
10031,"","head",180,180,180,180,100,0,0.1,0,1
10041,"","head",180,180,180,180,100,0,0.1,0,1
10051,"","head",180,180,180,180,100,0,0.1,0,1
10061,"","head",180,180,180,180,100,0,0.1,0,1
10071,"","head",180,180,180,180,100,0,0.1,0,1
10091,"","head",180,180,180,180,100,0,0.1,0,1
10101,"","head",180,180,180,180,100,0,0.1,0,1
10111,"","head",180,180,180,180,100,0,0.1,0,1
10121,"","head",180,180,180,180,100,0,0.1,0,1
10131,"","head",180,180,180,180,100,0,0.1,0,1
10141,"","head",180,180,180,180,100,0,0.1,0,1
10151,"","head",180,180,180,180,100,0,0.1,0,1
10161,"","head",180,180,180,180,100,0,0.1,0,1
10171,"","head",180,180,180,180,100,0,0.1,0,1
10181,"","head",180,180,180,180,100,0,0.1,0,1
10531,"","head",180,180,180,180,100,0,0.1,0,1
10561,"","head",180,180,180,180,100,0,0.1,0,1
10571,"","head",180,180,180,180,100,0,0.1,0,1
11011,"","head",180,180,180,180,100,0,0.1,0,1
11021,"","head",180,180,180,180,100,0,0.1,0,1
11041,"","head",180,180,180,180,100,0,0.1,0,1
11051,"","head",180,180,180,180,100,0,0.1,0,1
11061,"","head",180,180,180,180,100,0,0.1,0,1
11071,"","head",180,180,180,180,100,0,0.1,0,1
11081,"","head",180,180,180,180,100,0,0.1,0,1
11091,"","head",180,180,180,180,100,0,0.1,0,1
11101,"","head",180,180,180,180,100,0,0.1,0,1
11121,"","head",180,180,180,180,100,0,0.1,0,1
11,"","head",180,180,180,180,100,0,0.1,0,1
21,"","head",180,180,180,180,100,0,0.1,0,1
