int 0,empty 1,int 2,empty 3,empty 4,empty 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,empty 15,empty 16,empty 17,int 18,int 19,int 20,int 21,int 22,int 23,int 24,int 25,int 26,empty 27,empty 28,empty 29,int 30,int 31,int 32,int 33,int 34,int 35,int 36,int 37,int 38,empty 39,empty 40,empty 41,int 42,int 43,int 44,int 45,int 46,int 47,int 48,int 49,int 50,empty 51,empty 52,empty 53,int 54,int 55,int 56,int 57,int 58,int 59,int 60,int 61,int 62,empty 63,empty 64,empty 65,int 66,int 67,int 68,int 69,int 70,int 71,int 72,int 73,int 74,string2 75,int 76,empty 77,int 78,empty 79,int 80,empty 81,bool 82,bool 83,bool 84,int 85
90041,"",4101,"","","",100,0,0,45,45,0,0,1,4101,"","","",100,0,0,45,45,0,0,1,4101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90042,"",4201,"","","",100,0,0,45,45,0,0,1,4201,"","","",100,0,0,45,45,0,0,1,4201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90043,"",4301,"","","",100,0,0,45,45,0,0,1,4301,"","","",100,0,0,45,45,0,0,1,4301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90044,"",4401,"","","",100,0,0,45,45,0,0,1,4401,"","","",100,0,0,45,45,0,0,1,4401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90047,"",4701,"","","",100,0,0,45,45,0,0,1,4701,"","","",100,0,0,45,45,0,0,1,4701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90048,"",4801,"","","",100,0,0,45,45,0,0,1,4801,"","","",100,0,0,45,45,0,0,1,4801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90049,"",4901,"","","",100,0,0,45,45,0,0,1,4901,"","","",100,0,0,45,45,0,0,1,4901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90050,"",5001,"","","",100,0,0,45,45,0,0,1,5001,"","","",100,0,0,45,45,0,0,1,5001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90051,"",5101,"","","",100,0,0,45,45,0,0,1,5101,"","","",100,0,0,45,45,0,0,1,5101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90052,"",5201,"","","",100,0,0,45,45,0,0,1,5201,"","","",100,0,0,45,45,0,0,1,5201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90053,"",5301,"","","",100,0,0,45,45,0,0,1,5301,"","","",100,0,0,45,45,0,0,1,5301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90054,"",5401,"","","",100,0,0,45,45,0,0,1,5401,"","","",100,0,0,45,45,0,0,1,5401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90055,"",5501,"","","",100,0,0,45,45,0,0,1,5501,"","","",100,0,0,45,45,0,0,1,5501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90056,"",5601,"","","",100,0,0,45,45,0,0,1,5601,"","","",100,0,0,45,45,0,0,1,5601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90057,"",5701,"","","",100,0,0,45,45,0,0,1,5701,"","","",100,0,0,45,45,0,0,1,5701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90058,"",5801,"","","",100,0,0,45,45,0,0,1,5801,"","","",100,0,0,45,45,0,0,1,5801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90059,"",5901,"","","",100,0,0,45,45,0,0,1,5901,"","","",100,0,0,45,45,0,0,1,5901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90060,"",6001,"","","",100,0,0,45,45,0,0,1,6001,"","","",100,0,0,45,45,0,0,1,6001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90061,"",6101,"","","",100,0,0,45,45,0,0,1,6101,"","","",100,0,0,45,45,0,0,1,6101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90068,"",6801,"","","",100,0,0,45,45,0,0,1,6801,"","","",100,0,0,45,45,0,0,1,6801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90069,"",6901,"","","",100,0,0,45,45,0,0,1,6901,"","","",100,0,0,45,45,0,0,1,6901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90070,"",7001,"","","",100,0,0,45,45,0,0,1,7001,"","","",100,0,0,45,45,0,0,1,7001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90071,"",7101,"","","",100,0,0,45,45,0,0,1,7101,"","","",100,0,0,45,45,0,0,1,7101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90072,"",7201,"","","",100,0,0,45,45,0,0,1,7201,"","","",100,0,0,45,45,0,0,1,7201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90073,"",7301,"","","",100,0,0,45,45,0,0,1,7301,"","","",100,0,0,45,45,0,0,1,7301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90074,"",7401,"","","",100,0,0,45,45,0,0,1,7401,"","","",100,0,0,45,45,0,0,1,7401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90075,"",7501,"","","",100,0,0,45,45,0,0,1,7501,"","","",100,0,0,45,45,0,0,1,7501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90076,"",7601,"","","",100,0,0,45,45,0,0,1,7601,"","","",100,0,0,45,45,0,0,1,7601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90077,"",7701,"","","",100,0,0,45,45,0,0,1,7701,"","","",100,0,0,45,45,0,0,1,7701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90078,"",7801,"","","",100,0,0,45,45,0,0,1,7801,"","","",100,0,0,45,45,0,0,1,7801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90079,"",7901,"","","",100,0,0,45,45,0,0,1,7901,"","","",100,0,0,45,45,0,0,1,7901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90080,"",8001,"","","",100,0,0,45,45,0,0,1,8001,"","","",100,0,0,45,45,0,0,1,8001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90081,"",8101,"","","",100,0,0,45,45,0,0,1,8101,"","","",100,0,0,45,45,0,0,1,8101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90082,"",8201,"","","",100,0,0,45,45,0,0,1,8201,"","","",100,0,0,45,45,0,0,1,8201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90083,"",8301,"","","",100,0,0,45,45,0,0,1,8301,"","","",100,0,0,45,45,0,0,1,8301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90084,"",8401,"","","",100,0,0,45,45,0,0,1,8401,"","","",100,0,0,45,45,0,0,1,8401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90085,"",8501,"","","",100,0,0,45,45,0,0,1,8501,"","","",100,0,0,45,45,0,0,1,8501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90086,"",8601,"","","",100,0,0,45,45,0,0,1,8601,"","","",100,0,0,45,45,0,0,1,8601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90087,"",8701,"","","",100,0,0,45,45,0,0,1,8701,"","","",100,0,0,45,45,0,0,1,8701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90088,"",8801,"","","",100,0,0,45,45,0,0,1,8801,"","","",100,0,0,45,45,0,0,1,8801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90090,"",9001,"","","",100,0,0,45,45,0,0,1,9001,"","","",100,0,0,45,45,0,0,1,9001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90091,"",9101,"","","",100,0,0,45,45,0,0,1,9101,"","","",100,0,0,45,45,0,0,1,9101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90092,"",9201,"","","",100,0,0,45,45,0,0,1,9201,"","","",100,0,0,45,45,0,0,1,9201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90093,"",9301,"","","",100,0,0,45,45,0,0,1,9301,"","","",100,0,0,45,45,0,0,1,9301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90094,"",9401,"","","",100,0,0,45,45,0,0,1,9401,"","","",100,0,0,45,45,0,0,1,9401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90095,"",9501,"","","",100,0,0,45,45,0,0,1,9501,"","","",100,0,0,45,45,0,0,1,9501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90096,"",9601,"","","",100,0,0,45,45,0,0,1,9601,"","","",100,0,0,45,45,0,0,1,9601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90097,"",9701,"","","",100,0,0,45,45,0,0,1,9701,"","","",100,0,0,45,45,0,0,1,9701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90098,"",9801,"","","",100,0,0,45,45,0,0,1,9801,"","","",100,0,0,45,45,0,0,1,9801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90100,"",10001,"","","",100,0,0,45,45,0,0,1,10001,"","","",100,0,0,45,45,0,0,1,10001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90101,"",10101,"","","",100,0,0,45,45,0,0,1,10101,"","","",100,0,0,45,45,0,0,1,10101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90102,"",10201,"","","",100,0,0,45,45,0,0,1,10201,"","","",100,0,0,45,45,0,0,1,10201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90103,"",10301,"","","",100,0,0,45,45,0,0,1,10301,"","","",100,0,0,45,45,0,0,1,10301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90104,"",10401,"","","",100,0,0,45,45,0,0,1,10401,"","","",100,0,0,45,45,0,0,1,10401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90105,"",10501,"","","",100,0,0,45,45,0,0,1,10501,"","","",100,0,0,45,45,0,0,1,10501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90106,"",10601,"","","",100,0,0,45,45,0,0,1,10601,"","","",100,0,0,45,45,0,0,1,10601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90107,"",10701,"","","",100,0,0,45,45,0,0,1,10701,"","","",100,0,0,45,45,0,0,1,10701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90111,"",11101,"","","",100,0,0,45,45,0,0,1,11101,"","","",100,0,0,45,45,0,0,1,11101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90112,"",11201,"","","",100,0,0,45,45,0,0,1,11201,"","","",100,0,0,45,45,0,0,1,11201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90113,"",11301,"","","",100,0,0,45,45,0,0,1,11301,"","","",100,0,0,45,45,0,0,1,11301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90114,"",11401,"","","",100,0,0,45,45,0,0,1,11401,"","","",100,0,0,45,45,0,0,1,11401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90115,"",11501,"","","",100,0,0,45,45,0,0,1,11501,"","","",100,0,0,45,45,0,0,1,11501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90116,"",11601,"","","",100,0,0,45,45,0,0,1,11601,"","","",100,0,0,45,45,0,0,1,11601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90117,"",11701,"","","",100,0,0,45,45,0,0,1,11701,"","","",100,0,0,45,45,0,0,1,11701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90118,"",11801,"","","",100,0,0,45,45,0,0,1,11801,"","","",100,0,0,45,45,0,0,1,11801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90126,"",12601,"","","",100,0,0,45,45,0,0,1,12601,"","","",100,0,0,45,45,0,0,1,12601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90127,"",12701,"","","",100,0,0,45,45,0,0,1,12701,"","","",100,0,0,45,45,0,0,1,12701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90128,"",12801,"","","",100,0,0,45,45,0,0,1,12801,"","","",100,0,0,45,45,0,0,1,12801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90129,"",12901,"","","",100,0,0,45,45,0,0,1,12901,"","","",100,0,0,45,45,0,0,1,12901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90130,"",13001,"","","",100,0,0,45,45,0,0,1,13001,"","","",100,0,0,45,45,0,0,1,13001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90132,"",13201,"","","",100,0,0,45,45,0,0,1,13201,"","","",100,0,0,45,45,0,0,1,13201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90133,"",13301,"","","",100,0,0,45,45,0,0,1,13301,"","","",100,0,0,45,45,0,0,1,13301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90134,"",13401,"","","",100,0,0,45,45,0,0,1,13401,"","","",100,0,0,45,45,0,0,1,13401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90135,"",13501,"","","",100,0,0,45,45,0,0,1,13501,"","","",100,0,0,45,45,0,0,1,13501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90136,"",13601,"","","",100,0,0,45,45,0,0,1,13601,"","","",100,0,0,45,45,0,0,1,13601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90137,"",13701,"","","",100,0,0,45,45,0,0,1,13701,"","","",100,0,0,45,45,0,0,1,13701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90138,"",13801,"","","",100,0,0,45,45,0,0,1,13801,"","","",100,0,0,45,45,0,0,1,13801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90139,"",13901,"","","",100,0,0,45,45,0,0,1,13901,"","","",100,0,0,45,45,0,0,1,13901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90140,"",14001,"","","",100,0,0,45,45,0,0,1,14001,"","","",100,0,0,45,45,0,0,1,14001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90141,"",14101,"","","",100,0,0,45,45,0,0,1,14101,"","","",100,0,0,45,45,0,0,1,14101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
