int 0,empty 1,int 2,empty 3,empty 4,int 5,empty 6,bool 7,bool 8,bool 9,int 10,int 11,float 12,float 13,string2 14,int 15,int 16,int 17,int 18,int 19,int 20,int 21,int 22,int 23,int 24,int 25,int 26,int 27,int 28,int 29,int 30,empty 31,int 32,int 33,int 34,int 35,int 36,int 37,empty 38,int 39,int 40,empty 41,int 42,int 43
10402,"",104,"","",10402,"",0,1,0,0,20,-1,0.05,"",0,0,3720,1040,4590,2820,4500,2740,2170,60,100,260,90,260,90,200,"",0,1364,12,350,35,22102,"",100,0,"",0,0
10403,"",104,"","",10403,"",0,1,0,0,20,1.9,0.05,"",0,0,8720,1040,4590,2820,4500,2740,2170,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,0
10501,"",105,"","",10501,"",0,1,0,0,20,-1,0.05,"",0,0,3180,1030,1790,650,1680,650,1290,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
10601,"",106,"","",10601,"",0,1,0,0,20,-1,0.05,"",0,0,4180,1000,4350,2610,3750,2630,1350,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
10602,"",106,"","",10602,"",0,1,0,0,20,-1,0.05,"",0,0,4180,1000,3350,1610,2750,1630,1350,60,100,260,90,260,90,200,"",0,1364,12,350,35,22103,"",100,0,"",0,0
10701,"",107,"","",10701,"",0,1,0,0,20,-1,0.05,"",0,0,1600,860,690,350,1370,510,860,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
10702,"",107,"","",10701,"",0,1,1,0,20,-1,0.05,"",0,0,1600,860,690,350,1370,510,860,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
10703,"",107,"","",10701,"",0,1,0,0,20,-1,0.05,"",0,0,1600,860,690,350,1370,510,860,50,80,210,50,210,50,160,"",0,264,8,160,16,764,"",100,0,"",0,10
11101,"",111,"","",11101,"",0,1,0,0,20,-1,0.1,"",0,0,1000,100,370,230,100,130,220,30,50,120,20,120,20,100,"",0,24,4,40,4,7,"",15,0,"",0,20
11102,"",111,"","",11101,"",0,1,0,0,20,-1,0.1,"",0,0,1000,100,370,230,100,130,220,30,50,100,50,100,50,100,"",0,24,0,40,4,0,"",0,0,"",0,20
11103,"",111,"","",11101,"",0,1,0,0,20,-1,0.1,"",0,0,1000,100,370,230,100,130,220,30,50,100,50,100,50,100,"",0,24,0,40,4,0,"",0,0,"",0,20
11201,"",112,"","",11201,"",0,1,0,0,20,-1,0.1,"",0,0,930,180,470,160,160,100,280,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
11301,"",113,"","",11301,"",0,1,0,0,20,-1,0.05,"",0,0,1270,630,500,350,600,370,240,40,60,170,40,170,40,130,"",0,84,6,800,8,0,"",0,0,"",0,15
11302,"",113,"","",11302,"",0,1,0,0,20,-1,0.05,"",0,0,100,580,1130,140,1650,340,240,0,60,170,40,170,40,130,"",12,1000,0,5000,0,45,"",100,0,"",0,15
11401,"",114,"","",11401,"",0,1,0,0,20,-1,0.1,"",0,0,970,270,480,130,120,90,280,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
11501,"",115,"","",11501,"",0,1,0,0,20,-1,0.05,"",0,0,1320,290,500,290,220,220,320,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
11601,"",116,"","",11601,"",0,1,0,0,20,-1,0.05,"",0,0,2200,650,1150,500,580,430,970,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
11701,"",117,"","",11701,"",0,1,0,0,20,-1,0.05,"",0,0,2920,1140,450,340,2110,720,1080,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
11801,"",118,"","",11801,"",0,1,0,0,20,-1,0.05,"",0,0,1240,1140,1950,280,2570,530,1230,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
12601,"",126,"","",12601,"",0,1,0,0,20,-1,0.05,"",0,0,2780,870,1120,680,1400,690,940,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
12701,"",127,"","",12701,"",0,1,0,0,20,-1,0.05,"",0,0,2340,700,1240,690,1090,640,850,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
12702,"",127,"","",12701,"",0,1,0,0,20,-1,0.05,"",0,0,2340,700,2480,1380,2180,1280,850,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
12801,"",128,"","",12801,"",0,1,0,0,20,1.5,0.05,"",0,0,2920,540,4510,2290,3840,2120,1140,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
12802,"",128,"","",12802,"",0,1,0,0,20,-1,0.05,"",0,0,2920,540,1510,790,840,620,1140,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
12901,"",129,"","",12901,"",0,1,0,0,20,-1,0.05,"",0,0,2030,740,820,480,1400,660,300,50,80,210,50,210,50,160,"",0,264,10,160,16,0,"",0,0,"",0,10
12902,"",129,"","",12902,"",0,1,1,0,20,-1,0.05,"",0,0,1930,740,720,380,1400,660,510,50,80,160,80,160,80,160,"",0,264,8,160,16,0,"",0,0,"",0,10
12903,"",129,"","",12901,"",0,1,0,0,20,-1,0.05,"",0,0,1930,740,720,380,1400,660,510,50,80,160,80,160,80,160,"",0,264,8,160,16,0,"",0,0,"",0,10
12904,"",129,"","",12902,"",0,1,0,0,20,-1,0.05,"",0,0,1930,740,720,380,1400,660,510,50,80,160,80,160,80,160,"",0,264,8,160,16,22135,"",100,0,"",0,0
13001,"",130,"","",13001,"",0,1,0,0,20,-1,0.05,"",0,0,1170,260,360,240,260,200,270,40,60,170,40,170,40,130,"",0,84,8,80,8,0,"",0,0,"",0,15
13002,"",130,"","",13001,"",0,1,0,0,20,-1,0.05,"",0,0,1,260,360,240,260,200,270,0,0,0,0,0,0,0,"",0,84,8,80,8,0,"",0,0,"",0,15
13003,"",130,"","",13003,"",0,1,0,0,20,-1,0.05,"",0,0,1170,260,1000,440,1260,600,540,40,60,170,40,170,40,130,"",0,84,8,80,8,0,"",0,0,"",0,0
13201,"",132,"","",13201,"",0,1,0,0,20,-1,0.05,"",0,0,2200,780,1080,460,1670,620,590,50,80,210,50,210,50,160,"",0,264,8,160,16,1173,"",5,0,"",0,10
13301,"",133,"","",13301,"",0,1,0,0,20,-1,0.05,"",0,0,2020,700,1280,840,2000,1200,1000,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
13302,"",133,"","",13301,"",0,1,0,0,20,-1,0.05,"",0,0,2020,700,2640,2420,3550,2490,1580,50,80,160,80,160,80,160,"",0,264,8,160,16,0,"",0,0,"",0,10
13401,"",134,"","",13401,"",0,0,1,0,20,-1,0.05,"",0,0,5330,530,2620,1560,1690,1450,680,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
13501,"",135,"","",13501,"",0,1,0,0,20,-1,0.05,"",0,0,2050,980,1180,550,1120,570,1140,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
13601,"",136,"","",13601,"",0,1,0,0,20,-1,0.1,"",0,0,940,230,380,170,200,170,190,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
13701,"",137,"","",13701,"",0,1,0,0,20,-1,0.05,"",0,0,2800,380,2500,1270,2380,1170,860,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
13801,"",138,"","",13801,"",0,1,0,0,20,-1,0.05,"",0,0,5550,560,3220,2560,2850,2470,1340,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
14001,"",140,"","",14001,"",0,1,0,0,20,-1,0.05,"",0,0,2330,530,1320,320,580,390,970,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
14101,"",141,"","",14101,"",0,1,0,0,20,-1,0.05,"",0,0,1220,580,420,240,640,300,680,40,60,170,40,170,40,130,"",0,4,24,160,16,0,"",0,0,"",0,0
14201,"",142,"","",14201,"",0,1,0,0,20,-1,0.05,"",0,0,1330,620,560,180,390,240,650,40,60,170,40,170,40,130,"",0,4,24,160,16,0,"",0,0,"",0,0
14401,"",144,"","",14401,"",0,1,0,0,20,-1,0.05,"",0,0,1550,500,440,300,590,280,520,40,60,170,40,170,40,130,"",0,4,24,160,16,0,"",0,0,"",0,0
14501,"",145,"","",14501,"",0,1,0,0,20,-1,0.05,"",0,0,1380,490,590,360,340,120,690,40,60,170,40,170,40,130,"",0,4,24,160,16,0,"",0,0,"",0,0
14601,"",146,"","",14601,"",0,1,0,0,20,-1,0.05,"",0,0,1100,690,320,230,800,370,450,40,60,170,40,170,40,130,"",0,4,24,160,16,0,"",0,0,"",0,0
14701,"",147,"","",14701,"",0,1,0,0,20,-1,0.05,"",0,0,1240,660,400,310,550,320,480,40,60,170,40,170,40,130,"",0,4,24,160,16,0,"",0,0,"",0,0
14801,"",148,"","",14801,"",0,1,0,0,20,-1,0.05,"",0,0,1600,860,1340,700,1660,1140,800,50,80,210,50,210,50,160,"",0,264,8,160,16,22119,"",100,0,"",0,0
14802,"",148,"","",14801,"",0,1,0,0,20,-1,0.05,"",0,0,1600,860,340,350,1660,570,800,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
14901,"",149,"","",14901,"",0,0,1,0,20,-1,0.05,"",0,0,6000,690,1410,660,1060,420,145,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
15001,"",150,"","",15001,"",0,1,0,0,20,-1,0.05,"",0,0,2490,740,1410,620,1400,680,940,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
15101,"",151,"","",15101,"",0,1,0,0,20,-1,0.1,"",0,0,950,310,330,140,270,120,240,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
15102,"",151,"","",15101,"",1,1,0,0,20,-1,0.1,"",0,0,950,310,330,140,270,120,240,30,50,100,50,100,50,100,"",0,24,4,40,4,0,"",0,0,"",0,20
16201,"",162,"","",16201,"",0,1,0,0,20,-1,0.05,"",0,0,11000,690,1280,1300,2400,1300,250,50,80,210,50,210,50,160,"",0,10000,24,3200,16,0,"",0,0,"",0,0
16801,"",168,"","",16801,"",0,1,0,0,20,-1,0.05,"",0,0,2640,820,1420,610,1370,610,910,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
16802,"",168,"","",16801,"",0,1,0,0,20,-1,0.05,"",0,0,2640,820,1420,610,1370,610,910,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
16901,"",169,"","",16901,"",0,1,0,0,20,-1,0.05,"",0,0,3170,980,2680,730,1200,430,1100,60,100,260,90,260,90,200,"",12,50000,24,6400,160,0,"",0,0,"",0,0
17001,"",170,"","",17001,"",0,1,0,0,20,-1,0.05,"",0,0,5030,1340,4100,1480,4560,1740,1350,60,100,260,90,260,90,200,"",12,50000,24,6400,160,0,"",0,0,"",0,5
17002,"",170,"","",17001,"",0,1,0,0,20,-1,0.05,"",0,0,2030,1340,1100,480,1560,740,870,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
17101,"",171,"","",17101,"",0,1,0,0,20,-1,0.05,"",0,0,2700,1410,1450,290,2370,480,1350,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
17102,"",171,"","",17102,"",0,1,0,0,20,-1,0.05,"",0,0,2700,1410,1450,290,2370,480,1350,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
17201,"",172,"","",17201,"",0,1,0,0,20,-1,0.05,"",0,0,4960,1090,3550,1570,4790,2030,1350,60,100,260,90,260,90,200,"",12,50000,24,6400,160,0,"",0,0,"",0,5
17202,"",172,"","",17202,"",0,1,0,0,20,-1,0.05,"",0,0,1960,1090,550,570,1790,1030,870,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
17301,"",173,"","",17301,"",0,1,0,0,20,-1,0.05,"",0,0,3140,640,1360,800,1070,660,860,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
17302,"",173,"","",17302,"",0,1,0,0,20,-1,0.05,"",0,0,3140,640,1360,800,1070,660,860,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
17401,"",174,"","",17401,"",0,1,0,0,20,-1,0.05,"",0,0,17100,870,4050,2040,2770,1970,1370,60,100,260,90,260,90,200,"",21,664,10,320,32,0,"",0,0,"",0,0
17402,"",174,"","",17402,"",0,0,1,0,20,-1,0.05,"",0,0,5700,870,3050,1640,1770,1570,920,60,100,200,100,200,100,200,"",12,664,10,320,32,0,"",0,0,"",0,5
17403,"",174,"","",17403,"",0,1,0,0,20,-1,0.05,"",0,0,5700,870,4550,1640,3770,1570,1680,60,100,260,90,260,90,200,"",21,50000,24,6400,160,0,"",0,0,"",0,5
17601,"",176,"","",17601,"",0,1,0,0,20,-1,0.05,"",0,0,5770,1040,3800,1840,4000,1840,1330,60,100,260,90,260,90,200,"",12,50000,24,6400,160,0,"",0,0,"",0,5
17701,"",177,"","",17701,"",0,1,0,0,20,-1,0.05,"",0,0,2280,710,2060,700,2080,980,1420,50,80,210,50,210,50,160,"",0,664,8,160,16,0,"",0,0,"",0,10
17702,"",177,"","",17701,"",0,1,0,0,20,-1,0.05,"",0,0,1,710,1030,350,1080,440,710,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,"",0,0
17801,"",178,"","",17801,"",0,1,0,0,20,-1,0.05,"",0,0,2600,750,1090,980,1090,820,800,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
17802,"",178,"","",17899,"",0,1,1,0,0,-1,0.05,"",0,0,6000,750,1090,550,1090,490,10,60,100,260,90,260,90,200,"",0,0,0,320,32,0,"",0,0,"",0,0
17901,"",179,"","",17901,"",0,1,0,0,20,1.9,0.05,"",0,0,6290,870,4290,1700,4270,1560,1260,60,100,260,90,260,90,200,"",12,50000,24,6400,160,0,"",0,0,"",0,5
18001,"",180,"","",18001,"",0,1,0,0,20,-1,0.05,"",0,0,2560,660,1600,610,1380,590,930,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
18002,"",180,"","",18002,"",0,1,0,0,20,-1,0.05,"",0,0,2560,660,1600,610,1380,590,930,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
18101,"",181,"","",18101,"",0,1,0,0,20,-1,0.05,"",0,0,3240,970,2200,650,1300,550,1400,60,100,260,90,260,90,200,"",0,1364,12,320,32,0,"",0,0,"",0,5
18102,"",181,"","",18101,"",0,1,0,0,20,-1,0.05,"",0,0,3240,970,2200,650,1300,550,1400,60,100,200,100,200,100,200,"",0,1364,12,320,32,0,"",0,0,"",0,5
18301,"",183,"","",18301,"",0,1,0,0,20,-1,0.05,"",0,0,1160,380,450,250,330,240,390,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
18302,"",183,"","",18301,"",0,1,0,0,20,-1,0.05,"",0,0,1160,380,450,250,330,240,390,40,60,130,60,130,60,130,"",0,84,6,80,8,0,"",0,0,"",0,15
18401,"",184,"","",18401,"",0,1,0,0,20,-1,0.05,"",0,0,2370,780,1280,590,1090,540,1050,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
18501,"",185,"","",18501,"",0,1,0,0,20,-1,0.05,"",0,0,2580,1110,2670,690,1140,720,1390,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
18601,"",186,"","",18601,"",0,1,0,0,20,-1,0.05,"",0,0,2950,1640,700,1060,2210,1320,1020,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
18701,"",187,"","",18701,"",0,1,0,0,20,-1,0.05,"",0,0,3070,850,1840,960,940,460,680,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
18801,"",188,"","",18801,"",0,1,0,0,20,-1,0.05,"",0,0,3110,1150,1200,660,1600,790,1530,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
18901,"",189,"","",18901,"",0,1,0,0,20,-1,0.05,"",0,0,1900,1280,680,490,2120,490,1120,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
19001,"",190,"","",19001,"",0,1,0,0,20,-1,0.1,"",0,0,510,250,430,340,360,240,200,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,0
19101,"",191,"","",19101,"",0,1,0,0,20,-1,0.05,"",0,0,1390,360,1510,780,1290,660,660,40,60,170,40,170,40,130,"",0,84,6,80,8,22123,"",100,0,"",0,0
19102,"",191,"","",19102,"",0,1,0,0,20,-1,0.05,"",0,0,1390,360,660,520,390,420,330,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
19103,"",191,"","",19102,"",0,1,0,0,20,-1,0.05,"",0,0,1390,360,880,740,610,640,330,0,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
19201,"",192,"","",19201,"",0,1,0,0,20,-1,0.05,"",0,0,1970,500,1280,720,980,690,670,50,80,210,50,210,50,160,"",0,264,8,160,16,22117,"",100,0,"",0,0
19301,"",193,"","",19301,"",0,1,0,0,20,-1,0.05,"",0,0,2950,660,1770,900,650,610,890,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
19401,"",194,"","",19401,"",0,1,0,0,20,-1,0.05,"",0,0,2480,870,1700,710,970,460,850,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
19501,"",195,"","",19501,"",0,1,0,0,20,-1,0.05,"",0,0,1990,1140,3290,1520,3430,1610,1360,60,100,260,90,260,90,200,"",0,664,10,320,32,22106,"",100,0,"",0,0
19601,"",196,"","",19601,"",0,1,0,0,20,-1,0.05,"",0,0,2900,940,3530,2810,2710,2340,1870,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
19602,"",196,"","",19601,"",0,1,0,0,20,-1,0.05,"",0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,"",0,0
19801,"",198,"","",19801,"",0,1,0,0,20,-1,0.05,"",0,0,1330,560,810,820,880,630,660,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
19901,"",199,"","",19901,"",0,1,0,0,20,-1,0.05,"",0,0,1510,690,1410,330,1000,310,780,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
19902,"",199,"","",19902,"",0,1,0,0,20,-1,0.05,"",0,0,1510,690,1410,760,1000,720,780,150,80,160,80,160,80,160,"",0,264,8,160,16,22118,"",100,0,"",0,0
20801,"",208,"","",20801,"",0,1,0,0,20,-1,0.1,"",0,0,260,270,472,93,62,53,287,50,60,300,100,300,100,130,"",0,4,1,20,1,0,"",0,0,"",0,50
20802,"",208,"","",20802,"",0,1,0,0,20,-1,0.1,"",0,0,1900,270,2490,2140,2090,2080,1320,30,50,100,50,100,50,100,"",0,75,0,40,4,0,"",0,0,"",0,0
20901,"",209,"","",20901,"",0,1,0,0,20,-1,0.05,"",0,0,1430,260,570,220,180,170,370,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
21001,"",210,"","",21001,"",0,1,0,0,20,-1,0.05,"",0,0,2200,530,3150,2460,2720,2400,3020,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
21002,"",210,"","",21001,"",0,1,0,0,20,-1,0.05,"",0,0,2200,530,1650,780,1110,700,1520,50,80,210,50,210,50,160,"",0,264,8,160,16,22122,"",100,0,"",0,0
21003,"",210,"","",21001,"",0,1,0,0,20,-1,0.05,"",0,0,550,530,1150,260,720,260,1020,0,80,210,0,210,0,160,"",0,264,8,160,16,0,"",0,0,"",0,0
21101,"",211,"","",21101,"",0,1,0,0,20,-1,0.05,"",0,0,2330,530,3550,2600,2510,2370,1560,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
21102,"",211,"","",21101,"",0,0,1,0,20,-1,0.05,"",0,0,5660,530,3050,2300,1810,1740,1260,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
21103,"",211,"","",21103,"",0,1,0,0,20,-1,0.05,"",0,0,2330,530,1550,800,1020,740,560,50,80,210,50,210,50,160,"",0,264,8,160,16,22120,"",100,0,"",0,0
21301,"",213,"","",21301,"",0,1,0,0,20,-1,0.05,"",0,0,2920,1030,3350,1550,3120,1570,990,60,100,260,90,260,90,200,"",0,664,10,320,32,22104,"",100,0,"",0,0
21501,"",215,"","",21501,"",0,1,0,0,20,-1,0.05,"",0,0,4240,1110,1720,740,1400,590,1230,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
21701,"",217,"","",21701,"",0,1,0,0,20,-1,0.05,"",0,0,1920,800,970,510,850,460,630,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
21702,"",217,"","",21701,"",0,1,0,0,20,-1,0.05,"",0,0,1920,800,970,510,850,460,630,50,80,160,80,160,80,160,"",0,264,8,160,16,0,"",0,0,"",0,10
21801,"",218,"","",21801,"",0,1,0,0,20,-1,0.05,"",0,0,2130,320,2570,780,2000,1040,1350,40,60,170,40,170,40,130,"",0,484,6,80,8,0,"",0,0,"",0,15
21901,"",219,"","",21901,"",0,1,0,0,20,-1,0.1,"",0,0,220,260,222,143,182,123,187,50,60,300,100,300,100,130,"",0,4,1,20,1,0,"",0,0,"",0,50
21902,"",219,"","",21902,"",0,1,1,0,20,-1,0.1,"",0,0,810,260,310,200,260,170,190,30,50,100,50,100,50,100,"",0,24,4,40,4,0,"",0,0,"",0,20
21903,"",219,"","",21903,"",0,1,0,0,20,-1,0.1,"",0,0,2810,260,3310,2200,3260,2170,1190,30,50,100,50,100,50,100,"",0,24,4,40,4,0,"",0,0,"",0,0
22001,"",220,"","",22001,"",0,1,1,0,20,-1,0.05,"",0,0,1500,340,520,260,380,220,300,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
22002,"",220,"","",22002,"",0,1,0,0,20,-1,0.05,"",0,0,1500,340,620,470,480,390,300,120,60,130,60,130,60,130,"",0,84,6,80,8,0,"",0,0,"",0,0
22003,"",220,"","",22003,"",0,1,0,0,20,-1,0.05,"",0,0,3500,340,3520,2260,3380,2220,1300,120,60,130,60,130,60,130,"",0,84,6,80,8,0,"",0,0,"",0,0
22201,"",222,"","",22201,"",0,1,0,0,20,-1,0.05,"",0,0,500,320,2050,950,1990,850,900,0,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
22301,"",223,"","",22301,"",0,1,0,0,20,-1,0.05,"",0,0,2050,700,3140,1400,2850,1420,1860,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
22401,"",224,"","",22401,"",0,1,0,0,20,-1,0.05,"",0,0,2050,620,1030,370,1290,470,660,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
22501,"",225,"","",22501,"",0,1,1,0,20,-1,0.05,"",0,0,2780,640,1740,700,740,500,980,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
22502,"",225,"","",22501,"",0,1,0,0,20,-1,0.05,"",0,0,2780,640,1740,700,740,500,980,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
22503,"",225,"","",22501,"",0,1,0,0,20,-1,0.05,"",0,0,10000,640,3740,2700,2740,2500,1980,60,100,260,90,260,90,200,"",0,0,0,0,0,0,"",0,0,"",0,0
22504,"",225,"","",22502,"",0,1,0,0,20,-1,0.05,"",0,0,5780,640,4740,2700,3740,2500,1980,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
22601,"",226,"","",22601,"",0,1,1,0,20,-1,0.05,"",0,0,1640,860,610,630,1360,790,480,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
22602,"",226,"","",22602,"",0,1,0,0,20,-1,0.05,"",0,0,1640,860,810,830,1360,990,680,150,80,160,80,160,80,160,"",0,264,8,160,16,22121,"",100,0,"",0,0
22603,"",226,"","",22601,"",0,1,0,0,20,-1,0.05,"",0,0,1640,860,2610,2630,3360,2790,1480,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
22701,"",227,"","",22701,"",0,1,0,0,20,-1,0.05,"",0,0,3460,1250,1760,1580,3130,2180,1220,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
22702,"",227,"","",22701,"",0,1,0,0,20,-1,0.05,"",0,0,5460,1250,2060,1880,3430,2480,1220,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
22801,"",228,"","",22801,"",0,1,0,0,20,-1,0.05,"",0,0,1700,320,660,350,200,100,290,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
22802,"",228,"","",22801,"",0,1,1,0,20,-1,0.05,"",0,0,1700,320,660,350,200,100,290,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
22803,"",228,"","",22803,"",0,1,0,0,20,-1,0.05,"",0,0,1700,320,1660,1050,1200,800,580,40,60,170,40,170,40,130,"",0,84,6,80,8,22124,"",100,0,"",0,0
22901,"",229,"","",22901,"",0,1,0,0,20,-1,0.05,"",0,0,4670,460,3470,1820,2180,1370,1580,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
22902,"",229,"","",22901,"",0,1,1,0,20,-1,0.05,"",0,0,2670,460,1470,660,590,290,580,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
22903,"",229,"","",22901,"",0,0,0,0,20,-1,0.05,"",0,0,4670,460,2470,1320,1180,870,580,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
23001,"",230,"","",23001,"",0,1,0,0,20,-1,0.05,"",0,0,2210,820,4030,2560,2660,2320,2240,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
23101,"",231,"","",23101,"",0,1,0,0,20,-1,0.1,"",0,0,940,420,200,150,300,140,170,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,0
23102,"",231,"","",23102,"",0,1,0,0,20,-1,0.1,"",0,0,940,420,200,150,300,140,170,90,50,100,50,100,50,100,"",0,24,4,40,4,0,"",0,0,"",0,20
23103,"",231,"","",23101,"",0,1,0,0,20,-1,0.1,"",0,0,940,420,200,150,300,140,170,40,50,130,30,130,30,100,"",0,24,4,40,4,0,"",0,0,"",0,20
23201,"",232,"","",23201,"",0,1,0,0,20,-1,0.05,"",0,0,1480,780,330,340,1640,680,820,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
23301,"",233,"","",23301,"",0,1,0,0,20,-1,0.05,"",0,0,2510,940,1300,490,1760,470,920,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
23501,"",235,"","",23501,"",0,1,0,0,20,-1,0.05,"",0,0,1610,270,390,280,420,230,330,60,100,260,60,260,60,200,"",0,84,8,80,8,0,"",0,0,"",0,5
23701,"",237,"","",23701,"",0,1,0,0,20,-1,0.05,"",0,0,1640,760,1140,440,1060,440,790,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
