string2 0,float 1,float 2,float 3,float 4,float 5,float 6,float 7,float 8,float 9,float 10
chr943,0,0,0,0,0,0,0,0,0,0
chr944,0,0,0,0,0,0,0,0,0,0
chr945,0,0,0,0,0,0,0,0,0,0
chr946,0,0,0,0,0,0,0,0,0,0
chr947,20,65,500,0,0,0,0,0,0,0
chr948,20,65,500,0,0,0,0,0,0,0
chr949,0,0,0,0,0,0,0,0,0,0
chr950,0,0,0,0,0,0,0,0,0,0
chr999,20,0,0,0,0,0,0,0,0,0
chrh183a,20,65,500,0,0,0,0,0,0,0
chrh184a,20,65,500,0,0,0,0,0,0,0
chrh185a,20,65,500,0,0,0,0,0,0,0
chrh186a,20,65,500,0,0,0,0,0,0,0
chrh187a,20,65,500,0,0,0,0,0,0,0
chrh188a,20,65,500,0,0,0,0,0,0,0
chr183b,20,1000,0,0,0,0,0,0,0,0
pc001a,25,1000,0,0,0,0,0,0,0,0
pch001a,25,1000,0,0,0,0,0,0,0,0
pc002a,25,1000,0,0,0,0,0,0,0,0
pch002a,25,1000,0,0,0,0,0,0,0,0
pc001e,25,1000,0,0,0,0,0,0,0,0
pc002e,25,1000,0,0,0,0,0,0,0,0
pc001i,25,1000,0,0,0,0,0,0,0,0
pc002i,25,1000,0,0,0,0,0,0,0,0
npc001i,25,1000,0,0,0,0,0,0,0,0
chr183i,20,1000,0,0,0,0,0,0,0,0
pc001n,25,1000,0,0,0,0,0,0,0,0
pc002n,25,1000,0,0,0,0,0,0,0,0
npc001n,25,1000,0,0,0,0,0,0,0,0
chr183n,20,1000,0,0,0,0,0,0,0,0
pc001q,25,1000,0,0,0,0,0,0,0,0
pc002q,25,1000,0,0,0,0,0,0,0,0
npc001q,25,1000,0,0,0,0,0,0,0,0
chr183q,20,1000,0,0,0,0,0,0,0,0
pc001t,25,1000,0,0,0,0,0,0,0,0
pc002t,25,1000,0,0,0,0,0,0,0,0
npc001t,25,1000,0,0,0,0,0,0,0,0
chr183t,20,1000,0,0,0,0,0,0,0,0
npc001a,25,1000,0,0,0,0,0,0,0,0
npch001a,25,1000,0,0,0,0,0,0,0,0
npc002a,20,40,500,0,0,0,0,0,0,0
npch002a,20,40,500,0,0,0,0,0,0,0
npc003a,20,40,500,0,0,0,0,0,0,0
npch003a,20,40,500,0,0,0,0,0,0,0
npc004a,20,40,500,0,0,0,0,0,0,0
npch004a,20,40,500,0,0,0,0,0,0,0
npc005a,20,40,500,0,0,0,0,0,0,0
npch005a,20,40,500,0,0,0,0,0,0,0
npc006a,20,40,500,0,0,0,0,0,0,0
npch006a,20,40,500,0,0,0,0,0,0,0
npc007a,20,40,500,0,0,0,0,0,0,0
npch007a,20,40,500,0,0,0,0,0,0,0
npc009a,20,1000,0,0,0,0,0,0,0,0
npch009a,20,1000,0,0,0,0,0,0,0,0
npc010a,20,1000,0,0,0,0,0,0,0,0
npch010a,20,1000,0,0,0,0,0,0,0,0
npc011a,20,1000,0,0,0,0,0,0,0,0
npch011a,20,1000,0,0,0,0,0,0,0,0
npc012a,20,1000,0,0,0,0,0,0,0,0
npch012a,20,1000,0,0,0,0,0,0,0,0
npc013a,0,0,0,0,0,0,0,0,0,0
npch013a,0,0,0,0,0,0,0,0,0,0
npc014a,20,500,0,0,0,0,0,0,0,0
npch014a,20,500,0,0,0,0,0,0,0,0
npc015a,20,500,0,0,0,0,0,0,0,0
npch015a,20,500,0,0,0,0,0,0,0,0
npc016a,20,500,0,0,0,0,0,0,0,0
npch016a,20,500,0,0,0,0,0,0,0,0
npc017a,20,40,500,0,0,0,0,0,0,0
npch017a,20,40,500,0,0,0,0,0,0,0
npc052a,20,40,500,0,0,0,0,0,0,0
npch052a,20,40,500,0,0,0,0,0,0,0
npc053a,20,40,500,0,0,0,0,0,0,0
npch053a,20,40,500,0,0,0,0,0,0,0
npc056a,20,40,500,0,0,0,0,0,0,0
npch056a,20,40,500,0,0,0,0,0,0,0
npc057a,20,40,500,0,0,0,0,0,0,0
npch057a,20,40,500,0,0,0,0,0,0,0
npc101a,20,40,500,0,0,0,0,0,0,0
npch101a,20,40,500,0,0,0,0,0,0,0
npc101b,20,40,500,0,0,0,0,0,0,0
npch101b,20,40,500,0,0,0,0,0,0,0
npc101c,20,40,500,0,0,0,0,0,0,0
npch101c,20,40,500,0,0,0,0,0,0,0
npc101d,20,40,500,0,0,0,0,0,0,0
npch101d,20,40,500,0,0,0,0,0,0,0
npc101e,20,40,500,0,0,0,0,0,0,0
npc102a,20,40,500,0,0,0,0,0,0,0
npch102a,20,40,500,0,0,0,0,0,0,0
npc102b,20,40,500,0,0,0,0,0,0,0
npch102b,20,40,500,0,0,0,0,0,0,0
npc102c,20,40,500,0,0,0,0,0,0,0
npch102c,20,40,500,0,0,0,0,0,0,0
npc102d,20,40,500,0,0,0,0,0,0,0
npc102e,20,40,500,0,0,0,0,0,0,0
npc102f,20,40,500,0,0,0,0,0,0,0
npc104a,20,40,500,0,0,0,0,0,0,0
npch104a,20,40,500,0,0,0,0,0,0,0
npc104g,20,40,500,0,0,0,0,0,0,0
npc105a,20,40,500,0,0,0,0,0,0,0
npch105a,20,40,500,0,0,0,0,0,0,0
npc105b,20,40,500,0,0,0,0,0,0,0
npch105b,20,40,500,0,0,0,0,0,0,0
npch105c,20,40,500,0,0,0,0,0,0,0
npch105d,20,40,500,0,0,0,0,0,0,0
npc105e,20,40,500,0,0,0,0,0,0,0
npch105e,20,40,500,0,0,0,0,0,0,0
npc105f,20,40,500,0,0,0,0,0,0,0
npch105f,20,40,500,0,0,0,0,0,0,0
npc105g,20,40,500,0,0,0,0,0,0,0
npch105g,20,40,500,0,0,0,0,0,0,0
npc106a,20,40,500,0,0,0,0,0,0,0
npch106a,20,40,500,0,0,0,0,0,0,0
npc106f,20,40,500,0,0,0,0,0,0,0
npc107a,20,40,500,0,0,0,0,0,0,0
npch107a,20,40,500,0,0,0,0,0,0,0
npc108a,20,40,500,0,0,0,0,0,0,0
npch108a,20,40,500,0,0,0,0,0,0,0
npc109a,20,40,500,0,0,0,0,0,0,0
npch109a,20,40,500,0,0,0,0,0,0,0
npc109b,20,40,500,0,0,0,0,0,0,0
npch109b,20,40,500,0,0,0,0,0,0,0
npc110a,20,40,500,0,0,0,0,0,0,0
npch110a,20,40,500,0,0,0,0,0,0,0
npc110b,20,40,500,0,0,0,0,0,0,0
npch110b,20,40,500,0,0,0,0,0,0,0
npc111a,20,40,500,0,0,0,0,0,0,0
npch111a,20,40,500,0,0,0,0,0,0,0
npc111b,20,40,500,0,0,0,0,0,0,0
npc112a,20,40,500,0,0,0,0,0,0,0
npch112a,20,40,500,0,0,0,0,0,0,0
npc112f,20,40,500,0,0,0,0,0,0,0
chr143,20,65,500,0,0,0,0,0,0,0
