int 0,int 1,empty 2,int 3,empty 4,int 5,int 6,int 7,int 8,int 9,int 10
516,98,"",994,"",0,-1,-1,-1,-1,-1
517,100,"",388,"",0,-1,-1,-1,-1,-1
518,100,"",77,"",0,-1,-1,-1,-1,-1
519,100,"",38,"",0,-1,-1,-1,-1,-1
520,100,"",93,"",0,-1,-1,-1,-1,-1
521,100,"",563,"",0,-1,-1,-1,-1,-1
522,100,"",361,"",0,-1,-1,-1,-1,-1
523,101,"",363,"",0,-1,-1,-1,-1,-1
524,101,"",677,"",0,-1,-1,-1,-1,-1
525,101,"",75,"",0,-1,-1,-1,-1,-1
526,101,"",916,"",0,-1,-1,-1,-1,-1
527,101,"",835,"",0,-1,-1,-1,-1,-1
528,101,"",426,"",0,-1,-1,-1,-1,-1
529,102,"",980,"",0,-1,-1,-1,-1,-1
530,102,"",80,"",0,-1,-1,-1,-1,-1
531,102,"",374,"",0,-1,-1,-1,-1,-1
532,102,"",756,"",0,-1,-1,-1,-1,-1
533,102,"",967,"",0,-1,-1,-1,-1,-1
534,102,"",377,"",0,-1,-1,-1,-1,-1
535,103,"",214,"",0,-1,-1,-1,-1,-1
536,103,"",870,"",0,-1,-1,-1,-1,-1
537,103,"",211,"",0,-1,-1,-1,-1,-1
538,103,"",172,"",0,-1,-1,-1,-1,-1
539,103,"",434,"",0,-1,-1,-1,-1,-1
540,103,"",954,"",0,-1,-1,-1,-1,-1
541,104,"",465,"",0,-1,-1,-1,-1,-1
542,104,"",733,"",0,-1,-1,-1,-1,-1
543,104,"",367,"",0,-1,-1,-1,-1,-1
544,104,"",301,"",0,-1,-1,-1,-1,-1
545,104,"",575,"",0,-1,-1,-1,-1,-1
546,104,"",753,"",0,-1,-1,-1,-1,-1
547,105,"",107,"",0,-1,-1,-1,-1,-1
548,105,"",208,"",0,-1,-1,-1,-1,-1
549,105,"",104,"",0,-1,-1,-1,-1,-1
550,105,"",700,"",0,-1,-1,-1,-1,-1
551,105,"",429,"",0,-1,-1,-1,-1,-1
552,105,"",11,"",0,-1,-1,-1,-1,-1
553,106,"",223,"",0,-1,-1,-1,-1,-1
554,106,"",490,"",0,-1,-1,-1,-1,-1
555,106,"",739,"",0,-1,-1,-1,-1,-1
556,106,"",814,"",0,-1,-1,-1,-1,-1
557,106,"",363,"",0,-1,-1,-1,-1,-1
558,106,"",31,"",0,-1,-1,-1,-1,-1
559,107,"",453,"",0,-1,-1,-1,-1,-1
560,107,"",994,"",0,-1,-1,-1,-1,-1
561,107,"",629,"",0,-1,-1,-1,-1,-1
562,107,"",884,"",0,-1,-1,-1,-1,-1
563,107,"",169,"",0,-1,-1,-1,-1,-1
564,107,"",162,"",0,-1,-1,-1,-1,-1
565,111,"",844,"",0,-1,-1,-1,-1,-1
566,111,"",766,"",0,-1,-1,-1,-1,-1
567,111,"",893,"",0,-1,-1,-1,-1,-1
568,111,"",801,"",0,-1,-1,-1,-1,-1
569,111,"",580,"",0,-1,-1,-1,-1,-1
570,111,"",195,"",0,-1,-1,-1,-1,-1
571,112,"",44,"",0,-1,-1,-1,-1,-1
572,112,"",494,"",0,-1,-1,-1,-1,-1
573,112,"",126,"",0,-1,-1,-1,-1,-1
574,112,"",47,"",0,-1,-1,-1,-1,-1
575,112,"",149,"",0,-1,-1,-1,-1,-1
576,112,"",754,"",0,-1,-1,-1,-1,-1
577,113,"",183,"",0,-1,-1,-1,-1,-1
578,113,"",79,"",0,-1,-1,-1,-1,-1
579,113,"",26,"",0,-1,-1,-1,-1,-1
580,113,"",113,"",0,-1,-1,-1,-1,-1
581,113,"",943,"",0,-1,-1,-1,-1,-1
582,113,"",412,"",0,-1,-1,-1,-1,-1
583,114,"",701,"",0,-1,-1,-1,-1,-1
584,114,"",719,"",0,-1,-1,-1,-1,-1
585,114,"",688,"",0,-1,-1,-1,-1,-1
586,114,"",938,"",0,-1,-1,-1,-1,-1
587,114,"",989,"",0,-1,-1,-1,-1,-1
588,114,"",866,"",0,-1,-1,-1,-1,-1
589,115,"",461,"",0,-1,-1,-1,-1,-1
590,115,"",141,"",0,-1,-1,-1,-1,-1
591,115,"",189,"",0,-1,-1,-1,-1,-1
592,115,"",867,"",0,-1,-1,-1,-1,-1
593,115,"",240,"",0,-1,-1,-1,-1,-1
594,115,"",578,"",0,-1,-1,-1,-1,-1
595,116,"",234,"",0,-1,-1,-1,-1,-1
596,116,"",748,"",0,-1,-1,-1,-1,-1
597,116,"",68,"",0,-1,-1,-1,-1,-1
598,116,"",756,"",0,-1,-1,-1,-1,-1
599,116,"",383,"",0,-1,-1,-1,-1,-1
600,116,"",417,"",0,-1,-1,-1,-1,-1
601,117,"",210,"",0,-1,-1,-1,-1,-1
602,117,"",378,"",0,-1,-1,-1,-1,-1
603,117,"",726,"",0,-1,-1,-1,-1,-1
604,117,"",345,"",0,-1,-1,-1,-1,-1
605,117,"",114,"",0,-1,-1,-1,-1,-1
606,117,"",25,"",0,-1,-1,-1,-1,-1
607,118,"",414,"",0,-1,-1,-1,-1,-1
608,118,"",92,"",0,-1,-1,-1,-1,-1
609,118,"",235,"",0,-1,-1,-1,-1,-1
610,118,"",976,"",0,-1,-1,-1,-1,-1
611,118,"",303,"",0,-1,-1,-1,-1,-1
612,118,"",907,"",0,-1,-1,-1,-1,-1
613,126,"",130,"",0,-1,-1,-1,-1,-1
614,126,"",374,"",0,-1,-1,-1,-1,-1
615,126,"",588,"",0,-1,-1,-1,-1,-1
616,126,"",932,"",0,-1,-1,-1,-1,-1
617,126,"",229,"",0,-1,-1,-1,-1,-1
618,126,"",379,"",0,-1,-1,-1,-1,-1
619,127,"",810,"",0,-1,-1,-1,-1,-1
620,127,"",97,"",0,-1,-1,-1,-1,-1
621,127,"",116,"",0,-1,-1,-1,-1,-1
622,127,"",305,"",0,-1,-1,-1,-1,-1
623,127,"",876,"",0,-1,-1,-1,-1,-1
624,127,"",626,"",0,-1,-1,-1,-1,-1
625,128,"",199,"",0,-1,-1,-1,-1,-1
626,128,"",115,"",0,-1,-1,-1,-1,-1
627,128,"",930,"",0,-1,-1,-1,-1,-1
628,128,"",813,"",0,-1,-1,-1,-1,-1
629,128,"",192,"",0,-1,-1,-1,-1,-1
630,128,"",87,"",0,-1,-1,-1,-1,-1
631,129,"",101,"",0,-1,-1,-1,-1,-1
632,129,"",347,"",0,-1,-1,-1,-1,-1
633,129,"",242,"",0,-1,-1,-1,-1,-1
634,129,"",451,"",0,-1,-1,-1,-1,-1
635,129,"",404,"",0,-1,-1,-1,-1,-1
636,129,"",208,"",0,-1,-1,-1,-1,-1
637,130,"",45,"",0,-1,-1,-1,-1,-1
638,130,"",600,"",0,-1,-1,-1,-1,-1
639,130,"",751,"",0,-1,-1,-1,-1,-1
640,130,"",912,"",0,-1,-1,-1,-1,-1
641,130,"",868,"",0,-1,-1,-1,-1,-1
642,130,"",50,"",0,-1,-1,-1,-1,-1
643,132,"",136,"",0,-1,-1,-1,-1,-1
644,132,"",15,"",0,-1,-1,-1,-1,-1
645,132,"",870,"",0,-1,-1,-1,-1,-1
646,132,"",697,"",0,-1,-1,-1,-1,-1
647,132,"",984,"",0,-1,-1,-1,-1,-1
648,132,"",144,"",0,-1,-1,-1,-1,-1
649,133,"",805,"",0,-1,-1,-1,-1,-1
650,133,"",79,"",0,-1,-1,-1,-1,-1
651,133,"",118,"",0,-1,-1,-1,-1,-1
652,133,"",388,"",0,-1,-1,-1,-1,-1
653,133,"",944,"",0,-1,-1,-1,-1,-1
654,133,"",836,"",0,-1,-1,-1,-1,-1
655,134,"",393,"",0,-1,-1,-1,-1,-1
656,134,"",375,"",0,-1,-1,-1,-1,-1
657,134,"",941,"",0,-1,-1,-1,-1,-1
658,134,"",921,"",0,-1,-1,-1,-1,-1
659,134,"",611,"",0,-1,-1,-1,-1,-1
660,134,"",217,"",0,-1,-1,-1,-1,-1
661,135,"",779,"",0,-1,-1,-1,-1,-1
662,135,"",235,"",0,-1,-1,-1,-1,-1
663,135,"",306,"",0,-1,-1,-1,-1,-1
664,135,"",978,"",0,-1,-1,-1,-1,-1
665,135,"",987,"",0,-1,-1,-1,-1,-1
666,135,"",103,"",0,-1,-1,-1,-1,-1
667,136,"",980,"",0,-1,-1,-1,-1,-1
668,136,"",178,"",0,-1,-1,-1,-1,-1
669,136,"",977,"",0,-1,-1,-1,-1,-1
670,136,"",140,"",0,-1,-1,-1,-1,-1
671,136,"",26,"",0,-1,-1,-1,-1,-1
672,136,"",102,"",0,-1,-1,-1,-1,-1
673,137,"",30,"",0,-1,-1,-1,-1,-1
674,137,"",416,"",0,-1,-1,-1,-1,-1
675,137,"",931,"",0,-1,-1,-1,-1,-1
676,137,"",960,"",0,-1,-1,-1,-1,-1
677,137,"",74,"",0,-1,-1,-1,-1,-1
678,137,"",616,"",0,-1,-1,-1,-1,-1
679,138,"",439,"",0,-1,-1,-1,-1,-1
680,138,"",151,"",0,-1,-1,-1,-1,-1
681,138,"",400,"",0,-1,-1,-1,-1,-1
682,138,"",978,"",0,-1,-1,-1,-1,-1
683,138,"",805,"",0,-1,-1,-1,-1,-1
684,138,"",896,"",0,-1,-1,-1,-1,-1
685,139,"",102,"",0,-1,-1,-1,-1,-1
686,139,"",977,"",0,-1,-1,-1,-1,-1
687,139,"",767,"",0,-1,-1,-1,-1,-1
688,139,"",681,"",0,-1,-1,-1,-1,-1
689,139,"",466,"",0,-1,-1,-1,-1,-1
690,139,"",815,"",0,-1,-1,-1,-1,-1
691,140,"",621,"",0,-1,-1,-1,-1,-1
692,140,"",70,"",0,-1,-1,-1,-1,-1
693,140,"",873,"",0,-1,-1,-1,-1,-1
694,140,"",419,"",0,-1,-1,-1,-1,-1
695,140,"",389,"",0,-1,-1,-1,-1,-1
696,140,"",437,"",0,-1,-1,-1,-1,-1
697,141,"",868,"",0,-1,-1,-1,-1,-1
698,141,"",39,"",0,-1,-1,-1,-1,-1
699,141,"",163,"",0,-1,-1,-1,-1,-1
700,141,"",208,"",0,-1,-1,-1,-1,-1
701,141,"",908,"",0,-1,-1,-1,-1,-1
702,141,"",956,"",0,-1,-1,-1,-1,-1
703,142,"",404,"",0,-1,-1,-1,-1,-1
704,142,"",304,"",0,-1,-1,-1,-1,-1
705,142,"",374,"",0,-1,-1,-1,-1,-1
706,142,"",450,"",0,-1,-1,-1,-1,-1
707,142,"",474,"",0,-1,-1,-1,-1,-1
708,142,"",173,"",0,-1,-1,-1,-1,-1
709,144,"",564,"",0,-1,-1,-1,-1,-1
710,144,"",400,"",0,-1,-1,-1,-1,-1
711,144,"",173,"",0,-1,-1,-1,-1,-1
712,144,"",403,"",0,-1,-1,-1,-1,-1
713,144,"",979,"",0,-1,-1,-1,-1,-1
714,144,"",924,"",0,-1,-1,-1,-1,-1
715,145,"",703,"",0,-1,-1,-1,-1,-1
716,145,"",896,"",0,-1,-1,-1,-1,-1
717,145,"",87,"",0,-1,-1,-1,-1,-1
718,145,"",196,"",0,-1,-1,-1,-1,-1
719,145,"",377,"",0,-1,-1,-1,-1,-1
720,145,"",114,"",0,-1,-1,-1,-1,-1
721,146,"",369,"",0,-1,-1,-1,-1,-1
722,146,"",214,"",0,-1,-1,-1,-1,-1
723,146,"",720,"",0,-1,-1,-1,-1,-1
724,146,"",376,"",0,-1,-1,-1,-1,-1
725,146,"",414,"",0,-1,-1,-1,-1,-1
726,146,"",991,"",0,-1,-1,-1,-1,-1
727,147,"",317,"",0,-1,-1,-1,-1,-1
728,147,"",600,"",0,-1,-1,-1,-1,-1
729,147,"",230,"",0,-1,-1,-1,-1,-1
730,147,"",937,"",0,-1,-1,-1,-1,-1
731,147,"",998,"",0,-1,-1,-1,-1,-1
732,147,"",719,"",0,-1,-1,-1,-1,-1
733,148,"",705,"",0,-1,-1,-1,-1,-1
734,148,"",943,"",0,-1,-1,-1,-1,-1
735,148,"",872,"",0,-1,-1,-1,-1,-1
736,148,"",96,"",0,-1,-1,-1,-1,-1
737,148,"",393,"",0,-1,-1,-1,-1,-1
738,148,"",748,"",0,-1,-1,-1,-1,-1
739,149,"",967,"",0,-1,-1,-1,-1,-1
740,149,"",322,"",0,-1,-1,-1,-1,-1
741,149,"",725,"",0,-1,-1,-1,-1,-1
742,149,"",908,"",0,-1,-1,-1,-1,-1
743,149,"",317,"",0,-1,-1,-1,-1,-1
744,149,"",737,"",0,-1,-1,-1,-1,-1
745,150,"",397,"",0,-1,-1,-1,-1,-1
746,150,"",569,"",0,-1,-1,-1,-1,-1
747,150,"",151,"",0,-1,-1,-1,-1,-1
748,150,"",51,"",0,-1,-1,-1,-1,-1
749,150,"",929,"",0,-1,-1,-1,-1,-1
750,150,"",32,"",0,-1,-1,-1,-1,-1
751,151,"",875,"",0,-1,-1,-1,-1,-1
752,151,"",217,"",0,-1,-1,-1,-1,-1
753,151,"",427,"",0,-1,-1,-1,-1,-1
754,151,"",623,"",0,-1,-1,-1,-1,-1
755,151,"",24,"",0,-1,-1,-1,-1,-1
756,151,"",312,"",0,-1,-1,-1,-1,-1
757,162,"",994,"",0,-1,-1,-1,-1,-1
758,162,"",954,"",0,-1,-1,-1,-1,-1
759,162,"",419,"",0,-1,-1,-1,-1,-1
760,162,"",139,"",0,-1,-1,-1,-1,-1
761,162,"",6,"",0,-1,-1,-1,-1,-1
762,162,"",928,"",0,-1,-1,-1,-1,-1
763,163,"",465,"",0,-1,-1,-1,-1,-1
764,163,"",576,"",0,-1,-1,-1,-1,-1
765,163,"",390,"",0,-1,-1,-1,-1,-1
766,163,"",926,"",0,-1,-1,-1,-1,-1
767,163,"",220,"",0,-1,-1,-1,-1,-1
768,163,"",13,"",0,-1,-1,-1,-1,-1
769,168,"",724,"",0,-1,-1,-1,-1,-1
770,168,"",865,"",0,-1,-1,-1,-1,-1
771,168,"",228,"",0,-1,-1,-1,-1,-1
772,168,"",515,"",0,-1,-1,-1,-1,-1
773,168,"",710,"",0,-1,-1,-1,-1,-1
774,168,"",773,"",0,-1,-1,-1,-1,-1
775,169,"",428,"",0,-1,-1,-1,-1,-1
776,169,"",987,"",0,-1,-1,-1,-1,-1
777,169,"",978,"",0,-1,-1,-1,-1,-1
778,169,"",632,"",0,-1,-1,-1,-1,-1
779,169,"",598,"",0,-1,-1,-1,-1,-1
780,169,"",228,"",0,-1,-1,-1,-1,-1
781,170,"",944,"",0,-1,-1,-1,-1,-1
782,170,"",474,"",0,-1,-1,-1,-1,-1
783,170,"",616,"",0,-1,-1,-1,-1,-1
784,170,"",173,"",0,-1,-1,-1,-1,-1
785,170,"",753,"",0,-1,-1,-1,-1,-1
786,170,"",69,"",0,-1,-1,-1,-1,-1
787,171,"",241,"",0,-1,-1,-1,-1,-1
788,171,"",766,"",0,-1,-1,-1,-1,-1
789,171,"",239,"",0,-1,-1,-1,-1,-1
790,171,"",24,"",0,-1,-1,-1,-1,-1
791,171,"",607,"",0,-1,-1,-1,-1,-1
792,171,"",767,"",0,-1,-1,-1,-1,-1
793,172,"",132,"",0,-1,-1,-1,-1,-1
794,172,"",13,"",0,-1,-1,-1,-1,-1
795,172,"",137,"",0,-1,-1,-1,-1,-1
796,172,"",683,"",0,-1,-1,-1,-1,-1
797,172,"",868,"",0,-1,-1,-1,-1,-1
798,172,"",91,"",0,-1,-1,-1,-1,-1
799,173,"",710,"",0,-1,-1,-1,-1,-1
800,173,"",21,"",0,-1,-1,-1,-1,-1
801,173,"",130,"",0,-1,-1,-1,-1,-1
802,173,"",33,"",0,-1,-1,-1,-1,-1
803,173,"",59,"",0,-1,-1,-1,-1,-1
804,173,"",302,"",0,-1,-1,-1,-1,-1
805,174,"",94,"",0,-1,-1,-1,-1,-1
806,174,"",129,"",0,-1,-1,-1,-1,-1
807,174,"",322,"",0,-1,-1,-1,-1,-1
808,174,"",52,"",0,-1,-1,-1,-1,-1
809,174,"",226,"",0,-1,-1,-1,-1,-1
810,174,"",548,"",0,-1,-1,-1,-1,-1
811,176,"",995,"",0,-1,-1,-1,-1,-1
812,176,"",914,"",0,-1,-1,-1,-1,-1
813,176,"",36,"",0,-1,-1,-1,-1,-1
814,176,"",234,"",0,-1,-1,-1,-1,-1
815,176,"",374,"",0,-1,-1,-1,-1,-1
816,176,"",875,"",0,-1,-1,-1,-1,-1
817,177,"",213,"",0,-1,-1,-1,-1,-1
818,177,"",802,"",0,-1,-1,-1,-1,-1
819,177,"",925,"",0,-1,-1,-1,-1,-1
820,177,"",930,"",0,-1,-1,-1,-1,-1
821,177,"",421,"",0,-1,-1,-1,-1,-1
822,177,"",586,"",0,-1,-1,-1,-1,-1
823,178,"",409,"",0,-1,-1,-1,-1,-1
824,178,"",341,"",0,-1,-1,-1,-1,-1
825,178,"",578,"",0,-1,-1,-1,-1,-1
826,178,"",479,"",0,-1,-1,-1,-1,-1
827,178,"",313,"",0,-1,-1,-1,-1,-1
828,178,"",701,"",0,-1,-1,-1,-1,-1
829,179,"",94,"",0,-1,-1,-1,-1,-1
830,179,"",688,"",0,-1,-1,-1,-1,-1
831,179,"",489,"",0,-1,-1,-1,-1,-1
832,179,"",365,"",0,-1,-1,-1,-1,-1
833,179,"",813,"",0,-1,-1,-1,-1,-1
834,179,"",28,"",0,-1,-1,-1,-1,-1
835,180,"",308,"",0,-1,-1,-1,-1,-1
836,180,"",811,"",0,-1,-1,-1,-1,-1
837,180,"",94,"",0,-1,-1,-1,-1,-1
838,180,"",242,"",0,-1,-1,-1,-1,-1
839,180,"",632,"",0,-1,-1,-1,-1,-1
840,180,"",865,"",0,-1,-1,-1,-1,-1
841,181,"",627,"",0,-1,-1,-1,-1,-1
842,181,"",437,"",0,-1,-1,-1,-1,-1
843,181,"",611,"",0,-1,-1,-1,-1,-1
844,181,"",228,"",0,-1,-1,-1,-1,-1
845,181,"",226,"",0,-1,-1,-1,-1,-1
846,181,"",112,"",0,-1,-1,-1,-1,-1
847,183,"",458,"",0,-1,-1,-1,-1,-1
848,183,"",749,"",0,-1,-1,-1,-1,-1
849,183,"",834,"",0,-1,-1,-1,-1,-1
850,183,"",474,"",0,-1,-1,-1,-1,-1
851,183,"",887,"",0,-1,-1,-1,-1,-1
852,183,"",954,"",0,-1,-1,-1,-1,-1
853,184,"",913,"",0,-1,-1,-1,-1,-1
854,184,"",235,"",0,-1,-1,-1,-1,-1
855,184,"",959,"",0,-1,-1,-1,-1,-1
856,184,"",75,"",0,-1,-1,-1,-1,-1
857,184,"",210,"",0,-1,-1,-1,-1,-1
858,184,"",407,"",0,-1,-1,-1,-1,-1
859,185,"",150,"",0,-1,-1,-1,-1,-1
860,185,"",38,"",0,-1,-1,-1,-1,-1
861,185,"",147,"",0,-1,-1,-1,-1,-1
862,185,"",455,"",0,-1,-1,-1,-1,-1
863,185,"",770,"",0,-1,-1,-1,-1,-1
864,185,"",563,"",0,-1,-1,-1,-1,-1
865,186,"",128,"",0,-1,-1,-1,-1,-1
866,186,"",918,"",0,-1,-1,-1,-1,-1
867,186,"",494,"",0,-1,-1,-1,-1,-1
868,186,"",878,"",0,-1,-1,-1,-1,-1
869,186,"",20,"",0,-1,-1,-1,-1,-1
870,186,"",758,"",0,-1,-1,-1,-1,-1
871,187,"",169,"",0,-1,-1,-1,-1,-1
872,187,"",412,"",0,-1,-1,-1,-1,-1
873,187,"",188,"",0,-1,-1,-1,-1,-1
874,187,"",705,"",0,-1,-1,-1,-1,-1
875,187,"",621,"",0,-1,-1,-1,-1,-1
876,187,"",683,"",0,-1,-1,-1,-1,-1
877,188,"",459,"",0,-1,-1,-1,-1,-1
878,188,"",700,"",0,-1,-1,-1,-1,-1
879,188,"",91,"",0,-1,-1,-1,-1,-1
880,188,"",370,"",0,-1,-1,-1,-1,-1
881,188,"",708,"",0,-1,-1,-1,-1,-1
882,188,"",868,"",0,-1,-1,-1,-1,-1
883,189,"",687,"",0,-1,-1,-1,-1,-1
884,189,"",392,"",0,-1,-1,-1,-1,-1
885,189,"",344,"",0,-1,-1,-1,-1,-1
886,189,"",377,"",0,-1,-1,-1,-1,-1
887,189,"",737,"",0,-1,-1,-1,-1,-1
888,189,"",942,"",0,-1,-1,-1,-1,-1
889,190,"",494,"",0,-1,-1,-1,-1,-1
890,190,"",133,"",0,-1,-1,-1,-1,-1
891,190,"",423,"",0,-1,-1,-1,-1,-1
892,190,"",142,"",0,-1,-1,-1,-1,-1
893,190,"",871,"",0,-1,-1,-1,-1,-1
894,190,"",731,"",0,-1,-1,-1,-1,-1
895,191,"",894,"",0,-1,-1,-1,-1,-1
896,191,"",731,"",0,-1,-1,-1,-1,-1
897,191,"",579,"",0,-1,-1,-1,-1,-1
898,191,"",310,"",0,-1,-1,-1,-1,-1
899,191,"",117,"",0,-1,-1,-1,-1,-1
900,191,"",396,"",0,-1,-1,-1,-1,-1
901,192,"",967,"",0,-1,-1,-1,-1,-1
902,192,"",722,"",0,-1,-1,-1,-1,-1
903,192,"",914,"",0,-1,-1,-1,-1,-1
904,192,"",15,"",0,-1,-1,-1,-1,-1
905,192,"",996,"",0,-1,-1,-1,-1,-1
906,192,"",135,"",0,-1,-1,-1,-1,-1
907,193,"",474,"",0,-1,-1,-1,-1,-1
908,193,"",629,"",0,-1,-1,-1,-1,-1
909,193,"",44,"",0,-1,-1,-1,-1,-1
910,193,"",16,"",0,-1,-1,-1,-1,-1
911,193,"",980,"",0,-1,-1,-1,-1,-1
912,193,"",51,"",0,-1,-1,-1,-1,-1
913,194,"",586,"",0,-1,-1,-1,-1,-1
914,194,"",218,"",0,-1,-1,-1,-1,-1
915,194,"",943,"",0,-1,-1,-1,-1,-1
916,194,"",225,"",0,-1,-1,-1,-1,-1
917,194,"",811,"",0,-1,-1,-1,-1,-1
918,194,"",57,"",0,-1,-1,-1,-1,-1
919,195,"",710,"",0,-1,-1,-1,-1,-1
920,195,"",345,"",0,-1,-1,-1,-1,-1
921,195,"",370,"",0,-1,-1,-1,-1,-1
922,195,"",894,"",0,-1,-1,-1,-1,-1
923,195,"",867,"",0,-1,-1,-1,-1,-1
924,195,"",72,"",0,-1,-1,-1,-1,-1
925,196,"",373,"",0,-1,-1,-1,-1,-1
926,196,"",605,"",0,-1,-1,-1,-1,-1
927,196,"",899,"",0,-1,-1,-1,-1,-1
928,196,"",228,"",0,-1,-1,-1,-1,-1
929,196,"",192,"",0,-1,-1,-1,-1,-1
930,196,"",876,"",0,-1,-1,-1,-1,-1
931,197,"",698,"",0,-1,-1,-1,-1,-1
932,197,"",227,"",0,-1,-1,-1,-1,-1
933,197,"",989,"",0,-1,-1,-1,-1,-1
934,197,"",743,"",0,-1,-1,-1,-1,-1
935,197,"",630,"",0,-1,-1,-1,-1,-1
936,197,"",719,"",0,-1,-1,-1,-1,-1
937,198,"",76,"",0,-1,-1,-1,-1,-1
938,198,"",890,"",0,-1,-1,-1,-1,-1
939,198,"",994,"",0,-1,-1,-1,-1,-1
940,198,"",569,"",0,-1,-1,-1,-1,-1
941,198,"",307,"",0,-1,-1,-1,-1,-1
942,198,"",422,"",0,-1,-1,-1,-1,-1
943,199,"",304,"",0,-1,-1,-1,-1,-1
944,199,"",985,"",0,-1,-1,-1,-1,-1
945,199,"",224,"",0,-1,-1,-1,-1,-1
946,199,"",844,"",0,-1,-1,-1,-1,-1
947,199,"",326,"",0,-1,-1,-1,-1,-1
948,199,"",60,"",0,-1,-1,-1,-1,-1
949,208,"",834,"",0,-1,-1,-1,-1,-1
950,208,"",598,"",0,-1,-1,-1,-1,-1
951,208,"",133,"",0,-1,-1,-1,-1,-1
952,208,"",489,"",0,-1,-1,-1,-1,-1
953,208,"",240,"",0,-1,-1,-1,-1,-1
954,208,"",890,"",0,-1,-1,-1,-1,-1
955,209,"",720,"",0,-1,-1,-1,-1,-1
956,209,"",197,"",0,-1,-1,-1,-1,-1
957,209,"",931,"",0,-1,-1,-1,-1,-1
958,209,"",835,"",0,-1,-1,-1,-1,-1
959,209,"",681,"",0,-1,-1,-1,-1,-1
960,209,"",21,"",0,-1,-1,-1,-1,-1
961,210,"",407,"",0,-1,-1,-1,-1,-1
962,210,"",697,"",0,-1,-1,-1,-1,-1
963,210,"",698,"",0,-1,-1,-1,-1,-1
964,210,"",766,"",0,-1,-1,-1,-1,-1
965,210,"",176,"",0,-1,-1,-1,-1,-1
966,210,"",490,"",0,-1,-1,-1,-1,-1
967,211,"",814,"",0,-1,-1,-1,-1,-1
968,211,"",127,"",0,-1,-1,-1,-1,-1
969,211,"",687,"",0,-1,-1,-1,-1,-1
970,211,"",892,"",0,-1,-1,-1,-1,-1
971,211,"",223,"",0,-1,-1,-1,-1,-1
972,211,"",711,"",0,-1,-1,-1,-1,-1
973,213,"",235,"",0,-1,-1,-1,-1,-1
974,213,"",772,"",0,-1,-1,-1,-1,-1
975,213,"",774,"",0,-1,-1,-1,-1,-1
976,213,"",675,"",0,-1,-1,-1,-1,-1
977,213,"",321,"",0,-1,-1,-1,-1,-1
978,213,"",179,"",0,-1,-1,-1,-1,-1
979,214,"",126,"",0,-1,-1,-1,-1,-1
980,214,"",929,"",0,-1,-1,-1,-1,-1
981,214,"",390,"",0,-1,-1,-1,-1,-1
982,214,"",747,"",0,-1,-1,-1,-1,-1
983,214,"",975,"",0,-1,-1,-1,-1,-1
984,214,"",219,"",0,-1,-1,-1,-1,-1
985,215,"",223,"",0,-1,-1,-1,-1,-1
986,215,"",60,"",0,-1,-1,-1,-1,-1
987,215,"",735,"",0,-1,-1,-1,-1,-1
988,215,"",778,"",0,-1,-1,-1,-1,-1
989,215,"",303,"",0,-1,-1,-1,-1,-1
990,215,"",168,"",0,-1,-1,-1,-1,-1
991,217,"",30,"",0,-1,-1,-1,-1,-1
992,217,"",993,"",0,-1,-1,-1,-1,-1
993,217,"",757,"",0,-1,-1,-1,-1,-1
994,217,"",21,"",0,-1,-1,-1,-1,-1
995,217,"",930,"",0,-1,-1,-1,-1,-1
996,217,"",316,"",0,-1,-1,-1,-1,-1
997,218,"",100,"",0,-1,-1,-1,-1,-1
998,218,"",882,"",0,-1,-1,-1,-1,-1
999,218,"",953,"",0,-1,-1,-1,-1,-1
1000,218,"",588,"",0,-1,-1,-1,-1,-1
1001,218,"",924,"",0,-1,-1,-1,-1,-1
1002,218,"",33,"",0,-1,-1,-1,-1,-1
1003,219,"",457,"",0,-1,-1,-1,-1,-1
1004,219,"",490,"",0,-1,-1,-1,-1,-1
1005,219,"",918,"",0,-1,-1,-1,-1,-1
1006,219,"",876,"",0,-1,-1,-1,-1,-1
1007,219,"",582,"",0,-1,-1,-1,-1,-1
1008,219,"",106,"",0,-1,-1,-1,-1,-1
1009,220,"",116,"",0,-1,-1,-1,-1,-1
1010,220,"",91,"",0,-1,-1,-1,-1,-1
1011,220,"",688,"",0,-1,-1,-1,-1,-1
1012,220,"",347,"",0,-1,-1,-1,-1,-1
1013,220,"",368,"",0,-1,-1,-1,-1,-1
1014,220,"",49,"",0,-1,-1,-1,-1,-1
1015,222,"",703,"",0,-1,-1,-1,-1,-1
1016,222,"",30,"",0,-1,-1,-1,-1,-1
1017,222,"",743,"",0,-1,-1,-1,-1,-1
1018,222,"",169,"",0,-1,-1,-1,-1,-1
1019,222,"",341,"",0,-1,-1,-1,-1,-1
1020,222,"",760,"",0,-1,-1,-1,-1,-1
1021,223,"",982,"",0,-1,-1,-1,-1,-1
1022,223,"",924,"",0,-1,-1,-1,-1,-1
1023,223,"",347,"",0,-1,-1,-1,-1,-1
1024,223,"",758,"",0,-1,-1,-1,-1,-1
1025,223,"",935,"",0,-1,-1,-1,-1,-1
1026,223,"",5,"",0,-1,-1,-1,-1,-1
1027,224,"",804,"",0,-1,-1,-1,-1,-1
1028,224,"",196,"",0,-1,-1,-1,-1,-1
1029,224,"",90,"",0,-1,-1,-1,-1,-1
1030,224,"",631,"",0,-1,-1,-1,-1,-1
