int 0,empty 1,empty 2,empty 3,int 4,int 5,int 6,bool 7,bool 8,int 9,int 10,int 11,int 12,empty 13,int 14,empty 15,int 16,empty 17,int 18,empty 19,int 20,int 21,int 22,int 23,int 24,int 25,int 26,int 27,int 28,int 29,int 30,int 31,int 32,int 33,int 34,int 35,short 36,short 37,int 38,byte 39,byte 40,byte 41,byte 42,byte 43,byte 44,short 45,int 46,int 47,empty 48,short 49,short 50,empty 51,int 52,empty 53,int 54,empty 55,int 56,empty 57,int 58,empty 59,int 60,int 61,empty 62,int 63,int 64,empty 65,int 66,empty 67,int 68,empty 69,int 70,empty 71,string2 72
21731,"","","",21731,0,21731,1,1,30011,3,1,21731,"",0,"",12003,"",0,"",0,2,1,60,100,1,0,0,1,38,-1,-1,-1,5,1,1,325,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21732,"","","",21732,0,21732,1,1,30011,4,1,21732,"",0,"",12003,"",0,"",0,2,1,90,100,1,1,0,1,11,-1,-1,-1,1,1,1,230,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21733,"","","",21731,0,21733,1,1,30011,3,1,21731,"",0,"",12003,"",0,"",0,2,1,150,100,1,0,0,1,38,-1,-1,-1,5,1,1,325,5,12,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21734,"","","",21734,0,21734,1,0,0,0,4,0,"",0,"",12003,"",0,"",0,2,4,500,100,1,0,0,1,-1,-1,-1,-1,5,1,1,325,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21735,"","","",21734,0,21735,1,0,0,0,4,0,"",0,"",12003,"",0,"",0,2,4,800,100,1,0,0,1,-1,-1,-1,-1,5,1,1,325,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21736,"","","",21734,0,21736,1,0,0,0,4,0,"",0,"",12003,"",0,"",0,2,4,1200,100,1,0,0,1,-1,-1,-1,-1,5,1,1,325,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21737,"","","",34051,0,21737,1,0,0,2,1,12001,"",0,"",0,"",0,"",1,5,0,0,100,0,0,0,-1,-1,-1,-1,12,10,1,1,25,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",187200,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21738,"","","",21738,0,21738,1,0,0,2,1,0,"",0,"",32011,"",0,"",1,5,0,0,100,0,0,0,-1,-1,-1,-1,12,5,1,1,0,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",580423,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21741,"","","",21741,21741,21741,1,1,30011,3,1,21741,"",0,"",12003,"",0,"",0,2,1,90,100,1,13,0,1,8,-1,-1,-1,1,1,1,230,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21742,"","","",21742,0,21742,1,1,30011,4,1,21742,"",0,"",12003,"",0,"",0,2,1,45,100,1,0,3,1,36,-1,-1,-1,1,2,2,300,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21743,"","","",21742,0,21743,1,0,0,0,4,0,"",0,"",12003,"",0,"",0,2,4,50,100,1,0,0,1,36,-1,-1,-1,6,2,2,325,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21761,"","","",21761,21761,21761,1,1,30071,3,1,21761,"",0,"",12005,"",0,"",0,2,1,55,100,1,0,0,3,16,-1,-1,-1,5,1,1,285,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",102010,"",0,"",0,"",0,1761,"",0,-1,"",-1,"",-1,"",-1,"",""
21762,"","","",21762,21762,21762,1,1,30011,4,1,21762,"",0,"",12003,"",0,"",0,2,2,55,100,1,0,0,1,17,-1,-1,-1,5,1,1,295,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",164000,"",0,"",0,"",0,1761,"",0,-1,"",-1,"",-1,"",-1,"",""
21763,"","","",21763,0,21763,1,0,0,2,1,0,"",0,"",32021,"",0,"",1,5,0,0,100,0,0,0,-1,-1,-1,-1,12,5,1,1,0,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",580413,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21771,"","","",21771,0,21771,1,1,30101,4,1,21771,"",0,"",12004,"",0,"",0,2,1,90,100,1,0,0,2,13,-1,-1,-1,1,1,1,155,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21781,"","","",21781,0,21781,1,1,30221,3,1,21781,"",0,"",12008,"",0,"",0,2,1,25,100,1,0,0,6,39,-1,-1,-1,1,4,4,215,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21782,"","","",21782,21782,21782,1,1,30221,4,1,21782,"",0,"",12002,"",0,"",0,2,1,80,100,1,0,0,0,15,-1,-1,-1,1,1,1,195,5,0,0,100,1,5,0,0,0,3,2,"",2,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21783,"","","",21782,21782,21783,1,1,30221,5,1,21783,"",0,"",12002,"",0,"",0,2,1,80,100,1,0,0,0,15,-1,-1,-1,1,1,1,195,5,0,0,100,1,5,0,0,0,3,2,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21784,"","","",21782,21782,21784,1,1,30221,6,1,21784,"",0,"",12002,"",0,"",0,2,1,80,100,1,0,0,0,15,-1,-1,-1,1,1,1,195,5,0,0,100,1,5,0,0,0,3,2,"",1,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21785,"","","",21781,0,21785,1,0,0,0,4,0,"",0,"",12008,"",0,"",0,2,4,25,100,1,0,0,6,39,-1,-1,-1,2,4,4,195,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21786,"","","",21782,21782,21786,1,1,30221,4,1,21782,"",0,"",12002,"",0,"",0,2,1,80,100,1,0,0,0,15,-1,-1,-1,1,1,1,195,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21787,"","","",21782,21782,21787,1,1,30221,4,1,21782,"",0,"",12002,"",0,"",0,2,1,80,100,1,0,0,0,15,-1,-1,-1,1,1,1,195,5,0,0,100,1,5,0,0,0,3,2,"",5,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21788,"","","",21782,21782,21788,1,1,30221,5,1,21783,"",0,"",12002,"",0,"",0,2,1,80,100,1,0,0,0,15,-1,-1,-1,1,1,1,195,5,0,0,100,1,5,0,0,0,3,2,"",4,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21789,"","","",21782,21782,21789,1,1,30221,6,1,21784,"",0,"",12002,"",0,"",0,2,1,80,100,1,0,0,0,15,-1,-1,-1,1,1,1,195,5,0,0,100,1,5,0,0,0,3,2,"",3,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21791,"","","",21791,0,21791,1,1,30311,3,1,21791,"",0,"",12002,"",0,"",0,2,1,90,100,1,0,0,0,9,-1,-1,-1,1,1,1,260,5,0,0,100,1,5,30,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21792,"","","",21792,0,21792,1,1,30041,4,1,21792,"",0,"",12006,"",0,"",0,2,1,55,100,1,0,0,4,13,-1,-1,-1,5,1,1,285,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",111030,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21793,"","","",21792,0,21793,1,0,0,0,4,0,"",0,"",12006,"",0,"",0,2,4,100,100,1,0,0,4,13,-1,-1,-1,6,1,1,315,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21801,"","","",21801,0,21801,1,1,30281,3,1,21801,"",0,"",12012,"",0,"",0,2,1,90,100,1,0,0,10,18,-1,-1,-1,1,1,1,210,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",134020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21802,"","","",21802,0,21802,1,1,30281,4,1,21802,"",0,"",12012,"",0,"",0,2,1,55,100,1,0,0,10,19,-1,-1,-1,5,1,1,280,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",113020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21803,"","","",21801,0,21803,1,0,0,0,4,0,"",0,"",12012,"",0,"",0,2,4,100,100,1,0,0,10,19,-1,-1,-1,6,1,1,305,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21811,"","","",21811,0,21811,1,1,30311,3,1,21811,"",0,"",12002,"",0,"",0,2,1,60,100,1,0,0,0,7,-1,-1,-1,5,1,1,450,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",108060,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21812,"","","",21812,0,21812,1,1,30191,4,1,21812,"",0,"",12009,"",0,"",0,2,1,27,100,1,0,0,7,28,-1,-1,-1,5,3,3,410,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21813,"","","",21811,0,21813,1,0,0,3,1,21811,"",0,"",12002,"",0,"",0,2,1,100,100,1,0,0,0,7,-1,-1,-1,1,1,1,330,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",136025,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21814,"","","",21812,0,21814,1,0,0,4,1,21812,"",0,"",12009,"",0,"",0,2,1,40,100,1,0,0,7,28,-1,-1,-1,1,5,5,315,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21831,"","","",21831,0,21831,1,1,30131,3,1,21831,"",0,"",12007,"",0,"",0,2,1,60,100,1,0,0,5,3,-1,-1,-1,1,1,1,95,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",106020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21832,"","","",21832,21832,21832,1,0,0,4,1,21832,"",0,"",0,"",0,"",0,5,0,0,100,0,0,0,0,-1,-1,-1,12,10,1,1,60,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",21832,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21833,"","","",21833,0,21833,1,0,0,5,1,21833,"",0,"",0,"",0,"",0,5,0,0,100,0,0,0,-1,-1,-1,-1,12,6,1,1,0,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",48002,"",191100,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21834,"","","",21833,0,21834,1,0,0,17,1,21834,"",0,"",0,"",0,"",0,5,0,0,100,0,0,0,-1,-1,-1,-1,12,6,1,1,0,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",48002,"",191100,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21841,"","","",21841,0,21841,1,1,30131,3,1,21841,"",0,"",12007,"",0,"",0,2,1,25,100,1,0,0,5,20,-1,-1,-1,1,3,3,155,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",106030,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21842,"","","",21842,0,21842,1,1,30131,4,1,21842,"",0,"",12007,"",0,"",0,2,1,70,100,1,0,0,5,11,-1,-1,-1,1,1,1,150,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",168000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21851,"","","",21851,0,21851,1,1,30281,3,1,21851,"",0,"",12012,"",0,"",0,2,1,25,100,1,0,0,10,20,-1,-1,-1,1,3,3,160,5,0,0,100,1,5,0,0,0,3,2,"",1,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21852,"","","",21852,21852,21852,1,1,30281,4,1,21852,"",0,"",12012,"",0,"",0,2,1,70,100,1,0,0,10,22,-1,-1,-1,1,1,1,155,5,0,0,100,1,5,0,0,0,3,2,"",1,0,"",0,"",173000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21861,"","","",21861,0,21861,1,1,30251,3,1,21861,"",0,"",12011,"",0,"",0,2,1,30,100,1,0,0,9,19,-1,-1,-1,5,3,3,220,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",172000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21862,"","","",21862,0,21862,1,1,30131,4,1,21862,"",0,"",12007,"",0,"",0,2,1,80,100,1,0,0,5,-1,-1,-1,-1,1,1,1,0,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21863,"","","",21863,21863,21863,1,0,0,0,4,0,"",0,"",0,"",0,"",0,5,0,0,100,0,0,0,0,-1,-1,-1,12,10,1,1,155,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",21863,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21871,"","","",21871,0,21871,1,1,30221,3,1,21871,"",0,"",12008,"",0,"",0,2,1,80,100,1,0,0,6,20,-1,-1,-1,1,1,1,135,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",169000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21872,"","","",21872,0,21872,1,1,30221,4,1,21872,"",0,"",12008,"",0,"",0,2,1,100,100,1,7,0,6,13,-1,-1,-1,1,1,1,140,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21881,"","","",21881,21881,21881,1,1,30071,3,1,21881,"",0,"",12005,"",0,"",0,2,1,85,100,1,0,0,3,20,-1,-1,-1,1,1,1,170,5,0,0,100,1,5,10,10,0,0,0,"",0,0,"",0,"",166000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21882,"","","",21882,0,21882,1,1,30071,4,1,21882,"",0,"",12005,"",0,"",0,2,1,60,100,1,0,0,3,15,-1,-1,-1,5,1,1,215,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",107030,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21891,"","","",21891,21891,21891,1,1,30071,3,1,21891,"",0,"",12005,"",0,"",0,2,1,70,100,1,0,0,3,8,-1,-1,-1,5,1,1,310,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",108025,"",0,"",0,"",0,1891,"",0,-1,"",-1,"",-1,"",-1,"",""
21901,"","","",21901,0,21901,1,1,30221,3,1,21901,"",0,"",12008,"",0,"",0,2,1,45,100,1,0,0,6,-1,-1,-1,-1,1,1,1,50,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21911,"","","",21911,0,21911,1,1,30221,3,1,21911,"",0,"",12008,"",0,"",0,2,1,65,100,1,0,0,6,35,-1,-1,-1,1,1,1,85,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21921,"","","",21921,0,21921,1,1,30221,3,1,21921,"",0,"",12008,"",0,"",0,2,1,80,100,1,0,3,6,-1,-1,-1,-1,1,1,1,190,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21931,"","","",21931,0,21931,1,1,30131,3,1,21931,"",0,"",12007,"",0,"",0,2,1,90,100,1,0,3,5,24,-1,-1,-1,1,1,1,330,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21932,"","","",21932,0,21932,1,1,30221,4,1,21932,"",0,"",12008,"",0,"",0,2,1,60,100,1,0,0,6,36,-1,-1,-1,5,1,1,295,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21941,"","","",21941,21941,21941,1,1,30221,3,1,21941,"",0,"",12008,"",0,"",0,2,1,35,100,1,7,8,6,21,-1,-1,-1,5,4,4,290,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",205100,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21942,"","","",21942,0,21942,1,1,30221,4,1,21942,"",0,"",12008,"",0,"",0,2,1,90,100,1,0,0,6,37,-1,-1,-1,1,1,1,220,5,0,0,100,1,15,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21951,"","","",21951,0,21951,1,1,30281,3,1,21951,"",0,"",12012,"",0,"",0,2,2,90,100,1,0,0,10,7,-1,-1,-1,1,1,1,245,5,0,1,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21952,"","","",21952,0,21952,1,1,30281,4,1,21952,"",0,"",12012,"",0,"",0,2,1,15,100,1,0,0,10,26,-1,-1,-1,5,4,4,320,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21961,"","","",21961,0,21961,1,1,30221,3,1,21961,"",0,"",12008,"",0,"",0,2,1,30,100,1,0,0,6,9,-1,-1,-1,5,2,2,295,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21971,"","","",21971,0,21971,1,1,30221,3,1,21971,"",0,"",12008,"",0,"",0,2,1,95,100,1,0,0,6,26,-1,-1,-1,1,1,1,205,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21972,"","","",21972,0,21972,1,1,30311,4,1,21972,"",0,"",12002,"",0,"",0,2,2,65,100,1,0,0,0,-1,-1,-1,-1,5,1,1,330,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",136020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21981,"","","",21981,0,21981,1,1,30221,3,1,21981,"",0,"",12008,"",0,"",0,2,1,25,100,1,0,3,6,-1,-1,-1,-1,1,3,3,180,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
21991,"","","",21991,0,21991,1,1,30071,3,1,21991,"",0,"",12005,"",0,"",0,2,1,25,100,1,0,0,3,16,-1,-1,-1,1,3,3,150,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22081,"","","",22081,0,22081,1,1,30011,3,1,22081,"",0,"",12003,"",0,"",0,2,1,50,100,1,0,0,1,-1,-1,-1,-1,1,1,1,55,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22091,"","","",22091,0,22091,1,1,30011,3,1,22091,"",0,"",12003,"",0,"",0,2,1,65,100,1,0,3,1,32,-1,-1,-1,1,1,1,125,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22101,"","","",22101,0,22101,1,1,30011,3,1,22101,"",0,"",12003,"",0,"",0,2,1,80,100,1,0,0,1,-1,-1,-1,-1,1,1,1,185,5,0,0,100,1,5,0,0,0,8,3,"",0,25,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22111,"","","",22111,0,22111,1,1,30161,3,1,22111,"",0,"",12010,"",0,"",0,2,1,80,100,1,0,0,8,-1,-1,-1,-1,1,1,1,140,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",218050,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22131,"","","",22131,0,22131,1,1,30011,3,1,22131,"",0,"",12003,"",0,"",0,2,1,90,100,1,0,0,1,24,-1,-1,-1,1,1,1,280,5,0,0,100,1,5,0,0,0,8,3,"",0,25,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22132,"","","",22132,0,22132,1,1,30011,4,1,22132,"",0,"",12003,"",0,"",0,2,1,55,100,1,0,0,1,24,-1,-1,-1,5,1,1,355,5,0,0,100,1,5,0,0,0,7,2,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22133,"","","",22133,0,22133,1,1,30011,5,1,22133,"",0,"",12003,"",0,"",0,2,1,85,100,1,0,0,1,24,-1,-1,-1,1,1,1,220,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",134020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22141,"","","",22141,0,22141,1,1,30221,3,1,22141,"",0,"",12008,"",0,"",0,2,1,30,100,1,0,0,6,15,-1,-1,-1,1,3,3,220,5,0,0,100,1,15,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22142,"","","",22142,0,22142,1,1,30221,4,1,22142,"",0,"",12008,"",0,"",0,2,1,18,100,1,0,0,6,15,-1,-1,-1,1,5,5,240,5,0,0,100,1,5,0,0,0,9,2,"",50,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22151,"","","",22151,0,22151,1,1,30131,3,1,22151,"",0,"",12007,"",0,"",0,2,1,100,100,1,0,0,5,30,-1,-1,-1,1,1,1,325,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",1,213,"",214,"",-1,"",-1,"",""
22152,"","","",22152,0,22152,1,1,30011,4,1,22152,"",0,"",12003,"",0,"",0,2,1,60,100,1,0,3,1,24,-1,-1,-1,5,1,1,545,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22153,"","","",22151,0,22153,1,0,0,3,1,22151,"",0,"",12007,"",0,"",0,2,1,250,100,1,0,0,5,30,-1,-1,-1,1,1,1,340,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",168000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22154,"","","",22152,0,22154,1,0,0,4,1,22152,"",0,"",12003,"",0,"",0,2,1,150,100,1,0,3,1,24,-1,-1,-1,5,1,1,595,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22171,"","","",22171,0,22171,1,1,30281,3,1,22171,"",0,"",12012,"",0,"",0,2,1,10,100,1,0,0,10,-1,-1,-1,-1,5,3,6,185,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22181,"","","",22181,0,22181,1,1,30011,3,1,22181,"",0,"",12003,"",0,"",0,2,1,65,100,1,0,0,1,32,-1,-1,-1,1,1,1,90,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",134010,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22191,"","","",22191,0,22191,1,1,30011,3,1,22191,"",0,"",12003,"",0,"",0,2,1,50,100,1,0,0,1,-1,-1,-1,-1,1,1,1,55,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22201,"","","",22201,0,22201,1,1,30221,3,1,22201,"",0,"",12008,"",0,"",0,2,1,65,100,1,0,0,6,35,-1,-1,-1,1,1,1,110,5,0,0,100,1,5,0,0,0,13,5,"",0,50,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22221,"","","",22221,22221,22221,1,0,0,3,1,22221,"",0,"",0,"",0,"",0,6,0,0,100,0,0,0,0,-1,-1,-1,13,5,1,1,30,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",22221,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22231,"","","",22231,22231,22231,1,1,30281,3,1,22231,"",0,"",12012,"",0,"",0,2,1,45,100,1,0,0,10,8,-1,-1,-1,5,1,1,185,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",113020,"",0,"",0,"",0,2231,"",0,-1,"",-1,"",-1,"",-1,"",""
22241,"","","",22241,22241,22241,1,1,30281,3,1,22241,"",0,"",12012,"",0,"",0,2,1,85,100,1,0,3,10,8,-1,-1,-1,1,1,1,195,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,2241,"",0,-1,"",-1,"",-1,"",-1,"",""
22251,"","","",22251,0,22251,1,1,30221,3,1,22251,"",0,"",12008,"",0,"",0,2,1,100,100,1,0,3,6,25,-1,-1,-1,1,1,1,290,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
22252,"","","",22252,0,22252,1,1,30311,4,1,22252,"",0,"",12002,"",0,"",0,2,1,50,100,1,0,0,0,25,-1,-1,-1,1,2,2,245,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
