string2 0,float 1,float 2,float 3
"chr733_29004",-0.3,0,0
"chr734_29004",-0.3,0,0
"chr735_29004",-0.3,0,0
"chr737_29004",-0.3,0,0
"chr738_29004",-0.3,0,0
"chr739_29004",-0.3,0,0
"chr740_29004",-0.3,0,0
"chr741_29004",-0.3,0,0
"chr742_29004",-0.3,0,0
"chr743_29004",-0.3,0,0
"chr744_29004",-0.3,0,0
"chr745_29004",-0.3,0,0
"chr747_29004",-0.3,0,0
"chr748_29004",0,0,0
"chr749_29004",-0.3,0,0
"chr750_29004",0.3,0,0
"chr751_29004",-0.3,0,0
"chr752_29004",0,0,0
"chr753_29004",0.3,0,0
"chr754_29004",-0.3,0,0
"chr755_29004",0,0,0
"chr756_29004",0.3,0,0
"chr758_29004",0.3,0,0
"chr759_29004",-0.3,0,0
"chr760_29004",-0.3,0,0
"chr766_29004",-0.3,0,0
"chr767_29004",-0.5,0,0
"chr770_29004",-0.3,0,0
"chr771_29004",-0.3,0,0
"chr772_29004",-0.3,0,0
"chr773_29004",0,0,0
"chr774_29004",-0.3,0,0
"chr775_29004",-0.3,0,0
"chr776_29004",0,0,0
"chr777_29004",-0.3,0,0
"chr778_29004",-0.5,0,0
"chr779_29004",-0.1,0,0
"chr915_29004",-0.3,0,0
"chr920_29004",-0.6,0,0
"chr002_29017",0.5,0,0
"chr003_29017",-0.3,0,0
"chr004_29017",-0.3,0,0
"chr005_29017",-0.5,0,0
"chr006_29017",-0.4,0,0
"chr009_29017",0.3,0,0
"chr010_29017",-0.2,0,0
"chr011_29017",0,0,0
"chr012_29017",-0.3,0,0
"chr013_29017",0,0,0
"chr014_29017",0,0,0
"chr015_29017",-0.3,0,0
"chr016_29017",-0.3,0,0
"chr017_29017",-0.2,0,0
"chr019_29017",-0.3,0,0
"chr020_29017",0.3,0,0
"chr021_29017",-0.3,0,0
"chr023_29017",-0.3,0,0
"chr024_29017",0.3,0,0
"chr025_29017",-0.3,0,0
"chr026_29017",-0.2,0,0
"chr027_29017",-0.3,0,0
"chr028_29017",0,0,0
"chr030_29017",-0.3,0,0
"chr031_29017",-0.3,0,0
"chr032_29017",-0.3,0,0
"chr033_29017",-0.6,0,0
"chr034_29017",0.1,0,0
"chr035_29017",-0.7,0,0
"chr036_29017",-0.3,0,0
"chr037_29017",-0.3,0,0
"chr038_29017",-0.3,0,0
"chr039_29017",-0.3,0,0
"chr040_29017",-0.3,0,0
"chr041_29017",0,0,0
"chr042_29017",0.3,0,0
"chr043_29017",0.3,0,0
"chr044_29017",0,0,0
"chr045_29017",-0.3,0,0
"chr046_29017",-0.3,0,0
"chr047_29017",-0.3,0,0
"chr048_29017",-0.3,0,0
"chr049_29017",-0.3,0,0
"chr050_29017",0.3,0,0
"chr051_29017",-0.3,0,0
"chr052_29017",0.2,0,0
"chr053_29017",0.3,0,0
"chr054_29017",-0.3,0,0
"chr055_29017",0.3,0,0
"chr056_29017",0.3,0,0
"chr057_29017",-0.1,0,0
"chr058_29017",0,0,0
"chr059_29017",-0.2,0,0
"chr060_29017",-0.3,0,0
"chr061_29017",0,0,0
"chr068_29017",-0.3,0,0
"chr069_29017",0.3,0,0
"chr070_29017",0.3,0,0
"chr071_29017",-0.3,0,0
"chr072_29017",0,0,0
"chr073_29017",0,0,0
"chr074_29017",0,0,0
"chr075_29017",-0.3,0,0
"chr076_29017",-0.3,0,0
"chr077_29017",0,0,0
"chr078_29017",-0.3,0,0
"chr079_29017",0,0,0
"chr080_29017",-0.3,0,0
"chr081_29017",0.3,0,0
"chr082_29017",-0.5,0,0
"chr083_29017",-0.3,0,0
"chr084_29017",-0.3,0,0
"chr085_29017",0,0,0
"chr086_29017",-0.3,0,0
"chr087_29017",0,0,0
"chr088_29017",-0.3,0,0
"chr090_29017",0.3,0,0
"chr091_29017",1,0,0
"chr092_29017",0.3,0,0
"chr093_29017",0,0,0
"chr094_29017",0,0,0
"chr095_29017",-0.3,0,0
"chr096_29017",0,0,0
"chr097_29017",0.3,0,0
"chr098_29017",-0.3,0,0
"chr100_29017",-0.3,0,0
"chr101_29017",0,0,0
"chr102_29017",-0.3,0,0
"chr103_29017",0.3,0,0
"chr104_29017",-0.3,0,0
"chr105_29017",-0.3,0,0
"chr106_29017",-0.3,0,0
"chr107_29017",-0.3,0,0
"chr111_29017",0,0,0
"chr112_29017",0.3,0,0
"chr113_29017",0.3,0,0
"chr114_29017",0.3,0,0
"chr115_29017",0,0,0
"chr116_29017",-0.3,0,0
"chr117_29017",-0.3,0,0
"chr118_29017",-0.3,0,0
"chr126_29017",-0.3,0,0
"chr127_29017",-0.3,0,0
"chr128_29017",-0.3,0,0
"chr129_29017",-0.3,0,0
"chr130_29017",0.2,0,0
"chr132_29017",-0.5,0,0
"chr133_29017",-0.5,0,0
"chr134_29017",-0.6,0,0
"chr135_29017",-0.5,0,0
"chr136_29017",0.3,0,0
"chr137_29017",-0.3,0,0
"chr138_29017",-0.3,0,0
"chr139_29017",-0.3,0,0
"chr140_29017",-0.3,0,0
"chr141_29017",-0.3,0,0
"chr142_29017",-0.3,0,0
"chr144_29017",-0.5,0,0
"chr145_29017",-0.5,0,0
"chr146_29017",-0.5,0,0
"chr147_29017",-0.3,0,0
"chr148_29017",0.3,0,0
"chr149_29017",-0.5,0,0
"chr150_29017",-0.3,0,0
"chr151_29017",0.3,0,0
"chr162_29017",0.3,0,0
"chr163_29017",-0.3,0,0
"chr168_29017",-0.3,0,0
"chr169_29017",-0.3,0,0
"chr170_29017",-0.3,0,0
"chr171_29017",-0.3,0,0
"chr172_29017",0,0,0
"chr173_29017",0,0,0
"chr174_29017",-0.3,0,0
"chr176_29017",-0.2,0,0
"chr177_29017",-0.2,0,0
"chr178_29017",-0.3,0,0
"chr179_29017",-0.5,0,0
"chr180_29017",0,0,0
"chr181_29017",-0.3,0,0
"chr183a_29017",-0.3,0,0
"chr184a_29017",-0.3,0,0
"chr185a_29017",-0.3,0,0
"chr186a_29017",-0.3,0,0
"chr187a_29017",-0.3,0,0
"chr188a_29017",-0.3,0,0
"chr189_29017",0.2,0,0
"chr190_29017",0.3,0,0
"chr191_29017",-0.3,0,0
"chr192_29017",-0.3,0,0
"chr193_29017",-0.3,0,0
"chr194_29017",-0.3,0,0
"chr195_29017",0,0,0
"chr196_29017",0,0,0
"chr197_29017",0,0,0
"chr198_29017",-0.3,0,0
"chr199_29017",-0.3,0,0
"chr208_29017",0.3,0,0
"chr209_29017",-0.5,0,0
"chr210_29017",-0.3,0,0
"chr211_29017",-0.3,0,0
"chr213_29017",-0.5,0,0
"chr214_29017",-0.5,0,0
"chr215_29017",-0.3,0,0
"chr217_29017",0,0,0
"chr218_29017",-0.5,0,0
"chr219_29017",0,0,0
"chr220_29017",-0.3,0,0
"chr222_29017",-0.5,0,0
"chr223_29017",-0.5,0,0
"chr224_29017",0,0,0
"chr225_29017",-0.3,0,0
"chr226_29017",-0.3,0,0
"chr227_29017",-0.5,0,0
"chr228_29017",-0.3,0,0
"chr229_29017",-0.5,0,0
"chr230_29017",-0.6,0,0
"chr231_29017",0,0,0
"chr232_29017",0.3,0,0
"chr233_29017",-0.5,0,0
"chr234_29017",0.3,0,0
"chr235_29017",-0.3,0,0
"chr237_29017",0,0,0
"chr239_29017",-0.6,0,0
"chr240_29017",-0.1,0,0
"chr241_29017",0.3,0,0
"chr242_29017",0.1,0,0
"chr301_29017",-0.3,0,0
"chr302_29017",-0.3,0,0
"chr303_29017",0.3,0,0
"chr304_29017",-0.3,0,0
"chr305_29017",-0.3,0,0
"chr306_29017",-0.3,0,0
"chr307_29017",0,0,0
"chr308_29017",-0.3,0,0
"chr309_29017",0,0,0
"chr310_29017",-0.3,0,0
"chr311_29017",-0.3,0,0
"chr312_29017",-0.3,0,0
"chr313_29017",0,0,0
"chr314_29017",0.3,0,0
"chr315_29017",-0.3,0,0
"chr316_29017",0.1,0,0
"chr317_29017",0.1,0,0
"chr320_29017",0.3,0,0
"chr321_29017",0.3,0,0
"chr322_29017",0.3,0,0
"chr325_29017",0.3,0,0
"chr326_29017",-0.3,0,0
"chr328_29017",-0.3,0,0
"chr338_29017",0,0,0
"chr341_29017",-0.3,0,0
"chr342_29017",-0.3,0,0
"chr343_29017",0.3,0,0
"chr344_29017",-0.3,0,0
"chr345_29017",-0.3,0,0
"chr346_29017",-0.5,0,0
"chr347_29017",-0.3,0,0
"chr348_29017",0.3,0,0
"chr349_29017",-0.5,0,0
"chr359_29017",0.3,0,0
"chr361_29017",0.3,0,0
"chr363_29017",-0.3,0,0
"chr364_29017",-0.5,0,0
"chr365_29017",-0.3,0,0
"chr367_29017",-0.3,0,0
"chr368_29017",-0.7,0,0
"chr369_29017",-0.3,0,0
"chr370_29017",-0.3,0,0
"chr371_29017",-0.3,0,0
"chr372_29017",-0.3,0,0
"chr373_29017",-0.3,0,0
"chr374_29017",0.3,0,0
"chr375_29017",0.3,0,0
"chr376_29017",-0.5,0,0
"chr377_29017",0,0,0
"chr378_29017",0,0,0
"chr379_29017",0,0,0
"chr380_29017",0.3,0,0
"chr382_29017",0,0,0
"chr383_29017",-0.3,0,0
"chr385_29017",-0.5,0,0
"chr387_29017",0.3,0,0
"chr388_29017",0.3,0,0
"chr389_29017",0.3,0,0
"chr390_29017",0.3,0,0
"chr391_29017",-0.3,0,0
"chr392_29017",0.3,0,0
"chr393_29017",0,0,0
"chr394_29017",-0.3,0,0
"chr395_29017",-0.3,0,0
"chr396_29017",-0.1,0,0
"chr397_29017",-0.3,0,0
"chr398_29017",-0.1,0,0
"chr399_29017",0.3,0,0
"chr400_29017",-0.5,0,0
"chr401_29017",-0.3,0,0
"chr402_29017",-0.3,0,0
"chr403_29017",0,0,0
"chr404_29017",-0.3,0,0
"chr405_29017",0,0,0
"chr406_29017",-0.3,0,0
"chr407_29017",-0.5,0,0
"chr408_29017",-0.5,0,0
"chr409_29017",0,0,0
"chr410_29017",0.3,0,0
"chr411_29017",0.3,0,0
"chr412_29017",0.3,0,0
"chr413_29017",0.3,0,0
"chr414_29017",-0.3,0,0
"chr416_29017",-0.5,0,0
"chr417_29017",-0.3,0,0
"chr419_29017",-0.3,0,0
"chr420_29017",-0.3,0,0
"chr421_29017",-0.3,0,0
"chr422_29017",-0.3,0,0
"chr423_29017",-0.3,0,0
"chr424_29017",-0.3,0,0
"chr425_29017",-0.3,0,0
"chr426_29017",-0.3,0,0
"chr427_29017",0,0,0
"chr428_29017",0,0,0
"chr429_29017",-0.3,0,0
"chr431_29017",-0.3,0,0
"chr434_29017",-0.3,0,0
"chr435_29017",-0.3,0,0
"chr437_29017",0.3,0,0
"chr438_29017",0.3,0,0
"chr439_29017",-0.3,0,0
"chr440_29017",-0.5,0,0
"chr449_29017",0,0,0
"chr450_29017",-0.3,0,0
"chr451_29017",-0.3,0,0
"chr452_29017",-0.3,0,0
"chr453_29017",-0.3,0,0
"chr454_29017",-0.3,0,0
"chr455_29017",0.3,0,0
"chr456_29017",0,0,0
"chr457_29017",0.3,0,0
"chr458_29017",0.3,0,0
"chr461_29017",-0.5,0,0
"chr463_29017",-0.3,0,0
"chr465_29017",-0.3,0,0
"chr466_29017",0.3,0,0
"chr474_29017",0,0,0
"chr479_29017",-0.7,0,0
"chr484_29017",-0.3,0,0
"chr489_29017",-0.3,0,0
"chr490_29017",-0.3,0,0
"chr491_29017",-0.5,0,0
"chr492_29017",-0.7,0,0
"chr494_29017",-0.3,0,0
"chr510_29017",0.3,0,0
"chr512_29017",0.3,0,0
"chr514_29017",0.3,0,0
"chr515_29017",0.3,0,0
"chr548_29017",0,0,0
"chr564_29017",0,0,0
"chr567_29017",0,0,0
"chr569_29017",0.3,0,0
"chr573_29017",0.3,0,0
"chr574_29017",0,0,0
"chr575_29017",-0.3,0,0
"chr576_29017",0,0,0
"chr577_29017",0,0,0
"chr578_29017",0,0,0
"chr579_29017",-0.3,0,0
"chr580_29017",-0.3,0,0
"chr582_29017",-0.3,0,0
"chr584_29017",0.3,0,0
"chr586_29017",0,0,0
"chr588_29017",-0.3,0,0
"chr590_29017",-0.3,0,0
"chr592_29017",-0.3,0,0
"chr594_29017",0,0,0
"chr595_29017",0.3,0,0
"chr596_29017",0.3,0,0
"chr597_29017",-0.2,0,0
"chr598_29017",-0.5,0,0
"chr600_29017",-0.3,0,0
"chr601_29017",-0.3,0,0
"chr602_29017",-0.3,0,0
"chr603_29017",-0.3,0,0
"chr604_29017",0,0,0
"chr605_29017",-0.3,0,0
"chr606_29017",-0.3,0,0
"chr607_29017",0.2,0,0
"chr609_29017",0.3,0,0
"chr610_29017",0,0,0
"chr611_29017",0.3,0,0
"chr613_29017",-0.3,0,0
"chr614_29017",-0.3,0,0
"chr615_29017",-0.3,0,0
"chr616_29017",-0.3,0,0
"chr617_29017",-0.3,0,0
"chr621_29017",-0.3,0,0
"chr622_29017",0.3,0,0
"chr623_29017",0.3,0,0
"chr626_29017",0.3,0,0
"chr627_29017",-0.5,0,0
"chr629_29017",0.3,0,0
"chr630_29017",-0.2,0,0
"chr631_29017",0.3,0,0
"chr632_29017",-0.5,0,0
"chr669_29017",-0.3,0,0
"chr670_29017",-0.3,0,0
"chr675_29017",-0.5,0,0
"chr676_29017",0,0,0
"chr677_29017",-0.3,0,0
"chr678_29017",-0.3,0,0
"chr679_29017",-0.3,0,0
"chr680_29017",-0.3,0,0
"chr681_29017",-0.3,0,0
"chr682_29017",0.3,0,0
"chr683_29017",-0.3,0,0
"chr687_29017",0.3,0,0
"chr688_29017",0,0,0
"chr697_29017",0.2,0,0
"chr698_29017",0,0,0
"chr699_29017",0,0,0
"chr700_29017",-0.3,0,0
"chr701_29017",0.3,0,0
"chr702_29017",0,0,0
"chr703_29017",0,0,0
"chr704_29017",-0.3,0,0
"chr705_29017",0.3,0,0
"chr706_29017",0.3,0,0
"chr707_29017",0.3,0,0
"chr708_29017",0.3,0,0
"chr709_29017",0.3,0,0
"chr710_29017",-0.3,0,0
"chr711_29017",-0.3,0,0
"chr716_29017",0,0,0
"chr718_29017",-0.3,0,0
"chr719_29017",-0.3,0,0
"chr720_29017",0,0,0
"chr721_29017",-0.3,0,0
"chr722_29017",-0.3,0,0
"chr723_29017",0,0,0
"chr724_29017",-0.3,0,0
"chr725_29017",-0.3,0,0
"chr726_29017",0,0,0
"chr727_29017",-0.3,0,0
"chr728_29017",0.3,0,0
"chr729_29017",0.3,0,0
"chr730_29017",0,0,0
"chr731_29017",-0.3,0,0
"chr732_29017",-0.3,0,0
"chr733_29017",-0.3,0,0
"chr734_29017",-0.3,0,0
"chr735_29017",-0.3,0,0
"chr737_29017",-0.3,0,0
"chr738_29017",-0.3,0,0
"chr739_29017",-0.3,0,0
"chr740_29017",-0.3,0,0
"chr741_29017",-0.3,0,0
"chr742_29017",-0.3,0,0
"chr743_29017",-0.3,0,0
"chr744_29017",-0.3,0,0
"chr745_29017",-0.3,0,0
"chr747_29017",-0.3,0,0
"chr748_29017",0,0,0
"chr749_29017",-0.3,0,0
"chr750_29017",0.3,0,0
"chr751_29017",-0.3,0,0
"chr752_29017",0,0,0
"chr753_29017",0.3,0,0
"chr754_29017",-0.3,0,0
"chr755_29017",0,0,0
"chr756_29017",0.3,0,0
"chr758_29017",0.3,0,0
"chr759_29017",-0.3,0,0
"chr760_29017",-0.3,0,0
"chr766_29017",-0.3,0,0
"chr767_29017",-0.5,0,0
"chr770_29017",-0.3,0,0
"chr771_29017",-0.3,0,0
"chr772_29017",-0.3,0,0
"chr773_29017",0,0,0
"chr774_29017",-0.3,0,0
"chr775_29017",-0.3,0,0
"chr776_29017",0,0,0
"chr777_29017",-0.3,0,0
"chr778_29017",-0.5,0,0
"chr779_29017",-0.1,0,0
"chr915_29017",-0.3,0,0
"chr920_29017",-0.6,0,0
