int32 0,empty 1,empty 2,empty 3,string2 4,int32 5,string2 6,int32 7,float 8,int32 9,int32 10,int32 11,int32 12,bool 13,empty 14
23141,,,,"ef_b_chr314_bs01",1,"",3,0,1,0,-1,-1,false,
23151,,,,"ef_b_chr315_bs01",1,"",3,0,1,0,-1,-1,false,
23152,,,,"ef_b_chr315_bs02",1,"",3,0,1,0,-1,-1,false,
23161,,,,"ef_b_chr316_bs01",1,"",3,0,1,0,-1,-1,false,
23171,,,,"ef_b_chr317_bs01",1,"",3,0,1,0,-1,-1,false,
23201,,,,"ef_b_chr320_bs01",1,"",3,0,1,0,-1,-1,false,
23211,,,,"ef_b_chr321_bs01",1,"",3,0,1,0,-1,-1,false,
23221,,,,"ef_b_chr322_bs01",1,"",3,0,1,0,-1,-1,false,
23251,,,,"ef_b_chr325_bs01",1,"",3,0,1,0,-1,-1,false,
23261,,,,"ef_b_chr326_bs01",1,"",3,0,1,0,-1,-1,false,
23281,,,,"ef_b_chr328_bs01",1,"",3,0,1,0,0,-1,false,
23381,,,,"ef_b_chr338_bs01",1,"",3,0,1,0,-1,-1,false,
23382,,,,"ef_b_chr338_bs02",1,"",3,0,1,0,0,-1,false,
23411,,,,"ef_b_chr341_bs01",1,"",3,0,1,0,-1,-1,false,
23421,,,,"ef_b_chr342_bs01",1,"",3,0,1,0,-1,-1,false,
23431,,,,"ef_b_chr343_bs01",1,"",3,0,1,0,-1,-1,false,
23441,,,,"ef_b_chr344_bs01",1,"",3,0,1,0,-1,-1,false,
23451,,,,"ef_b_chr345_bs01",1,"",3,0,1,0,-1,-1,false,
23461,,,,"ef_b_chr346_bs01",1,"",3,0,1,0,-1,-1,false,
23462,,,,"ef_b_chr346_bs02",1,"",3,0,1,0,-1,-1,false,
23471,,,,"ef_b_chr347_bs01",1,"",3,0,1,0,-1,-1,false,
23481,,,,"ef_b_chr348_bs01",1,"",3,0,1,0,-1,-1,false,
23491,,,,"ef_b_chr349_bs01",1,"",3,0,1,0,-1,-1,false,
23591,,,,"ef_b_chr359_bs01",1,"",3,0,1,0,-1,-1,false,
23611,,,,"ef_b_chr361_bs01",1,"",3,0,1,0,-1,-1,false,
23631,,,,"ef_b_chr363_bs01",1,"",3,0,1,0,-1,-1,false,
23641,,,,"ef_b_chr364_bs01",1,"",3,0,1,0,-1,-1,false,
23651,,,,"ef_b_chr365_bs01",1,"",3,0,1,0,-1,-1,false,
23671,,,,"ef_b_chr367_bs01",1,"",3,0,1,0,-1,-1,false,
23681,,,,"ef_b_chr368_bs01",1,"",3,0,1,0,-1,-1,false,
23691,,,,"ef_b_chr369_bs01",1,"",3,0,1,0,-1,-1,false,
23701,,,,"ef_b_chr370_bs01",1,"",3,0,1,0,-1,-1,false,
23711,,,,"ef_b_chr371_bs01",1,"",3,0,1,0,-1,-1,false,
23721,,,,"ef_b_chr372_bs01",1,"",3,0,1,0,-1,-1,false,
23731,,,,"ef_b_chr373_bs01",1,"",3,0,1,0,-1,-1,false,
23741,,,,"ef_b_chr374_bs01",1,"",3,0,1,0,-1,-1,false,
23751,,,,"ef_b_chr375_bs01",1,"",3,0,1,0,-1,-1,false,
23761,,,,"ef_b_chr376_bs01",1,"",3,0,1,0,-1,-1,false,
23771,,,,"ef_b_chr377_bs01",1,"",3,0,1,0,-1,-1,false,
23781,,,,"ef_b_chr378_bs01",1,"",3,0,1,0,-1,-1,false,
23791,,,,"ef_b_chr379_bs01",1,"",3,0,1,0,-1,-1,false,
23801,,,,"ef_b_chr380_bs01",1,"",3,0,1,0,-1,-1,false,
23821,,,,"ef_b_chr382_bs01",1,"",3,0,1,0,-1,-1,false,
23822,,,,"ef_b_chr382_bs02",1,"",3,0,1,0,-1,-1,false,
23831,,,,"ef_b_chr383_bs01",1,"",3,0,1,0,-1,-1,false,
23832,,,,"ef_b_chr383_bs02",1,"",3,0,1,0,-1,-1,false,
23851,,,,"ef_b_chr385_bs01",1,"",3,0,1,0,-1,-1,false,
23871,,,,"ef_b_chr387_bs01",1,"",3,0,1,0,-1,-1,false,
23881,,,,"ef_b_chr388_bs01",1,"",3,0,1,0,-1,-1,false,
23891,,,,"ef_b_chr389_bs01",1,"",3,0,1,0,-1,-1,false,
23901,,,,"ef_b_chr390_bs01",1,"",3,0,1,0,0,-1,false,
23911,,,,"ef_b_chr391_bs01",1,"",3,0,1,0,-1,-1,false,
23921,,,,"ef_b_chr392_bs01",1,"",3,0,1,0,-1,-1,false,
23931,,,,"ef_b_chr393_bs01",1,"",3,0,1,0,-1,-1,false,
23941,,,,"ef_b_chr394_bs01",1,"",3,0,1,0,-1,-1,false,
23951,,,,"ef_b_chr395_bs01",1,"",3,0,1,0,-1,-1,false,
23961,,,,"ef_b_chr396_bs01",1,"",3,0,1,0,-1,-1,false,
23971,,,,"ef_b_chr397_bs01",1,"",3,0,1,0,-1,-1,false,
23981,,,,"ef_b_chr398_bs01",1,"",3,0,1,0,-1,-1,false,
23991,,,,"ef_b_chr399_bs01",1,"",3,0,1,0,-1,-1,false,
24001,,,,"ef_b_chr400_bs01",1,"",3,0,1,0,0,-1,false,
24011,,,,"ef_b_chr401_bs01",1,"",3,0,1,0,-1,-1,false,
24021,,,,"ef_b_chr402_bs01",1,"",3,0,1,0,-1,-1,false,
24031,,,,"ef_b_chr403_bs01",1,"",3,0,1,0,-1,-1,false,
24041,,,,"ef_b_chr404_bs01",1,"",3,0,1,0,-1,-1,false,
24051,,,,"ef_b_chr405_bs01",1,"",3,0,1,0,-1,-1,false,
24061,,,,"ef_b_chr406_bs01",1,"",3,0,1,0,-1,-1,false,
24071,,,,"ef_b_chr407_bs01",1,"",3,0,1,0,-1,-1,false,
24081,,,,"ef_b_chr408_bs01",1,"",3,0,1,0,-1,-1,false,
24091,,,,"ef_b_chr409_bs01",1,"",3,0,1,0,-1,-1,false,
24101,,,,"ef_b_chr410_bs01",1,"",3,0,1,0,-1,-1,false,
24111,,,,"ef_b_chr411_bs01",1,"",3,0,1,0,0,-1,false,
24121,,,,"ef_b_chr412_bs01",1,"",3,0,1,0,-1,-1,false,
24131,,,,"ef_b_chr413_bs01",1,"",3,0,1,0,-1,-1,false,
24141,,,,"ef_b_chr414_bs01",1,"",3,0,1,0,-1,-1,false,
24161,,,,"ef_b_chr416_bs01",1,"",3,0,1,0,0,-1,false,
24162,,,,"ef_b_chr416_bs02",1,"",3,0,1,0,0,-1,false,
24171,,,,"ef_b_chr417_bs01",1,"",3,0,1,0,-1,-1,false,
24172,,,,"ef_b_chr417_bs02",1,"",3,0,1,0,-1,-1,false,
24173,,,,"ef_b_bar_120",1,"",3,0,1,0,-1,-1,false,
24191,,,,"ef_b_chr419_bs01",1,"",3,0,1,0,-1,-1,false,
24192,,,,"ef_b_chr419_bs02",1,"",3,0,1,0,0,-1,false,
24201,,,,"ef_b_chr420_bs01",1,"",3,0,1,0,0,-1,false,
24211,,,,"ef_b_chr421_bs01",1,"",3,0,1,0,-1,-1,false,
24212,,,,"ef_b_chr421_bs02",1,"",3,0,1,0,-1,-1,false,
24221,,,,"ef_b_chr422_bs01",1,"",3,0,1,0,-1,-1,false,
24231,,,,"ef_b_chr423_bs01",1,"",3,0,1,0,-1,-1,false,
24241,,,,"ef_b_chr424_bs01",1,"",3,0,1,0,-1,-1,false,
24242,,,,"ef_b_chr424_bs02",1,"",3,0,1,0,-1,-1,false,
24251,,,,"ef_b_chr425_bs01",1,"",3,0,1,0,-1,-1,false,
24252,,,,"ef_b_chr425_bs02",1,"",3,0,1,0,0,-1,false,
24261,,,,"ef_b_chr426_bs01",1,"",3,0,1,0,-1,-1,false,
24271,,,,"ef_b_chr427_bs01",1,"",3,0,1,0,-1,-1,false,
24281,,,,"ef_b_chr428_bs01",1,"",3,0,1,0,-1,-1,false,
24291,,,,"ef_b_chr429_bs01",1,"",3,0,1,0,-1,-1,false,
24311,,,,"ef_b_chr431_bs01",1,"",3,0,1,0,-1,-1,false,
24341,,,,"ef_b_chr434_bs01",1,"",3,0,1,0,-1,-1,false,
24351,,,,"ef_b_chr435_bs01",1,"",3,0,1,0,0,-1,false,
24352,,,,"ef_b_chr435_bs02",1,"",3,0,1,0,-1,-1,false,
24371,,,,"ef_b_chr437_bs01",1,"",3,0,1,0,-1,-1,false,
24381,,,,"ef_b_chr438_bs01",1,"",3,0,1,0,-1,-1,false,
24391,,,,"ef_b_chr439_bs01",1,"",3,0,1,0,-1,-1,false,
24392,,,,"ef_b_chr439_bs02",1,"",3,0,1,0,-1,-1,false,
24401,,,,"ef_b_chr440_bs01",1,"",3,0,1,0,-1,-1,false,
24402,,,,"ef_b_chr440_bs02",1,"",3,0,1,0,-1,-1,false,
24431,,,,"ef_b_chr443_bs01",1,"",3,0,1,0,-1,-1,false,
24432,,,,"ef_b_chr443_bs02",1,"",3,0,1,0,-1,-1,false,
24461,,,,"ef_b_chr446_bs01",1,"",3,0,1,0,-1,-1,false,
24462,,,,"ef_b_chr446_bs02",1,"",3,0,1,0,-1,-1,false,
24491,,,,"ef_b_chr449_bs01",1,"",3,0,1,0,-1,-1,false,
24492,,,,"ef_b_chr449_bs02",1,"",3,0,1,0,0,-1,false,
24501,,,,"ef_b_chr450_bs01",1,"",3,0,1,0,-1,-1,false,
24511,,,,"ef_b_chr451_bs01",1,"",3,0,1,0,-1,-1,false,
24512,,,,"ef_b_chr451_bs02",1,"",3,0,1,0,0,-1,false,
24521,,,,"ef_b_chr452_bs01",1,"",3,0,1,0,-1,-1,false,
24531,,,,"ef_b_chr453_bs01",1,"",3,0,1,0,-1,-1,false,
24541,,,,"ef_b_chr454_bs01",1,"",3,0,1,0,-1,-1,false,
24551,,,,"ef_b_chr455_bs01",1,"",3,0,1,0,-1,-1,false,
24561,,,,"ef_b_chr456_bs01",1,"",3,0,1,0,-1,-1,false,
24571,,,,"ef_b_chr457_bs01",1,"",3,0,1,0,-1,-1,false,
24581,,,,"ef_b_chr458_bs01",1,"",3,0,1,0,-1,-1,false,
24611,,,,"ef_b_chr461_bs01",1,"",3,0,1,0,-1,-1,false,
24631,,,,"ef_b_chr463_bs01",1,"",3,0,1,0,-1,-1,false,
24652,,,,"ef_b_chr465_bs01",1,"",3,0,1,0,-1,-1,false,
24661,,,,"ef_b_chr466_bs01",1,"",3,0,1,0,-1,-1,false,
24741,,,,"ef_b_chr474_bs01",1,"",3,0,1,0,-1,-1,false,
24791,,,,"ef_b_chr479_bs01",1,"",3,0,1,0,-1,-1,false,
24841,,,,"ef_b_chr484_bs01",1,"",3,0,1,0,-1,-1,false,
24891,,,,"ef_b_chr489_bs01",1,"",3,0,1,0,-1,-1,false,
24892,,,,"ef_b_chr489_bs02",1,"",3,0,1,0,0,-1,false,
24901,,,,"ef_b_chr490_bs01",1,"",3,0,1,0,-1,-1,false,
24902,,,,"ef_b_chr490_bs02",1,"",3,0,1,0,-1,-1,false,
24911,,,,"ef_b_chr491_bs01",1,"",3,0,1,0,-1,-1,false,
24921,,,,"ef_b_chr492_bs01",1,"",3,0,1,0,-1,-1,false,
24922,,,,"ef_b_chr492_bs02",1,"",3,0,1,0,-1,-1,false,
25101,,,,"ef_b_chr510_bs01",1,"",3,0,1,0,-1,-1,false,
25121,,,,"ef_b_chr512_bs01",1,"",3,0,1,0,-1,-1,false,
25141,,,,"ef_b_chr514_bs01",1,"",3,0,1,0,-1,-1,false,
25151,,,,"ef_b_chr515_bs01",1,"",3,0,1,0,-1,-1,false,
25481,,,,"ef_b_chr548_bs01",1,"",3,0,1,0,-1,-1,false,
25631,,,,"ef_b_chr563_bs01",1,"",3,0,1,0,-1,-1,false,
25641,,,,"ef_b_chr564_bs01",1,"",3,0,1,0,-1,-1,false,
25671,,,,"ef_b_chr567_bs01",1,"",3,0,1,0,-1,-1,false,
25691,,,,"ef_b_chr569_bs01",1,"",3,0,1,0,-1,-1,false,
25731,,,,"ef_b_chr573_bs01",1,"",3,0,1,0,-1,-1,false,
25741,,,,"ef_b_chr574_bs01",1,"",3,0,1,0,-1,-1,false,
25751,,,,"ef_b_chr575_bs01",1,"",3,0,1,0,-1,-1,false,
25761,,,,"ef_b_chr576_bs01",1,"",3,0,1,0,-1,-1,false,
25771,,,,"ef_b_chr577_bs01",1,"",3,0,1,0,-1,-1,false,
25781,,,,"ef_b_chr578_bs01",1,"",3,0,1,0,-1,-1,false,
25791,,,,"ef_b_chr579_bs01",1,"",3,0,1,0,-1,-1,false,
25801,,,,"ef_b_chr580_bs01",1,"",3,0,1,0,-1,-1,false,
25821,,,,"ef_b_chr582_bs01",1,"",3,0,1,0,-1,-1,false,
25841,,,,"ef_b_chr584_bs01",1,"",3,0,1,0,-1,-1,false,
25861,,,,"ef_b_chr586_bs01",1,"",3,0,1,0,-1,-1,false,
25881,,,,"ef_b_chr588_bs01",1,"",3,0,1,0,-1,-1,false,
25901,,,,"ef_b_chr590_bs01",1,"",3,0,1,0,-1,-1,false,
25921,,,,"ef_b_chr592_bs01",1,"",3,0,1,0,-1,-1,false,
25941,,,,"ef_b_chr594_bs01",1,"",3,0,1,0,-1,-1,false,
25951,,,,"ef_b_chr595_bs01",1,"",3,0,1,0,-1,-1,false,
25961,,,,"ef_b_chr596_bs01",1,"",3,0,1,0,-1,-1,false,
25971,,,,"ef_b_chr597_bs01",1,"",3,0,1,0,-1,-1,false,
25981,,,,"ef_b_chr598_bs01",1,"",3,0,1,0,-1,-1,false,
26001,,,,"ef_b_chr600_bs01",1,"",3,0,1,0,-1,-1,false,
26011,,,,"ef_b_chr601_bs01",1,"",3,0,1,0,-1,-1,false,
26021,,,,"ef_b_chr602_bs01",1,"",3,0,1,0,-1,-1,false,
26031,,,,"ef_b_chr603_bs01",1,"",3,0,1,0,-1,-1,false,
26032,,,,"ef_b_chr603_bs02",1,"",3,0,1,0,-1,-1,false,
26041,,,,"ef_b_chr604_bs01",1,"",3,0,1,0,0,-1,false,
26042,,,,"ef_b_chr604_bs02",1,"",3,0,1,0,0,-1,false,
26051,,,,"ef_b_chr605_bs01",1,"",3,0,1,0,-1,-1,false,
26061,,,,"ef_b_chr606_bs01",1,"",3,0,1,0,-1,-1,false,
26071,,,,"ef_b_chr607_bs01",1,"",3,0,1,0,-1,-1,false,
26091,,,,"ef_b_chr609_bs01",1,"",3,0,1,0,-1,-1,false,
26101,,,,"ef_b_chr610_bs01",1,"",3,0,1,0,-1,-1,false,
26111,,,,"ef_b_chr611_bs01",1,"",3,0,1,0,-1,-1,false,
26131,,,,"ef_b_chr613_bs01",1,"",3,0,1,0,0,-1,false,
26141,,,,"ef_b_chr614_bs01",1,"",3,0,1,0,-1,-1,false,
26142,,,,"ef_b_chr614_bs02",1,"",3,0,1,0,-1,-1,false,
26151,,,,"ef_b_chr615_bs01",1,"",3,0,1,0,-1,-1,false,
26161,,,,"ef_b_chr616_bs01",1,"",3,0,1,0,-1,-1,false,
26162,,,,"ef_b_chr616_bs02",1,"",3,0,1,0,-1,-1,false,
26171,,,,"ef_b_chr617_bs01",1,"",3,0,1,0,-1,-1,false,
26172,,,,"ef_b_chr617_bs02",1,"",3,0,1,0,-1,-1,false,
26211,,,,"ef_b_chr621_bs01",1,"",3,0,1,0,-1,-1,false,
26221,,,,"ef_b_chr622_bs01",1,"",3,0,1,0,-1,-1,false,
26231,,,,"ef_b_chr623_bs01",1,"",3,0,1,0,-1,-1,false,
26261,,,,"ef_b_chr626_bs01",1,"",3,0,1,0,-1,-1,false,
26271,,,,"ef_b_chr627_bs01",1,"",3,0,1,0,-1,-1,false,
26291,,,,"ef_b_chr629_bs01",1,"",3,0,1,0,-1,-1,false,
26301,,,,"ef_b_chr630_bs01",1,"",3,0,1,0,-1,-1,false,
26311,,,,"ef_b_chr631_bs01",1,"",3,0,1,0,-1,-1,false,
26321,,,,"ef_b_chr632_bs01",1,"",3,0,1,0,-1,-1,false,
26691,,,,"ef_b_chr669_bs01",1,"",3,0,1,0,0,-1,false,
26701,,,,"ef_b_chr670_bs01",1,"",3,0,1,0,0,-1,false,
26751,,,,"ef_b_chr675_bs01",1,"",3,0,1,0,0,-1,false,
26761,,,,"ef_b_chr676_bs01",1,"",3,0,1,0,-1,-1,false,
26771,,,,"ef_b_chr677_bs01",1,"",3,0,1,0,-1,-1,false,
26772,,,,"ef_b_chr677_bs02",1,"",3,0,1,0,0,-1,false,
26781,,,,"ef_b_chr678_bs01",1,"",3,0,1,0,0,-1,false,
26791,,,,"ef_b_chr679_bs01",1,"",3,0,1,0,-1,-1,false,
26801,,,,"ef_b_chr680_bs01",1,"",3,0,1,0,-1,-1,false,
26811,,,,"ef_b_chr681_bs01",1,"",3,0,1,0,-1,-1,false,
26821,,,,"ef_b_chr682_bs01",1,"",3,0,1,0,-1,-1,false,
26831,,,,"ef_b_chr683_bs01",1,"",3,0,1,0,-1,-1,false,
26832,,,,"ef_b_chr683_bs02",1,"",3,0,1,0,-1,-1,false,
26871,,,,"ef_b_chr687_bs01",1,"",3,0,1,0,-1,-1,false,
26881,,,,"ef_b_chr688_bs01",1,"",3,0,1,0,-1,-1,false,
26882,,,,"ef_b_chr688_bs02",1,"",3,0,1,0,-1,-1,false,
26971,,,,"ef_b_chr697_bs01",1,"",3,0,1,0,-1,-1,false,
26981,,,,"ef_b_chr698_bs01",1,"",3,0,1,0,-1,-1,false,
26991,,,,"ef_b_chr699_bs01",1,"",3,0,1,0,-1,-1,false,
27001,,,,"ef_b_chr700_bs01",1,"",3,0,1,0,0,-1,false,
27002,,,,"ef_b_chr700_bs02",1,"",3,0,1,0,0,-1,false,
27011,,,,"ef_b_chr701_bs01",1,"",3,0,1,0,-1,-1,false,
27021,,,,"ef_b_chr702_bs01",1,"",3,0,1,0,-1,-1,false,
27031,,,,"ef_b_chr703_bs01",1,"",3,0,1,0,-1,-1,false,
27032,,,,"ef_b_chr703_bs02",1,"",3,0,1,0,-1,-1,false,
27041,,,,"ef_b_chr704_bs01",1,"",3,0,1,0,-1,-1,false,
27051,,,,"ef_b_chr705_bs01",1,"",3,0,1,0,-1,-1,false,
27061,,,,"ef_b_chr706_bs01",1,"",3,0,1,0,-1,-1,false,
27071,,,,"ef_b_chr707_bs01",1,"",3,0,1,0,-1,-1,false,
27081,,,,"ef_b_chr708_bs01",1,"",3,0,1,0,-1,-1,false,
27091,,,,"ef_b_chr709_bs01",1,"",3,0,1,0,-1,-1,false,
27101,,,,"ef_b_chr710_bs01",1,"",3,0,1,0,-1,-1,false,
27111,,,,"ef_b_chr711_bs01",1,"",3,0,1,0,-1,-1,false,
27161,,,,"ef_b_chr716_bs01",1,"",3,0,1,0,-1,-1,false,
27181,,,,"ef_b_chr718_bs01",1,"",3,0,1,0,-1,-1,false,
27191,,,,"ef_b_chr719_bs01",1,"",3,0,1,0,-1,-1,false,
27201,,,,"ef_b_chr720_bs01",1,"",3,0,1,0,-1,-1,false,
27211,,,,"ef_b_chr721_bs01",1,"",3,0,1,0,-1,-1,false,
27221,,,,"ef_b_chr722_bs01",1,"",3,0,1,0,-1,-1,false,
27231,,,,"ef_b_chr723_bs01",1,"",3,0,1,0,-1,-1,false,
27241,,,,"ef_b_chr724_bs01",1,"",3,0,1,0,-1,-1,false,
27251,,,,"ef_b_chr725_bs01",1,"",3,0,1,0,-1,-1,false,
27252,,,,"ef_b_chr725_bs02",1,"",3,0,1,0,-1,-1,false,
27261,,,,"ef_b_chr726_bs01",1,"",3,0,1,0,-1,-1,false,
27271,,,,"ef_b_chr727_bs01",1,"",3,0,1,0,-1,-1,false,
27281,,,,"ef_b_chr728_bs01",1,"",3,0,1,0,-1,-1,false,
27291,,,,"ef_b_chr729_bs01",1,"",3,0,1,0,-1,-1,false,
27301,,,,"ef_b_chr730_bs01",1,"",3,0,1,0,-1,-1,false,
27311,,,,"ef_b_chr731_bs01",1,"",3,0,1,0,-1,-1,false,
27321,,,,"ef_b_chr732_bs01",1,"",3,0,1,0,0,-1,false,
27322,,,,"ef_b_chr732_bs02",1,"",3,0,1,0,-1,-1,false,
27331,,,,"ef_b_chr733_bs01",1,"",3,0,1,0,0,-1,false,
27332,,,,"ef_b_chr733_bs02",1,"",3,0,1,0,-1,-1,false,
27341,,,,"ef_b_chr734_bs01",1,"",3,0,1,0,-1,-1,false,
27342,,,,"ef_b_chr734_bs02",1,"",3,0,1,0,-1,-1,false,
27351,,,,"ef_b_chr735_bs01",1,"",3,0,1,0,0,-1,false,
27352,,,,"ef_b_chr735_bs02",1,"",3,0,1,0,-1,-1,false,
27371,,,,"ef_b_chr737_bs01",1,"",3,0,1,0,-1,-1,false,
27372,,,,"ef_b_chr737_bs02",1,"",3,0,1,0,-1,-1,false,
27373,,,,"ef_b_chr737_bs03",1,"",3,0,1,0,-1,-1,false,
27374,,,,"ef_b_chr737_bs04",1,"",3,0,1,0,-1,-1,false,
27375,,,,"ef_b_chr737_bs05",1,"",3,0,1,0,-1,-1,false,
27381,,,,"ef_b_chr738_bs01",1,"",3,0,1,0,-1,-1,false,
27382,,,,"ef_b_chr738_bs02",1,"",3,0,1,0,-1,-1,false,
27391,,,,"ef_b_chr739_bs01",1,"",3,0,1,0,-1,-1,false,
27392,,,,"ef_b_chr739_bs02",1,"",3,0,1,0,-1,-1,false,
27401,,,,"ef_b_chr740_bs01",1,"",3,0,1,0,-1,-1,false,
27402,,,,"ef_b_chr740_bs02",1,"",3,0,1,0,-1,-1,false,
27411,,,,"ef_b_chr741_bs01",1,"",3,0,1,0,-1,-1,false,
27412,,,,"ef_b_chr741_bs02",1,"",3,0,1,0,-1,-1,false,
27421,,,,"ef_b_chr742_bs01",1,"",3,0,1,0,-1,-1,false,
27422,,,,"ef_b_chr742_bs02",1,"",3,0,1,0,-1,-1,false,
27423,,,,"ef_b_chr742_bs03",1,"",3,0,1,0,-1,-1,false,
27431,,,,"ef_b_chr743_bs01",1,"",3,0,1,0,-1,-1,false,
27432,,,,"ef_b_chr743_bs02",1,"",3,0,1,0,-1,-1,false,
27441,,,,"ef_b_chr744_bs01",1,"",3,0,1,0,-1,-1,false,
27442,,,,"ef_b_chr744_bs02",1,"",3,0,1,0,-1,-1,false,
27451,,,,"ef_b_chr745_bs01",1,"",3,0,1,0,-1,-1,false,
27471,,,,"ef_b_chr747_bs01",1,"",3,0,1,0,-1,-1,false,
27472,,,,"ef_b_chr747_bs02",1,"",3,0,1,0,-1,-1,false,
27481,,,,"ef_b_chr748_bs01",1,"",3,0,1,0,0,-1,false,
27482,,,,"ef_b_chr748_bs02",1,"",3,0,1,0,0,-1,false,
27483,,,,"ef_b_chr748_bs03",1,"",3,0,1,0,0,-1,false,
27491,,,,"ef_b_chr749_bs01",1,"",3,0,1,0,-1,-1,false,
27492,,,,"ef_b_chr749_bs02",1,"",3,0,1,0,-1,-1,false,
27493,,,,"ef_b_bar_121",1,"",3,0,1,0,-1,-1,false,
27501,,,,"ef_b_chr750_bs01",1,"",3,0,1,0,-1,-1,false,
27511,,,,"ef_b_chr751_bs01",1,"",3,0,1,0,-1,-1,false,
27521,,,,"ef_b_chr752_bs01",1,"",3,0,1,0,-1,-1,false,
27531,,,,"ef_b_chr753_bs01",1,"",3,0,1,0,0,-1,false,
27541,,,,"ef_b_chr754_bs01",1,"",3,0,1,0,-1,-1,false,
27542,,,,"ef_b_chr754_bs02",1,"",3,0,1,0,0,-1,false,
27551,,,,"ef_b_chr755_bs01",1,"",3,0,1,0,-1,-1,false,
27561,,,,"ef_b_chr756_bs01",1,"",3,0,1,0,-1,-1,false,
27571,,,,"ef_b_chr757_bs01",1,"",3,0,1,0,0,-1,false,
27572,,,,"ef_b_chr757_bs02",1,"",3,0,1,0,-1,-1,false,
27573,,,,"ef_b_bar_122",1,"",3,0,1,0,-1,-1,false,
27581,,,,"ef_b_chr758_bs01",1,"",3,0,1,0,-1,-1,false,
27591,,,,"ef_b_chr759_bs01",1,"",3,0,1,0,-1,-1,false,
27601,,,,"ef_b_chr760_bs01",1,"",3,0,1,0,-1,-1,false,
27661,,,,"ef_b_chr766_bs01",1,"",3,0,1,0,0,-1,false,
27662,,,,"ef_b_chr766_bs02",1,"",3,0,1,0,0,-1,false,
27673,,,,"ef_b_chr767_bs03",1,"",3,0,1,0,0,-1,false,
27701,,,,"ef_b_chr770_bs01",1,"",3,0,1,0,-1,-1,false,
27711,,,,"ef_b_chr771_bs01",1,"",3,0,1,0,-1,-1,false,
27712,,,,"ef_b_chr771_bs02",1,"",3,0,1,0,-1,-1,false,
27721,,,,"ef_b_chr772_bs01",1,"",3,0,1,0,0,-1,false,
27722,,,,"ef_b_chr772_bs02",1,"",3,0,1,0,0,-1,false,
27731,,,,"ef_b_chr773_bs01",1,"",3,0,1,0,0,-1,false,
27732,,,,"ef_b_chr773_bs02",1,"",3,0,1,0,-1,-1,false,
27741,,,,"ef_b_chr774_bs01",1,"",3,0,1,0,-1,-1,false,
27742,,,,"ef_b_chr774_bs02",1,"",3,0,1,0,0,-1,false,
27751,,,,"ef_b_chr775_bs01",1,"",3,0,1,0,-1,-1,false,
27752,,,,"ef_b_chr775_bs02",1,"",3,0,1,0,-1,-1,false,
27761,,,,"ef_b_chr776_bs01",1,"",3,0,1,0,0,-1,false,
27762,,,,"ef_b_chr776_bs02",1,"",3,0,1,0,0,-1,false,
27771,,,,"ef_b_chr777_bs01",1,"",3,0,1,0,0,-1,false,
27772,,,,"ef_b_chr777_bs02",1,"",3,0,1,0,0,-1,false,
27781,,,,"ef_b_chr778_bs01",1,"",3,0,1,0,-1,-1,false,
27782,,,,"ef_b_chr778_bs02",1,"",3,0,1,0,-1,-1,false,
27791,,,,"ef_b_chr779_bs01",1,"",3,0,1,0,-1,-1,false,
27792,,,,"ef_b_chr779_bs02",1,"",3,0,1,0,-1,-1,false,
28021,,,,"ef_b_chr802_bs01",1,"",3,0,1,0,-1,-1,false,
28022,,,,"ef_b_chr802_bs02",1,"",3,0,1,0,-1,-1,false,
28023,,,,"ef_b_chr802_bs03",1,"",3,0,1,0,-1,-1,false,
28041,,,,"ef_b_chr804_bs01",1,"",3,0,1,0,-1,-1,false,
28042,,,,"ef_b_chr804_bs02",1,"",3,0,1,0,-1,-1,false,
28043,,,,"ef_b_bos_365",1,"",3,0,1,0,-1,-1,false,
28044,,,,"ef_b_chr804_bs01",1,"",3,0,1,0,-1,-1,false,
28045,,,,"ef_b_chr804_bs03",1,"",3,0,1,0,-1,-1,false,
28047,,,,"ef_b_bos_365",1,"",3,0,1,0,-1,-1,false,
28061,,,,"ef_b_chr807_ba01",1,"",3,0,1,0,-1,-1,false,
28062,,,,"ef_b_chr807_ba02",1,"",3,0,1,0,-1,-1,false,
28111,,,,"ef_b_bar_123",2,"FP01",2,1.2,0,0,-1,-1,false,
28112,,,,"ef_b_bar_123",2,"FP01",2,1.2,0,0,-1,-1,false,
29071,,,,"ef_b_chr907_bs01",1,"",3,0,1,0,-1,-1,false,
29081,,,,"ef_b_chr908_bs01",1,"",3,0,1,0,0,-1,false,
29091,,,,"ef_b_chr909_bs01",1,"",3,0,1,0,0,-1,false,
29131,,,,"ef_b_chr913_bs01",1,"",3,0,1,0,-1,-1,false,
29151,,,,"ef_b_chr915_bs01",1,"",3,0,1,0,0,-1,false,
29161,,,,"ef_b_chr916_bs01",1,"",3,0,1,0,-1,-1,false,
29162,,,,"ef_b_chr916_bs02",1,"",3,0,1,0,-1,-1,false,
29201,,,,"ef_b_chr920_bs01",1,"",3,0,1,0,-1,-1,false,
29211,,,,"ef_b_chr921_bs01",1,"",3,0,1,0,0,-1,false,
29261,,,,"ef_b_chr926_bs01",1,"",3,0,1,0,-1,-1,false,
29263,,,,"ef_b_bos_110",1,"",3,0,1,0,-1,-1,false,
29264,,,,"ef_b_bos_111",1,"",3,0,1,0,-1,-1,false,
29291,,,,"ef_b_chr915_bs01",1,"",3,0,1,0,0,-1,false,
