int 0,empty 1,int 2,int 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,int 15,int 16,int 17,empty 18,int 19,int 20,int 21,int 22,empty 23,int 24,empty 25,int 26,int 27,empty 28,int 29
365,"",3,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
367,"",3,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
368,"",3,0,0,460,0,430,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
369,"",3,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
370,"",3,0,960,0,0,0,0,300,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
371,"",3,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
372,"",3,0,0,0,550,0,0,0,330,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
373,"",3,0,0,450,0,300,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
374,"",5,0,0,0,0,1100,0,870,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
375,"",3,0,840,0,0,280,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
376,"",5,0,1630,0,0,940,0,940,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
377,"",3,0,0,500,0,0,630,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
378,"",5,0,1700,650,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
379,"",5,0,0,980,0,950,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
380,"",5,0,1880,1020,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
382,"",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,909,"",0,"",0,0,"",0
383,"",7,0,2830,0,1860,2050,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
385,"",7,0,0,0,1700,2140,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
387,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
388,"",1,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
389,"",1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
390,"",5,0,0,0,0,0,430,0,0,30,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
391,"",1,0,0,380,0,0,230,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
392,"",1,0,0,0,190,0,0,190,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
393,"",3,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
394,"",3,0,0,0,440,290,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
395,"",3,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
396,"",3,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
397,"",3,0,0,380,480,0,0,390,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
398,"",3,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
399,"",3,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
400,"",5,0,1580,0,1130,0,0,0,1020,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
401,"",5,0,0,0,1170,1020,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
402,"",5,0,0,0,1130,990,0,860,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
403,"",5,0,1080,0,940,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
404,"",5,0,0,0,1250,1060,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
405,"",5,0,0,860,0,0,1020,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
406,"",5,0,1720,0,1020,820,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
407,"",5,0,1370,0,850,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
408,"",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",365,"",2,91,"",7
409,"",5,0,0,540,0,0,0,940,890,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
410,"",5,0,1600,0,0,0,980,930,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
411,"",5,0,0,580,0,0,860,700,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
412,"",5,0,1720,580,0,1020,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
413,"",5,0,0,0,820,0,630,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
414,"",5,0,0,0,0,0,980,0,1060,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
416,"",7,0,2200,0,0,1580,0,1580,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
417,"",7,0,2960,0,0,0,0,0,1980,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
419,"",7,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
420,"",8,0,4680,0,0,0,0,0,2740,0,0,0,0,0,0,0,"",0,0,0,916,"",0,"",0,0,"",0
421,"",7,0,0,0,0,0,2450,2010,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
422,"",7,0,2100,0,2130,1700,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
423,"",7,0,2770,0,0,2290,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
424,"",7,0,2400,0,1930,0,0,0,1860,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
425,"",7,0,0,0,0,0,2710,0,1990,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
426,"",7,0,2500,0,0,0,0,1780,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
427,"",7,0,0,1190,0,0,1860,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
428,"",7,0,0,0,0,1430,0,1430,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
429,"",7,0,2140,0,0,1530,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
431,"",7,0,2380,0,1570,2010,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
434,"",7,0,0,1430,0,0,1530,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
435,"",8,0,2350,0,0,0,3090,0,1880,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
437,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
438,"",1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
439,"",7,0,0,1180,0,0,1740,1540,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
440,"",7,0,3220,0,1680,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
450,"",7,0,2680,0,0,0,1830,1660,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
451,"",7,0,0,1500,0,0,2420,1570,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
452,"",3,0,1020,0,0,0,0,460,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
453,"",7,0,2740,1100,0,0,1370,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
454,"",3,0,800,0,520,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
455,"",3,0,0,390,0,300,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
456,"",3,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
457,"",1,0,0,230,270,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
458,"",1,0,530,0,240,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
461,"",7,0,2570,0,1580,1650,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
463,"",3,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
465,"",5,0,2000,0,0,0,0,920,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
466,"",1,0,350,0,180,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
474,"",3,0,1740,0,530,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
479,"",5,0,0,0,840,0,0,0,1010,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
484,"",5,0,1200,0,1020,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
489,"",8,0,0,0,3630,0,0,0,0,0,0,46,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
490,"",8,0,0,0,0,2260,0,0,0,0,0,0,0,46,0,0,"",0,0,0,0,"",0,"",0,0,"",0
491,"",5,0,0,0,0,1050,0,970,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
492,"",7,0,2820,0,1930,0,0,0,1540,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
510,"",1,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
512,"",1,0,370,0,0,0,140,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
514,"",1,0,0,360,0,0,180,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
515,"",1,0,0,160,0,0,0,0,150,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
548,"",3,0,0,0,0,0,0,250,300,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
564,"",1,0,0,200,0,0,160,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
567,"",1,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
569,"",1,0,400,0,0,0,0,0,230,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
573,"",1,0,0,0,200,0,0,0,170,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
574,"",3,0,0,400,530,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
575,"",5,0,0,0,0,0,0,960,1040,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
576,"",5,0,1530,0,0,0,1020,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
577,"",1,0,0,230,0,0,0,0,230,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
578,"",1,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
579,"",3,0,0,380,640,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
580,"",3,0,1010,0,380,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
582,"",1,0,0,0,150,140,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
584,"",5,0,1530,0,0,0,0,940,1010,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
586,"",3,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
588,"",5,0,1940,0,820,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
590,"",3,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
592,"",3,0,0,460,380,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
594,"",1,0,0,400,0,0,0,210,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
595,"",1,0,0,0,0,170,0,190,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
596,"",5,0,1610,0,0,0,1060,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
597,"",3,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
598,"",3,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
600,"",7,0,2080,0,2140,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
601,"",3,0,0,0,0,0,500,490,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
602,"",5,0,0,550,0,0,900,890,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
603,"",7,0,0,0,0,0,2050,1790,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
604,"",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",173,"",3,733,"",15
605,"",5,0,0,920,0,1060,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
606,"",5,0,1610,0,860,0,0,0,830,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
607,"",1,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
609,"",1,0,420,0,160,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
610,"",3,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
611,"",1,0,0,280,0,0,200,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
613,"",7,0,0,1540,0,0,2450,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
614,"",7,0,0,0,2050,0,0,0,1060,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
615,"",3,0,870,0,0,430,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
616,"",7,0,0,1200,1940,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
617,"",7,0,2500,0,1940,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
621,"",3,0,0,0,0,430,0,300,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
622,"",1,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
623,"",1,0,500,270,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
626,"",1,0,530,260,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
627,"",5,0,0,660,1110,0,0,0,930,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
629,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
630,"",3,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
631,"",1,0,0,260,170,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
632,"",7,0,2690,0,2250,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
669,"",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,913,"",0,"",0,0,"",0
670,"",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,915,"",0,"",0,0,"",0
675,"",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
676,"",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,912,"",0,"",0,0,"",0
677,"",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
678,"",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
679,"",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,913,"",0,"",0,0,"",0
680,"",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,914,"",0,"",0,0,"",0
681,"",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,915,"",0,"",0,0,"",0
682,"",1,0,500,0,270,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
683,"",5,0,1070,320,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
687,"",1,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
688,"",7,0,0,0,0,1860,0,1720,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
697,"",1,0,0,0,280,200,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
698,"",3,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
699,"",5,0,1900,0,1060,960,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
700,"",7,0,2360,0,1580,1740,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
701,"",1,0,380,0,180,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
702,"",3,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
703,"",7,0,0,1120,0,0,0,2020,2060,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
704,"",7,0,0,0,0,2250,0,1850,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
705,"",1,0,0,0,0,0,230,0,180,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
706,"",1,0,0,0,180,0,0,0,180,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
707,"",1,0,0,400,0,0,0,0,250,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
708,"",1,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
709,"",1,0,440,0,0,180,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
710,"",3,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
711,"",3,0,0,0,0,450,0,420,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
716,"",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,901,"",0,"",0,0,"",0
718,"",5,0,0,0,0,1040,0,950,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
719,"",5,0,0,510,960,790,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
720,"",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",15,"",10,92,"",7
721,"",5,0,0,0,0,0,1020,0,1050,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
722,"",5,0,0,1150,0,0,0,0,1020,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
723,"",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",711,"",8,87,"",15
724,"",5,0,1650,0,0,0,0,1010,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
725,"",7,0,2900,0,0,2130,0,1570,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
726,"",5,0,0,1100,0,0,1650,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
727,"",5,0,0,540,1060,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
728,"",1,0,0,290,0,0,0,200,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
729,"",3,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
730,"",3,0,0,0,400,0,0,300,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
731,"",5,0,0,920,0,0,0,0,990,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
732,"",7,0,2890,1180,0,0,0,1180,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
733,"",7,0,0,0,0,1670,2100,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
734,"",7,0,2380,0,0,1850,0,1540,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
735,"",7,0,0,1260,0,0,2140,1600,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
737,"",7,0,0,0,0,2060,0,1960,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
738,"",7,0,2500,0,1940,0,0,0,1660,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
739,"",7,0,2570,0,0,0,2130,0,1890,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
740,"",7,0,0,1640,0,0,0,0,1820,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
741,"",7,0,2500,1070,1780,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
742,"",7,0,2380,1100,0,0,1980,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
743,"",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
744,"",7,0,2820,0,2430,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
745,"",7,0,2820,0,1900,0,0,0,1600,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
747,"",7,0,2360,0,1940,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
748,"",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",148,"",7,107,"",15
749,"",7,0,0,0,1730,1730,0,0,1650,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
750,"",1,0,0,280,0,170,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
751,"",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,910,"",0,"",0,0,"",0
752,"",3,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
753,"",5,0,1720,0,0,900,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
754,"",7,0,0,1290,0,0,1860,1290,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
755,"",3,0,0,0,0,0,640,480,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
756,"",5,0,0,0,0,980,0,970,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
757,"",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",175,"",4,182,"",11
758,"",3,0,0,0,460,0,0,620,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
759,"",3,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
760,"",3,0,0,0,0,500,0,380,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
766,"",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",416,"",11,193,"",2
767,"",7,0,4250,0,2850,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
770,"",5,0,0,0,1150,900,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
771,"",7,0,2400,0,2220,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
772,"",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",771,"",2,49,"",3
773,"",7,0,0,1930,0,0,0,0,1650,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
774,"",7,0,0,960,0,0,2280,1600,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
775,"",8,0,0,0,3760,0,0,0,2960,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
776,"",8,0,4900,0,0,0,0,0,2810,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
777,"",8,0,0,0,3100,0,0,0,3100,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
778,"",8,0,0,1710,0,0,0,0,3390,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
779,"",8,0,0,0,0,0,3170,2700,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
907,"",5,0,1690,960,1100,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
908,"",5,0,0,900,0,0,1100,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
912,"",7,0,0,0,2350,0,1810,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
915,"",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",440,"",4,239,"",10
920,"",5,0,1140,0,0,820,0,0,840,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
494,"",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",734,"",6,920,"",16
