int32 0,empty 1,empty 2,empty 3,int32 4,int32 5,int32 6,int32 7,int32 8,int32 9,int32 10,bool 11,bool 12,int32 13,empty 14,int32 15,int32 16,int32 17,int32 18,string2 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,string2 27
916,,,,916,916,1,72,109,10000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1001,,,,1001,0,4,0,114,1500,300,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1002,,,,1002,0,4,0,115,4500,900,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1003,,,,1003,0,4,0,116,10000,2000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1004,,,,1004,0,4,0,117,1000,200,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1005,,,,1005,0,4,0,118,3500,700,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1006,,,,1006,0,4,0,119,8000,1600,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1007,,,,1007,0,4,0,120,1300,260,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1008,,,,1008,0,4,0,121,4500,900,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1009,,,,1009,0,4,0,122,10000,2000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1010,,,,1010,0,4,0,123,1250,250,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1011,,,,1011,0,4,0,124,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1012,,,,1012,0,4,0,125,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1013,,,,1013,0,4,0,126,1300,260,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1014,,,,1014,0,4,0,127,4500,900,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1015,,,,1015,0,4,0,128,10000,2000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1016,,,,1016,0,4,0,129,1250,250,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1017,,,,1017,0,4,0,130,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1018,,,,1018,0,4,0,131,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1019,,,,1019,0,4,0,132,1400,280,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1020,,,,1020,0,4,0,133,4500,900,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1021,,,,1021,0,4,0,134,10000,2000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1022,,,,1022,0,4,0,135,1700,340,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1023,,,,1023,0,4,0,136,5000,1000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1024,,,,1024,0,4,0,137,1700,340,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1025,,,,1025,0,4,0,138,5000,1000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1026,,,,1026,0,4,0,139,1700,340,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1027,,,,1027,0,4,0,140,5000,1000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1028,,,,1028,0,4,0,141,4300,860,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1029,,,,1029,0,4,0,142,9300,1860,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1030,,,,1030,0,4,0,143,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1031,,,,1031,0,4,0,144,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1032,,,,1032,0,4,0,145,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1033,,,,1033,0,4,0,146,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1034,,,,1034,0,4,0,149,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1035,,,,1035,0,4,0,150,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1036,,,,1036,0,4,0,153,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1037,,,,1037,0,4,0,154,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1038,,,,1038,0,4,0,155,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1039,,,,1039,0,4,0,156,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1040,,,,1040,0,4,0,147,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1041,,,,1041,0,4,0,148,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1042,,,,1042,0,4,0,151,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1043,,,,1043,0,4,0,152,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1044,,,,1044,0,4,0,157,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1045,,,,1045,0,4,0,158,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1046,,,,1046,0,4,0,159,4000,800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1047,,,,1047,0,4,0,160,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1048,,,,1048,0,4,2,186,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1050,,,,1050,0,4,5,187,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1052,,,,1052,0,4,3,189,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1054,,,,1054,0,4,4,188,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1056,,,,1056,0,4,6,190,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1058,,,,1058,0,4,9,191,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1060,,,,1060,0,4,7,192,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1062,,,,1062,0,4,8,193,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1064,,,,1064,0,4,10,194,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1066,,,,1066,0,4,11,195,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1068,,,,1068,0,4,1,196,500000,100000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1070,,,,1070,1070,4,12,197,1000000,200000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1071,,,,1071,1071,4,12,198,1000000,200000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1072,,,,1072,1072,4,12,199,1000000,200000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1073,,,,1073,1073,4,12,200,1000000,200000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1074,,,,1074,1074,4,12,201,1000000,200000,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1091,,,,1091,1091,4,25,168,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1092,,,,1092,1092,4,25,170,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1093,,,,1093,1093,4,25,172,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1094,,,,1094,1094,4,25,174,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1095,,,,1095,0,4,25,176,7900,1580,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1096,,,,1096,0,4,25,178,9000,1800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1097,,,,1097,0,4,25,179,8500,1700,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1098,,,,1098,1098,4,25,180,14000,2800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1099,,,,1099,1099,4,25,177,14000,2800,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1114,,,,1114,0,4,0,163,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1115,,,,1115,0,4,0,164,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1116,,,,1116,0,4,0,165,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1117,,,,1117,0,4,0,166,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1118,,,,1118,0,4,0,167,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1129,,,,1129,0,4,25,181,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1142,,,,1142,0,4,25,182,2800,560,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1143,,,,1143,1143,4,25,183,9200,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1144,,,,1144,1144,4,25,184,9200,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1145,,,,1145,1145,4,0,162,9200,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1146,,,,1146,0,4,25,185,9200,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1151,,,,1151,1151,4,12,202,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1152,,,,1152,1152,4,12,203,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1153,,,,1153,1153,4,12,204,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1154,,,,1154,1154,4,12,205,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1155,,,,1155,1155,4,12,206,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1156,,,,1156,1156,4,12,207,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1157,,,,1157,1157,4,12,208,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1158,,,,1158,1158,4,12,209,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1159,,,,1159,1159,4,12,210,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1160,,,,1160,1160,4,12,211,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1161,,,,1161,1161,4,12,212,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1162,,,,1162,1162,4,12,213,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1163,,,,1163,1163,4,12,214,1000000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1171,,,,1171,1171,4,25,169,4800,960,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1172,,,,1172,1172,4,25,171,4800,960,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1173,,,,1173,1173,4,25,173,4800,960,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1174,,,,1174,1174,4,25,175,4800,960,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
1175,,,,1175,0,4,0,161,4800,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10001,,,,10001,10001,9,74,40001,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10002,,,,10002,10002,9,74,40002,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10003,,,,10003,10003,9,74,40003,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10004,,,,10004,10004,9,74,40004,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10005,,,,10005,10005,9,74,40005,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10006,,,,10006,10006,9,74,40006,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10009,,,,10009,10009,9,74,40007,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10010,,,,10010,10010,9,74,40008,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10011,,,,10011,10011,9,74,40009,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10012,,,,10012,10012,9,74,40010,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10013,,,,10013,10013,9,74,40011,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10014,,,,10014,10014,9,74,40012,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10015,,,,10015,10015,9,74,40013,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10016,,,,10016,10016,9,74,40014,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10017,,,,10017,10017,9,74,40015,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10019,,,,10019,10019,9,74,40016,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10020,,,,10020,10020,9,74,40017,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10021,,,,10021,10021,9,74,40018,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10023,,,,10023,10023,9,74,40019,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10024,,,,10024,10024,9,74,40020,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10025,,,,10025,10025,9,74,40021,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10026,,,,10026,10026,9,74,40022,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10027,,,,10027,10027,9,74,40023,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10028,,,,10028,10028,9,74,40024,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10030,,,,10030,10030,9,74,40025,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10031,,,,10031,10031,9,74,40026,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10032,,,,10032,10032,9,74,40027,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10033,,,,10033,10033,9,74,40028,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10034,,,,10034,10034,9,74,40029,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10035,,,,10035,10035,9,74,40030,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10036,,,,10036,10036,9,74,40031,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10037,,,,10037,10037,9,74,40032,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10038,,,,10038,10038,9,74,40033,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10039,,,,10039,10039,9,74,40034,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10040,,,,10040,10040,9,74,40035,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10041,,,,10041,10041,9,74,40036,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10042,,,,10042,10042,9,74,40037,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10043,,,,10043,10043,9,74,40038,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10044,,,,10044,10044,9,74,40039,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10045,,,,10045,10045,9,74,40040,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10046,,,,10046,10046,9,74,40041,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10047,,,,10047,10047,9,74,40042,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10048,,,,10048,10048,9,74,40043,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10049,,,,10049,10049,9,74,40044,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10050,,,,10050,10050,9,74,40045,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10051,,,,10051,10051,9,74,40046,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10052,,,,10052,10052,9,74,40047,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10053,,,,10053,10053,9,74,40048,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10054,,,,10054,10054,9,74,40049,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10055,,,,10055,10055,9,74,40050,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10056,,,,10056,10056,9,74,40051,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10057,,,,10057,10057,9,74,40052,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10058,,,,10058,10058,9,74,40053,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10059,,,,10059,10059,9,74,40054,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10060,,,,10060,10060,9,74,40055,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10061,,,,10061,10061,9,74,40056,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10068,,,,10068,10068,9,74,40057,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10069,,,,10069,10069,9,74,40058,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10070,,,,10070,10070,9,74,40059,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10071,,,,10071,10071,9,74,40060,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10072,,,,10072,10072,9,74,40061,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10073,,,,10073,10073,9,74,40062,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10074,,,,10074,10074,9,74,40063,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10075,,,,10075,10075,9,74,40064,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10076,,,,10076,10076,9,74,40065,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10077,,,,10077,10077,9,74,40066,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10078,,,,10078,10078,9,74,40067,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10079,,,,10079,10079,9,74,40068,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10080,,,,10080,10080,9,74,40069,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10081,,,,10081,10081,9,74,40070,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10082,,,,10082,10082,9,74,40071,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10083,,,,10083,10083,9,74,40072,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10084,,,,10084,10084,9,74,40073,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10085,,,,10085,10085,9,74,40074,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10086,,,,10086,10086,9,74,40075,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10087,,,,10087,10087,9,74,40076,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10088,,,,10088,10088,9,74,40077,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10090,,,,10090,10090,9,74,40078,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10091,,,,10091,10091,9,74,40079,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10092,,,,10092,10092,9,74,40080,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10093,,,,10093,10093,9,74,40081,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10094,,,,10094,10094,9,74,40082,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10095,,,,10095,10095,9,74,40083,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10096,,,,10096,10096,9,74,40084,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10097,,,,10097,10097,9,74,40085,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10098,,,,10098,10098,9,74,40086,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10100,,,,10100,10100,9,74,40087,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10101,,,,10101,10101,9,74,40088,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10102,,,,10102,10102,9,74,40089,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10103,,,,10103,10103,9,74,40090,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10104,,,,10104,10104,9,74,40091,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10105,,,,10105,10105,9,74,40092,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10106,,,,10106,10106,9,74,40093,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10107,,,,10107,10107,9,74,40094,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10111,,,,10111,10111,9,74,40095,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10112,,,,10112,10112,9,74,40096,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10113,,,,10113,10113,9,74,40097,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10114,,,,10114,10114,9,74,40098,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10115,,,,10115,10115,9,74,40099,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10116,,,,10116,10116,9,74,40100,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10117,,,,10117,10117,9,74,40101,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10118,,,,10118,10118,9,74,40102,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10126,,,,10126,10126,9,74,40103,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10127,,,,10127,10127,9,74,40104,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10128,,,,10128,10128,9,74,40105,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10129,,,,10129,10129,9,74,40106,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10130,,,,10130,10130,9,74,40107,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10132,,,,10132,10132,9,74,40108,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10133,,,,10133,10133,9,74,40109,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10134,,,,10134,10134,9,74,40110,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10135,,,,10135,10135,9,74,40111,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
