int 0,empty 1,string2 2,string2 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,int 15,int 16,int 17,empty 18,bool 19,bool 20,bool 21,bool 22,bool 23,bool 24,bool 25,bool 26,bool 27,bool 28,bool 29,bool 30,bool 31,bool 32,bool 33,bool 34,bool 35,bool 36,bool 37,bool 38,bool 39,bool 40,bool 41,bool 42,bool 43,bool 44,bool 45,bool 46,bool 47,bool 48,bool 49,bool 50,int 51,bool 52,bool 53,bool 54,bool 55,bool 56,bool 57,bool 58,bool 59,bool 60,int 61,int 62,int 63,int 64,int 65,int 66,int 67,int 68,int 69,int 70,int 71,int 72,empty 73,int 74,int 75,empty 76,int 77,int 78,empty 79,int 80,int 81,empty 82,int 83,int 84,empty 85,int 86,int 87,empty 88,int 89,int 90,empty 91,int 92,int 93,empty 94,int 95,int 96,empty 97,int 98,int 99,empty 100,int 101,int 102,empty 103,int 104,int 105,empty 106,int 107,int 108,empty 109,int 110,int 111,empty 112,int 113,int 114,empty 115,int 116,int 117,empty 118,int 119,int 120,int 121,int 122,float 123,bool 124,bool 125,int 126,empty 127,int 128,int 129,int 130,int 131,int 132,int 133,int 134,int 135
174,"","char_MARSMON","chr174",6,0,0,4,3,1,1,0,0,0,0,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,2171,1114,922,1037,576,618,1031,7,21941,"",1,22281,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27271,"",2,20951,"",25,30333,"",35,31031,"",45,3,2,3,0,1,0,21741,"",208,50,36,339,174,-1,0,-1
176,"","char_CERESMON","chr176",6,0,1,0,1,0,1,4,0,0,4,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,1987,976,701,1185,908,948,711,16,32191,"",1,20391,"",2,21621,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27341,"",2,27322,"",25,27211,"",35,24631,"",45,3,3,4,0,1,0,21761,"",46,73,29,348,176,-1,0,-1
177,"","char_BLUEMERAMON","chr177",5,0,2,0,4,1,3,0,0,1,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,970,534,790,496,1028,606,720,4,20941,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32091,"",2,26701,"",20,27011,"",30,24521,"",40,2,2,3,0,1,0,21771,"",86,49,208,288,177,-1,0,-1
178,"","char_VULCANUSMON","chr178",6,0,1,1,3,0,0,0,0,0,1,4,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,99,1756,697,749,1164,881,1087,812,13,26991,"",1,26821,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,22311,"",2,23961,"",25,20864,"",35,25641,"",45,3,2,3,0,1,0,21781,"",0,0,0,343,178,-1,0,-1
179,"","char_BACCHUSMON","chr179",6,0,2,3,1,0,1,3,1,0,0,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1463,897,1033,695,909,887,908,1,22411,"",1,27252,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32051,"",2,27352,"",25,24211,"",35,27011,"",45,3,2,3,0,1,0,21791,"",0,0,0,389,179,-1,0,-1
180,"","char_PLUTOMON","chr180",6,0,2,0,0,0,3,0,0,1,0,0,2,4,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1912,601,1514,667,923,699,893,1,23471,"",1,23081,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21261,"",2,27281,"",25,30063,"",35,30032,"",45,3,2,3,0,1,0,21801,"",127,127,127,397,180,-1,0,-1
181,"","char_MERVAMON","chr181",7,0,2,0,0,0,0,1,0,0,3,3,3,2,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1449,1005,2169,1032,993,483,1204,10,24311,"",1,30036,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,31032,"",2,30053,"",25,25671,"",35,30013,"",45,4,3,4,0,1,0,21812,"",0,0,0,446,181,-1,0,-1
183,"","char_AEGIOMON","chr183aa010101",4,0,0,0,0,1,0,1,0,3,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,653,303,433,392,301,294,359,10,21871,"",1,20352,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27002,"",2,21501,"",10,30302,"",20,20311,"",30,2,1,1,0,1,0,21832,"",0,0,0,81,183,-1,0,-1
184,"","char_AEGIOCHUSMON","chr184aa010101",5,0,0,0,0,1,0,1,3,3,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1642,575,1154,539,813,481,1033,1,27031,"",1,20602,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,26761,"",2,32021,"",20,24173,"",30,30243,"",40,2,1,1,0,1,0,21841,"",0,0,0,193,184,-1,0,-1
185,"","char_AEGIOCHUSMON_DARK","chr185aa010101",5,0,0,0,0,0,0,0,0,3,1,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1764,1031,1994,1015,1087,815,1118,1,25101,"",1,27762,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,22111,"",2,26791,"",20,23751,"",30,21172,"",40,2,1,1,0,1,0,21851,"",0,0,0,195,185,-1,0,-1
186,"","char_AEGIOCHUSMON_HOLLY","chr186aa010101",5,0,0,0,0,0,0,0,1,3,0,0,3,1,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1730,1273,613,1244,1412,1643,750,4,27031,"",1,21811,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21941,"",2,21786,"",20,30111,"",30,25641,"",40,2,1,1,0,1,0,21861,"",0,0,0,197,186,-1,0,-1
187,"","char_AEGIOCHUSMON_BLUE","chr187aa010101",5,0,0,0,1,3,3,0,0,1,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,2047,646,1823,1374,725,587,461,1,30011,"",1,26091,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21031,"",2,25641,"",20,27343,"",30,20961,"",40,2,1,1,0,1,0,21871,"",0,0,0,196,187,-1,0,-1
188,"","char_AEGIOCHUSMON_GREEN","chr188aa010101",5,0,0,0,1,0,0,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1454,1099,749,628,1188,951,1162,10,27662,"",1,24561,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21502,"",2,30061,"",20,21271,"",30,22142,"",40,2,1,1,0,1,0,21881,"",0,0,0,194,188,-1,0,-1
189,"","char_CERESMON_MEDIUM","chr189",6,0,1,0,2,0,1,4,0,0,4,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,1339,1074,611,733,1306,490,1003,10,20911,"",1,27761,"",2,20692,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20471,"",2,21802,"",25,24172,"",35,30263,"",45,3,3,4,0,1,0,21891,"",0,0,0,349,189,-1,0,-1
190,"","char_RYUDAMON","chr190",3,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,654,229,227,247,105,125,188,13,27541,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,23471,"",2,26871,"",10,0,"",0,0,"",0,1,1,1,0,1,0,21901,"",208,154,79,38,190,-1,0,-1
191,"","char_GINRYUMON","chr191",4,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,693,327,317,310,218,332,373,1,30203,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30023,"",2,23611,"",15,22311,"",25,0,"",0,2,2,3,0,1,0,21911,"",192,135,42,88,191,-1,0,-1
192,"","char_HISYARYUMON","chr192",5,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1492,599,1126,1076,303,463,657,1,27375,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27792,"",2,23411,"",20,21952,"",30,23411,"",40,2,2,3,0,1,0,21921,"",153,43,43,217,192,-1,0,-1
193,"","char_OURYUMON","chr193",6,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1452,820,1039,1002,391,808,540,1,27021,"",1,23691,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30153,"",2,20761,"",25,22371,"",35,21172,"",45,3,2,3,0,1,0,21931,"",215,188,118,313,193,-1,0,-1
194,"","char_GUNDRAMON","chr194",6,0,2,0,3,1,0,0,0,1,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1928,785,1354,990,761,736,612,1,20811,"",1,30203,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21791,"",2,30271,"",25,24341,"",35,23691,"",45,3,2,7,0,1,0,21941,"",90,95,103,377,194,-1,0,-1
195,"","char_BEELSTARMON","chr195",6,0,2,0,0,0,0,0,1,0,3,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1371,1178,1224,686,1026,694,812,4,20491,"",1,24351,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,26311,"",2,30036,"",25,24111,"",35,30203,"",45,3,3,4,0,1,0,21951,"",0,0,0,400,195,-1,0,-1
196,"","char_PUKUMON","chr196",6,0,2,0,0,3,0,1,0,1,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,99,1274,1119,858,1241,557,476,574,1,30113,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21301,"",2,27431,"",25,21871,"",35,20171,"",45,3,1,1,0,1,0,21961,"",131,126,124,395,196,-1,0,-1
197,"","char_CROSSMON","chr197",6,0,0,0,3,0,1,0,0,0,1,3,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,1714,878,447,859,703,1006,879,16,21381,"",1,24891,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21511,"",2,30122,"",25,24511,"",35,21842,"",45,3,2,3,0,1,0,21971,"",204,184,73,317,197,-1,0,-1
198,"","char_LOCOMON","chr198",5,0,1,1,3,0,1,0,0,0,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,911,575,771,846,702,951,590,13,30241,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27252,"",2,27731,"",20,21271,"",30,21881,"",40,2,2,7,0,1,0,21981,"",0,0,0,264,198,-1,0,-1
199,"","char_ARCHNEMON","chr199",5,0,2,0,1,0,0,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,923,850,1249,346,651,490,573,1,27033,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,23462,"",2,23731,"",20,26781,"",30,27442,"",40,2,3,4,0,1,0,21991,"",171,35,38,266,199,-1,0,-1
208,"","char_DRACOMON","chr208",3,0,1,0,3,1,0,1,0,3,0,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,478,297,458,155,90,102,201,7,26032,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27541,"",2,30092,"",10,0,"",0,0,"",0,1,1,1,0,1,0,22081,"",0,0,0,49,208,-1,0,-1
209,"","char_COREDRAMON_GR","chr209",4,0,2,0,3,0,1,3,0,0,0,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1098,190,388,229,161,185,376,1,25691,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,22231,"",2,24173,"",15,27101,"",25,0,"",0,2,2,3,0,1,0,22091,"",75,104,46,149,209,-1,0,-1
210,"","char_WINGDRAMON","chr210",5,0,0,0,3,0,0,0,3,0,1,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1443,370,953,417,484,631,770,7,20741,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30051,"",2,26162,"",20,30282,"",30,27432,"",40,2,2,3,0,1,0,22101,"",99,128,181,200,210,-1,0,-1
211,"","char_GROUNDRAMON","chr211",5,0,2,0,0,0,1,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1726,619,1314,866,295,548,610,1,24242,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27701,"",2,21842,"",20,21712,"",30,20531,"",40,2,2,8,0,1,0,22111,"",45,61,47,274,211,-1,0,-1
213,"","char_SLAYERDRAMON","chr213",6,0,0,3,0,1,0,0,0,1,0,3,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1908,1152,1260,856,1047,564,1105,1,32131,"",1,20511,"",2,21682,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21931,"",2,24091,"",25,30193,"",35,22353,"",45,3,2,3,0,1,0,22131,"",168,164,202,327,213,-1,0,-1
214,"","char_BREAKDRAMON","chr214",6,0,2,0,0,0,0,1,0,1,3,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,2802,418,1344,787,556,803,522,1,24652,"",1,23891,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21261,"",2,23051,"",25,30221,"",35,24031,"",45,3,2,8,0,1,0,22141,"",186,191,100,398,214,-1,0,-1
215,"","char_EXAMON","chr215",7,0,1,0,0,0,0,1,3,0,0,0,0,0,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,99,2482,1377,1663,901,1305,666,1383,1,24192,"",1,27542,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27281,"",2,20411,"",25,21031,"",35,24192,"",45,4,2,8,0,1,0,22151,"",180,73,82,439,215,-1,0,-1
217,"","char_DARKSUPERSTARMON","chr217",5,0,2,1,0,0,0,0,0,0,0,3,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,1191,638,838,729,815,579,548,1,21972,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,22133,"",2,30291,"",20,30093,"",30,32081,"",40,2,2,3,0,1,0,22171,"",0,0,0,281,217,-1,0,-1
218,"","char_COREDRAMON_BL","chr218",4,0,0,0,3,0,3,0,1,0,0,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1125,380,429,245,170,230,255,1,20871,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,22291,"",2,20801,"",15,20921,"",25,0,"",0,2,2,3,0,1,0,22181,"",113,120,158,91,218,-1,0,-1
219,"","char_KOTEMON","chr219",3,0,1,0,3,1,0,0,0,3,1,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,99,626,239,193,301,204,222,152,1,25861,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,26781,"",2,29211,"",10,0,"",0,0,"",0,1,1,1,0,1,0,22191,"",50,45,69,47,219,-1,0,-1
220,"","char_MUSYAMON","chr220",4,0,2,0,1,3,0,0,1,0,3,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,677,376,329,262,234,309,210,1,21381,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21991,"",2,26991,"",15,30103,"",25,0,"",0,2,2,3,0,1,0,22201,"",190,72,39,169,220,-1,0,-1
222,"","char_DOBERMON","chr222",4,0,0,0,1,0,0,0,3,0,3,1,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,521,332,356,268,306,161,486,7,27391,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,26131,"",2,24172,"",15,21861,"",25,0,"",0,2,2,3,0,1,0,22221,"",49,60,63,98,222,-1,0,-1
223,"","char_CERBERUMON","chr223",5,0,0,0,3,0,1,0,1,0,3,0,0,3,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,1417,788,1110,581,612,450,760,1,22101,"",1,20401,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,23801,"",2,27494,"",20,26751,"",30,30222,"",40,2,2,3,0,1,0,22231,"",68,62,69,208,223,-1,0,-1
224,"","char_CERBERUMON_WEREWOLFMODE","chr224",5,0,0,0,3,0,1,0,1,0,3,0,0,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,1452,469,816,462,972,419,504,4,27741,"",1,31011,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,26142,"",2,31021,"",20,23481,"",30,20061,"",40,2,2,3,0,1,0,22241,"",60,59,59,209,224,-1,0,-1
225,"","char_ZANBAMON","chr225",6,0,2,0,0,3,3,1,0,1,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1433,507,1294,807,425,654,861,1,30242,"",1,20691,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27383,"",2,30292,"",25,27471,"",35,30241,"",45,3,2,3,0,1,0,22251,"",204,211,122,381,225,-1,0,-1
226,"","char_MUMMYMON","chr226",5,0,2,3,2,0,0,0,0,0,3,0,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,99,821,1022,335,605,1115,1047,427,4,30141,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,24652,"",2,25141,"",20,27011,"",30,27352,"",40,2,2,3,0,1,0,22261,"",199,196,186,291,226,-1,0,-1
227,"","char_PHARAOHMON","chr227",6,0,2,0,0,0,3,0,0,1,0,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1491,1029,259,315,1163,1059,505,4,27494,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,25841,"",2,30252,"",25,21161,"",35,30152,"",45,3,4,5,0,1,0,22271,"",0,0,0,394,227,-1,0,-1
228,"","char_DELTAMON","chr228",4,0,2,1,0,1,0,0,0,0,3,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,1148,248,448,563,179,138,294,13,27342,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,24791,"",2,20461,"",15,26001,"",25,0,"",1,2,2,8,0,1,0,22281,"",29,38,106,157,228,-1,0,-1
229,"","char_CHIMAIRAMON","chr229",5,0,1,1,3,0,1,0,3,1,1,3,0,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,2047,347,878,626,384,334,359,1,20341,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27383,"",2,29081,"",20,30272,"",30,30185,"",40,2,2,8,0,1,0,22291,"",29,38,106,235,229,-1,0,-1
230,"","char_MILLENNIUMON","chr230",6,0,2,3,0,0,0,0,0,1,0,0,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,1553,979,1603,707,435,444,824,7,27071,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,22411,"",2,26161,"",25,31061,"",35,26991,"",45,3,2,8,0,1,0,22301,"",29,38,106,405,230,-1,0,-1
231,"","char_BAKUMON","chr231",3,0,0,0,1,0,0,0,1,3,0,0,3,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,99,737,470,132,154,183,130,160,4,20951,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,26231,"",2,22091,"",10,0,"",0,0,"",1,1,1,1,0,1,0,22311,"",50,45,69,30,231,-1,0,-1
