int32 0,int32 1,empty 2,int32 3,int32 4,int32 5,int32 6,int32 7,int32 8,int32 9,int32 10,int32 11,int32 12,int32 13,int32 14,empty 15,int32 16,int32 17,empty 18,int32 19,float 20,int32 21,string2 22,string2 23,int32 24,int32 25,int32 26,string2 27,int32 28,string2 29,string2 30,string2 31,int32 32,string2 33,string2 34,string2 35,string2 36,string2 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43,string2 44,string2 45,string2 46,string2 47,string2 48,empty 49,empty 50
110090,110,,90,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,110040,"d1103","gim_0001",-1,1,0,"",0,"101","","",-1,"A2020_dbef_110","A2020_dbef_111","","","","","","","","","","","","","","",,
110100,110,,100,20,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,110040,"d1104","gim_9000",-1,1,0,"",0,"101","","",-1,"A2020_dbef_110","A2020_dbef_111","","","","","","","","","","","","","","",,
120010,120,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120010,"d0201","",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120020,120,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120020,"d0201","shop_0003",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120021,120,,21,5,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120030,"d0201","npc_611",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120022,120,,22,5,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120040,"d0201","npc_612",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120023,120,,23,5,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120050,"d0201","evt_0002",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120030,120,,30,10,11,12,13,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120060,"d0204","gim_9001",-1,0,8,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120040,120,,40,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120070,"d0202","",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120050,120,,50,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120080,"d0215","",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120060,120,,60,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120090,"d0202","",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","","","","","","","","","","","","","","","",,
120070,120,,70,30,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,120100,"d0202","npc_0013",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_120","A2020_dbef_130","","","","","","","","","","","","","","",,
130010,130,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,130010,"d0202","npc_0015",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_130","","","","","","","","","","","","","","","",,
130020,130,,20,5,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,130010,"d0217","evt_0003",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_130","","","","","","","","","","","","","","","",,
140010,140,,10,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,140010,"d0204","npc_1001",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_140","","","","","","","","","","","","","","","",,
140020,140,,20,3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,140010,"d0204","gim_0001",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_140","","","","","","","","","","","","","","","",,
140030,140,,30,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,140020,"d0206","evt_0001",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_141","","","","","","","","","","","","","","","",,
140040,140,,40,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,140030,"d0207","gim_9000",-1,0,0,"",0,"10201","","",-1,"A2020_dbef_141","","","","","","","","","","","","","","","",,
140050,140,,50,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,140030,"d0207","gim_9001",-1,0,0,"",0,"10201","","",-1,"A2020_dbef_141","","","","","","","","","","","","","","","",,
140060,140,,60,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,140030,"d0209","gim_9000",-1,0,0,"",0,"10201","","",-1,"A2020_dbef_141","","","","","","","","","","","","","","","",,
140070,140,,70,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,140030,"d0209","gim_9999",-1,0,0,"",0,"10201","","",-1,"A2020_dbef_141","","","","","","","","","","","","","","","",,
140080,140,,80,30,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,140030,"d0210","evt_1000",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_141","","","","","","","","","","","","","","","",,
150010,150,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150010,"d0204","evt_0001",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_140","A2020_dbef_150","","","","","","","","","","","","","","",,
150020,150,,20,5,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150020,"d0201","evt_4000",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150030,150,,30,6,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150025,"d0201","gim_0001",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150040,150,,40,10,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150030,"d0501","evt_4004",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150050,150,,50,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150040,"d0501","elv_0001",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150060,150,,60,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150040,"d0501","guest_kokuwa",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150070,150,,70,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150050,"d0501","shop_101",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150080,150,,80,35,-1,-1,-1,-1,37,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150060,"d0501","guest_kokuwa",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150090,150,,90,37,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150065,"d0501","guest_kokuwa",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150100,150,,100,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150070,"d0501","kokuwa_a",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150110,150,,110,45,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150080,"d0502","",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150120,150,,120,50,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150090,"d0502","evt_1100",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150130,150,,130,55,-1,-1,-1,-1,58,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150095,"d0502","gim_0007",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150140,150,,140,58,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150100,"d0502","evt_1003",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150150,150,,150,60,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150100,"d0502","gim_9001",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150160,150,,160,65,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","evt_1005",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150170,150,,170,70,-1,-1,-1,-1,72,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","gim_0010",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150180,150,,180,72,-1,-1,-1,-1,73,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","evt_1006",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150190,150,,190,73,-1,-1,-1,-1,75,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150105,"d0502","fa_obstacles_01",-1,0,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150200,150,,200,75,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","evt_1000",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150210,150,,210,80,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","evt_3000",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150220,150,,220,85,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150120,"d0502","npc_815",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150230,150,,230,88,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150095,"d0502","gim_0009",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150240,150,,240,90,-1,-1,-1,-1,95,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","evt_1102",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150250,150,,250,95,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","gim_9002",-1,0,8,"gim_9002",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150251,150,,251,95,-1,-1,-1,-1,105,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","gim_9003",-1,0,8,"gim_9003",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150252,150,,252,95,-1,-1,-1,-1,110,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150110,"d0502","gim_9004",-1,0,8,"gim_9004",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150260,150,,260,100,105,110,-1,-1,115,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150130,"d0502","gim_0008",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150270,150,,270,115,-1,-1,-1,-1,118,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150140,"d0501","elv_0002",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150280,150,,280,118,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150140,"d0501","kokuwa_a",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150290,150,,290,120,-1,-1,-1,-1,125,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150150,"d0501","gim_0002",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150300,150,,300,125,-1,-1,-1,-1,130,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150150,"d0505","gim_0001",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150310,150,,310,130,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150160,"d0501","npc_0901",-1,1,0,"",0,"10501","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150320,150,,320,135,-1,-1,-1,-1,140,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150170,"d0201","evt_4001",-1,1,0,"",0,"10201","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
150330,150,,330,140,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,150180,"d0201","loco_mummy",-1,1,0,"",0,"10606","","",-1,"A2020_dbef_150","","","","","","","","","","","","","","","",,
160010,160,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,160010,"d0608","evt_0001",-1,1,0,"",0,"10606","","",-1,"A2020_dbef_160","","","","","","","","","","","","","","","",,
170010,170,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170010,"d0302","",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170020,170,,20,5,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170020,"d0302","evt_0003",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170030,170,,30,7,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170020,"d0302","evt_0001",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170040,170,,40,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170030,"d0302","npc_0004",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170050,170,,50,15,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170040,"d0302","evt_8000",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170060,170,,60,16,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170040,"d0301","evt_8000",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170070,170,,70,17,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170040,"d0301","gim_0001",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170080,170,,80,20,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170045,"d0301","evt_2000",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170090,170,,90,21,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170045,"d0301","evt_1002",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170100,170,,100,22,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170047,"d0301","gim_0004",-1,0,13,"gim_0004",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170110,170,,110,23,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170060,"d0301","gim_0001",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170120,170,,120,24,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170050,"d0302","gim_9000",-1,0,30,"gim_9000",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170130,170,,130,25,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170055,"d0302","npc_0200",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170140,170,,140,26,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170060,"d0308","npc_0002",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170150,170,,150,30,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170020,"d0301","evt_8002",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170160,170,,160,31,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170020,"d0302","evt_0001",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170170,170,,170,35,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170080,"d0302","gim_9001",-1,0,10,"gim_9001",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170180,170,,180,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170090,"d0308","",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170190,170,,190,45,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170100,"d0303","",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170200,170,,200,50,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170110,"d0303","evt_4000",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170210,170,,210,55,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170110,"d0303","evt_4001",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170220,170,,220,60,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170110,"d0303","gim_9000",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170230,170,,230,65,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170120,"d0303","evt_4003",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170240,170,,240,70,-1,-1,-1,-1,71,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170120,"d0303","evt_4005",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170250,170,,250,71,-1,-1,-1,-1,75,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170125,"d0303","gim_access01",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170260,170,,260,75,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170110,"d0303","evt_4003",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170270,170,,270,80,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170110,"d0303","gim_9000",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170280,170,,280,85,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170110,"d0303","evt_4002",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170290,170,,290,90,-1,-1,-1,-1,95,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170110,"d0303","evt_4004",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170300,170,,300,95,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170130,"d0308","",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170310,170,,310,100,-1,-1,-1,-1,105,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170020,"d0302","evt_0001",-1,1,0,"",0,"10302","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
170320,170,,320,105,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,170140,"d0608","evt_0001",-1,1,0,"",0,"10606","","",-1,"A2020_dbef_170","A2020_dbef_173","","","","","","","","","","","","","","",,
180010,180,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180010,"d0606","locomon_staff",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180020,180,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180020,"d0401","evt_9001",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180030,180,,30,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180020,"d0401","ride_whip_0005",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180040,180,,40,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180020,"d0404","",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180050,180,,50,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180030,"d0401","fa_obstacles_05",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180060,180,,60,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180040,"d0404","",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180070,180,,70,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180050,"d0404","bacchus_01",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180080,180,,80,35,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180060,"d0406","",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180090,180,,90,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180070,"d0407","",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180100,180,,100,45,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180060,"d0406","",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
180110,180,,110,50,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180090,"d0401","evt_0004",-1,1,0,"",0,"10401","","",-1,"A2020_dbef_180","A2020_dbef_182","","","","","","","","","","","","","","",,
190010,190,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,190005,"d0606","",-1,1,0,"",0,"10606","","",-1,"A2020_dbef_181","A2020_dbef_199","","","","","","","","","","","","","","",,
190020,190,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,190010,"d0609","",-1,1,0,"",0,"10606","","",-1,"A2020_dbef_181","A2020_dbef_199","","","","","","","","","","","","","","",,
190030,190,,30,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,190020,"d0609","Grankuwaga",-1,1,0,"",0,"10606","","",-1,"A2020_dbef_181","A2020_dbef_199","","","","","","","","","","","","","","",,
190040,190,,40,15,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,190030,"d0608","",-1,1,0,"",0,"10606","","",-1,"A2020_dbef_181","A2020_dbef_199","","","","","","","","","","","","","","",,
200010,200,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,200010,"t0102","npc_3124",-1,1,0,"",0,"","","",-1,"A2020_dbef_200","A2020_dbef_201","","","","","","","","","","","","","","",,
200020,200,,20,5,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,200020,"t0108","",-1,1,0,"",0,"","","",-1,"A2020_dbef_200","A2020_dbef_201","","","","","","","","","","","","","","",,
210010,210,,10,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210010,"t0102","npc_3126",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210020,210,,20,3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210010,"t0109","evt_5000",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210030,210,,30,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210020,"d1101","evt_4000",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210040,210,,40,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210030,"d1101","gim_0001",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210050,210,,50,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210040,"d1101","koan_0003",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210060,210,,60,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210050,"d1101","panel_access01",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210070,210,,70,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210050,"d1102","evt_5000",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210080,210,,80,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210060,"d1001","npc_0005",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
