string2 0,int 1,empty 2,empty 3,empty 4,empty 5,empty 6,empty 7,empty 8,empty 9,empty 10,empty 11,empty 12,empty 13,empty 14,empty 15,empty 16,empty 17,empty 18,empty 19,empty 20,byte 21,byte 22,byte 23,byte 24,byte 25,byte 26
"gabu_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gabu_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gaji_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gaji_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gaji_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gaji_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gaji_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gal_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gal_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gal_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gal_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gal_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gall_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gall_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gall_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gall_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gall_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gani_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gani_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gani_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gani_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gani_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gao_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gao_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gao_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gao_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gao_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gaoga_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gaoga_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gaoga_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gaoga_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gaoga_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gawa_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gawa_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gawa_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gawa_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gawa_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"geko_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"geko_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"geko_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"geko_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"geko_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"geogra_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"geogra_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"geogra_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"geogra_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"geogra_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"giru_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"giru_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"giru_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"giru_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"giru_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gob_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gob_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gob_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gob_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gob_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"goma_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"goma_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"goma_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"goma_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"goma_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gotsu_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gotsu_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gotsu_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gotsu_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gotsu_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"graw_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"graw_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"graw_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"graw_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"graw_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"gray_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"gray_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"gray_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"gray_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"gray_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"guard_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"guard_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"guard_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"guard_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"guard_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"hack_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"hack_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"hack_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"hack_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"hack_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"hag_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"hag_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"hag_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"hag_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"hag_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"hawk_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"hawk_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"hawk_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"hawk_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"hawk_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"hyoga_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"hyoga_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"hyoga_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"hyoga_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"hyoga_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"ikka_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"ikka_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"ikka_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"ikka_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"ikka_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"imp_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"imp_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"imp_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"imp_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"imp_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"kabute_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"kabute_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"kabute_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"kabute_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"kabute_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"kame_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"kame_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"kame_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"kame_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"kame_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"kiwi_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"kiwi_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"kiwi_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"kiwi_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"kiwi_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"kokuw_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"kokuw_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"kokuw_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"kokuw_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"kokuw_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"koro_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"koro_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"koro_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"koro_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"koro_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"kote_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"kote_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"kote_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"kote_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"kote_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"kuda_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"kuda_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"kuda_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"kuda_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"kuda_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"kuwa_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"kuwa_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"kuwa_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"kuwa_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"kuwa_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"kyubi_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"kyubi_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"kyubi_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"kyubi_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"kyubi_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"lala_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"lala_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"lala_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"lala_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"lala_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"lena_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"lena_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"lena_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"lena_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"lena_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"lop_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"lop_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"lop_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"lop_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"lop_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"luna_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"luna_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"luna_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"luna_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"luna_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"mash_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"mash_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"mash_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"mash_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"mash_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"mera_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"mera_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"mera_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"mera_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"mera_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"mochi_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"mochi_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"mochi_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"mochi_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"mochi_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"moja_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"moja_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"moja_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"moja_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"moja_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"mucho_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"mucho_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"mucho_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"mucho_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"mucho_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"nume_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"nume_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"nume_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"nume_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"nume_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"octa_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"octa_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"octa_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"octa_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"octa_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"oga_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"oga_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"oga_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"oga_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"oga_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"otama_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"otama_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"otama_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"otama_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"otama_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"pal_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"pal_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"pal_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"pal_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"pal_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"parrot_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"parrot_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"parrot_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"parrot_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"parrot_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"pata_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"pata_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"pata_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"pata_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"pata_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"pec_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"pec_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"pec_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"pec_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"pec_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"pen_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"pen_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"pen_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"pen_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"pen_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"piko_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"piko_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"piko_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"piko_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"piko_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"piyo_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"piyo_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"piyo_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"piyo_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"piyo_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"poyo_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"poyo_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"poyo_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"poyo_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"poyo_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"pro_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"pro_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"pro_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"pro_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"pro_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"puka_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"puka_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"puka_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"puka_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"puka_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"puni_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"puni_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"puni_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"puni_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"puni_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"pyoko_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"pyoko_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"pyoko_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"pyoko_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"pyoko_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"reppa_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"reppa_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"reppa_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"reppa_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"reppa_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"ruche_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"ruche_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"ruche_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"ruche_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"ruche_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"seado_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"seado_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"seado_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"seado_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"seado_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"shout_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"shout_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"shout_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"shout_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"shout_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"sola_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"sola_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"sola_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"sola_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"sola_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"sting_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"sting_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"sting_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"sting_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"sting_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"sunf_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"sunf_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"sunf_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"sunf_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"sunf_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"syako_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"syako_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"syako_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
