string2 0,int32 1,empty 2,empty 3,empty 4,empty 5,empty 6,empty 7,empty 8,empty 9,empty 10,empty 11,empty 12,empty 13,empty 14,empty 15,empty 16,empty 17,empty 18,empty 19,empty 20,int8 21,int8 22,int8 23,int8 24,int8 25,int8 26
"mash_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"mash_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"hawk_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"hawk_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"hawk_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"hawk_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"hawk_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"mucho_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"mucho_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"mucho_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"mucho_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"mucho_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"worm_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"worm_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"worm_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"worm_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"worm_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"lala_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"lala_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"lala_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"lala_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"lala_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"aquila_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"aquila_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"aquila_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"aquila_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"aquila_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"wood_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"wood_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"wood_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"wood_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"wood_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"kabute_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"kabute_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"kabute_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"kabute_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"kabute_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"kiwi_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"kiwi_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"kiwi_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"kiwi_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"kiwi_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"geko_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"geko_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"geko_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"geko_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"geko_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"toge_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"toge_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"toge_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"toge_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"toge_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"beji_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"beji_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"beji_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"beji_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"beji_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"wasp_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"wasp_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"wasp_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"wasp_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"wasp_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"sunf_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"sunf_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"sunf_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"sunf_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"sunf_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"fly_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"fly_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"fly_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"fly_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"fly_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"garuda_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"garuda_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"garuda_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"garuda_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"garuda_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"sylphy_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"sylphy_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"sylphy_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"sylphy_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"sylphy_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"atlaka_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"atlaka_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"atlaka_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"atlaka_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"atlaka_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"ete_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"ete_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"ete_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"ete_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"ete_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"tono_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"tono_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"tono_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"tono_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"tono_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"dera_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"dera_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"dera_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"dera_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"dera_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"jure_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"jure_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"jure_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"jure_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"jure_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"lyla_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"lyla_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"lyla_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"lyla_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"lyla_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"lili_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"lili_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"lili_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"lili_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"lili_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"herac_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"herac_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"herac_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"herac_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"herac_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"rose_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"rose_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"rose_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"rose_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"rose_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"pino_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"pino_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"pino_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"pino_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"pino_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"syuri_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"syuri_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"syuri_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"syuri_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"syuri_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"kuwa_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"kuwa_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"kuwa_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"kuwa_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"kuwa_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"tyrant_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"tyrant_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"tyrant_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"tyrant_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"tyrant_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"roto_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"roto_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"roto_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"roto_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"roto_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"pal_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"pal_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"pal_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"pal_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"pal_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"roseb_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"roseb_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"roseb_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"roseb_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"roseb_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"hag_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"hag_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"hag_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"hag_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"hag_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"gotsu_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"gotsu_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"gotsu_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"gotsu_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"gotsu_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"aruma_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"aruma_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"aruma_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"aruma_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"aruma_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"kokuw_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"kokuw_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"kokuw_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"kokuw_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"kokuw_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"guard_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"guard_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"guard_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"guard_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"guard_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"tunk_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"tunk_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"tunk_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"tunk_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"tunk_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"tsuchi_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"tsuchi_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"tsuchi_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"tsuchi_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"tsuchi_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"ankylo_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"ankylo_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"ankylo_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"ankylo_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"ankylo_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"clock_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"clock_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"clock_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"clock_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"clock_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"mame_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"mame_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"mame_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"mame_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"mame_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"metma_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"metma_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"metma_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"metma_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"metma_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"andro_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"andro_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"andro_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"andro_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"andro_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"hiand_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"hiand_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"hiand_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"hiand_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"hiand_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"muged_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"muged_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"muged_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"muged_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"muged_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"megag_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"megag_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"megag_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"megag_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"megag_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"ulbra_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"ulbra_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"ulbra_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"ulbra_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"ulbra_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"mera_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"mera_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"mera_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"mera_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"mera_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"bota_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"bota_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"bota_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"bota_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"bota_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"puni_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"puni_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"puni_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"puni_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"puni_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"koro_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"koro_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"koro_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"koro_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"koro_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"tsuno_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"tsuno_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"tsuno_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"tsuno_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"tsuno_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"kote_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"kote_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"kote_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"kote_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"kote_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"bui_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"bui_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"bui_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"bui_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"bui_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"gao_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"gao_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"gao_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"gao_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"gao_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"falco_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"falco_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"falco_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"falco_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"falco_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"gal_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"gal_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"gal_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"gal_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"gal_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"gaoga_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"gaoga_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"gaoga_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"gaoga_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"gaoga_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"parrot_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"parrot_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"parrot_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"parrot_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"parrot_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"zudo_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"zudo_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"zudo_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"zudo_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"zudo_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"pico_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"pico_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"pico_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"pico_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"pico_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"bear_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"bear_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"bear_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"bear_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"bear_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"shout_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"shout_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"shout_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"shout_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"shout_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"lena_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"lena_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"lena_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"lena_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
