int32 0,empty 1,empty 2,int32 3,int32 4,int32 5,int32 6,int32 7,int32 8,empty 9,int32 10,empty 11,int32 12,empty 13,int32 14,int32 15,int32 16,int32 17,int32 18,int32 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,int16 27,int16 28,int16 29,int16 30,int16 31,int16 32,int32 33,int16 34,int16 35,int8 36,int8 37,int8 38,int8 39,int8 40,int8 41,int8 42,int8 43,int8 44,int8 45,int8 46,int8 47,int32 array 48,int32 array 49,int32 array 50,int32 array 51,int32 array 52,int32 array 53,int32 array 54,int32 array 55,int32 56,int32 57,empty 58,int32 59,int32 60,int32 61,int16 62,int16 63,int32 array 64,int32 65,int32 66
20831,,,20831,20831,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20841,,,20841,20841,0,3,1,0,,0,,0,,0,1,1,40,200,1,0,0,7,-1,1,3,3,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20851,,,20851,20851,0,3,1,0,,0,,0,,0,1,2,65,150,1,0,0,10,-1,4,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,15,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20861,,,20861,20861,0,3,1,0,,0,,0,,0,1,2,120,150,1,0,0,9,-1,1,1,1,25,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,13,10,100,0,0,0,-1,,0,0,0,0,0,0,0,0
20862,,,20862,20862,0,4,1,0,,0,,0,,0,1,1,105,200,1,0,0,4,-1,4,1,1,25,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20871,,,20871,20871,0,3,1,0,,0,,0,,0,1,1,80,200,1,0,0,9,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20881,,,20881,20881,0,3,1,0,,0,,0,,0,1,1,115,200,1,0,0,1,-1,4,1,1,30,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20882,,,20882,20882,0,4,1,0,,0,,0,,0,1,2,130,150,1,0,0,4,-1,1,1,1,30,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20901,,,20901,20901,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,8,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20911,,,20911,20911,0,3,1,0,,0,,0,,0,1,1,1,100,1,0,2,3,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20921,,,20921,20921,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20931,,,20931,20931,0,3,1,0,,0,,0,,0,1,3,200,100,1,0,0,10,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20941,,,20941,20941,0,3,1,0,,0,,0,,0,1,1,130,200,1,0,0,1,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,9,10,100,0,0,0,-1,,0,0,0,0,0,0,0,0
20951,,,20951,20951,0,3,1,0,,0,,0,,0,1,1,135,200,1,0,0,9,-1,1,1,1,20,5,0,2,0,0,0,-1,0,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20961,,,20961,20961,0,3,1,0,,0,,0,,0,1,2,50,150,1,0,0,7,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,13,10,10,0,0,0,-1,,0,0,0,0,0,0,0,0
20971,,,20971,20971,0,3,1,0,,0,,0,,0,1,1,20,200,1,0,0,10,-1,4,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
20981,,,20981,20981,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21001,,,21001,21001,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21011,,,21011,21011,0,3,1,0,,0,,0,,0,1,2,100,150,1,0,0,9,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21021,,,21021,21021,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21031,,,21031,21031,0,3,1,0,,0,,0,,0,1,1,130,200,1,0,0,10,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21041,,,21041,21041,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21042,,,21042,21042,0,4,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21051,,,21051,21051,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21061,,,21061,21061,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21062,,,21062,21062,0,4,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21071,,,21071,21071,0,3,1,0,,0,,0,,0,1,2,35,150,1,0,0,10,-1,4,2,2,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21111,,,21111,21111,0,3,1,0,,0,,0,,0,1,1,65,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21121,,,21121,21121,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,0,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,10,10,30,0,0,0,-1,,0,0,0,0,0,0,0,0
21131,,,21131,21131,0,3,1,0,,0,,0,,0,1,1,10,200,1,0,0,9,-1,4,2,2,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21141,,,21141,21141,0,3,1,0,,0,,0,,0,1,1,75,200,1,0,0,0,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21151,,,21151,21151,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21161,,,21161,21161,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21171,,,21171,21171,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21181,,,21181,21181,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21182,,,21182,21182,0,4,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21191,,,21191,21191,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21261,,,21261,21261,0,3,1,0,,0,,0,,0,1,1,140,200,1,0,0,9,-1,1,1,1,25,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,10,10,30,0,0,0,-1,,0,0,0,0,0,0,0,0
21262,,,21262,21262,0,4,1,0,,0,,0,,0,1,2,115,150,1,0,0,9,-1,1,1,1,25,5,0,2,0,0,0,-1,0,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 18 19 20 21,0,-1,,0,0,0,0,0,0,0,0
21271,,,21271,21271,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21281,,,21281,21281,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21291,,,21291,21291,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21301,,,21301,21301,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21321,,,21321,21321,0,3,1,0,,0,,0,,0,1,2,105,150,1,0,0,5,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21341,,,21341,21341,0,3,1,0,,0,,0,,0,1,1,250,200,1,0,0,5,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,35,0,100,0,0,0,-1,,0,0,0,0,0,0,0,0
21351,,,21351,21351,0,3,1,0,,0,,0,,0,1,1,45,200,1,0,0,4,-1,4,2,2,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21352,,,21352,21352,0,4,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21361,,,21361,21361,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21371,,,21371,21371,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21381,,,21381,21381,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21391,,,21391,21391,0,3,1,21391,,12003,,0,,0,1,2,130,200,1,0,0,5,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21392,,,21392,21392,0,4,1,0,,0,,0,,0,1,1,130,200,1,0,0,5,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21401,,,21401,21401,0,3,1,0,,0,,0,,0,1,1,120,200,1,0,0,0,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21411,,,21411,21411,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21421,,,21421,21421,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21431,,,21431,21431,0,3,1,0,,0,,0,,0,1,1,35,200,1,0,0,1,-1,4,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,9,10,10,0,0,0,-1,,0,0,0,0,0,0,0,0
21441,,,21441,21441,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21451,,,21451,21451,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21461,,,21461,21461,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21471,,,21471,21471,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21481,,,21481,21481,0,3,1,0,,0,,0,,0,1,2,100,150,1,0,0,9,-1,1,1,1,15,5,0,2,0,0,0,-1,0,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21501,,,21501,21501,0,3,1,0,,0,,0,,0,1,1,140,200,1,0,0,10,-1,1,1,1,25,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21502,,,21502,21502,0,4,1,0,,0,,0,,0,1,2,115,150,1,0,0,10,-1,1,1,1,25,5,0,2,0,0,0,-1,0,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 18 19 20 21,0,-1,,0,0,0,0,0,0,0,0
21511,,,21511,21511,0,3,1,0,,0,,0,,0,1,1,65,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,18,10,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21681,,,21681,21681,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21691,,,21691,21691,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21701,,,21701,21701,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21711,,,21711,21711,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21721,,,21721,21721,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21731,,,21731,21731,0,3,1,0,,0,,0,,0,1,2,130,200,1,0,0,1,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21732,,,21732,21732,0,4,1,0,,0,,0,,0,1,1,130,200,1,0,0,1,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21741,,,21741,21741,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21751,,,21751,21751,0,3,1,0,,0,,0,,0,1,1,100,200,1,0,0,10,-1,4,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,10,20,30,0,0,0,-1,,0,0,0,0,0,0,0,0
21752,,,21752,21752,0,4,1,0,,0,,0,,0,1,1,2,100,1,0,2,10,-1,1,1,1,40,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21761,,,21761,21761,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21771,,,21771,21771,0,3,1,0,,0,,0,,0,1,1,100,200,1,0,0,1,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,11,10,10,0,0,0,-1,,0,0,0,0,0,0,0,0
21781,,,21781,21781,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21791,,,21791,21791,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21801,,,21801,21801,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21811,,,21811,21811,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21821,,,21821,21821,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21822,,,21822,21822,0,4,1,0,,0,,0,,0,1,1,140,200,1,0,0,0,-1,1,1,1,20,5,0,2,0,0,0,-1,0,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21831,,,21831,21831,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21841,,,21841,21841,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21851,,,21851,21851,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21891,,,21891,21891,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21901,,,21901,21901,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21911,,,21911,21911,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21921,,,21921,21921,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21931,,,21931,21931,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21941,,,21941,21941,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21951,,,21951,21951,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21961,,,21961,21961,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21971,,,21971,21971,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21981,,,21981,21981,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
21991,,,21991,21991,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22081,,,22081,22081,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22091,,,22091,22091,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22101,,,22101,22101,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22111,,,22111,22111,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22131,,,22131,22131,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
