int 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,string3 17,int 18,int 19,int 20,string2 21,string2 22,string2 23,int 24,int 25,float 26,string3 27,string3 28,string3 29,string3 30,string3 31,string3 32,float 33,float 34,float 35,float 36,float 37,float 38,float 39,float 40,float 41,float 42,float 43,float 44,bool 45,bool 46,int 47,int 48,string2 49,float 50,int 51,float 52,float 53,float 54,float 55,int 56,float 57,float 58,float 59,float 60,bool 61,bool 62
11009,"A2020_dbef_110","","","","","","","","","","","","","","","","bg_t0110",1,2,2,"","cam01_railcam","t0110p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",20,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11010,"A2020_dbef_111","","","","","","","","","","","","","","","","bg_t0110",1,3,3,"","cam01_railcam","t0110p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",20,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11011,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0110",1,2,2,"","cam01_railcam","t0110p",0,0,4,"t01","t01npc_A20_200_210","t01gim","t01prcs","","t01ctrl",20,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11012,"A2028_daft_220","A2028_daft_420","","","","","","","","","","","","","","","bg_t0110",2,1,4,"","cam01_railcam","t0110p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",20,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11013,"P2028_daft_320","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0110",2,1,4,"","cam01_railcam","t0110p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",20,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11014,"Z2028_daft_390","","","","","","","","","","","","","","","","bg_t0110",2,1,4,"","cam01_railcam","t0110p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",20,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11015,"A2020_dbef_119","","","","","","","","","","","","","","","","bg_t0110",1,1,1,"","cam01_railcam","t0110p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",20,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11016,"A2028_daft_419","","","","","","","","","","","","","","","","bg_t0110",2,1,4,"","cam01_railcam","t0110p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",20,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11100,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0111",1,1,1,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11101,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0111",2,1,4,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11102,"X2028_daft_0","X2028_daft_20","","","","","","","","","","","","","","","bg_t0111",2,1,4,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11103,"A2020_dbef_0","A2020_dbef_50","","","","","","","","","","","","","","","bg_t0111",1,1,1,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11104,"A2020_dbef_51","","","","","","","","","","","","","","","","bg_t0111",1,2,2,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11105,"A2020_dbef_60","A2020_dbef_70","","","","","","","","","","","","","","","bg_t0111",1,1,1,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11106,"A2020_dbef_71","","","","","","","","","","","","","","","","bg_t0111",1,2,2,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11107,"A2020_dbef_80","A2020_dbef_100","","","","","","","","","","","","","","","bg_t0111",1,1,1,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11108,"A2020_dbef_101","","","","","","","","","","","","","","","","bg_t0111",1,2,2,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11109,"A2020_dbef_110","","","","","","","","","","","","","","","","bg_t0111",1,2,2,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11110,"A2020_dbef_111","","","","","","","","","","","","","","","","bg_t0111",1,3,3,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11111,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0111",1,2,2,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc_A20_200_210","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11112,"A2028_daft_220","A2028_daft_420","","","","","","","","","","","","","","","bg_t0111",2,1,4,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11113,"P2028_daft_320","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0111",2,1,4,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11114,"Z2028_daft_390","","","","","","","","","","","","","","","","bg_t0111",2,1,4,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11115,"A2020_dbef_119","","","","","","","","","","","","","","","","bg_t0111",1,1,1,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
11116,"A2028_daft_419","","","","","","","","","","","","","","","","bg_t0111",2,1,4,"","cam01_railcam","t0111p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12100,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0121",1,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12101,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0121",2,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12102,"X2028_daft_0","X2028_daft_20","","","","","","","","","","","","","","","bg_t0121",2,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12103,"A2020_dbef_0","A2020_dbef_50","","","","","","","","","","","","","","","bg_t0121",1,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12104,"A2020_dbef_51","","","","","","","","","","","","","","","","bg_t0121",1,2,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12105,"A2020_dbef_60","A2020_dbef_70","","","","","","","","","","","","","","","bg_t0121",1,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12106,"A2020_dbef_71","","","","","","","","","","","","","","","","bg_t0121",1,2,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12107,"A2020_dbef_80","A2020_dbef_100","","","","","","","","","","","","","","","bg_t0121",1,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12108,"A2020_dbef_101","","","","","","","","","","","","","","","","bg_t0121",1,2,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12109,"A2020_dbef_110","","","","","","","","","","","","","","","","bg_t0121",1,2,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12110,"A2020_dbef_111","","","","","","","","","","","","","","","","bg_t0121",1,3,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12111,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0121",1,2,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc_A20_200_210","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12112,"A2028_daft_220","A2028_daft_420","","","","","","","","","","","","","","","bg_t0121",2,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12113,"P2028_daft_320","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0121",2,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12114,"Z2028_daft_390","","","","","","","","","","","","","","","","bg_t0121",2,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12115,"P2028_daft_320","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0121",2,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
12116,"A2028_daft_419","","","","","","","","","","","","","","","","bg_t0121",2,1,9,"","cam01_railcam","t0121p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13100,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0131",1,1,9,"","cam01_railcam","t0131p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13101,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0131",2,1,9,"","cam01_railcam","t0131p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13102,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0131",2,2,9,"","cam01_railcam","t0131p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13200,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0132",1,1,9,"","cam01_railcam","t0132p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13201,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0132",2,1,9,"","cam01_railcam","t0132p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13202,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0132",2,2,9,"","cam01_railcam","t0132p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13300,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0133",1,1,9,"","cam01_railcam","t0133p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13301,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0133",2,1,9,"","cam01_railcam","t0133p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13302,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0133",2,2,9,"","cam01_railcam","t0133p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13600,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0136",1,1,9,"","cam01_railcam","t0136p",-99,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13601,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0136",2,1,9,"","cam01_railcam","t0136p",-99,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13602,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0136",2,2,9,"","cam01_railcam","t0136p",-99,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13800,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0138",1,1,9,"","cam01_railcam","t0138p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13801,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0138",2,1,9,"","cam01_railcam","t0138p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13802,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0138",2,2,9,"","cam01_railcam","t0138p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13900,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0139",1,1,9,"","cam01_railcam","t0139p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13901,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0139",2,1,9,"","cam01_railcam","t0139p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
13902,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0139",2,2,9,"","cam01_railcam","t0139p",0,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
17300,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0173",1,1,9,"","cam01_railcam","t0173p",-1,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,1,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
17301,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0173",2,1,9,"","cam01_railcam","t0173p",-1,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,1,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
17302,"A2028_daft_220","A2028_daft_400","","","","","","","","","","","","","","","bg_t0173",2,1,9,"","cam01_railcam","t0173p",-1,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,1,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
17303,"P2028_daft_320","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0173",2,1,9,"","cam01_railcam","t0173p",-1,0,4,"t01","t01npc","t01gim","t01prcs","","t01ctrl",55,65,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,1,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20100,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0201",1,1,9,"","t0201_railcam","t0201p",0,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20101,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0201",2,1,9,"","t0201_railcam","t0201p",1,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20102,"A2020_dbef_0","A2020_dbef_100","","","","","","","","","","","","","","","bg_t0201",1,1,1,"","t0201_railcam","t0201p",0,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20103,"A2020_dbef_101","","","","","","","","","","","","","","","","bg_t0201",1,2,2,"","t0201_railcam","t0201p",0,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20104,"A2020_dbef_110","","","","","","","","","","","","","","","","bg_t0201",1,2,2,"","t0201_railcam","t0201p",0,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20105,"A2020_dbef_111","","","","","","","","","","","","","","","","bg_t0201",1,3,3,"","t0201_railcam","t0201p",0,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20106,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0201",1,2,2,"","t0201_railcam","t0201p",0,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20107,"A2028_daft_220","A2028_daft_420","","","","","","","","","","","","","","","bg_t0201",2,1,4,"","t0201_railcam","t0201p",1,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20108,"P2028_daft_320","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0201",2,1,4,"","t0201_railcam","t0201p",1,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
20109,"Z2028_daft_390","","","","","","","","","","","","","","","","bg_t0201",2,1,4,"","t0201_railcam","t0201p",1,0,4,"t02","t02npc","t02gim","t02prcs","","t02ctrl",25,100,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,0,1,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,0,1
