int32 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,string3 17,int32 18,int32 19,int32 20,string2 21,string2 22,string2 23,int32 24,int32 25,float 26,string3 27,string3 28,string3 29,string3 30,string3 31,string3 32,float 33,float 34,float 35,float 36,float 37,float 38,float 39,float 40,float 41,float 42,float 43,float 44,bool 45,bool 46,int32 47,int32 48,string2 49,float 50,int32 51,float 52,float 53,float 54,float 55,int32 56,float 57,float 58,float 59,float 60,bool 61,bool 62
30210,"A2020_dbef_110","","","","","","","","","","","","","","","","bg_t0302",1,2,2,"","t0302_railcam_m210","t0302p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",40,45,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30211,"A2020_dbef_111","","","","","","","","","","","","","","","","bg_t0302",1,3,3,"","t0302_railcam_m210","t0302p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",40,45,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30212,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0302",1,2,4,"","t0302_railcam_m210","t0302p",0,0,4,"t03","t03npc_A20_200_210","t03gim","t03prcs","","t03ctrl",40,45,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30213,"A2028_daft_220","A2028_daft_10000","","","","","","","","","","","","","","","bg_t0302",1,1,1,"","t0302_railcam_m210","t0302p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",40,45,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30214,"P2028_daft_220","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0302",1,1,1,"","t0302_railcam_m210","t0302p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",40,45,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30215,"Z2028_daft_390","","","","","","","","","","","","","","","","bg_t0302",2,1,9,"","t0302_railcam_m210","t0302p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",40,45,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30216,"A2020_dbef_119","","","","","","","","","","","","","","","","bg_t0302",1,1,1,"","t0302_railcam_m210","t0302p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",40,45,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30217,"A2028_daft_419","","","","","","","","","","","","","","","","bg_t0302",1,1,1,"","t0302_railcam_m210","t0302p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",40,45,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30300,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30301,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0303",2,1,9,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30302,"A2020_dbef_40","","","","","","","","","","","","","","","","bg_t0303",1,3,3,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30303,"A2020_dbef_50","","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30304,"A2020_dbef_51","","","","","","","","","","","","","","","","bg_t0303",1,2,2,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30305,"A2020_dbef_60","A2020_dbef_70","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30306,"A2020_dbef_71","","","","","","","","","","","","","","","","bg_t0303",1,2,5,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30307,"A2020_dbef_80","","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30308,"A2020_dbef_81","","","","","","","","","","","","","","","","bg_t0303",1,3,3,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30309,"A2020_dbef_90","A2020_dbef_100","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30310,"A2020_dbef_101","","","","","","","","","","","","","","","","bg_t0303",1,2,2,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30311,"A2020_dbef_110","","","","","","","","","","","","","","","","bg_t0303",1,2,2,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30312,"A2020_dbef_111","","","","","","","","","","","","","","","","bg_t0303",1,3,3,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30313,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0303",1,2,4,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc_A20_200_210","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30314,"A2028_daft_220","A2028_daft_10000","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30315,"P2028_daft_220","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30316,"Z2028_daft_390","","","","","","","","","","","","","","","","bg_t0303",2,1,9,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30317,"A2020_dbef_119","","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30318,"A2028_daft_419","","","","","","","","","","","","","","","","bg_t0303",1,1,1,"","t0303_railcam","t0303p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30400,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0304",1,1,1,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30401,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0304",2,1,9,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30402,"A2020_dbef_0","A2020_dbef_110","","","","","","","","","","","","","","","bg_t0304",1,1,1,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30403,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0304",1,2,2,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc_A20_200_210","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30404,"A2028_daft_340","A2028_daft_342","","","","","","","","","","","","","","","bg_t0304",2,3,4,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30405,"A2028_daft_350","A2028_daft_440","","","","","","","","","","","","","","","bg_t0304",2,1,9,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30406,"P2028_daft_320","P2028_daft_10000","","","","","","","","","","","","","","","bg_t0304",2,1,9,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30407,"Z2028_daft_390","","","","","","","","","","","","","","","","bg_t0304",2,1,9,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30408,"A2020_dbef_119","","","","","","","","","","","","","","","","bg_t0304",1,1,1,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
30409,"A2028_daft_419","","","","","","","","","","","","","","","","bg_t0304",1,1,1,"","cam01_railcam","t0304p",0,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
38100,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0381",1,2,2,"","cam01_railcam","t0381p",-1,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",55,60,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
38101,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0381",1,2,2,"","cam01_railcam","t0381p",-1,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",55,60,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
38102,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0381",1,2,2,"","cam01_railcam","t0381p",-1,0,4,"t03","t03npc","t03gim","t03prcs","","t03ctrl",55,60,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40100,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0401",1,1,1,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40101,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0401",2,1,4,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40102,"A2020_dbef_0","A2020_dbef_50","","","","","","","","","","","","","","","bg_t0401",1,1,1,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40103,"A2020_dbef_51","","","","","","","","","","","","","","","","bg_t0401",1,2,2,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40104,"A2020_dbef_60","A2020_dbef_70","","","","","","","","","","","","","","","bg_t0401",1,1,1,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40105,"A2020_dbef_71","","","","","","","","","","","","","","","","bg_t0401",1,2,2,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40106,"A2020_dbef_80","A2020_dbef_81","","","","","","","","","","","","","","","bg_t0401",1,1,1,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40107,"A2020_dbef_82","","","","","","","","","","","","","","","","bg_t0401",1,3,3,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40108,"A2020_dbef_83","A2020_dbef_100","","","","","","","","","","","","","","","bg_t0401",1,1,1,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40109,"A2020_dbef_101","","","","","","","","","","","","","","","","bg_t0401",1,2,2,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40110,"A2020_dbef_110","","","","","","","","","","","","","","","","bg_t0401",1,2,2,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40111,"A2020_dbef_111","","","","","","","","","","","","","","","","bg_t0401",1,3,7,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40112,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0401",1,2,2,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40113,"A2028_daft_220","A2028_daft_420","","","","","","","","","","","","","","","bg_t0401",2,1,4,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40114,"P2028_daft_420","P2028_daft_430","","","","","","","","","","","","","","","bg_t0401",2,1,4,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40115,"Z2028_daft_390","","","","","","","","","","","","","","","","bg_t0401",2,1,4,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40116,"P2028_daft_320","P2028_daft_410","","","","","","","","","","","","","","","bg_t0401",2,1,4,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40117,"P2028_daft_440","P2028_daft_450","","","","","","","","","","","","","","","bg_t0401",2,2,9,"","cam01_railcam","t0401p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,0,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40118,"A2020_dbef_119","","","","","","","","","","","","","","","","bg_t0401",1,1,1,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40119,"A2028_daft_419","","","","","","","","","","","","","","","","bg_t0401",2,1,4,"","cam01_railcam","t0401p",0,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,200,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,true,2,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40200,"FirstPast","FinalPast","","","","","","","","","","","","","","","bg_t0402",1,1,1,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40201,"FirstPresent","FinalPresent","","","","","","","","","","","","","","","bg_t0402",2,1,4,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40202,"A2020_dbef_0","A2020_dbef_50","","","","","","","","","","","","","","","bg_t0402",1,1,1,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40203,"A2020_dbef_51","","","","","","","","","","","","","","","","bg_t0402",1,2,2,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40204,"A2020_dbef_60","A2020_dbef_70","","","","","","","","","","","","","","","bg_t0402",1,1,1,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40205,"A2020_dbef_71","","","","","","","","","","","","","","","","bg_t0402",1,2,2,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40206,"A2020_dbef_80","A2020_dbef_81","","","","","","","","","","","","","","","bg_t0402",1,1,1,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40207,"A2020_dbef_82","","","","","","","","","","","","","","","","bg_t0402",1,3,3,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40208,"A2020_dbef_83","A2020_dbef_100","","","","","","","","","","","","","","","bg_t0402",1,1,1,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40209,"A2020_dbef_101","","","","","","","","","","","","","","","","bg_t0402",1,1,1,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40210,"A2020_dbef_110","","","","","","","","","","","","","","","","bg_t0402",1,2,2,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40211,"A2020_dbef_111","","","","","","","","","","","","","","","","bg_t0402",1,3,3,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40212,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","","bg_t0402",1,2,2,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2020_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
40213,"A2028_daft_220","A2028_daft_420","","","","","","","","","","","","","","","bg_t0402",2,1,4,"","cam02_railcam","t0402p",-99,0,4,"t04","t04npc","t04gim","t04prcs","","t04ctrl",25,35,0.06,0.06,0.06,0.01,0.01,0.01,15,50,10,0.1,false,false,3,0,"2028_RW",10,-1,1000,1000,1000,1000,-1,1000,1000,1000,1000,false,true
