int32 0,string2 1,empty 2,int32 3,int32 4,float 5,int32 6,int32 7,string2 8,string2 9,int32 10,string2 11,int32 12,int32 13,int32 14,int32 15,int32 16,string2 17,int32 18,string2 19,string2 20,int32 21,string2 22,string2 23,int32 24,string2 25,string2 26,int32 27,string2 28,string2 29,int32 30,int32 31,int32 32,int32 33
1260050013,"main_260_050_013",,1,5,0,0,0,"char_OPERATOR","d",1260050012,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1260080010,"main_260_080_010",,1,0,180,0,0,"char_SIMMONS","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_260_080_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1260080011,"main_260_080_011",,1,4,30,0,0,"char_SIMMONS","d",1260080010,"",-1,-1,-1,0,0,"",2,"","",0,"","",0,"","",0,"","",3,0,0,2
1260080012,"main_260_080_012",,1,5,30,0,0,"char_SIMMONS","d",1260080011,"",-1,-1,-1,0,0,"",2,"","",0,"","",0,"","",0,"","",3,0,0,2
1260080013,"main_260_080_013",,1,5,30,0,0,"char_SIMMONS","d",1260080012,"",-1,-1,-1,0,0,"",2,"","",0,"","",0,"","",0,"","",3,0,0,2
1280005010,"main_280_005_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_280_005_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1280005011,"main_280_005_011",,1,4,60,0,0,"char_OPERATOR","d",1280005010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1280010010,"main_280_010_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_280_010_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1280010011,"main_280_010_011",,1,4,60,0,0,"char_OPERATOR","d",1280010010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1285070010,"main_285_070_010",,1,0,0,0,0,"char_HIROKO_8YEARSLATER","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_285_070_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1285070011,"main_285_070_011",,1,5,0,0,0,"char_HIROKO_8YEARSLATER","d",1285070010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1285070012,"main_285_070_012",,1,5,0,0,0,"char_HIROKO_8YEARSLATER","d",1285070011,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1285070013,"main_285_070_013",,1,5,0,0,0,"char_HIROKO_8YEARSLATER","d",1285070012,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1290020010,"main_290_020_010",,1,0,0,0,0,"char_ROSEMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_290_020_010",1,"","DIGITTER_FLAG_MAIN_290_020_010",0,"","",0,"","",0,"","",3,1,0,2
1290020011,"main_290_020_011",,1,4,60,0,0,"char_ROSEMON","d",1290020010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1290020020,"main_290_020_020",,1,0,0,0,0,"char_ROSEMON","d",101,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,1,0,2
1290030010,"main_290_030_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_290_030_010",0,"","",0,"","",0,"","",0,"","",3,1,0,2
1290040010,"main_290_040_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_290_040_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1290050010,"main_290_050_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_290_050_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1290060010,"main_290_060_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_290_060_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1290070010,"main_290_070_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_290_070_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1290080010,"main_290_080_010",,1,0,0,0,0,"char_SIMMONS","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_290_080_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1290080011,"main_290_080_011",,1,4,60,0,0,"char_SIMMONS","d",1290080010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1300000010,"main_300_000_010",,1,0,0,0,0,"char_ROSEMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_300_000_010",1,"","DIGITTER_FLAG_MAIN_300_000_010",0,"","",0,"","",0,"","",3,1,0,2
1300000011,"main_300_000_011",,1,4,60,0,0,"char_ROSEMON","d",1300000010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1300000020,"main_300_000_020",,1,0,0,0,0,"char_ROSEMON","d",101,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,1,0,2
1300070010,"main_300_070_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1300070011,"main_300_070_011",,1,4,30,0,0,"char_OPERATOR","d",1300070010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1300070012,"main_300_070_012",,1,5,60,0,0,"char_OPERATOR","d",1300070011,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1310005010,"main_310_010_010",,1,0,0,0,0,"char_SIMMONS","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_310_010_010",1,"","DIGITTER_FLAG_MAIN_310_010_010",0,"","",0,"","",0,"","",3,0,0,2
1310005020,"main_310_010_020",,1,4,60,0,0,"char_SIMMONS","d",1310005010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1310015010,"main_310_015_010",,1,0,60,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_310_015_010",1,"","DIGITTER_FLAG_MAIN_310_015_010",0,"","",0,"","",0,"","",3,0,0,2
1310015020,"main_310_015_020",,1,5,60,0,0,"char_OPERATOR","d",1310015010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1310018010,"main_310_018_010",,1,0,60,0,0,"char_VENUSMON","d",1310015010,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_310_018_010",1,"","DIGITTER_FLAG_MAIN_310_018_010",0,"","",0,"","",0,"","",3,0,0,2
1310018020,"main_310_018_020",,1,4,60,0,0,"char_VENUSMON","d",1310018010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1310018030,"main_310_018_030",,1,4,120,0,0,"char_VENUSMON","d",1310018020,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1310010010,"main_310_020_010",,1,0,0,0,0,"char_HIROKO_8YEARSLATER","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_310_020_010",1,"","DIGITTER_FLAG_MAIN_310_020_010",0,"","",0,"","",0,"","",3,0,0,2
1310010020,"main_310_020_011",,1,4,60,0,0,"char_HIROKO_8YEARSLATER","d",1310010010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1310020010,"main_310_020_020",,1,0,0,0,0,"char_HIROKO_8YEARSLATER","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_310_020_020",1,"","DIGITTER_FLAG_MAIN_310_020_020",0,"","",0,"","",0,"","",3,0,0,2
1310020020,"main_310_020_021",,1,4,60,0,0,"char_HIROKO_8YEARSLATER","d",1310020010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1320010010,"main_320_010_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_320_010_010",1,"","DIGITTER_FLAG_MAIN_320_010_010",0,"","",0,"","",0,"","",3,0,0,2
1320010020,"main_320_010_011",,1,4,30,0,0,"char_OPERATOR","d",1320010010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1320010030,"main_320_010_012",,1,5,0,0,0,"char_OPERATOR","d",1320010020,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1320015010,"main_310_018_010",,1,0,60,0,0,"char_VENUSMON","d",1310015010,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_310_018_010",1,"","DIGITTER_FLAG_MAIN_310_018_010",0,"","",0,"","",0,"","",3,0,0,2
1320015020,"main_310_018_020",,1,4,60,0,0,"char_VENUSMON","d",1320015010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1320015030,"main_310_018_030",,1,4,120,0,0,"char_VENUSMON","d",1320015020,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1330000010,"main_330_000_010",,1,0,0,0,0,"char_HIROKO_8YEARSLATER","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_330_000_010",2,"FLAG_MAIN_12_060","FLAG_MAIN_12_063",0,"","",0,"","",0,"","",3,0,0,2
1330000011,"main_330_000_011",,1,5,30,0,0,"char_HIROKO_8YEARSLATER","d",1330000010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1330000012,"main_330_000_012",,1,5,0,0,0,"char_HIROKO_8YEARSLATER","d",1330000011,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1330000013,"main_330_000_013",,1,5,0,0,0,"char_HIROKO_8YEARSLATER","d",1330000012,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1330010020,"main_330_010_020",,1,0,0,0,0,"char_VENUSMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_330_010_020",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010010,"main_340_000_010",,1,0,0,0,0,"char_HIROKO_8YEARSLATER","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_340_000_010",1,"","DIGITTER_FLAG_MAIN_340_000_010",0,"","",0,"","",0,"","",3,0,0,2
1340010020,"main_340_000_011",,1,4,30,0,0,"char_HIROKO_8YEARSLATER","d",1340010010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010030,"main_340_000_012",,1,5,0,0,0,"char_HIROKO_8YEARSLATER","d",1340010020,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010040,"main_340_000_013",,1,5,0,0,0,"char_HIROKO_8YEARSLATER","d",1340010030,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010050,"main_340_000_014",,1,5,0,0,0,"char_HIROKO_8YEARSLATER","d",1340010040,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010060,"main_340_010_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_340_000_020",1,"","DIGITTER_FLAG_MAIN_340_000_020",0,"","",0,"","",0,"","",3,0,0,2
1340010070,"main_340_010_011",,1,5,0,0,0,"char_OPERATOR","d",1340010060,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010080,"main_340_010_012",,1,5,0,0,0,"char_OPERATOR","d",1340010070,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010090,"main_340_010_013",,1,5,0,0,0,"char_OPERATOR","d",1340010080,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010100,"main_340_010_014",,1,5,0,0,0,"char_OPERATOR","d",1340010090,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010110,"main_340_020_010",,1,0,0,0,0,"char_OPERATOR","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_340_000_030",1,"","DIGITTER_FLAG_MAIN_340_000_030",0,"","",0,"","",0,"","",3,0,0,2
1340010120,"main_340_020_011",,1,5,0,0,0,"char_OPERATOR","d",1340010110,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010130,"main_340_020_012",,1,5,0,0,0,"char_OPERATOR","d",1340010120,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010140,"main_340_020_013",,1,5,0,0,0,"char_OPERATOR","d",1340010130,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010150,"main_340_020_014",,1,5,0,0,0,"char_OPERATOR","d",1340010140,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1340010160,"main_340_020_015",,1,5,0,0,0,"char_OPERATOR","d",1340010150,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1350010010,"main_330_010_020",,1,0,0,0,0,"char_VENUSMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_350_010_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1350010020,"main_350_010_020",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_350_010_020",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1390010010,"main_390_010_010",,1,0,0,0,0,"char_SIMMONS","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_390_010_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1390010020,"main_390_010_020",,1,0,0,0,0,"char_SIMMONS","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_390_010_020",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1390010030,"main_390_010_030",,1,0,0,0,0,"char_SIMMONS","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_390_010_030",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1390130010,"main_390_130_010",,1,2,0,0,0,"char_SIMMONS","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_390_130_010",4,"FLAG_MAIN_15_050","FLAG_MAIN_18_020",0,"","",0,"","",0,"","",3,0,0,2
1400000010,"main_400_000_010",,1,0,0,0,0,"char_SIMMONS","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_400_000_010",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1400000020,"main_400_000_020",,1,4,30,0,0,"char_SIMMONS","d",1400000010,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1400000030,"main_400_000_030",,1,5,0,0,0,"char_SIMMONS","d",1400000020,"",-1,-1,-1,0,0,"",0,"","",0,"","",0,"","",0,"","",3,0,0,2
1440010070,"main_440_070_010",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_010",0,"","DIGITTER_FLAG_MAIN_440_070_010",0,"","",0,"","",0,"","",3,0,0,2
1440010075,"main_440_070_015",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_015",0,"","DIGITTER_FLAG_MAIN_440_070_015",0,"","",0,"","",0,"","",3,0,0,2
1440010080,"main_440_070_020",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_020",0,"","DIGITTER_FLAG_MAIN_440_070_020",0,"","",0,"","",0,"","",3,0,0,2
1440010085,"main_440_070_025",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_025",0,"","DIGITTER_FLAG_MAIN_440_070_025",0,"","",0,"","",0,"","",3,0,0,2
1440010090,"main_440_070_030",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_030",0,"","DIGITTER_FLAG_MAIN_440_070_030",0,"","",0,"","",0,"","",3,0,0,2
1440010095,"main_440_070_035",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_035",0,"","DIGITTER_FLAG_MAIN_440_070_035",0,"","",0,"","",0,"","",3,0,0,2
1440010100,"main_440_070_040",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_040",0,"","DIGITTER_FLAG_MAIN_440_070_040",0,"","",0,"","",0,"","",3,0,0,2
1440010105,"main_440_070_045",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_045",0,"","DIGITTER_FLAG_MAIN_440_070_045",0,"","",0,"","",0,"","",3,0,0,2
1440010110,"main_440_070_050",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_050",0,"","DIGITTER_FLAG_MAIN_440_070_050",0,"","",0,"","",0,"","",3,1,0,2
1440010115,"main_440_070_055",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_055",0,"","DIGITTER_FLAG_MAIN_440_070_055",0,"","",0,"","",0,"","",3,1,0,2
1440010120,"main_440_070_060",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_060",0,"","DIGITTER_FLAG_MAIN_440_070_060",0,"","",0,"","",0,"","",3,1,0,2
1440010125,"main_440_070_065",,1,0,0,0,0,"char_MERCURYMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_MAIN_440_070_065",0,"","DIGITTER_FLAG_MAIN_440_070_065",0,"","",0,"","",0,"","",3,1,0,2
2001010,"sub_010_001_1",,3,2,0,1,0,"char_HIROKO","d",101,"",1,1,-1,0,0,"DIGITTER_FLAG_SUB_001_010",2,"FLAG_IS_START_FIRST_SUB_QUEST","FLAG_IS_CLEAR_S010_001",0,"","",0,"","",0,"","",3,0,0,2
2002010,"sub_010_002_1",,3,2,0,1,0,"char_HIROKO","d",101,"",2,1,-1,0,0,"DIGITTER_FLAG_SUB_002_010",4,"QUEST_M090_CLEAR","FLAG_IS_CLEAR_S010_002",4,"FLAG_IS_CLEAR_S010_001","FLAG_IS_CLEAR_S010_002",4,"FLAG_MAIN_03_331","FLAG_IS_CLEAR_S010_002",0,"","",3,0,0,2
2002020,"sub_010_002_2",,3,2,0,1,0,"char_HIROKO","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_SUB_002_020",2,"FLAG_IS_CLEAR_S010_002","",0,"","",0,"","",0,"","",3,0,0,2
2003010,"sub_010_003_1",,3,2,0,1,0,"char_HIROKO","d",101,"",3,1,-1,0,0,"DIGITTER_FLAG_SUB_003_010",4,"QUEST_M090_CLEAR","FLAG_IS_CLEAR_S010_003",4,"FLAG_S003_011","FLAG_IS_CLEAR_S010_003",0,"","",0,"","",3,0,0,2
2003020,"sub_010_003_2",,1,0,0,1,0,"char_HIROKO","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_SUB_003_020",0,"","",0,"","",0,"","",0,"","",3,0,0,2
2013010,"sub_020_013_1",,3,2,0,1,0,"char_NEPTUNEMON","d",101,"",13,1,-1,0,0,"DIGITTER_FLAG_SUB_013_010",4,"FLAG_MAIN_22_010","FLAG_IS_CLEAR_S020_013",4,"FLAG_IS_CLEAR_S110_102","FLAG_IS_CLEAR_S020_013",0,"","",0,"","",3,0,0,2
2018010,"sub_020_018_1",,3,2,0,1,0,"char_KAMEMON","d",101,"",18,1,-1,0,0,"DIGITTER_FLAG_SUB_018_010",4,"QUEST_M170_CLEAR","FLAG_IS_CLEAR_S020_018",0,"","",0,"","",0,"","",3,0,0,2
2019010,"sub_020_019_1",,3,2,0,1,0,"char_JUMBOGAMEMON","d",101,"",19,1,-1,0,0,"DIGITTER_FLAG_SUB_019_010",4,"FLAG_MAIN_09_090","FLAG_IS_CLEAR_S020_019",4,"FLAG_SUB_020_019_007","FLAG_IS_CLEAR_S020_019",0,"","",0,"","",3,0,0,2
2024010,"sub_030_024_1",,3,2,0,1,0,"char_MUCHOMON","d",101,"",24,1,-1,0,0,"DIGITTER_FLAG_SUB_024_010",2,"FLAG_MAIN_06_060","FLAG_IS_CLEAR_S030_024",0,"","",0,"","",0,"","",3,0,0,2
2029010,"sub_030_029_1",,3,2,0,1,0,"char_BACCHUSMON","d",101,"",29,1,-1,0,0,"DIGITTER_FLAG_SUB_029_010",4,"FLAG_IS_CLEAR_S110_109","FLAG_IS_CLEAR_S030_029",4,"FLAG_MAIN_22_010","FLAG_IS_CLEAR_S030_029",0,"","",0,"","",3,0,0,2
2030010,"sub_030_030_1",,3,2,0,1,0,"char_PECKMON","d",101,"",30,1,-1,0,0,"DIGITTER_FLAG_SUB_030_010",4,"QUEST_M300_CLEAR","FLAG_IS_CLEAR_S030_030",4,"FLAG_IS_CLEAR_S030_024","FLAG_IS_CLEAR_S030_030",0,"","",0,"","",3,0,0,2
2031010,"sub_030_031_1",,3,2,0,1,0,"char_???","d",101,"",31,1,-1,0,0,"DIGITTER_FLAG_SUB_031_010",4,"FLAG_MAIN_22_010","FLAG_IS_CLEAR_S030_031",4,"FLAG_IS_CLEAR_S030_029","FLAG_IS_CLEAR_S030_031",0,"","",0,"","",3,0,0,2
2032010,"sub_040_032_1",,3,2,0,1,0,"char_BEARMON_OB","d",101,"",32,1,-1,0,0,"DIGITTER_FLAG_SUB_032_010",4,"FLAG_MAIN_07_000","FLAG_IS_CLEAR_S040_032",4,"FLAG_IS_CLEAR_S050_043","FLAG_IS_CLEAR_S040_032",0,"","",0,"","",3,0,0,2
2033010,"sub_040_033_1",,3,2,0,1,0,"char_DRIMOGEMON_OB","d",101,"",33,1,-1,0,0,"DIGITTER_FLAG_SUB_033_010",4,"FLAG_MAIN_10_060","FLAG_IS_CLEAR_S040_033",4,"FLAG_IS_CLEAR_S040_032","FLAG_IS_CLEAR_S040_033",0,"","",0,"","",3,0,0,2
2038010,"sub_050_038_1",,3,2,0,1,0,"char_ZUDOMON","d",101,"",38,1,-1,0,0,"DIGITTER_FLAG_SUB_038_010",2,"QUEST_M140_CLEAR","FLAG_IS_CLEAR_S050_038",0,"","",0,"","",0,"","",3,0,0,2
2039010,"sub_050_039_1",,3,2,0,1,0,"char_ZUDOMON","d",101,"",39,1,-1,0,0,"DIGITTER_FLAG_SUB_039_010",4,"QUEST_M150_CLEAR","FLAG_IS_CLEAR_S050_039",4,"FLAG_IS_CLEAR_S050_038","FLAG_IS_CLEAR_S050_039",0,"","",0,"","",3,0,0,2
2041010,"sub_050_041_1",,3,2,0,1,0,"char_HAGURUMON","d",101,"",41,1,-1,0,0,"DIGITTER_FLAG_SUB_040_010",4,"QUEST_M140_CLEAR","FLAG_IS_CLEAR_S050_041",0,"","",0,"","",0,"","",3,0,0,2
2042010,"sub_050_042_1",,3,2,0,1,0,"char_SOLARMON","d",101,"",42,1,-1,0,0,"DIGITTER_FLAG_SUB_042_010",4,"QUEST_M150_CLEAR","FLAG_IS_CLEAR_S050_042",4,"FLAG_IS_CLEAR_S050_041","FLAG_IS_CLEAR_S050_042",0,"","",0,"","",3,0,0,2
2043010,"sub_050_043_1",,3,2,0,1,0,"char_BEARMON_OB","d",101,"",43,1,-1,0,0,"DIGITTER_FLAG_SUB_043_010",4,"FLAG_MAIN_05_030","FLAG_IS_CLEAR_S050_043",4,"FLAG_IS_CLEAR_S050_042","FLAG_IS_CLEAR_S050_043",0,"","",0,"","",3,0,0,2
2055010,"sub_070_055_1",,3,2,0,1,0,"char_MINERVAMON","d",101,"",55,1,-1,0,0,"DIGITTER_FLAG_SUB_055_010",4,"FLAG_MAIN_22_010","FLAG_IS_CLEAR_S070_055",4,"FLAG_IS_CLEAR_S100_178","FLAG_IS_CLEAR_S070_055",0,"","",0,"","",3,0,0,2
2056010,"sub_070_056_1",,3,2,0,1,0,"char_MINERVAMON","d",101,"",56,1,-1,0,0,"DIGITTER_FLAG_SUB_056_010",4,"FLAG_MAIN_22_010","FLAG_IS_CLEAR_S070_056",4,"FLAG_SUB_070_056_007","FLAG_IS_CLEAR_S070_056",0,"","",0,"","",3,0,0,2
2056020,"sub_070_056_2",,3,0,0,1,0,"char_MINERVAMON","d",101,"",-1,-1,-1,0,0,"DIGITTER_FLAG_SUB_056_020",0,"","",0,"","",0,"","",0,"","",3,0,0,2
2057010,"sub_070_057_1",,3,2,0,1,0,"char_MINERVAMON","d",101,"",57,1,-1,0,0,"DIGITTER_FLAG_SUB_057_010",4,"QUEST_M410_CLEAR","FLAG_IS_CLEAR_S070_057",4,"FLAG_SUB_070_057_003","FLAG_IS_CLEAR_S070_057",0,"","",0,"","",3,0,0,2
2059010,"sub_080_059_1",,3,2,0,1,0,"char_CORONAMON","d",101,"",59,1,-1,0,0,"DIGITTER_FLAG_SUB_059_010",4,"QUEST_M160_CLEAR","FLAG_IS_CLEAR_S080_059",4,"FLAG_SUB_080_059_013","FLAG_IS_CLEAR_S080_059",0,"","",0,"","",3,0,0,2
2060010,"sub_080_060_1",,3,2,0,1,0,"char_LUNAMON","d",101,"",60,1,-1,0,0,"DIGITTER_FLAG_SUB_060_010",4,"QUEST_M170_CLEAR","FLAG_IS_CLEAR_S080_060",4,"FLAG_SUB_080_060_017","FLAG_IS_CLEAR_S080_060",0,"","",0,"","",3,0,0,2
2072010,"sub_090_072_1",,3,2,0,1,0,"char_HIROKO","d",101,"",72,1,-1,0,0,"DIGITTER_FLAG_SUB_072_010",4,"QUEST_M090_CLEAR","FLAG_IS_CLEAR_S090_072",4,"FLAG_S003_012","FLAG_IS_CLEAR_S090_072",0,"","",0,"","",3,0,0,2
2077010,"sub_095_077_1",,3,2,0,1,0,"char_GUARDROMON","d",101,"",77,1,-1,0,0,"DIGITTER_FLAG_SUB_077_010",2,"QUEST_M150_CLEAR","FLAG_IS_CLEAR_S095_077",0,"","",0,"","",0,"","",3,0,0,2
2078010,"sub_095_078_1",,3,2,0,1,0,"char_ANDROMON","d",101,"",78,1,-1,0,0,"DIGITTER_FLAG_SUB_078_010",2,"FLAG_MAIN_05_020","FLAG_IS_CLEAR_S095_078",0,"","",0,"","",0,"","",3,0,0,2
2082010,"sub_095_082_1",,3,2,0,1,0,"char_VULCANUSMON","d",101,"",82,1,-1,0,0,"DIGITTER_FLAG_SUB_082_010",4,"FLAG_IS_CLEAR_S100_178","FLAG_IS_CLEAR_S095_082",0,"","",0,"","",0,"","",3,0,0,2
2168010,"sub_095_168_1",,3,2,0,1,0,"char_KOKUWAMON","d",101,"",168,1,-1,0,0,"DIGITTER_FLAG_SUB_168_010",2,"QUEST_M150_CLEAR","FLAG_IS_CLEAR_S095_168",0,"","",0,"","",0,"","",3,0,0,2
