string2 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,int 9
"FLAG_IS_USED_TIMEJUMP_TO_AFTER",6904,-1,0,"",0,0,"","FirstPresent",1
"FLAG_IS_START_FIRST_SUB_QUEST",6910,-1,0,"",0,0,"","FirstPresent",1
"FLAG_IS_SKIP_FADE_010",6911,-1,0,"",0,0,"","FirstPresent",1
"FLAG_IS_SKIP_FADE_020",6912,-1,0,"",0,0,"","FirstPresent",1
"FLAG_IS_SKIP_FADE_030",6913,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T00_010",7000,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_010",7010,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_020",7011,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_030",7012,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_040",7013,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_050",7014,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_060",7015,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_070",7016,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_080",7017,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_090",7018,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_100",7019,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T01_110",7020,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T02_010",7030,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T03_010",7050,40,31,"t",303,0,"start_00","FirstPresent",1
"FLAG_GIMMICK_T03_011",7051,80,22,"t",303,0,"","FirstPresent",1
"FLAG_GIMMICK_T04_010",7070,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T04_020",7071,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_T30_010",7090,50,50,"t",109,0,"start_00","FirstPresent",1
"FLAG_IS_USED_REGULAR_ROUTE_FROM_THEATER",7098,-1,0,"",0,0,"","FirstPresent",1
"FLAG_IS_USED_REGULAR_ROUTE_TO_THEATER",7099,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_010",7100,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_011",7140,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_020",7101,400,37,"d",102,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_030",7102,400,37,"d",102,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_040",7103,400,40,"d",103,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_050",7104,400,40,"d",103,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_060",7105,400,37,"d",102,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_070",7106,400,37,"d",102,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_080",7107,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_090",7108,400,39,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_100",7109,400,40,"d",103,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_110",7110,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_120",7111,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_130",7112,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_140",7113,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_150",7114,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_160",7115,400,63,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_170",7116,400,63,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_180",7117,400,63,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_190",7118,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_200",7119,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_210",7120,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_220",7121,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_230",7122,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_240",7123,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_250",7124,400,39,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_260",7125,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_270",7126,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_280",7127,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_290",7128,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_300",7129,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_310",7130,400,63,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_GIMMICK_D01_320",7131,400,61,"d",103,0,"start_01","A2028_daft_400",1
"FLAG_GIMMICK_D01_330",7132,400,61,"d",103,0,"start_01","A2028_daft_400",1
"FLAG_GIMMICK_D01_340",7133,400,61,"d",103,0,"start_01","A2028_daft_400",1
"FLAG_GIMMICK_D01_350",7134,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_360",7135,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_370",7136,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_380",7137,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_390",7138,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_400",7139,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_410",7141,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_411",7142,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_412",7143,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D01_413",7144,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_010",7150,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_020",7151,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_030",7152,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_040",7153,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_050",7154,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_060",7155,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_070",7156,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_080",7157,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_090",7158,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_100",7159,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_110",7160,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_120",7161,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_130",7162,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_140",7163,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_150",7164,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_160",7165,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_170",7166,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_180",7167,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_190",7168,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_200",7169,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_210",7170,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_220",7171,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_230",7172,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_240",7173,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_250",7174,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_260",7175,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_270",7176,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_280",7177,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_290",7178,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_300",7179,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_310",7180,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_320",7181,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_330",7182,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_340",7183,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_350",7184,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_360",7185,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_370",7186,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_380",7187,140,30,"d",206,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_390",7188,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_395",7189,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_400",7190,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_410",7191,140,40,"d",210,0,"start_00","A2020_dbef_141",0
"FLAG_GIMMICK_D02_420",7192,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_425",7193,-1,5,"d",210,0,"start_50","FirstPresent",0
"FLAG_GIMMICK_D02_430",7195,140,10,"d",204,0,"start_00","A2020_dbef_141",1
"FLAG_GIMMICK_D02_440",7196,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_450",7197,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_455",7198,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D02_460",7199,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_010",7200,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_020",7201,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_030",7202,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_040",7203,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_050",7204,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_060",7205,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_070",7206,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_080",7207,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_090",7208,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_100",7209,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_110",7210,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_120",7211,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_130",7212,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_140",7213,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_150",7214,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_160",7215,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_170",7216,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_180",7217,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_190",7218,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_200",7219,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_210",7220,-1,0,"",0,0,"","FirstPresent",1
"FLAG_IS_COMING_WHAMON",7221,-1,0,"",0,0,"","FirstPresent",1
"FLAG_AREACHANGE_WITH_WHAMON",7222,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_220",7223,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_230",7224,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_240",7225,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_250",7226,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_260",7227,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_270",7228,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_280",7229,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_290",7230,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_300",7231,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_310",7232,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_320",7233,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_330",7234,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_340",7235,170,91,"d",301,0,"start_10","A2020_dbef_170",1
"FLAG_GIMMICK_D03_350",7236,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_360",7237,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_370",7238,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_380",7239,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_390",7240,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_400",7241,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D03_410",7242,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_010",7250,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_020",7251,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_030",7252,180,32,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_040",7253,180,32,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_050",7254,300,10,"d",402,0,"start_07","P2028_daft_300",1
"FLAG_GIMMICK_D04_060",7255,180,32,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_070",7256,180,32,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_080",7257,180,32,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_090",7258,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_100",7259,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_110",7260,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_120",7261,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_130",7262,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_140",7263,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_150",7264,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_160",7265,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_170",7266,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_180",7267,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_190",7268,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_200",7269,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_210",7270,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_220",7271,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_230",7272,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_240",7273,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_250",7274,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_260",7275,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_270",7276,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_280",7277,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_290",7278,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_300",7279,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_310",7280,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_320",7281,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_330",7282,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_340",7283,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_350",7284,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D04_360",7285,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_361",7286,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_362",7287,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_363",7288,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_364",7289,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_365",7290,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_366",7291,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_367",7292,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_368",7293,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_369",7294,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_370",7295,180,33,"d",403,0,"start_00","A2020_dbef_180",1
"FLAG_GIMMICK_D04_AFTRER180_FIRSTJUMP",7296,-1,0,"",0,0,"start_00","FirstPresent",1
"FLAG_GIMMICK_D05_010",7300,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_020",7301,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_030",7302,150,100,"d",501,0,"start_11","A2020_dbef_150",1
"FLAG_GIMMICK_D05_040",7303,150,110,"d",501,0,"start_02","A2020_dbef_150",1
"FLAG_GIMMICK_D05_050",7304,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_060",7305,150,103,"d",502,0,"start_00","A2020_dbef_150",1
"FLAG_GIMMICK_D05_070",7306,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_080",7307,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_090",7308,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_100",7309,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_110",7310,150,101,"d",502,0,"start_00","FirstPresent",1
"FLAG_GIMMICK_D05_120",7311,150,103,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_130",7312,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_140",7313,150,105,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_150",7314,150,105,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_160",7315,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_170",7316,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_180",7317,150,104,"d",502,0,"start_00","FirstPresent",1
"FLAG_GIMMICK_D05_190",7318,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_200",7319,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_210",7320,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_220",7321,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_230",7322,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_240",7323,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_250",7324,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_260",7325,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_270",7326,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_280",7327,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_290",7328,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_300",7329,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_310",7330,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_320",7331,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_330",7332,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_340",7333,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_350",7334,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_360",7335,150,130,"d",505,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_370",7336,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_380",7337,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_390",7338,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_400",7339,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_410",7340,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_420",7341,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_430",7342,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_440",7343,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_450",7344,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_460",7345,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_470",7346,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_480",7347,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_490",7348,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_500",7349,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D05_510",7990,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_010",7350,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_020",7365,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_030",7366,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_040",7367,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_050",7368,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_060",7369,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_070",7370,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_080",7371,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_090",7372,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_100",7373,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_110",7377,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_120",7378,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_130",7379,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_140",7380,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_150",7381,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_160",7382,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_170",7383,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_180",7384,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_GIMMICK_D06_190",7385,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_200",7386,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_GIMMICK_D06_210",7387,410,18,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_GIMMICK_D06_220",7388,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_230",7389,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_240",7390,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_250",7391,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_260",7392,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_270",7393,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_GIMMICK_D06_280",7394,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_290",7395,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_GIMMICK_D06_300",7396,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_310",7397,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_320",7398,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D06_330",7399,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_010",7400,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_020",7401,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_030",7402,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_040",7403,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_050",7404,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_060",7405,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_070",7406,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_080",7407,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_090",7408,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_100",7409,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D07_110",7410,360,10,"d",702,0,"start_00","A2028_daft_360",1
"FLAG_GIMMICK_D07_120",7411,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D08_010",7450,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D09_010",7500,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D09_020",7501,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D09_030",7502,-1,0,"",0,0,"","FirstPresent",1
"FLAG_GIMMICK_D09_040",7503,440,130,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_GIMMICK_D09_050",7504,440,130,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_GIMMICK_D09_060",7505,440,130,"d",905,0,"start_00","P2028_daft_445",1
