string2 0,empty 1,empty 2,string2 3,string2 4,empty 5,int32 6,int32 7,string2 8,int32 9,string2 10,int32 11,string2 12,int32 13
"char_PAILDRAMON",,,"chr408","1408",,0,0,"yma012",0,"",0,"",0
"char_PANJYAMON",,,"chr409","1409",,0,0,"yma007",0,"",0,"",0
"char_PICKLEMON",,,"chr410","1410",,1,0,"ymc007",0,"",0,"",0
"char_VADEMON",,,"chr411","1411",,0,0,"ymd001",0,"mpc411",0,"",0
"char_MAMEMON",,,"chr412","1412",,0,0,"cmc004",0,"",0,"",0
"char_METALMAMEMON",,,"chr413","1413",,0,0,"cmc004",0,"",0,"",0
"char_PARROTMON",,,"chr414","1414",,0,0,"yma012",0,"",0,"",0
"char_ALPHAMON",,,"chr416","1416",,0,0,"mmb001",0,"",0,"",0
"char_ALPHAMON_BIG",,,"chr816","1416",,0,0,"mmb001",0,"",0,"",0
"char_ULFORCEVDRAMON",,,"chr417","1417",,0,0,"yma003",0,"",0,"",0
"char_ULFORCEVDRAMON_BIG",,,"chr817","1417",,0,0,"yma003",0,"",0,"",0
"char_IMPERIALDRAMON_FM",,,"chr419","1419",,0,0,"mma001",0,"",0,"",0
"char_IMPERIALDRAMON_PM",,,"chr420","1420",,0,0,"mmb002",0,"",0,"",0
"char_OPHANIMON",,,"chr421","1421",,1,0,"yfc003",0,"",0,"",0
"char_CHAOSDRAMON",,,"chr422","1422",,0,0,"yma002",0,"",0,"",0
"char_GRANKUWAGAMON",,,"chr423","1423",,0,0,"mma003",0,"mpc423",0,"",0
"char_GRANKUWAGAMON_BIG",,,"chr948","1423",,0,0,"mma003",0,"mpc423",0,"bmv006",0
"char_SABERLEOMON",,,"chr424","1424",,0,0,"mma002",0,"",0,"",0
"char_SAKUYAMON",,,"chr425","1425",,1,0,"yfc002",0,"",0,"",0
"char_HIANDROMON",,,"chr426","1426",,0,0,"mmb001",0,"",0,"",0
"char_PIEDMON",,,"chr427","1427",,0,0,"mmd001",0,"",0,"",0
"char_PINOCHIMON",,,"chr428","1428",,0,0,"ymb008",0,"",0,"",0
"char_PRINCEMAMEMON",,,"chr429","1429",,0,0,"cmc004",0,"",0,"",0
"char_BOLTMON",,,"chr431","1431",,0,0,"yma009",0,"",0,"",0
"char_METALSEADRAMON",,,"chr434","1434",,0,0,"yma002",0,"",0,"",0
"char_LUCEMON_SM",,,"chr435","1435",,0,0,"mma003",0,"",0,"",0
"char_LUCEMON_SM_BIG",,,"chr840","1435",,0,0,"mma003",0,"",0,"",0
"char_PUNIMON",,,"chr437","1437",,0,0,"cmd001",0,"",0,"",0
"char_TUNOMON",,,"chr438","1438",,0,0,"cma001",0,"",0,"",0
"char_BELPHEMON_SM",,,"chr439","1439",,0,0,"ymc007",0,"",0,"",0
"char_BELPHEMON_SM_BIG",,,"chr841","1439",,0,0,"ymc007",0,"",0,"",0
"char_TITAMON",,,"chr440","1440",,0,0,"mma001",0,"mpc440",1,"",0
"char_TITAMON_BIG",,,"chr937","1440",,0,0,"mma001",0,"mpc440",0,"",0
"char_TITAMON_TWIN_BLADE",,,"chr943","1950",,0,0,"",0,"mpc950",0,"",0
"char_TITAMON_2",,,"chr950","1950",,0,0,"",0,"mpc950",1,"",0
"char_TITAMON_ADD",,,"chr950","1950",,0,0,"",0,"mpc950",1,"",0
"char_PLESIOMON",,,"chr450","1450",,0,0,"ymb009",0,"",0,"",0
"char_EBEMON",,,"chr451","1451",,0,0,"ymb003",0,"",0,"",0
"char_CYCLONEMON",,,"chr452","1452",,0,0,"ymd004",0,"",0,"",0
"char_CYCLONEMON_BIG",,,"chr938","1452",,0,0,"ymd004",0,"",0,"bmv011",0
"char_HOLYDRAMON",,,"chr453","1453",,1,0,"yfa002",0,"",0,"",0
"char_WASPMON",,,"chr454","1454",,0,0,"ymb009",0,"",0,"",0
"char_KARATUKINUMEMON",,,"chr455","1455",,0,0,"ymd008",0,"",0,"",0
"char_REVOLMON",,,"chr456","1456",,0,0,"ymb002",0,"",0,"",0
"char_DRACUMON",,,"chr457","1457",,0,0,"ymb008",0,"",0,"",0
"char_MONODRAMON",,,"chr458","1458",,0,0,"cma004",0,"",0,"",0
"char_SKULLMAMMON",,,"chr461","1461",,0,0,"mma004",0,"",0,"",0
"char_BLIMPMON",,,"chr463","1463",,0,0,"ymb010",0,"",0,"",0
"char_MASTERBLIMPMON",,,"chr465","1465",,0,0,"ymb010",0,"",0,"",0
"char_DORIMON",,,"chr466","1466",,0,0,"cma001",0,"",0,"",0
"char_DINOHUMON",,,"chr474","1474",,0,0,"ymb001",0,"",0,"",0
"char_LOADERLIOMON",,,"chr479","1479",,0,0,"ymb011",0,"",0,"",0
"char_JEWELBEEMON",,,"chr484","1484",,0,0,"ymb002",0,"",0,"",0
"char_AGUMON_KIZUNA",,,"chr489","1489",,0,0,"mmb003",0,"",0,"",0
"char_GABUMON_KIZUNA",,,"chr490","1490",,0,0,"mmb001",0,"",0,"",0
"char_GREATGRYZMON",,,"chr491","1491",,0,0,"ymb005",0,"",0,"",0
"char_CHARISMON",,,"chr492","1492",,0,0,"mma003",0,"mpc492",0,"",0
"char_CHARISMON_ADD",,,"chr492","1492",,0,0,"mma003",0,"",0,"",0
"char_CHARISMON_LAST",,,"chr846","1492",,0,0,"mma003",0,"mpc846",0,"",0
"char_UNDEADPLUTOMON",,,"chr493","1493",,0,0,"mmb004",0,"mpc916",1,"",0
"char_PYOCOMON",,,"chr510","1510",,1,0,"cfc001",0,"",0,"",0
"char_TANEMON",,,"chr512","1512",,1,0,"cfa001",0,"",0,"",0
"char_PUKAMON",,,"chr514","1514",,0,0,"cma001",0,"",0,"",0
"char_NYAROMON",,,"chr515","1515",,1,0,"cfa001",0,"",0,"",0
"char_YUNIMON",,,"chr548","1548",,0,0,"ymb002",0,"",0,"",0
"char_ELECMON_AEGIOMON",,,"chr563","1563",,0,0,"",0,"mpc564",0,"",0
"char_ELECMON",,,"chr564","1564",,0,0,"cmd002",0,"mpc564",0,"",0
"char_PAGUMON",,,"chr567","1567",,0,0,"cmd001",0,"",0,"",0
"char_GAZIMON",,,"chr569","1569",,0,0,"cmd003",0,"",0,"",0
"char_HYOKOMON",,,"chr573","1573",,0,0,"cma002",0,"",0,"",0
"char_BURAIMON",,,"chr574","1574",,0,0,"ymb011",0,"",0,"",0
"char_BUTEN",,,"chr575","1575",,0,0,"ymb011",0,"",0,"",0
"char_NANOMON",,,"chr576","1576",,0,0,"ymb010",0,"",0,"",0
"char_SHAMAMON",,,"chr577","1577",,0,0,"yma005",0,"",0,"",0
"char_SNOWGOBURIMON",,,"chr578","1578",,0,0,"yma005",0,"",0,"",0
"char_FUGAMON",,,"chr579","1579",,0,0,"yma012",0,"mpc579",0,"",0
"char_FUGAMON_BOSS",,,"chr579","1579",,0,0,"yma012",0,"mpc579",0,"",0
"char_HYOUGAMON",,,"chr580","1580",,0,0,"yma009",0,"mpc580",0,"",0
"char_HYOUGAMON_BOSS",,,"chr580","1580",,0,0,"yma009",0,"mpc580",0,"",0
"char_OTAMAMON",,,"chr582","1582",,0,0,"cmd004",0,"",0,"",0
"char_FANTOMON",,,"chr584","1584",,0,0,"ymd001",0,"",0,"",0
"char_FLYMON",,,"chr586","1586",,0,0,"ymb005",0,"",0,"",0
"char_MAMMON",,,"chr588","1588",,0,0,"yma008",0,"",0,"",0
"char_MAMMON_BIG",,,"chr826","1588",,0,0,"yma008",0,"",0,"",0
"char_RAREMON",,,"chr590","1590",,0,0,"oma001",0,"",0,"",0
"char_RAREMON_BIG",,,"chr939","1590",,0,0,"oma001",0,"",0,"bmv008",0
"char_DOKUGUMON",,,"chr592","1592",,0,0,"ymd001",0,"",0,"",0
"char_GIZAMON",,,"chr594","1594",,0,0,"cmd004",0,"",0,"",0
"char_GOTTSUMON",,,"chr595","1595",,0,0,"cma004",0,"",0,"",0
"char_PUMPMON",,,"chr596","1596",,0,0,"cma002",0,"mpc596",0,"",0
"char_SNIMON",,,"chr597","1597",,0,0,"yma009",0,"",0,"",0
"char_TUSKMON",,,"chr598","1598",,0,0,"yma008",0,"",0,"",0
"char_VENOMMYOTISMON",,,"chr600","1600",,0,0,"mmd001",0,"",0,"",0
"char_VENOMMYOTISMON_BIG",,,"chr830","1600",,0,0,"mmd001",0,"",0,"",0
"char_WITCHMON",,,"chr601","1601",,1,0,"yfb002",0,"mpc742",0,"",0
"char_WITCHMON_ADD",,,"chr601","1601",,1,0,"yfb002",0,"mpc742",0,"",0
"char_MISTYMON",,,"chr602","1602",,0,0,"ymb002",0,"",0,"",0
"char_MEDIEVALDUKEMON",,,"chr603","1603",,0,0,"ymb007",0,"",0,"",0
"char_GRACENOVAMON",,,"chr604","1604",,0,0,"ymb001",0,"mpc604",0,"",0
"char_GRACENOVAMON_SUB",,,"chr877","1604",,0,0,"ymb001",0,"mpc604",0,"",0
"char_GRACENOVAMON_BIG",,,"chr941","1604",,0,0,"ymb001",0,"mpc604",0,"",0
"char_ANOMALOCARIMON",,,"chr605","1605",,0,0,"ymb006",0,"",0,"",0
"char_ANOMALOCARIMON_BIG",,,"chr947","1605",,0,0,"ymb006",0,"",0,"",0
"char_HANGYOMON",,,"chr606","1606",,0,0,"ymd002",0,"",0,"",0
"char_HANGYOMON_SCAR",,,"chr944","1606",,0,0,"ymd002",0,"mpc606",0,"",0
"char_HANGYOMON_SCARF",,,"chr945","1935",,0,0,"ymd002",0,"mpc606",0,"",0
"char_MUSHMON",,,"chr607","1607",,0,0,"cma004",0,"",0,"",0
"char_KOKUWAMON",,,"chr609","1609",,0,0,"cmb002",0,"mpc609",0,"",0
"char_KIWIMON",,,"chr610","1610",,1,0,"yfc001",0,"",0,"",0
"char_FLORAMON",,,"chr611","1611",,1,0,"cfa001",0,"mpc611",0,"",0
"char_CLAVISANGEMON",,,"chr613","1613",,0,0,"ymb002",0,"mpc613",0,"",0
"char_CLAVISANGEMON_BIG",,,"chr825","1613",,0,0,"ymb002",0,"mpc613",0,"",0
"char_SLASHANGEMON",,,"chr614","1614",,0,0,"yma007",0,"",0,"",0
"char_MECHANORIMON",,,"chr615","1615",,0,0,"ymb003",0,"",0,"",0
"char_MAGNAKIDMON",,,"chr616","1616",,0,0,"ymb011",0,"",0,"",0
"char_AVENGEKIDMON",,,"chr617","1617",,0,0,"ymd004",0,"mpc617",0,"",0
"char_TANKMON",,,"chr620","1621",,0,0,"yma008",0,"",0,"",0
"char_PENMON",,,"chr622","1622",,0,0,"cmc002",0,"",0,"",0
"char_MUCHOMON",,,"chr623","1623",,0,0,"cmc002",0,"",0,"",0
"char_KERAMON",,,"chr626","1626",,0,0,"ymd008",0,"",0,"",0
"char_INFERMON",,,"chr627","1627",,0,0,"ymb003",0,"",0,"",0
"char_INFERMON_BIG",,,"chr838","1627",,0,0,"ymb003",0,"",0,"",0
"char_KURAMON",,,"chr629","1629",,0,0,"cmd001",0,"",0,"",0
"char_KURISARIMON",,,"chr630","1630",,0,0,"ymd001",0,"",0,"",0
"char_TSUMEMON",,,"chr631","1631",,0,0,"cmb002",0,"",0,"",0
"char_DIABOROMON",,,"chr632","1632",,0,0,"mmb002",0,"",0,"",0
"char_ALDAMON",,,"chr669","1669",,0,0,"yma003",0,"",0,"",0
"char_BEOWOLFMON",,,"chr670","1670",,0,0,"ymb004",0,"",0,"",0
"char_MAGNAGARURUMON_SEPARATION",,,"chr675","1675",,0,0,"ymb004",0,"",0,"",0
"char_AGNIMON",,,"chr676","1676",,0,0,"yma003",0,"",0,"",0
"char_KAISERGREYMON",,,"chr677","1677",,0,0,"yma003",0,"",0,"",0
"char_MAGNAGARURUMON",,,"chr678","1678",,0,0,"ymb004",0,"",0,"",0
"char_VRITRAMON",,,"chr679","1679",,0,0,"yma003",0,"",0,"",0
"char_WOLFMON",,,"chr680","1680",,0,0,"ymb004",0,"",0,"",0
"char_GARUMMON",,,"chr681","1681",,0,0,"ymb004",0,"",0,"",0
"char_SHOUTMON",,,"chr682","1682",,0,0,"yma004",0,"",0,"",0
"char_OMEGASHOUTMON",,,"chr683","1683",,0,0,"yma004",0,"",0,"",0
"char_HACKMON",,,"chr687","1687",,0,0,"cma004",0,"",0,"",0
"char_GANKOOMON",,,"chr688","1688",,0,0,"mma002",0,"",0,"",0
"char_ZUBAMON",,,"chr697","1697",,0,0,"cmb001",0,"",0,"",0
"char_ZUBAEAGERMON",,,"chr698","1698",,0,0,"yma007",0,"",0,"",0
"char_DURAMON",,,"chr699","1699",,0,0,"ymb006",0,"",0,"",0
"char_DURANDAMON",,,"chr700","1700",,0,0,"yma007",0,"",0,"",0
"char_TERRIERMON",,,"chr701","1701",,0,0,"cmc003",0,"",0,"",0
"char_PECKMON",,,"chr702","1702",,0,0,"ymb009",0,"",0,"",0
"char_LOADKNIGHTMON",,,"chr703","1703",,0,0,"ymc001",0,"",0,"",0
"char_LOADKNIGHTMON_BIG",,,"chr818","1703",,0,0,"ymc001",0,"",0,"",0
"char_GROUNDLOCOMON",,,"chr704","1704",,0,0,"mma002",0,"",0,"",0
"char_FALCOMON",,,"chr705","1705",,0,0,"cmb001",0,"",0,"",0
"char_HAWKMON",,,"chr706","1706",,0,0,"cma002",0,"mpc706",0,"",0
"char_ARMADILLOMON",,,"chr707","1707",,0,0,"cmd002",0,"",0,"",0
"char_TOYAGUMON",,,"chr708","1708",,0,0,"cmc003",0,"",0,"",0
"char_TOYAGUMON_BIG",,,"chr874","1708",,0,0,"cmc003",0,"",0,"",0
"char_SHAKOMON",,,"chr709","1709",,1,0,"cmd004",0,"",0,"",0
"char_GARGOMON",,,"chr710","1710",,0,0,"ymc008",0,"",0,"",0
"char_ANKYLOMON",,,"chr711","1711",,0,0,"ymb011",0,"",0,"",0
"char_FLAMEDRAMON",,,"chr716","1716",,0,0,"yma011",0,"",0,"",0
"char_KNIGHTMON",,,"chr718","1718",,0,0,"ymb002",0,"",0,"",0
"char_CYBERDRAMON",,,"chr719","1719",,0,0,"yma008",0,"",0,"",0
"char_SILPHYMON",,,"chr720","1720",,0,0,"ymc008",0,"",0,"",0
"char_YATAGARAMON",,,"chr721","1721",,0,0,"ymb002",0,"",0,"",0
"char_RAPIDMON",,,"chr722","1722",,0,0,"ymc008",0,"",0,"",0
"char_SHAKKOUMON",,,"chr723","1723",,0,0,"ymb003",0,"",0,"",0
"char_BRAKIMON",,,"chr724","1724",,0,0,"yma008",0,"",0,"",0
"char_ULTIMATEBRAKIMON",,,"chr725","1725",,0,0,"mma003",0,"",0,"",0
"char_ULTIMATEBRAKIMON_BIG",,,"chr919","1725",,0,0,"mma003",0,"",0,"bmv003",0
"char_WISEMON",,,"chr726","1726",,0,0,"ymb001",0,"",0,"",0
"char_CANNONBEEMON",,,"chr727","1727",,0,0,"ymb009",0,"",0,"bmv005",0
"char_SOLARMON",,,"chr728","1728",,0,0,"cmb002",0,"",0,"",0
"char_GEREMON",,,"chr729","1729",,0,0,"ymd008",0,"",0,"",0
"char_ICEDEVIMON",,,"chr730","1730",,0,0,"ymb005",0,"",0,"",0
"char_ANTYLAMON",,,"chr731","1731",,0,0,"ymb009",0,"",0,"",0
"char_IMPERIALDRAMON_DM",,,"chr732","1732",,0,0,"mma001",0,"",0,"",0
"char_DIANAMON",,,"chr733","1733",,1,0,"yfb002",0,"mpc733",0,"",0
"char_DIANAMON_BIG",,,"chr824","1733",,1,0,"yfb002",0,"mpc733",0,"",0
"char_DIANAMON_ADD",,,"chr824","1733",,1,0,"yfb002",0,"mpc733",0,"",0
"char_CRANIAMON",,,"chr734","1734",,0,0,"mma001",0,"",0,"",0
"char_CRANIAMON_BIG",,,"chr819","1734",,0,0,"mma001",0,"",0,"",0
"char_KERPYMON_GOOD",,,"chr735","1735",,0,0,"ymc001",0,"",0,"",0
"char_JUSTIMON",,,"chr737","1737",,0,0,"yma007",0,"",0,"",0
"char_DYNASMON",,,"chr738","1738",,0,0,"ymb001",0,"",0,"",0
"char_DYNASMON_BIG",,,"chr820","1738",,0,0,"ymb001",0,"",0,"",0
"char_DUFTMON",,,"chr739","1739",,0,0,"ymb002",0,"",0,"",0
"char_DUFTMON_BIG",,,"chr821","1739",,0,0,"ymb002",0,"",0,"",0
"char_RAVEMON",,,"chr740","1740",,0,0,"ymb001",0,"",0,"",0
"char_SAINTGALGOMON",,,"chr741","1741",,0,0,"ymc008",0,"",0,"",0
"char_SAINTGALGOMON_BIG",,,"chr872","1741",,0,0,"ymc008",0,"",0,"",0
"char_LOTOSMON",,,"chr742","1742",,1,0,"yfc002",0,"mpc968",0,"",0
"char_DUFTMON_LM",,,"chr743","1743",,0,0,"ymb002",0,"",0,"",0
"char_GAIOMON",,,"chr744","1744",,0,0,"yma007",0,"",0,"",0
"char_TIGERVESPAMON",,,"chr745","1745",,0,0,"ymb009",0,"",0,"",0
"char_MINERVAMON",,,"chr747","1747",,1,0,"yfa001",0,"mpc747",0,"",0
"char_MASTEMON",,,"chr748","1748",,1,0,"yfb002",0,"",0,"",0
"char_JESMON",,,"chr749","1749",,0,0,"yma007",0,"",0,"",0
"char_JESMON_BIG",,,"chr822","1749",,0,0,"yma007",0,"",0,"",0
"char_LOPMON",,,"chr750","1750",,0,0,"cmc003",0,"",0,"",0
"char_RAPIDMON_ARMOR",,,"chr751","1751",,0,0,"ymc008",0,"",0,"",0
"char_RAPIDMON_ARMOR_BIG",,,"chr831","1751",,0,0,"ymc008",0,"",0,"",0
"char_PLATINUM_SCUMON",,,"chr752","1752",,0,0,"ymd002",0,"",0,"",0
"char_BLACKKINGNUMEMON",,,"chr753","1753",,0,0,"ymc003",0,"",0,"",0
"char_KUZUHAMON",,,"chr754","1754",,1,0,"yfd001",0,"",0,"",0
"char_SOCERIMON",,,"chr755","1755",,0,0,"ymb001",0,"",0,"",0
"char_INSEKIMON",,,"chr756","1756",,0,0,"cma004",0,"",0,"",0
"char_OMEGAMON_ZWART",,,"chr757","1757",,0,0,"mmb003",0,"",0,"",0
"char_ICEMON",,,"chr758","1758",,0,0,"cma004",0,"",0,"",0
"char_TUCHIDARUMON",,,"chr759","1759",,0,0,"ymc007",0,"",0,"",0
"char_GUARDROMON_GL",,,"chr760","1760",,0,0,"ymb003",0,"",0,"",0
"char_ALPHAMON_OURYUKEN",,,"chr766","1766",,0,0,"mmb001",0,"",0,"",0
"char_BACCHUSMON_DRUNK",,,"chr767","1767",,0,0,"yma009",0,"mpc767",0,"",0
"char_TANKDRAMON",,,"chr770","1770",,0,0,"yma012",0,"",0,"",0
"char_DARKDRAMON",,,"chr771","1771",,0,0,"yma002",0,"",0,"",0
"char_CHAOSMON",,,"chr772","1772",,0,0,"ymd004",0,"",0,"",0
"char_VALKYRIMON",,,"chr773","1773",,0,0,"ymc008",0,"",0,"",0
"char_KERPYMON_BAD",,,"chr774","1774",,0,0,"ymd004",0,"mpc774",0,"",0
"char_BEELZEMON_BM",,,"chr775","1775",,0,0,"ymb006",0,"",0,"",0
"char_BEELZEMON_BM_BIG",,,"chr845","1775",,0,0,"ymb006",0,"",0,"",0
"char_SHINEGREYMON_BM",,,"chr776","1776",,0,0,"yma003",0,"",0,"",0
"char_MIRAGEGAOGAMON_BM",,,"chr777","1777",,0,0,"yma011",0,"",0,"",0
"char_RAVEMON_BM",,,"chr778","1778",,0,0,"ymb001",0,"",0,"",0
"char_ROSEMON_BM",,,"chr779","1779",,1,0,"yfc001",0,"",0,"",0
"char_UKKOMON",,,"chr789","1789",,0,0,"",0,"",0,"",0
"char_VULCANUS_LIGHTARM",,,"chr800","1800",,0,0,"",0,"mpc178",0,"",0
"char_VULCANUS_LEFTARM",,,"chr801","1801",,0,0,"",0,"mpc178",0,"",0
"char_CHRONOMONROBO_COMPLETE",,,"chr802","1802",,0,0,"",0,"",0,"",0
"char_CHRONOMON_BOSS_EVENT",,,"chr804","1804",,0,0,"",0,"mpc804",0,"",0
"char_CHRONOMON_BOSS",,,"chr804","1804",,0,0,"",0,"mpc804",0,"",0
"char_CHRONOMON_BOSS_CORE",,,"chr804","1804",,0,0,"",0,"mpc804",0,"",0
"char_BLACKSHADOW",,,"chr805","1805",,0,0,"",0,"",0,"",0
"char_POWER_LOADER",,,"chr806","1807",,0,0,"",0,"mpc806",0,"",0
"char_PUBLICSAFETY_BATTLE",,,"chr807a","1811",,0,0,"",0,"mpc806",0,"",0
"char_SPECIAL_FORCES",,,"chr811","1811",,0,0,"",0,"mpc811",0,"",0
"char_SHARKMON_BOSS",,,"chr940","1907",,0,0,"yma009",0,"mpc906",4,"",0
"char_SHARKMON_BOSS_ADD",,,"chr940","1907",,0,0,"",0,"",0,"",0
"char_SHARKMON",,,"chr907","1907",,0,0,"yma009",0,"mpc906",0,"",0
"char_SKULLSEADRAMON",,,"chr908","1908",,0,0,"mma004",0,"mpc909",0,"",0
"char_SKULLSEADRAMON_BOSS",,,"chr909","1908",,0,0,"mma004",0,"mpc909",0,"",0
"char_SKULLSEADRAMON_ADD",,,"chr909","1908",,0,0,"mma004",0,"mpc909",0,"",0
"char_GREYMON_BIG_BL",,,"chr913","1913",,0,0,"ymb006",0,"",0,"bmv009",0
"char_GREYMON_BIG_BL_ADD",,,"chr913","1913",,0,0,"",0,"",0,"",0
"char_SKULLBALUCHIMON_TITAMON",,,"chr915","1915",,0,0,"mma001",0,"mpc915",1,"",0
"char_UNDEADPLUTOMON_BOSS",,,"chr916","1916",,0,0,"mmb003",0,"mpc916",1,"",0
"char_UNDEADPLUTOMON_BOSS_ADD1",,,"chr916","1916",,0,0,"",0,"",0,"",0
"char_UNDEADPLUTOMON_BOSS_ADD2",,,"chr916","1916",,0,0,"",0,"",0,"",0
"char_UNDEADPLUTOMON_BOSS_ADD3",,,"chr916","1916",,0,0,"",0,"",0,"",0
"char_UNDEADPLUTOMON_BOSS_ADD4",,,"chr916","1916",,0,0,"",0,"",0,"",0
"char_LOCOMON_EVENT",,,"chr918","1918",,0,0,"",0,"",0,"",0
"char_ENBARRMON",,,"chr920","1920",,0,0,"yma012",0,"",0,"",0
"char_ENBARRMON_BIG",,,"chr875","1920",,0,0,"yma012",0,"",0,"",0
"char_ENBARRMON_CRANIAMON",,,"chr494","1921",,0,0,"mma001",0,"",0,"",0
"char_ENBARRMON_CRANIAMON_E",,,"chr921","1921",,0,0,"mma001",0,"",0,"",0
"char_BLIMPMON_RAMP",,,"chr922","1463",,0,0,"",0,"",0,"",0
"char_MASTERBLIMPMON_RAMP",,,"chr923","1465",,0,0,"",0,"",0,"",0
"char_BEARMON_OB",,,"chr924","1924",,0,0,"",0,"mpc925",0,"",0
"char_BEARMON_YB",,,"chr925","1925",,0,0,"",0,"mpc924",0,"",0
"char_PARROTMON_BIG",,,"chr926","1926",,0,0,"yma012",0,"",0,"bmv013",0
"char_PARROTMON_BIG_ADD",,,"chr926","1926",,0,0,"",0,"",0,"",0
"char_CALAMARAMON_ADD",,,"chr930","1163",,1,0,"",0,"",0,"",0
"char_METALGREYMON_BIG_BL",,,"chr936","1936",,0,0,"yma007",0,"",0,"bmv015",0
"char_SKULLBALUCHIMON_TITAMON_BIG",,,"chr949","1915",,0,0,"mma001",0,"mpc915",1,"",0
"char_PLAYER_M",,,"pc001","2000",,2,1,"",0,"pcm001",0,"",0
"char_PLAYER_F",,,"pc002","2001",,2,1,"",0,"pcf001",0,"",0
"char_OPERATOR_M",,,"","2000",,0,1,"",0,"",6,"",0
"char_OPERATOR_F",,,"","2001",,1,1,"",0,"",6,"",0
"char_OPERATOR",,,"","",,2,1,"",0,"",0,"",0
"char_INORI",,,"npc001a","3001",,1,1,"",0,"npc001",0,"",0
"char_MYSTERIOUS_GIRL",,,"npc001a","9999",,1,1,"",0,"npc001",0,"",0
"char_PROTECTED_GIRL",,,"npc001a","3001",,1,1,"",0,"npc001",0,"",0
"char_MAYBE_INORI_VOICE",,,"npc001a","3001",,1,1,"",0,"npc001",0,"",0
"char_INORI_AEGIOMON",,,"npc001a","3001",,1,1,"",0,"npc001",0,"",0
"char_TAKEMIYA",,,"npc002a","9999",,0,0,"",0,"npc002",0,"",0
"char_GLASSES_WEARING_MAN",,,"npc002a","9999",,0,0,"",0,"npc002",0,"",0
"char_TAKEMIYA_8YEARSLATER",,,"npc052a","9999",,0,0,"",0,"npc002",0,"",0
"char_MAN_ON_THE_PHONE",,,"","9999",,0,0,"",0,"",0,"",0
"char_KYOSUKE",,,"","9999",,0,0,"",0,"",0,"",0
"char_HIROKO",,,"npc003a","3003",,1,0,"",0,"npc003",0,"",0
"char_HIROKO_FIRST",,,"npc003a","3003",,1,0,"",0,"npc003",0,"",0
"char_VOICE_SOMEWHERE",,,"","9999",,0,0,"",0,"",0,"",0
"char_HIROKO_8YEARSLATER",,,"npc053a","3103",,1,0,"",0,"",0,"",0
"char_SIMMONS",,,"npc004a","3004",,1,0,"",0,"npc004",0,"",0
"char_WOMEN_HOLDING_A_LOLLIPOP",,,"","9999",,1,0,"",0,"",0,"",0
"char_KUREMI",,,"npc005a","9999",,0,0,"",0,"npc002",0,"",0
"char_CAPTAIN",,,"npc005a","9999",,0,0,"",0,"",0,"",0
"char_CAPTAIN_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_CAPTAIN_RADIO",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAYBE_LEADER",,,"","9999",,0,0,"",0,"",0,"",0
"char_SUMERAGI",,,"npc006a","9999",,0,0,"",0,"",0,"",0
"char_SUMERAGI_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAN_IN_SUIT",,,"","9999",,0,0,"",0,"",0,"",0
"char_SUMERAGI_8YEARSLATER",,,"npc056a","9999",,0,0,"",0,"",0,"",0
"char_TOUDO",,,"npc007a","3007",,1,0,"",0,"npc007",0,"",0
"char_TOUDO_B",,,"npc057a","9999",,1,0,"",0,"npc057",0,"",0
"char_DIGNIFIED_VOICE",,,"","9999",,1,0,"",0,"",0,"",0
"char_WOMAN_IN_SUIT",,,"","9999",,1,0,"",0,"",0,"",0
"char_THE_VOICE_ONCE_HEARD",,,"","9999",,1,0,"",0,"",0,"",0
"char_TOUDO_VOICE",,,"","9999",,1,0,"",0,"",0,"",0
"char_TOUDO_8YEARSLATER",,,"npc057a","3107",,1,0,"",0,"",0,"",0
"char_HOMEROS",,,"npc009a","3009",,1,0,"",0,"",0,"",0
"char_HOMEROS_SLEEPY_GIRL",,,"","9999",,1,0,"",0,"",0,"",0
"char_HOMEROS_SLEEPING_GIRL",,,"","9999",,1,0,"",0,"",0,"",0
"char_HOMEROS_YGGDRASILL_TOUHO",,,"","9999",,0,0,"",0,"",0,"",0
"char_YGGDRASILL",,,"npc010a","3010",,1,0,"",0,"",0,"",0
"char_YGGDRASILL_SELFISH_GIRL",,,"","9999",,1,0,"",0,"",0,"",0
"char_TOUHO",,,"npc011a","3011",,0,0,"",0,"",0,"",0
"char_TOUHO_CALM_BOY",,,"","9999",,0,0,"",0,"",0,"",0
"char_MIREI",,,"npc012a","3013",,1,0,"",0,"",0,"",0
"char_MIREI_CHILD",,,"npc013a","3013",,1,0,"",0,"",0,"",0
"char_GIRL_VOICE",,,"","9999",,1,0,"",0,"",0,"",0
"char_SAWABE",,,"","9999",,0,0,"",0,"",0,"",0
"char_SAWABE_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_SAWABE_MEMBER",,,"","9999",,0,0,"",0,"",0,"",0
"char_PUBLICSAFETY_MOB_A",,,"npc014a","9999",,0,0,"",0,"",0,"",0
"char_PUBLICSAFETY_MOB_B",,,"npc015a","9999",,0,0,"",0,"",0,"",0
"char_PUBLICSAFETY_MOB_C",,,"npc016a","9999",,0,0,"",0,"",0,"",0
"char_KUGA",,,"npc017a","3017",,0,0,"",0,"mpc806",0,"",0
"char_DR_KUGA",,,"npc017a","3017",,0,0,"",0,"mpc806",0,"",0
