int 0,empty 1,int 2,int 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,int 15,int 16,int 17,empty 18,int 19,int 20,int 21,int 22,empty 23,int 24,empty 25,int 26,int 27,empty 28,int 29
370,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
371,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
372,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
373,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
374,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
375,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
376,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
377,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
378,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
379,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
380,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
382,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,909,"",0,"",0,0,"",0
383,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
385,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
387,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
388,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
389,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
390,"",1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
391,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
392,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
393,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
394,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
395,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
396,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
397,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
398,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
399,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
400,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
401,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
402,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
403,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
404,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
405,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
406,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
407,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
408,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",365,"",2,91,"",7
409,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
410,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
411,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
412,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
413,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
414,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
416,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
417,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
419,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
420,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,916,"",0,"",0,0,"",0
421,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
422,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
423,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
424,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
425,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
426,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
427,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
428,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
429,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
431,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
434,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
435,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
437,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
438,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
439,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
440,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
450,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
451,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
452,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
453,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
454,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
455,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
456,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
457,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
458,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
461,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
463,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
465,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
466,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
474,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
479,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
484,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
489,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
490,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
491,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
492,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
510,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
512,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
514,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
515,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
548,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
564,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
567,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
569,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
573,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
574,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
575,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
576,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
577,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
578,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
579,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
580,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
582,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
584,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
586,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
588,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
590,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
592,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
594,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
595,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
596,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
597,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
598,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
600,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
601,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
602,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
603,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
604,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",173,"",3,733,"",15
605,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
606,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
607,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
609,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
610,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
611,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
613,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
614,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
615,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
616,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
617,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
621,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
622,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
623,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
626,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
627,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
629,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
630,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
631,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
632,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
669,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,913,"",0,"",0,0,"",0
670,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,915,"",0,"",0,0,"",0
675,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
676,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,912,"",0,"",0,0,"",0
677,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
678,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
679,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,913,"",0,"",0,0,"",0
680,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,914,"",0,"",0,0,"",0
681,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,915,"",0,"",0,0,"",0
682,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
683,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
687,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
688,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
697,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
698,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
699,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
700,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
701,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
702,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
703,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
704,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
705,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
706,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
707,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
708,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
709,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
710,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
711,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
716,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,901,"",0,"",0,0,"",0
718,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
719,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
720,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",15,"",10,92,"",7
721,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
722,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
723,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",711,"",8,87,"",15
724,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
725,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
726,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
727,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
728,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
729,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
730,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
731,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
732,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
733,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
734,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
735,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
737,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
738,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
739,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
740,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
741,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
742,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
743,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
744,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
745,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
747,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
748,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",148,"",7,107,"",15
749,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
750,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
751,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,910,"",0,"",0,0,"",0
752,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
753,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
754,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
755,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
756,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
757,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",175,"",4,182,"",11
758,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
759,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
760,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
766,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",416,"",11,193,"",2
767,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
770,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
771,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
772,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",771,"",2,49,"",3
773,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
774,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
775,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
776,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
777,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
778,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
779,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
907,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
908,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
912,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
915,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",440,"",4,239,"",10
920,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
494,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",734,"",6,920,"",16
