int 0,int 1,empty 2,int 3,empty 4,int 5,int 6,int 7,int 8,int 9,int 10
516,98,"",913,"",0,-1,-1,-1,-1,-1
517,100,"",995,"",0,-1,-1,-1,-1,-1
518,100,"",12,"",0,-1,-1,-1,-1,-1
519,100,"",600,"",0,-1,-1,-1,-1,-1
520,100,"",563,"",0,-1,-1,-1,-1,-1
521,100,"",917,"",0,-1,-1,-1,-1,-1
522,100,"",33,"",0,-1,-1,-1,-1,-1
523,101,"",751,"",0,-1,-1,-1,-1,-1
524,101,"",977,"",0,-1,-1,-1,-1,-1
525,101,"",37,"",0,-1,-1,-1,-1,-1
526,101,"",225,"",0,-1,-1,-1,-1,-1
527,101,"",308,"",0,-1,-1,-1,-1,-1
528,101,"",56,"",0,-1,-1,-1,-1,-1
529,102,"",567,"",0,-1,-1,-1,-1,-1
530,102,"",927,"",0,-1,-1,-1,-1,-1
531,102,"",189,"",0,-1,-1,-1,-1,-1
532,102,"",930,"",0,-1,-1,-1,-1,-1
533,102,"",512,"",0,-1,-1,-1,-1,-1
534,102,"",163,"",0,-1,-1,-1,-1,-1
535,103,"",815,"",0,-1,-1,-1,-1,-1
536,103,"",990,"",0,-1,-1,-1,-1,-1
537,103,"",82,"",0,-1,-1,-1,-1,-1
538,103,"",342,"",0,-1,-1,-1,-1,-1
539,103,"",45,"",0,-1,-1,-1,-1,-1
540,103,"",698,"",0,-1,-1,-1,-1,-1
541,104,"",403,"",0,-1,-1,-1,-1,-1
542,104,"",898,"",0,-1,-1,-1,-1,-1
543,104,"",102,"",0,-1,-1,-1,-1,-1
544,104,"",390,"",0,-1,-1,-1,-1,-1
545,104,"",609,"",0,-1,-1,-1,-1,-1
546,104,"",222,"",0,-1,-1,-1,-1,-1
547,105,"",380,"",0,-1,-1,-1,-1,-1
548,105,"",935,"",0,-1,-1,-1,-1,-1
549,105,"",991,"",0,-1,-1,-1,-1,-1
550,105,"",12,"",0,-1,-1,-1,-1,-1
551,105,"",347,"",0,-1,-1,-1,-1,-1
552,105,"",970,"",0,-1,-1,-1,-1,-1
553,106,"",810,"",0,-1,-1,-1,-1,-1
554,106,"",320,"",0,-1,-1,-1,-1,-1
555,106,"",56,"",0,-1,-1,-1,-1,-1
556,106,"",419,"",0,-1,-1,-1,-1,-1
557,106,"",189,"",0,-1,-1,-1,-1,-1
558,106,"",19,"",0,-1,-1,-1,-1,-1
559,107,"",814,"",0,-1,-1,-1,-1,-1
560,107,"",938,"",0,-1,-1,-1,-1,-1
561,107,"",564,"",0,-1,-1,-1,-1,-1
562,107,"",199,"",0,-1,-1,-1,-1,-1
563,107,"",592,"",0,-1,-1,-1,-1,-1
564,107,"",998,"",0,-1,-1,-1,-1,-1
565,111,"",990,"",0,-1,-1,-1,-1,-1
566,111,"",322,"",0,-1,-1,-1,-1,-1
567,111,"",69,"",0,-1,-1,-1,-1,-1
568,111,"",934,"",0,-1,-1,-1,-1,-1
569,111,"",139,"",0,-1,-1,-1,-1,-1
570,111,"",309,"",0,-1,-1,-1,-1,-1
571,112,"",226,"",0,-1,-1,-1,-1,-1
572,112,"",670,"",0,-1,-1,-1,-1,-1
573,112,"",188,"",0,-1,-1,-1,-1,-1
574,112,"",219,"",0,-1,-1,-1,-1,-1
575,112,"",53,"",0,-1,-1,-1,-1,-1
576,112,"",349,"",0,-1,-1,-1,-1,-1
577,113,"",105,"",0,-1,-1,-1,-1,-1
578,113,"",743,"",0,-1,-1,-1,-1,-1
579,113,"",395,"",0,-1,-1,-1,-1,-1
580,113,"",410,"",0,-1,-1,-1,-1,-1
581,113,"",772,"",0,-1,-1,-1,-1,-1
582,113,"",615,"",0,-1,-1,-1,-1,-1
583,114,"",71,"",0,-1,-1,-1,-1,-1
584,114,"",974,"",0,-1,-1,-1,-1,-1
585,114,"",197,"",0,-1,-1,-1,-1,-1
586,114,"",59,"",0,-1,-1,-1,-1,-1
587,114,"",629,"",0,-1,-1,-1,-1,-1
588,114,"",95,"",0,-1,-1,-1,-1,-1
589,115,"",12,"",0,-1,-1,-1,-1,-1
590,115,"",607,"",0,-1,-1,-1,-1,-1
591,115,"",428,"",0,-1,-1,-1,-1,-1
592,115,"",603,"",0,-1,-1,-1,-1,-1
593,115,"",117,"",0,-1,-1,-1,-1,-1
594,115,"",877,"",0,-1,-1,-1,-1,-1
595,116,"",815,"",0,-1,-1,-1,-1,-1
596,116,"",605,"",0,-1,-1,-1,-1,-1
597,116,"",844,"",0,-1,-1,-1,-1,-1
598,116,"",704,"",0,-1,-1,-1,-1,-1
599,116,"",317,"",0,-1,-1,-1,-1,-1
600,116,"",805,"",0,-1,-1,-1,-1,-1
601,117,"",405,"",0,-1,-1,-1,-1,-1
602,117,"",968,"",0,-1,-1,-1,-1,-1
603,117,"",97,"",0,-1,-1,-1,-1,-1
604,117,"",918,"",0,-1,-1,-1,-1,-1
605,117,"",913,"",0,-1,-1,-1,-1,-1
606,117,"",731,"",0,-1,-1,-1,-1,-1
607,118,"",413,"",0,-1,-1,-1,-1,-1
608,118,"",776,"",0,-1,-1,-1,-1,-1
609,118,"",193,"",0,-1,-1,-1,-1,-1
610,118,"",723,"",0,-1,-1,-1,-1,-1
611,118,"",836,"",0,-1,-1,-1,-1,-1
612,118,"",771,"",0,-1,-1,-1,-1,-1
613,126,"",2,"",0,-1,-1,-1,-1,-1
614,126,"",611,"",0,-1,-1,-1,-1,-1
615,126,"",232,"",0,-1,-1,-1,-1,-1
616,126,"",578,"",0,-1,-1,-1,-1,-1
617,126,"",772,"",0,-1,-1,-1,-1,-1
618,126,"",626,"",0,-1,-1,-1,-1,-1
619,127,"",884,"",0,-1,-1,-1,-1,-1
620,127,"",53,"",0,-1,-1,-1,-1,-1
621,127,"",2,"",0,-1,-1,-1,-1,-1
622,127,"",228,"",0,-1,-1,-1,-1,-1
623,127,"",871,"",0,-1,-1,-1,-1,-1
624,127,"",631,"",0,-1,-1,-1,-1,-1
625,128,"",466,"",0,-1,-1,-1,-1,-1
626,128,"",382,"",0,-1,-1,-1,-1,-1
627,128,"",40,"",0,-1,-1,-1,-1,-1
628,128,"",129,"",0,-1,-1,-1,-1,-1
629,128,"",479,"",0,-1,-1,-1,-1,-1
630,128,"",893,"",0,-1,-1,-1,-1,-1
631,129,"",899,"",0,-1,-1,-1,-1,-1
632,129,"",834,"",0,-1,-1,-1,-1,-1
633,129,"",325,"",0,-1,-1,-1,-1,-1
634,129,"",744,"",0,-1,-1,-1,-1,-1
635,129,"",84,"",0,-1,-1,-1,-1,-1
636,129,"",184,"",0,-1,-1,-1,-1,-1
637,130,"",779,"",0,-1,-1,-1,-1,-1
638,130,"",311,"",0,-1,-1,-1,-1,-1
639,130,"",875,"",0,-1,-1,-1,-1,-1
640,130,"",140,"",0,-1,-1,-1,-1,-1
641,130,"",391,"",0,-1,-1,-1,-1,-1
642,130,"",960,"",0,-1,-1,-1,-1,-1
643,132,"",896,"",0,-1,-1,-1,-1,-1
644,132,"",208,"",0,-1,-1,-1,-1,-1
645,132,"",223,"",0,-1,-1,-1,-1,-1
646,132,"",882,"",0,-1,-1,-1,-1,-1
647,132,"",775,"",0,-1,-1,-1,-1,-1
648,132,"",884,"",0,-1,-1,-1,-1,-1
649,133,"",943,"",0,-1,-1,-1,-1,-1
650,133,"",727,"",0,-1,-1,-1,-1,-1
651,133,"",170,"",0,-1,-1,-1,-1,-1
652,133,"",36,"",0,-1,-1,-1,-1,-1
653,133,"",171,"",0,-1,-1,-1,-1,-1
654,133,"",19,"",0,-1,-1,-1,-1,-1
655,134,"",804,"",0,-1,-1,-1,-1,-1
656,134,"",85,"",0,-1,-1,-1,-1,-1
657,134,"",53,"",0,-1,-1,-1,-1,-1
658,134,"",219,"",0,-1,-1,-1,-1,-1
659,134,"",979,"",0,-1,-1,-1,-1,-1
660,134,"",755,"",0,-1,-1,-1,-1,-1
661,135,"",97,"",0,-1,-1,-1,-1,-1
662,135,"",325,"",0,-1,-1,-1,-1,-1
663,135,"",748,"",0,-1,-1,-1,-1,-1
664,135,"",866,"",0,-1,-1,-1,-1,-1
665,135,"",145,"",0,-1,-1,-1,-1,-1
666,135,"",891,"",0,-1,-1,-1,-1,-1
667,136,"",962,"",0,-1,-1,-1,-1,-1
668,136,"",777,"",0,-1,-1,-1,-1,-1
669,136,"",31,"",0,-1,-1,-1,-1,-1
670,136,"",573,"",0,-1,-1,-1,-1,-1
671,136,"",492,"",0,-1,-1,-1,-1,-1
672,136,"",15,"",0,-1,-1,-1,-1,-1
673,137,"",135,"",0,-1,-1,-1,-1,-1
674,137,"",118,"",0,-1,-1,-1,-1,-1
675,137,"",864,"",0,-1,-1,-1,-1,-1
676,137,"",451,"",0,-1,-1,-1,-1,-1
677,137,"",39,"",0,-1,-1,-1,-1,-1
678,137,"",600,"",0,-1,-1,-1,-1,-1
679,138,"",317,"",0,-1,-1,-1,-1,-1
680,138,"",753,"",0,-1,-1,-1,-1,-1
681,138,"",906,"",0,-1,-1,-1,-1,-1
682,138,"",924,"",0,-1,-1,-1,-1,-1
683,138,"",60,"",0,-1,-1,-1,-1,-1
684,138,"",770,"",0,-1,-1,-1,-1,-1
685,139,"",408,"",0,-1,-1,-1,-1,-1
686,139,"",185,"",0,-1,-1,-1,-1,-1
687,139,"",213,"",0,-1,-1,-1,-1,-1
688,139,"",40,"",0,-1,-1,-1,-1,-1
689,139,"",322,"",0,-1,-1,-1,-1,-1
690,139,"",881,"",0,-1,-1,-1,-1,-1
691,140,"",707,"",0,-1,-1,-1,-1,-1
692,140,"",60,"",0,-1,-1,-1,-1,-1
693,140,"",317,"",0,-1,-1,-1,-1,-1
694,140,"",240,"",0,-1,-1,-1,-1,-1
695,140,"",21,"",0,-1,-1,-1,-1,-1
696,140,"",403,"",0,-1,-1,-1,-1,-1
697,141,"",752,"",0,-1,-1,-1,-1,-1
698,141,"",629,"",0,-1,-1,-1,-1,-1
699,141,"",402,"",0,-1,-1,-1,-1,-1
700,141,"",892,"",0,-1,-1,-1,-1,-1
701,141,"",573,"",0,-1,-1,-1,-1,-1
702,141,"",229,"",0,-1,-1,-1,-1,-1
703,142,"",316,"",0,-1,-1,-1,-1,-1
704,142,"",320,"",0,-1,-1,-1,-1,-1
705,142,"",775,"",0,-1,-1,-1,-1,-1
706,142,"",771,"",0,-1,-1,-1,-1,-1
707,142,"",309,"",0,-1,-1,-1,-1,-1
708,142,"",55,"",0,-1,-1,-1,-1,-1
709,144,"",992,"",0,-1,-1,-1,-1,-1
710,144,"",907,"",0,-1,-1,-1,-1,-1
711,144,"",240,"",0,-1,-1,-1,-1,-1
712,144,"",144,"",0,-1,-1,-1,-1,-1
713,144,"",78,"",0,-1,-1,-1,-1,-1
714,144,"",28,"",0,-1,-1,-1,-1,-1
715,145,"",219,"",0,-1,-1,-1,-1,-1
716,145,"",702,"",0,-1,-1,-1,-1,-1
717,145,"",994,"",0,-1,-1,-1,-1,-1
718,145,"",915,"",0,-1,-1,-1,-1,-1
719,145,"",130,"",0,-1,-1,-1,-1,-1
720,145,"",615,"",0,-1,-1,-1,-1,-1
721,146,"",893,"",0,-1,-1,-1,-1,-1
722,146,"",801,"",0,-1,-1,-1,-1,-1
723,146,"",75,"",0,-1,-1,-1,-1,-1
724,146,"",241,"",0,-1,-1,-1,-1,-1
725,146,"",235,"",0,-1,-1,-1,-1,-1
726,146,"",55,"",0,-1,-1,-1,-1,-1
727,147,"",990,"",0,-1,-1,-1,-1,-1
728,147,"",69,"",0,-1,-1,-1,-1,-1
729,147,"",95,"",0,-1,-1,-1,-1,-1
730,147,"",440,"",0,-1,-1,-1,-1,-1
731,147,"",776,"",0,-1,-1,-1,-1,-1
732,147,"",700,"",0,-1,-1,-1,-1,-1
733,148,"",426,"",0,-1,-1,-1,-1,-1
734,148,"",869,"",0,-1,-1,-1,-1,-1
735,148,"",130,"",0,-1,-1,-1,-1,-1
736,148,"",973,"",0,-1,-1,-1,-1,-1
737,148,"",720,"",0,-1,-1,-1,-1,-1
738,148,"",960,"",0,-1,-1,-1,-1,-1
739,149,"",325,"",0,-1,-1,-1,-1,-1
740,149,"",17,"",0,-1,-1,-1,-1,-1
741,149,"",367,"",0,-1,-1,-1,-1,-1
742,149,"",208,"",0,-1,-1,-1,-1,-1
743,149,"",708,"",0,-1,-1,-1,-1,-1
744,149,"",39,"",0,-1,-1,-1,-1,-1
745,150,"",146,"",0,-1,-1,-1,-1,-1
746,150,"",995,"",0,-1,-1,-1,-1,-1
747,150,"",564,"",0,-1,-1,-1,-1,-1
748,150,"",751,"",0,-1,-1,-1,-1,-1
749,150,"",383,"",0,-1,-1,-1,-1,-1
750,150,"",47,"",0,-1,-1,-1,-1,-1
751,151,"",44,"",0,-1,-1,-1,-1,-1
752,151,"",687,"",0,-1,-1,-1,-1,-1
753,151,"",866,"",0,-1,-1,-1,-1,-1
754,151,"",79,"",0,-1,-1,-1,-1,-1
755,151,"",35,"",0,-1,-1,-1,-1,-1
756,151,"",389,"",0,-1,-1,-1,-1,-1
757,162,"",614,"",0,-1,-1,-1,-1,-1
758,162,"",181,"",0,-1,-1,-1,-1,-1
759,162,"",59,"",0,-1,-1,-1,-1,-1
760,162,"",872,"",0,-1,-1,-1,-1,-1
761,162,"",440,"",0,-1,-1,-1,-1,-1
762,162,"",683,"",0,-1,-1,-1,-1,-1
763,163,"",105,"",0,-1,-1,-1,-1,-1
764,163,"",385,"",0,-1,-1,-1,-1,-1
765,163,"",10,"",0,-1,-1,-1,-1,-1
766,163,"",868,"",0,-1,-1,-1,-1,-1
767,163,"",706,"",0,-1,-1,-1,-1,-1
768,163,"",990,"",0,-1,-1,-1,-1,-1
769,168,"",214,"",0,-1,-1,-1,-1,-1
770,168,"",170,"",0,-1,-1,-1,-1,-1
771,168,"",20,"",0,-1,-1,-1,-1,-1
772,168,"",174,"",0,-1,-1,-1,-1,-1
773,168,"",733,"",0,-1,-1,-1,-1,-1
774,168,"",600,"",0,-1,-1,-1,-1,-1
775,169,"",492,"",0,-1,-1,-1,-1,-1
776,169,"",162,"",0,-1,-1,-1,-1,-1
777,169,"",45,"",0,-1,-1,-1,-1,-1
778,169,"",102,"",0,-1,-1,-1,-1,-1
779,169,"",611,"",0,-1,-1,-1,-1,-1
780,169,"",401,"",0,-1,-1,-1,-1,-1
781,170,"",574,"",0,-1,-1,-1,-1,-1
782,170,"",613,"",0,-1,-1,-1,-1,-1
783,170,"",343,"",0,-1,-1,-1,-1,-1
784,170,"",579,"",0,-1,-1,-1,-1,-1
785,170,"",96,"",0,-1,-1,-1,-1,-1
786,170,"",145,"",0,-1,-1,-1,-1,-1
787,171,"",302,"",0,-1,-1,-1,-1,-1
788,171,"",383,"",0,-1,-1,-1,-1,-1
789,171,"",741,"",0,-1,-1,-1,-1,-1
790,171,"",569,"",0,-1,-1,-1,-1,-1
791,171,"",916,"",0,-1,-1,-1,-1,-1
792,171,"",12,"",0,-1,-1,-1,-1,-1
793,172,"",60,"",0,-1,-1,-1,-1,-1
794,172,"",142,"",0,-1,-1,-1,-1,-1
795,172,"",12,"",0,-1,-1,-1,-1,-1
796,172,"",980,"",0,-1,-1,-1,-1,-1
797,172,"",388,"",0,-1,-1,-1,-1,-1
798,172,"",192,"",0,-1,-1,-1,-1,-1
799,173,"",907,"",0,-1,-1,-1,-1,-1
800,173,"",936,"",0,-1,-1,-1,-1,-1
801,173,"",102,"",0,-1,-1,-1,-1,-1
802,173,"",60,"",0,-1,-1,-1,-1,-1
803,173,"",186,"",0,-1,-1,-1,-1,-1
804,173,"",866,"",0,-1,-1,-1,-1,-1
805,174,"",676,"",0,-1,-1,-1,-1,-1
806,174,"",3,"",0,-1,-1,-1,-1,-1
807,174,"",427,"",0,-1,-1,-1,-1,-1
808,174,"",887,"",0,-1,-1,-1,-1,-1
809,174,"",170,"",0,-1,-1,-1,-1,-1
810,174,"",367,"",0,-1,-1,-1,-1,-1
811,176,"",424,"",0,-1,-1,-1,-1,-1
812,176,"",514,"",0,-1,-1,-1,-1,-1
813,176,"",740,"",0,-1,-1,-1,-1,-1
814,176,"",622,"",0,-1,-1,-1,-1,-1
815,176,"",409,"",0,-1,-1,-1,-1,-1
816,176,"",308,"",0,-1,-1,-1,-1,-1
817,177,"",474,"",0,-1,-1,-1,-1,-1
818,177,"",969,"",0,-1,-1,-1,-1,-1
819,177,"",345,"",0,-1,-1,-1,-1,-1
820,177,"",435,"",0,-1,-1,-1,-1,-1
821,177,"",682,"",0,-1,-1,-1,-1,-1
822,177,"",592,"",0,-1,-1,-1,-1,-1
823,178,"",988,"",0,-1,-1,-1,-1,-1
824,178,"",907,"",0,-1,-1,-1,-1,-1
825,178,"",616,"",0,-1,-1,-1,-1,-1
826,178,"",454,"",0,-1,-1,-1,-1,-1
827,178,"",97,"",0,-1,-1,-1,-1,-1
828,178,"",368,"",0,-1,-1,-1,-1,-1
829,179,"",389,"",0,-1,-1,-1,-1,-1
830,179,"",577,"",0,-1,-1,-1,-1,-1
831,179,"",892,"",0,-1,-1,-1,-1,-1
832,179,"",224,"",0,-1,-1,-1,-1,-1
833,179,"",702,"",0,-1,-1,-1,-1,-1
834,179,"",239,"",0,-1,-1,-1,-1,-1
835,180,"",151,"",0,-1,-1,-1,-1,-1
836,180,"",368,"",0,-1,-1,-1,-1,-1
837,180,"",134,"",0,-1,-1,-1,-1,-1
838,180,"",596,"",0,-1,-1,-1,-1,-1
839,180,"",990,"",0,-1,-1,-1,-1,-1
840,180,"",958,"",0,-1,-1,-1,-1,-1
841,181,"",128,"",0,-1,-1,-1,-1,-1
842,181,"",912,"",0,-1,-1,-1,-1,-1
843,181,"",361,"",0,-1,-1,-1,-1,-1
844,181,"",423,"",0,-1,-1,-1,-1,-1
845,181,"",711,"",0,-1,-1,-1,-1,-1
846,181,"",91,"",0,-1,-1,-1,-1,-1
847,183,"",345,"",0,-1,-1,-1,-1,-1
848,183,"",27,"",0,-1,-1,-1,-1,-1
849,183,"",969,"",0,-1,-1,-1,-1,-1
850,183,"",757,"",0,-1,-1,-1,-1,-1
851,183,"",632,"",0,-1,-1,-1,-1,-1
852,183,"",137,"",0,-1,-1,-1,-1,-1
853,184,"",213,"",0,-1,-1,-1,-1,-1
854,184,"",427,"",0,-1,-1,-1,-1,-1
855,184,"",317,"",0,-1,-1,-1,-1,-1
856,184,"",47,"",0,-1,-1,-1,-1,-1
857,184,"",129,"",0,-1,-1,-1,-1,-1
858,184,"",394,"",0,-1,-1,-1,-1,-1
859,185,"",452,"",0,-1,-1,-1,-1,-1
860,185,"",974,"",0,-1,-1,-1,-1,-1
861,185,"",423,"",0,-1,-1,-1,-1,-1
862,185,"",10,"",0,-1,-1,-1,-1,-1
863,185,"",320,"",0,-1,-1,-1,-1,-1
864,185,"",586,"",0,-1,-1,-1,-1,-1
865,186,"",916,"",0,-1,-1,-1,-1,-1
866,186,"",177,"",0,-1,-1,-1,-1,-1
867,186,"",913,"",0,-1,-1,-1,-1,-1
868,186,"",456,"",0,-1,-1,-1,-1,-1
869,186,"",72,"",0,-1,-1,-1,-1,-1
870,186,"",349,"",0,-1,-1,-1,-1,-1
871,187,"",25,"",0,-1,-1,-1,-1,-1
872,187,"",629,"",0,-1,-1,-1,-1,-1
873,187,"",183,"",0,-1,-1,-1,-1,-1
874,187,"",777,"",0,-1,-1,-1,-1,-1
875,187,"",776,"",0,-1,-1,-1,-1,-1
876,187,"",129,"",0,-1,-1,-1,-1,-1
877,188,"",27,"",0,-1,-1,-1,-1,-1
878,188,"",232,"",0,-1,-1,-1,-1,-1
879,188,"",90,"",0,-1,-1,-1,-1,-1
880,188,"",991,"",0,-1,-1,-1,-1,-1
881,188,"",811,"",0,-1,-1,-1,-1,-1
882,188,"",228,"",0,-1,-1,-1,-1,-1
883,189,"",699,"",0,-1,-1,-1,-1,-1
884,189,"",385,"",0,-1,-1,-1,-1,-1
885,189,"",880,"",0,-1,-1,-1,-1,-1
886,189,"",884,"",0,-1,-1,-1,-1,-1
887,189,"",897,"",0,-1,-1,-1,-1,-1
888,189,"",906,"",0,-1,-1,-1,-1,-1
889,190,"",630,"",0,-1,-1,-1,-1,-1
890,190,"",771,"",0,-1,-1,-1,-1,-1
891,190,"",911,"",0,-1,-1,-1,-1,-1
892,190,"",878,"",0,-1,-1,-1,-1,-1
893,190,"",966,"",0,-1,-1,-1,-1,-1
894,190,"",312,"",0,-1,-1,-1,-1,-1
895,191,"",112,"",0,-1,-1,-1,-1,-1
896,191,"",776,"",0,-1,-1,-1,-1,-1
897,191,"",710,"",0,-1,-1,-1,-1,-1
898,191,"",169,"",0,-1,-1,-1,-1,-1
899,191,"",19,"",0,-1,-1,-1,-1,-1
900,191,"",229,"",0,-1,-1,-1,-1,-1
901,192,"",172,"",0,-1,-1,-1,-1,-1
902,192,"",747,"",0,-1,-1,-1,-1,-1
903,192,"",913,"",0,-1,-1,-1,-1,-1
904,192,"",678,"",0,-1,-1,-1,-1,-1
905,192,"",887,"",0,-1,-1,-1,-1,-1
906,192,"",387,"",0,-1,-1,-1,-1,-1
907,193,"",405,"",0,-1,-1,-1,-1,-1
908,193,"",233,"",0,-1,-1,-1,-1,-1
909,193,"",241,"",0,-1,-1,-1,-1,-1
910,193,"",133,"",0,-1,-1,-1,-1,-1
911,193,"",98,"",0,-1,-1,-1,-1,-1
912,193,"",9,"",0,-1,-1,-1,-1,-1
913,194,"",233,"",0,-1,-1,-1,-1,-1
914,194,"",626,"",0,-1,-1,-1,-1,-1
915,194,"",757,"",0,-1,-1,-1,-1,-1
916,194,"",971,"",0,-1,-1,-1,-1,-1
917,194,"",379,"",0,-1,-1,-1,-1,-1
918,194,"",681,"",0,-1,-1,-1,-1,-1
919,195,"",106,"",0,-1,-1,-1,-1,-1
920,195,"",964,"",0,-1,-1,-1,-1,-1
921,195,"",379,"",0,-1,-1,-1,-1,-1
922,195,"",733,"",0,-1,-1,-1,-1,-1
923,195,"",57,"",0,-1,-1,-1,-1,-1
924,195,"",424,"",0,-1,-1,-1,-1,-1
925,196,"",88,"",0,-1,-1,-1,-1,-1
926,196,"",754,"",0,-1,-1,-1,-1,-1
927,196,"",10,"",0,-1,-1,-1,-1,-1
928,196,"",887,"",0,-1,-1,-1,-1,-1
929,196,"",391,"",0,-1,-1,-1,-1,-1
930,196,"",46,"",0,-1,-1,-1,-1,-1
931,197,"",983,"",0,-1,-1,-1,-1,-1
932,197,"",461,"",0,-1,-1,-1,-1,-1
933,197,"",387,"",0,-1,-1,-1,-1,-1
934,197,"",435,"",0,-1,-1,-1,-1,-1
935,197,"",450,"",0,-1,-1,-1,-1,-1
936,197,"",985,"",0,-1,-1,-1,-1,-1
937,198,"",15,"",0,-1,-1,-1,-1,-1
938,198,"",361,"",0,-1,-1,-1,-1,-1
939,198,"",427,"",0,-1,-1,-1,-1,-1
940,198,"",610,"",0,-1,-1,-1,-1,-1
941,198,"",414,"",0,-1,-1,-1,-1,-1
942,198,"",379,"",0,-1,-1,-1,-1,-1
943,199,"",404,"",0,-1,-1,-1,-1,-1
944,199,"",162,"",0,-1,-1,-1,-1,-1
945,199,"",74,"",0,-1,-1,-1,-1,-1
946,199,"",172,"",0,-1,-1,-1,-1,-1
947,199,"",69,"",0,-1,-1,-1,-1,-1
948,199,"",103,"",0,-1,-1,-1,-1,-1
949,208,"",465,"",0,-1,-1,-1,-1,-1
950,208,"",189,"",0,-1,-1,-1,-1,-1
951,208,"",616,"",0,-1,-1,-1,-1,-1
952,208,"",491,"",0,-1,-1,-1,-1,-1
953,208,"",50,"",0,-1,-1,-1,-1,-1
954,208,"",844,"",0,-1,-1,-1,-1,-1
955,209,"",896,"",0,-1,-1,-1,-1,-1
956,209,"",631,"",0,-1,-1,-1,-1,-1
957,209,"",184,"",0,-1,-1,-1,-1,-1
958,209,"",465,"",0,-1,-1,-1,-1,-1
959,209,"",975,"",0,-1,-1,-1,-1,-1
960,209,"",602,"",0,-1,-1,-1,-1,-1
961,210,"",389,"",0,-1,-1,-1,-1,-1
962,210,"",723,"",0,-1,-1,-1,-1,-1
963,210,"",39,"",0,-1,-1,-1,-1,-1
964,210,"",720,"",0,-1,-1,-1,-1,-1
965,210,"",995,"",0,-1,-1,-1,-1,-1
966,210,"",951,"",0,-1,-1,-1,-1,-1
967,211,"",392,"",0,-1,-1,-1,-1,-1
968,211,"",406,"",0,-1,-1,-1,-1,-1
969,211,"",774,"",0,-1,-1,-1,-1,-1
970,211,"",952,"",0,-1,-1,-1,-1,-1
971,211,"",375,"",0,-1,-1,-1,-1,-1
972,211,"",805,"",0,-1,-1,-1,-1,-1
973,213,"",3,"",0,-1,-1,-1,-1,-1
974,213,"",911,"",0,-1,-1,-1,-1,-1
975,213,"",716,"",0,-1,-1,-1,-1,-1
976,213,"",15,"",0,-1,-1,-1,-1,-1
977,213,"",137,"",0,-1,-1,-1,-1,-1
978,213,"",406,"",0,-1,-1,-1,-1,-1
979,214,"",20,"",0,-1,-1,-1,-1,-1
980,214,"",311,"",0,-1,-1,-1,-1,-1
981,214,"",303,"",0,-1,-1,-1,-1,-1
982,214,"",138,"",0,-1,-1,-1,-1,-1
983,214,"",413,"",0,-1,-1,-1,-1,-1
984,214,"",919,"",0,-1,-1,-1,-1,-1
985,215,"",173,"",0,-1,-1,-1,-1,-1
986,215,"",548,"",0,-1,-1,-1,-1,-1
987,215,"",703,"",0,-1,-1,-1,-1,-1
988,215,"",169,"",0,-1,-1,-1,-1,-1
989,215,"",754,"",0,-1,-1,-1,-1,-1
990,215,"",804,"",0,-1,-1,-1,-1,-1
991,217,"",734,"",0,-1,-1,-1,-1,-1
992,217,"",967,"",0,-1,-1,-1,-1,-1
993,217,"",865,"",0,-1,-1,-1,-1,-1
994,217,"",627,"",0,-1,-1,-1,-1,-1
995,217,"",344,"",0,-1,-1,-1,-1,-1
996,217,"",776,"",0,-1,-1,-1,-1,-1
997,218,"",45,"",0,-1,-1,-1,-1,-1
998,218,"",932,"",0,-1,-1,-1,-1,-1
999,218,"",135,"",0,-1,-1,-1,-1,-1
1000,218,"",979,"",0,-1,-1,-1,-1,-1
1001,218,"",710,"",0,-1,-1,-1,-1,-1
1002,218,"",239,"",0,-1,-1,-1,-1,-1
1003,219,"",708,"",0,-1,-1,-1,-1,-1
1004,219,"",747,"",0,-1,-1,-1,-1,-1
1005,219,"",85,"",0,-1,-1,-1,-1,-1
1006,219,"",586,"",0,-1,-1,-1,-1,-1
1007,219,"",895,"",0,-1,-1,-1,-1,-1
1008,219,"",743,"",0,-1,-1,-1,-1,-1
1009,220,"",896,"",0,-1,-1,-1,-1,-1
1010,220,"",26,"",0,-1,-1,-1,-1,-1
1011,220,"",701,"",0,-1,-1,-1,-1,-1
1012,220,"",682,"",0,-1,-1,-1,-1,-1
1013,220,"",20,"",0,-1,-1,-1,-1,-1
1014,220,"",87,"",0,-1,-1,-1,-1,-1
1015,222,"",6,"",0,-1,-1,-1,-1,-1
1016,222,"",9,"",0,-1,-1,-1,-1,-1
1017,222,"",578,"",0,-1,-1,-1,-1,-1
1018,222,"",779,"",0,-1,-1,-1,-1,-1
1019,222,"",218,"",0,-1,-1,-1,-1,-1
1020,222,"",322,"",0,-1,-1,-1,-1,-1
1021,223,"",596,"",0,-1,-1,-1,-1,-1
1022,223,"",434,"",0,-1,-1,-1,-1,-1
1023,223,"",894,"",0,-1,-1,-1,-1,-1
1024,223,"",134,"",0,-1,-1,-1,-1,-1
1025,223,"",439,"",0,-1,-1,-1,-1,-1
1026,223,"",987,"",0,-1,-1,-1,-1,-1
1027,224,"",413,"",0,-1,-1,-1,-1,-1
1028,224,"",969,"",0,-1,-1,-1,-1,-1
1029,224,"",894,"",0,-1,-1,-1,-1,-1
1030,224,"",41,"",0,-1,-1,-1,-1,-1
