string2 0,empty 1,float 2,float 3,float 4,float 5,float 6,float 7,float 8
"chr718J_spine02",,0,11,0,0,0.09584575,0,0.9953962
"chr719J_head",,0,0,0,0,0,0,1
"chr719J_neck",,0,20,-55,-0.4547336,0.15402782,-0.08018181,0.87353516
"chr719J_spine02",,0,20,-55,-0.4547336,0.15402782,-0.08018181,0.87353516
"chr720J_head",,0,0,0,0,0,0,1
"chr720J_neck",,0,0,0,0,0,0,1
"chr720J_spine02",,-5,28,15,0.116066255,0.24514829,-0.0104145305,0.96245646
"chr721J_head",,0,0,0,0,0,0,1
"chr721J_neck",,0,0,0,0,0,0,1
"chr721J_spine02",,0,0,-40,-0.34202015,0,0,0.9396926
"chr731J_head",,0,0,0,0,0,0,1
"chr731J_neck",,0,0,0,0,0,0,1
"chr731J_spine02",,0,0,-10,-0.087155744,0,0,0.9961947
"chr732J_head",,0,0,0,0,0,0,1
"chr732J_neck",,-5,-10,-10,-0.082954235,-0.09052867,-0.035699155,0.99179065
"chr732J_spine02",,5,-10,-28,-0.24446069,-0.07397403,0.06322747,0.96476376
"chr733J_head",,0,0,0,0,0,0,1
"chr733J_neck",,0,0,0,0,0,0,1
"chr733J_spine02",,0,18,-2,-0.017237538,0.15641063,-0.002730158,0.9875379
"chr737J_head",,0,0,0,0,0,0,1
"chr737J_neck",,0,30,0,0,0.25881904,0,0.9659258
"chr737J_spine02",,-5,30,10,0.07285929,0.2612609,-0.019436667,0.9623183
"chr738J_head",,0,0,0,0,0,0,1
"chr738J_neck",,5,10,0,0.0038016802,0.08707279,0.043453403,0.9952465
"chr738J_spine02",,5,10,-5,-0.039613985,0.08888533,0.039613985,0.9944651
"chr739J_head01",,0,0,0,0,0,0,1
"chr739J_neck",,0,0,0,0,0,0,1
"chr739J_spine02",,12,-45,22,0.13605244,-0.39202136,0.022177981,0.90956974
"chr740J_head",,0,0,0,0,0,0,1
"chr740J_neck",,0,15,0,0,0.13052619,0,0.9914449
"chr740J_spine02",,-25,50,30,0.14065495,0.44931167,-0.08268801,0.87834954
"chr744J_head",,0,0,0,0,0,0,1
"chr744J_neck",,0,0,0,0,0,0,1
"chr744J_spine02",,0,50,-10,-0.07898993,0.42101008,-0.036833607,0.90285903
"chr745J_head",,0,0,0,0,0,0,1
"chr745J_neck",,0,0,0,0,0,0,1
"chr745J_spine01",,-5,60,10,0.053680547,0.50091565,0.0059046447,0.86380965
"chr747J_head",,0,0,0,0,0,0,1
"chr747J_neck",,0,0,0,0,0,0,1
"chr747J_spine02",,0,0,6,0.052335955,0,0,0.9986295
"chr748J_head",,0,0,0,0,0,0,1
"chr748J_neck",,0,0,0,0,0,0,1
"chr748J_spine02",,0,8,10,0.08694343,0.06949103,0.0060796775,0.99376804
"chr766J_head",,0,0,0,0,0,0,1
"chr766J_spine02",,0,-15,0,0,-0.13052619,0,0.9914449
"chr770J_head",,0,0,-15,-0.13052619,0,0,0.9914449
"chr770J_spine02",,0,0,15,0.13052619,0,0,0.9914449
"chr771J_head",,0,0,0,0,0,0,1
"chr771J_neck",,0,20,-30,-0.254887,0.16773126,-0.044943456,0.95125127
"chr772J_head",,0,0,0,0,0,0,1
"chr772J_spine02",,-5,25,20,0.16007313,0.22034343,-0.004389893,0.9621882
"chr773J_head",,0,0,0,0,0,0,1
"chr773J_neck",,0,35,5,0.041600548,0.3004196,0.013116603,0.9528092
"chr775J_head",,0,0,0,0,0,0,1
"chr775J_neck",,0,0,0,0,0,0,1
"chr775J_spine02",,0,25,5,0.042585433,0.21623361,0.009440963,0.9753668
"chr777J_head",,0,0,-40,-0.34202015,0,0,0.9396926
"chr777J_chest",,0,0,-15,-0.13052619,0,0,0.9914449
"chr778J_head",,0,0,0,0,0,0,1
"chr778J_neck",,0,30,2,0.01685773,0.25877962,0.004517015,0.9657787
"chr779J_head",,0,0,-5,-0.043619387,0,0,0.99904823
"chr779J_spine01",,0,-15,15,0.12940952,-0.12940952,-0.017037086,0.9829629
"chr805J_head",,0,0,0,0,0,0,1
"chr805J_neck",,0,0,0,0,0,0,1
"chr805J_spine02",,12.5,0,10,0.08663772,-0.009488373,0.1084526,0.99027365
"chr907J_root",,0,0,-5,-0.043619387,0,0,0.99904823
"chr920J_head",,0,0,0,0,0,0,1
"chr920J_neck03",,0,0,0,0,0,0,1
"chr920J_neck02",,0,0,0,0,0,0,1
"chr920J_neck01",,0,0,-25,-0.21643962,0,0,0.976296
