int 0,empty 1,string2 2,string2 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,int 15,int 16,int 17,empty 18,bool 19,bool 20,bool 21,bool 22,bool 23,bool 24,bool 25,bool 26,bool 27,bool 28,bool 29,bool 30,bool 31,bool 32,bool 33,bool 34,bool 35,bool 36,bool 37,bool 38,bool 39,bool 40,bool 41,bool 42,bool 43,bool 44,bool 45,bool 46,bool 47,bool 48,bool 49,bool 50,int 51,bool 52,bool 53,bool 54,bool 55,bool 56,bool 57,bool 58,bool 59,bool 60,int 61,int 62,int 63,int 64,int 65,int 66,int 67,int 68,int 69,int 70,int 71,int 72,empty 73,int 74,int 75,empty 76,int 77,int 78,empty 79,int 80,int 81,empty 82,int 83,int 84,empty 85,int 86,int 87,empty 88,int 89,int 90,empty 91,int 92,int 93,empty 94,int 95,int 96,empty 97,int 98,int 99,empty 100,int 101,int 102,empty 103,int 104,int 105,empty 106,int 107,int 108,empty 109,int 110,int 111,empty 112,int 113,int 114,empty 115,int 116,int 117,empty 118,int 119,int 120,int 121,int 122,float 123,bool 124,bool 125,int 126,empty 127,int 128,int 129,int 130,int 131,int 132,int 133,int 134,int 135
180,"","char_PLUTOMON","chr180",6,0,2,0,0,0,3,0,0,1,0,0,2,4,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1603,656,1230,765,1065,740,810,1,27241,"",1,24351,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30092,"",2,27381,"",25,30032,"",35,21891,"",45,3,2,3,0,1,0,21801,"",127,127,127,397,180,-1,0,-1
181,"","char_MERVAMON","chr181",7,0,2,0,0,0,0,1,0,0,3,3,3,2,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,2022,968,1690,810,1000,685,1220,10,25151,"",1,21062,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27331,"",2,30111,"",25,30131,"",35,30083,"",45,4,3,4,0,1,0,21812,"",0,0,0,446,181,-1,0,-1
183,"","char_AEGIOMON","chr183aa010101",4,0,0,0,0,1,0,1,0,3,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,728,376,345,310,250,305,340,10,24352,"",1,23761,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20372,"",2,24921,"",10,26691,"",20,23041,"",30,2,1,1,0,1,0,21832,"",0,0,0,81,183,-1,0,-1
184,"","char_AEGIOCHUSMON","chr184aa010101",5,0,0,0,0,1,0,1,3,3,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1484,776,985,740,840,670,910,1,24921,"",1,30152,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,24901,"",2,21331,"",20,31051,"",30,24551,"",40,2,1,1,0,1,0,21841,"",0,0,0,193,184,-1,0,-1
185,"","char_AEGIOCHUSMON_DARK","chr185aa010101",5,0,0,0,0,0,0,0,0,3,1,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1610,1112,2050,865,880,900,1205,1,32191,"",1,21341,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27393,"",2,20251,"",20,20531,"",30,30312,"",40,2,1,1,0,1,0,21851,"",0,0,0,195,185,-1,0,-1
186,"","char_AEGIOCHUSMON_HOLLY","chr186aa010101",5,0,0,0,0,0,0,0,1,3,0,0,3,1,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1840,1640,540,1330,1700,1655,890,4,20201,"",1,25671,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27782,"",2,20362,"",20,20192,"",30,22154,"",40,2,1,1,0,1,0,21861,"",0,0,0,197,186,-1,0,-1
187,"","char_AEGIOCHUSMON_BLUE","chr187aa010101",5,0,0,0,1,3,3,0,0,1,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,1917,848,1415,1195,720,575,595,1,20951,"",1,20911,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30063,"",2,26091,"",20,20201,"",30,20481,"",40,2,1,1,0,1,0,21871,"",0,0,0,196,187,-1,0,-1
188,"","char_AEGIOCHUSMON_GREEN","chr188aa010101",5,0,0,0,1,0,0,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,1945,1152,920,830,1230,985,1330,10,27742,"",1,22291,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20051,"",2,24101,"",20,22141,"",30,30181,"",40,2,1,1,0,1,0,21881,"",0,0,0,194,188,-1,0,-1
189,"","char_CERESMON_MEDIUM","chr189",6,0,1,0,2,0,1,4,0,0,4,0,0,0,"",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,1190,1280,525,615,1630,615,970,10,21361,"",1,21331,"",2,27441,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27591,"",2,24892,"",25,21461,"",35,27791,"",45,3,3,4,0,1,0,21891,"",0,0,0,349,189,-1,0,-1
190,"","char_RYUDAMON","chr190",3,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,637,248,250,215,140,150,175,13,30313,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27111,"",2,30304,"",10,0,"",0,0,"",0,1,1,1,0,1,0,21901,"",208,154,79,38,190,-1,0,-1
191,"","char_GINRYUMON","chr191",4,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,868,360,395,320,220,260,290,1,23831,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20971,"",2,24911,"",15,27742,"",25,0,"",0,2,2,3,0,1,0,21911,"",192,135,42,88,191,-1,0,-1
192,"","char_HISYARYUMON","chr192",5,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1232,504,985,905,380,615,580,1,20322,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,24631,"",2,25631,"",20,20362,"",30,27752,"",40,2,2,3,0,1,0,21921,"",153,43,43,217,192,-1,0,-1
193,"","char_OURYUMON","chr193",6,0,0,3,0,0,0,1,0,0,1,3,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1840,656,1365,1120,500,760,770,1,20861,"",1,21062,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,24891,"",2,23831,"",25,30334,"",35,23381,"",45,3,2,3,0,1,0,21931,"",215,188,118,313,193,-1,0,-1
194,"","char_GUNDRAMON","chr194",6,0,2,0,3,1,0,0,0,1,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1547,872,1310,890,745,575,740,1,27494,"",1,23462,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,23921,"",2,30173,"",25,23931,"",35,24131,"",45,3,2,7,0,1,0,21941,"",90,95,103,377,194,-1,0,-1
195,"","char_BEELSTARMON","chr195",6,0,2,0,0,0,0,0,1,0,3,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1246,1136,990,650,1100,760,790,4,22411,"",1,27711,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27231,"",2,25951,"",25,30291,"",35,22311,"",45,3,3,4,0,1,0,21951,"",0,0,0,400,195,-1,0,-1
196,"","char_PUKUMON","chr196",6,0,2,0,0,3,0,1,0,1,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,99,1812,936,1180,1015,545,430,760,1,23061,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,23851,"",2,20391,"",25,26231,"",35,33041,"",45,3,1,1,0,1,0,21961,"",131,126,124,395,196,-1,0,-1
197,"","char_CROSSMON","chr197",6,0,0,0,3,0,1,0,0,0,1,3,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,1568,720,615,970,925,1020,770,16,20361,"",1,27383,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20251,"",2,22353,"",25,24171,"",35,23251,"",45,3,2,3,0,1,0,21971,"",204,184,73,317,197,-1,0,-1
198,"","char_LOCOMON","chr198",5,0,1,1,3,0,1,0,0,0,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,833,560,625,1025,680,785,575,13,21932,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30333,"",2,20982,"",20,26042,"",30,20681,"",40,2,2,7,0,1,0,21981,"",0,0,0,264,198,-1,0,-1
199,"","char_ARCHNEMON","chr199",5,0,2,0,1,0,0,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,944,688,1085,410,770,385,675,1,27471,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27711,"",2,20601,"",20,29122,"",30,23761,"",40,2,3,4,0,1,0,21991,"",171,35,38,266,199,-1,0,-1
208,"","char_DRACOMON","chr208",3,0,1,0,3,1,0,1,0,3,0,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,560,272,380,170,70,105,275,7,20201,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,31032,"",2,24172,"",10,0,"",0,0,"",0,1,1,1,0,1,0,22081,"",0,0,0,49,208,-1,0,-1
209,"","char_COREDRAMON_GR","chr209",4,0,2,0,3,0,1,3,0,0,0,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,896,264,440,275,140,215,325,1,24011,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20241,"",2,24391,"",15,23471,"",25,0,"",0,2,2,3,0,1,0,22091,"",75,104,46,149,209,-1,0,-1
210,"","char_WINGDRAMON","chr210",5,0,0,0,3,0,0,0,3,0,1,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1372,528,885,575,550,505,885,7,30221,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30061,"",2,21491,"",20,23951,"",30,21501,"",40,2,2,3,0,1,0,22101,"",99,128,181,200,210,-1,0,-1
211,"","char_GROUNDRAMON","chr211",5,0,2,0,0,0,1,3,1,0,3,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1456,528,1195,750,390,465,485,1,29201,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,33031,"",2,21941,"",20,21422,"",30,30132,"",40,2,2,8,0,1,0,22111,"",45,61,47,274,211,-1,0,-1
213,"","char_SLAYERDRAMON","chr213",6,0,0,3,0,1,0,0,0,1,0,3,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1826,1032,1035,690,865,710,860,1,32011,"",1,21981,"",2,24892,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30261,"",2,30223,"",25,21361,"",35,22261,"",45,3,2,3,0,1,0,22131,"",168,164,202,327,213,-1,0,-1
214,"","char_BREAKDRAMON","chr214",6,0,2,0,0,0,0,1,0,1,3,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,2373,544,1295,950,595,735,690,1,23381,"",1,23251,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20921,"",2,23791,"",25,29121,"",35,30242,"",45,3,2,8,0,1,0,22141,"",186,191,100,398,214,-1,0,-1
215,"","char_EXAMON","chr215",7,0,1,0,0,0,0,1,3,0,0,0,0,0,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,99,2653,1112,1325,920,1080,740,1070,1,21051,"",1,30093,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,22332,"",2,30185,"",25,26211,"",35,27494,"",45,4,2,8,0,1,0,22151,"",180,73,82,439,215,-1,0,-1
217,"","char_DARKSUPERSTARMON","chr217",5,0,2,1,0,0,0,0,0,0,0,3,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,1197,800,745,640,655,575,545,1,27211,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27261,"",2,30183,"",20,22181,"",30,25731,"",40,2,2,3,0,1,0,22171,"",0,0,0,281,217,-1,0,-1
218,"","char_COREDRAMON_BL","chr218",4,0,0,0,3,0,3,0,1,0,0,1,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,896,320,440,225,190,195,300,1,21451,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20831,"",2,21282,"",15,30305,"",25,0,"",0,2,2,3,0,1,0,22181,"",113,120,158,91,218,-1,0,-1
219,"","char_KOTEMON","chr219",3,0,1,0,3,1,0,0,0,3,1,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,99,503,256,240,255,200,210,165,1,31031,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32161,"",2,26301,"",10,0,"",0,0,"",0,1,1,1,0,1,0,22191,"",50,45,69,47,219,-1,0,-1
220,"","char_MUSYAMON","chr220",4,0,2,0,1,3,0,0,1,0,3,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,937,336,400,330,290,270,260,1,21701,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,23131,"",2,27482,"",15,20521,"",25,0,"",0,2,2,3,0,1,0,22201,"",190,72,39,169,220,-1,0,-1
222,"","char_DOBERMON","chr222",4,0,0,0,1,0,0,0,3,0,3,1,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,623,320,425,235,375,215,390,7,30334,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21942,"",2,21062,"",15,27421,"",25,0,"",0,2,2,3,0,1,0,22221,"",49,60,63,98,222,-1,0,-1
223,"","char_CERBERUMON","chr223",5,0,0,0,3,0,1,0,1,0,3,0,0,3,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,1281,696,875,500,650,525,745,1,32111,"",1,23821,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20861,"",2,21863,"",20,21262,"",30,22321,"",40,2,2,3,0,1,0,22231,"",68,62,69,208,223,-1,0,-1
224,"","char_CERBERUMON_WEREWOLFMODE","chr224",5,0,0,0,3,0,1,0,1,0,3,0,0,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,1281,616,795,465,995,590,570,4,21971,"",1,24611,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21741,"",2,22321,"",20,24211,"",30,24101,"",40,2,2,3,0,1,0,22241,"",60,59,59,209,224,-1,0,-1
225,"","char_ZANBAMON","chr225",6,0,2,0,0,3,3,1,0,1,0,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1736,640,1335,880,570,630,855,1,24174,"",1,21921,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30301,"",2,30262,"",25,27451,"",35,27411,"",45,3,2,3,0,1,0,22251,"",204,211,122,381,225,-1,0,-1
226,"","char_MUMMYMON","chr226",5,0,2,3,2,0,0,0,0,0,3,0,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,99,1021,856,470,787,1045,987,420,4,23201,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,23171,"",2,30272,"",20,30192,"",30,27422,"",40,2,2,3,0,1,0,22261,"",199,196,186,291,226,-1,0,-1
227,"","char_PHARAOHMON","chr227",6,0,2,0,0,0,3,0,0,1,0,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1540,1248,350,350,1405,1105,705,4,21341,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30331,"",2,25731,"",25,30021,"",35,27251,"",45,3,4,5,0,1,0,22271,"",0,0,0,394,227,-1,0,-1
228,"","char_DELTAMON","chr228",4,0,2,1,0,1,0,0,0,0,3,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,1064,320,505,440,150,120,255,13,30152,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,20781,"",2,30184,"",15,27071,"",25,0,"",1,2,2,8,0,1,0,22281,"",29,38,106,157,228,-1,0,-1
229,"","char_CHIMAIRAMON","chr229",5,0,1,1,3,0,1,0,3,1,1,3,0,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,1666,464,1130,820,455,365,505,1,24121,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,22321,"",2,24041,"",20,23781,"",30,30181,"",40,2,2,8,0,1,0,22291,"",29,38,106,235,229,-1,0,-1
230,"","char_MILLENNIUMON","chr230",6,0,2,3,0,0,0,0,0,1,0,0,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,99,1379,824,1565,700,505,405,970,7,21921,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21881,"",2,21461,"",25,24611,"",35,26142,"",45,3,2,8,0,1,0,22301,"",29,38,106,405,230,-1,0,-1
231,"","char_BAKUMON","chr231",3,0,0,0,1,0,0,0,1,3,0,0,3,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,99,588,424,150,185,230,180,150,4,21981,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30231,"",2,24211,"",10,0,"",0,0,"",1,1,1,1,0,1,0,22311,"",50,45,69,30,231,-1,0,-1
232,"","char_SIRENMON","chr232",5,0,1,3,0,0,0,1,3,0,1,0,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,923,776,250,425,1265,845,710,4,24101,"",1,23152,"",2,32031,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30013,"",2,22181,"",20,22141,"",30,23921,"",40,2,3,2,0,1,0,22321,"",0,0,0,241,232,-1,0,-1
233,"","char_BELIALVAMDEMON","chr233",6,0,2,0,3,0,1,0,0,0,0,0,1,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,1568,944,1000,615,1355,585,800,4,27351,"",1,24242,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27721,"",2,24071,"",25,23701,"",35,20581,"",45,3,2,3,0,1,0,22331,"",92,72,107,399,233,-1,0,-1
234,"","char_BEARMON","chr234",3,0,0,0,1,0,1,3,0,0,3,0,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,581,192,330,200,130,155,190,1,25941,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,21171,"",2,20811,"",10,0,"",0,0,"",0,1,1,1,0,1,0,22341,"",96,103,153,35,234,-1,0,-1
235,"","char_GRYZMON","chr235",4,0,0,0,1,0,1,3,0,0,3,0,0,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1007,272,300,345,320,290,290,13,22371,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27571,"",2,26221,"",15,21381,"",25,0,"",0,2,2,3,0,1,0,22351,"",89,80,156,89,235,-1,0,-1
237,"","char_ASTAMON","chr237",5,0,2,0,0,0,0,1,3,0,0,0,1,3,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1021,760,875,555,815,550,690,1,24401,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,27491,"",2,22271,"",20,24161,"",30,20982,"",40,2,2,3,0,1,0,22371,"",93,85,80,265,237,-1,0,-1
