int32 0,string3 1,int32 2,int32 3,int32 4,string2 5,string2 6,int32 7,int32 8,float 9,float 10,float 11,float 12,float 13,float 14,float 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,float 24,float 25,string2 26,int32 27
1020704,"腐りかけの木材",920,1,-1,"","",20207001,0,-16.948,24.749,-11.166,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020705,"パラライズリカバリー",921,1,-1,"","",20207006,1,22.444,28.749,-21.122,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020706,"腐りかけの木材",920,1,-1,"","",20207001,0,4.757,24.75,-11.268,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020801,"腐りかけの木材",920,1,-1,"","",20208001,0,53.266,21.507,-7.173,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020802,"マルチブーストα",920,1,-1,"","",20208001,1,-1.481,38.179,-58.469,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020803,"錆びた鉄板",921,1,-1,"","",20208006,0,39.874,10.419,40.557,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020804,"錆びた鉄板",921,1,-1,"","",20208006,0,48.063,14.984,-4.388,240,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020805,"ＳＰカプセルⅠ",921,1,-1,"","",20208006,1,46.747,14.984,-5.929,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020806,"錆びた鉄板",921,1,-1,"","",20208006,1,53,15,-7.5,135,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020901,"錆びた鉄板",921,1,-1,"","",20209001,1,21.059,2,8.043,90.383,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020902,"ＨＰカプセルⅠ",921,1,-1,"","",20209001,0,9.566,1.999,3.257,87.874,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020903,"古びたオイル",921,1,-1,"","",20209001,0,23.8,10,-6,190.5,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020904,"錆びた鉄板",921,1,-1,"","",20209001,1,23.746,12,-17.003,30,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020905,"パール",921,1,-1,"","",20209001,0,1.075,2,10.946,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1020906,"氷水晶の欠片",921,1,-1,"","",20209001,1,9.311,19.999,-2.152,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021001,"ＨＰカプセルⅠ",920,1,-1,"","",20210001,0,-30.578,-0.149,-35.056,13.633,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021002,"腐りかけの木材",920,1,-1,"","",20210001,1,-2.642,-5.433,-52.467,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021003,"腐りかけの木材",920,1,-1,"","",20210001,0,-49.406,5.288,-13.807,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021004,"腐りかけの木材",920,1,-1,"","",20210001,0,-47.23,17.191,31.206,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021005,"ＳＰカプセルⅠ",920,1,-1,"","",20210001,1,3.632,23.806,56.518,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021701,"汚れた土",982,1,-1,"","",20217001,1,55.636,7.085,-3.66,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021702,"パラライズリカバリー",921,1,-1,"","",20217006,0,-18.234,2.657,0.417,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021703,"汚れた土",982,1,-1,"","",20217001,0,-51.015,-15.974,31.114,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021704,"スリープリカバリー",921,1,-1,"","",20217006,1,-10,-34.7,29,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021705,"汚れた土",982,1,-1,"","",20217001,0,-17.046,11.998,-30.412,60,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021706,"ステータスリカバリー",921,1,-1,"","",20217006,1,15.04,12.03,-34.493,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021707,"汚れた土",982,1,-1,"","",20217001,0,-30.691,2.657,26.529,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021708,"古びたオイル",921,1,-1,"","",20217006,0,15.326,-6.654,-30.487,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1021709,"汚れた土",982,1,-1,"","",20217001,0,-17.16,-25.277,-30.362,270,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030101,"氷水晶",930,1,-1,"","",20301001,0,20.085,3.456,41.708,-235.314,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030102,"固い石",930,1,-1,"","",20301001,1,8.22,1.156,5.126,-72.658,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030103,"氷水晶の欠片",930,1,-1,"","",20301001,1,43.466,5.325,11.799,204.038,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030104,"ＳＰカプセルⅡ",930,1,-1,"","",20301001,0,-55.394,8.829,-6.877,70,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030105,"ボロボロの石",930,1,-1,"","",20301001,0,4.093,3.595,-38.579,23.494,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030201,"氷水晶",930,1,-1,"","",20302001,1,25.501,3.743,51.707,72.216,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030202,"氷水晶",930,1,-1,"","",20302001,1,13.705,3.978,77.852,189.463,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030301,"固い石",930,1,-1,"","",20303001,0,39.733,4.839,11.027,-16.765,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030302,"氷水晶",930,1,-1,"","",20303001,1,36.68,4.874,18.79,85.696,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030303,"ステータスリカバリー",930,1,-1,"","",20303001,0,51.335,-3.281,105.693,120.277,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030304,"固い石",931,1,-1,"","",20303001,0,72.964,-4.711,124.403,190.322,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030305,"ポイズンリカバリー",930,1,-1,"","",20303001,1,-71.138,15.424,-103.801,45.716,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030306,"ＡＴＫブースト",931,1,-1,"","",20303001,0,26.194,11.501,-109.209,300,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030307,"氷水晶",931,1,-1,"","",20303001,1,47.177,-0.062,78.818,-63.282,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030401,"固い石",930,1,-1,"","",20304002,0,-45.666,4.707,93.772,132.398,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030402,"固い石",931,1,-1,"","",20304001,0,42.52,-0.001,-77.378,203.486,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030403,"固い石",930,1,-1,"","",20304002,1,-46.89,4.707,70.094,157.652,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030404,"固い石",930,1,-1,"","",20304002,0,22.018,0.082,-20.101,89.09,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030405,"固い石",930,1,-1,"","",20304002,0,80.945,0.113,-10.612,-140.1,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030406,"固い石",930,1,-1,"","",20304002,0,57.079,-0.077,-28.855,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030407,"固い石",930,1,-1,"","",20304002,1,-92.904,4.782,82.797,89.499,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030408,"固い石",931,1,-1,"","",20304001,0,-87.045,4.841,44.452,411.964,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030409,"固い石",930,1,-1,"","",20304002,0,-64.779,4.863,23.432,316.83,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030410,"固い石",930,1,-1,"","",20304002,1,-84.723,0.086,-34.202,69.764,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030411,"固い石",930,1,-1,"","",20304002,0,-9.446,0.012,-39.434,-75.325,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030412,"固い石",930,1,-1,"","",20304002,0,-14.126,-0.04,-79.616,45.795,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1030413,"固い石",930,1,-1,"","",20304002,0,-86.868,4.881,99.815,-149.882,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1030414,"固い石",931,1,-1,"","",20304001,1,-98.292,6.733,107.168,70.755,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1040101,"自然な土",940,1,-1,"","",20401006,0,-57.083,-20.855,35.008,-30.359,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040102,"一般的な木材",941,1,-1,"","",20401001,1,-49.161,2.216,75.284,97.619,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040103,"ポイズンリカバリー",940,1,-1,"","",20401006,0,-27.086,7.289,26.492,65.821,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040104,"一般的な木材",941,1,-1,"","",20401001,0,22.098,19.001,65.744,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040105,"ＡＧＬブースト",940,1,-1,"","",20401006,1,2.033,12.984,-10.479,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040106,"一般的な木材",941,1,-1,"","",20401001,0,17.997,13.044,-20.049,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040107,"自然な土",940,1,-1,"","",20401006,0,70.683,20.08,-9.096,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040108,"自然な土",940,1,-1,"","",20401006,0,67.402,20.126,-5.631,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040109,"マルチリカバリー",941,1,-1,"","",20401001,1,23.942,13.006,-79.604,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040110,"自然な土",940,1,-1,"","",20401006,0,-56.467,3.398,-45.035,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040111,"自然な土",940,1,-1,"","",20401006,0,-56.301,3.258,-38.856,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040112,"自然な土",940,1,-1,"","",20401006,1,-50.805,3.243,-41.231,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040113,"一般的な木材",941,1,-1,"","",20401001,0,-7.525,10.435,17.502,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040114,"一般的な木材",941,1,-1,"","",20401001,0,84.041,22.457,-41.156,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040115,"自然な土",940,1,-1,"","",20401006,0,86.427,22.59,-36.807,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040116,"ポイズンリカバリー",940,1,-1,"","",20401006,0,-25.514,15.474,-51.099,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040201,"汚れた土",940,1,-1,"","",20402002,0,0.14,-6.001,-27.494,23.905,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040202,"汚れた土",940,1,-1,"","",20402002,0,-57.754,-17.934,5.153,37.997,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040203,"一般的な木材",941,1,-1,"","",20402001,1,-43.774,-17.911,10.678,24.239,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040204,"自然な土",941,1,-1,"","",20402001,0,-4.691,8.881,103.6,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040205,"一般的な木材",941,1,-1,"","",20402001,0,12.497,8.898,91.482,-134.288,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040206,"汚れた土",940,1,-1,"","",20402002,0,72.607,-0.054,-74.786,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040207,"汚れた土",940,1,-1,"","",20402002,1,65.336,0.106,-46.379,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040208,"一般的な木材",941,1,-1,"","",20402001,0,44.876,-0.025,-63.237,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040209,"汚れた土",940,1,-1,"","",20402002,0,40.112,-23.399,-10.012,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040210,"汚れた土",940,1,-1,"","",20402002,1,3.952,-23.31,21.711,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040211,"一般的な木材",941,1,-1,"","",20402001,0,-12.196,-23.217,18.278,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040301,"一般的な木材",941,1,-1,"","",20403001,0,-48.988,0.546,66.146,104.727,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040302,"ＡＧＬブースト",940,1,-1,"","",20403011,0,-99.737,7.695,58.206,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040303,"自然な土",940,1,-1,"","",20403011,1,-80.635,12.268,11.011,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040304,"汚れた土",940,1,-1,"","",20403011,0,67.215,59.506,-4.053,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040305,"バグリカバリー",940,1,-1,"","",20403011,0,84.946,69.252,66.547,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040306,"腐りかけの木材",941,1,-1,"","",20403001,0,86.054,69.128,42.332,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040307,"自然な土",940,1,-1,"","",20403011,1,-45.858,71.164,-19.602,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040308,"マルチブーストα",941,1,-1,"","",20403001,0,-42.692,71.282,-14.44,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040309,"ヒスイ",940,1,-1,"","",20403011,1,-114.641,72.414,-52.479,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040310,"一般的な木材",941,1,-1,"","",20403001,0,-76.835,72.761,-114.212,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040311,"一般的な木材",941,1,-1,"","",20403001,1,-61.743,1.301,73.622,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040312,"汚れた土",940,1,-1,"","",20403011,0,-71.44,1.453,74.022,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040313,"自然な土",940,1,-1,"","",20403011,0,-114.012,7.601,38.661,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040501,"一般的な木材",941,1,-1,"","",20405001,0,-63.177,2.7,29.211,104.727,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040502,"汚れた土",940,1,-1,"","",20405002,0,-40.988,0.752,0.263,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040503,"一般的な木材",941,1,-1,"","",20405001,1,47.317,-17.91,-10.972,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040504,"汚れた土",940,1,-1,"","",20405002,0,36.948,-35.207,-6.322,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040505,"一般的な木材",940,1,-1,"","",20405002,1,44.789,-32.7,-71.224,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040506,"一般的な木材",940,1,-1,"","",20405002,0,21.927,-32.625,-65.29,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040507,"一般的な木材",941,1,-1,"","",20405001,0,-9.951,2.21,23.605,104.727,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040508,"汚れた土",940,1,-1,"","",20405002,0,18.191,-6.087,-35.947,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040509,"一般的な木材",941,1,-1,"","",20405001,0,22.775,-32.882,-20.674,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040510,"汚れた土",940,1,-1,"","",20405002,0,52.754,-35.147,31.595,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040511,"一般的な木材",940,1,-1,"","",20405002,1,42.476,-35.147,30.988,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1040512,"一般的な木材",940,1,-1,"","",20405002,0,-23.123,-47.717,-65.755,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050101,"普通のオイル",950,1,-1,"","",20501001,0,-17.684,-20.239,71.258,-134.968,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050102,"頑丈な鉄板",950,1,-1,"","",20501001,0,-25.301,-20.239,69.811,35.695,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050103,"頑丈な鉄板",950,1,-1,"","",20501001,1,3.342,-36.239,73.106,24.807,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050104,"普通のオイル",950,1,-1,"","",20501001,0,67.137,-46.058,9.575,-29.974,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050105,"ＳＰカプセルⅠ",950,1,-1,"","",20501001,0,59.977,-62.026,-14.436,0.765,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050106,"パラライズリカバリー",950,1,-1,"","",20501001,1,45.616,-71.846,-60.547,-114.703,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050107,"普通のオイル",950,1,-1,"","",20501001,0,-82.497,0.025,6.742,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050108,"頑丈な鉄板",950,1,-1,"","",20501001,1,-81.213,0.025,-4.149,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050201,"氷水晶",950,1,-1,"","",20502001,0,75.737,-3.751,54.253,-90,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050202,"ＨＰカプセルⅠ",950,1,-1,"","",20502001,0,33.663,-17.536,-56.188,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050203,"シックリカバリー",950,1,-1,"","",20502001,1,87.692,-3.751,88.28,-90,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050204,"固い石",950,1,-1,"","",20502001,0,-22.825,-19.536,-53.607,180,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050205,"古びたオイル",950,1,-1,"","",20502001,0,49.406,-17.536,-43.245,0.653,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050206,"頑丈な鉄板",950,1,-1,"","",20502001,0,-32.037,-19.536,-31.966,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050207,"アクアマリン",950,1,-1,"","",20502001,1,-33.106,-19.536,-66.219,0,0,0,1,1,5,-1,0,0,0,0,-1,0,0,"",0
1050208,"氷水晶",950,1,-1,"","",20502001,0,-33.074,-19.536,-69.275,0,0,0,1,1,7,-1,0,0,0,0,-1,0,0,"",0
1050209,"ＳＰカプセルⅠ",950,1,-1,"","",20502001,0,-44.774,-19.536,-52.622,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050210,"錆びた鉄板",950,1,-1,"","",20502001,1,84.714,-8.463,11.566,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050211,"普通のオイル",950,1,-1,"","",20502001,0,39.62,-17.536,-74.497,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1050212,"固い石",950,1,-1,"","",20502001,0,36.745,-17.536,-77.277,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060301,"頑丈な鉄板",951,1,-1,"","",20603001,0,9.652,-0.001,97.911,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060302,"頑丈な鉄板",951,1,-1,"","",20603002,0,0.239,0,65.011,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060303,"頑丈な鉄板",951,1,-1,"","",20603001,1,-26.967,0,12.129,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060304,"頑丈な鉄板",951,1,-1,"","",20603002,0,11.257,-0.001,12.519,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060305,"頑丈な鉄板",951,1,-1,"","",20603001,0,-0.191,-0.001,-53.482,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060306,"頑丈な鉄板",951,1,-1,"","",20603002,1,10.865,12.345,-52.212,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060307,"頑丈な鉄板",951,1,-1,"","",20603001,0,-0.123,0,-94.649,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060308,"頑丈な鉄板",951,1,-1,"","",20603002,0,-42.169,0,-91.77,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060309,"頑丈な鉄板",951,1,-1,"","",20603001,1,0.161,0,-89.324,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060401,"錆びた鉄板",951,1,-1,"","",20604001,0,48.512,-18.001,61.357,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060402,"錆びた鉄板",951,1,-1,"","",20604002,0,56.644,-18.001,51.379,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060403,"錆びた鉄板",951,1,-1,"","",20604001,1,50.821,-18.001,8.005,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060404,"錆びた鉄板",951,1,-1,"","",20604002,0,-0.425,-18.001,-26.02,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060405,"錆びた鉄板",951,1,-1,"","",20604001,0,63.836,-18.001,-31.363,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060406,"錆びた鉄板",951,1,-1,"","",20604002,1,33.845,-29.001,-59.818,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060407,"錆びた鉄板",951,1,-1,"","",20604001,0,54.846,-29.001,-60.032,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060408,"錆びた鉄板",951,1,-1,"","",20604002,0,-8.289,-0.001,-36.112,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060409,"錆びた鉄板",951,1,-1,"","",20604001,0,0.131,-0.001,-95.247,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060410,"錆びた鉄板",951,1,-1,"","",20604002,1,10.882,-0.001,-12.213,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1060411,"錆びた鉄板",951,1,-1,"","",20604001,0,37.203,-18.001,-8.028,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070101,"ＨＰカプセルⅠ",970,1,-1,"","",20701001,0,-4.226,1.669,80.233,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070102,"ＨＰカプセルⅠ",970,1,-1,"","",20701002,0,-19.366,1.742,60.771,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070103,"ＨＰカプセルⅠ",970,1,-1,"","",20701001,1,47.478,9.912,-37.315,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070104,"ＨＰカプセルⅠ",970,1,-1,"","",20701002,0,52.92,9.737,-65.616,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070105,"ＨＰカプセルⅠ",970,1,-1,"","",20701001,0,67.158,10.082,-53.272,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070106,"ＨＰカプセルⅠ",970,1,-1,"","",20701002,1,7.811,0.344,104.015,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070107,"ＨＰカプセルⅠ",970,1,-1,"","",20701001,0,10.047,13.622,-108.813,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070108,"ＨＰカプセルⅠ",970,1,-1,"","",20701002,0,-52.455,5.738,25.689,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070109,"ＨＰカプセルⅠ",970,1,-1,"","",20701001,1,-43.109,6.68,1.549,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070110,"ＨＰカプセルⅠ",970,1,-1,"","",20701002,0,-2.331,11.599,-89.981,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070201,"ＨＰカプセルⅠ",970,1,-1,"","",20702001,1,-13.562,-10.85,43.17,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070202,"ＨＰカプセルⅠ",970,1,-1,"","",20702001,1,7.77,-0.144,14.721,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070203,"ＨＰカプセルⅠ",970,1,-1,"","",20702001,1,-10.464,-0.193,-9.854,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070301,"ＨＰカプセルⅠ",970,1,-1,"","",20703002,0,-1.401,-0.207,122.624,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070302,"ＨＰカプセルⅠ",970,1,-1,"","",20703001,1,-44.922,-0.118,95.169,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070303,"ＨＰカプセルⅠ",970,1,-1,"","",20703002,0,60.108,9.624,-15.473,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070304,"ＨＰカプセルⅠ",970,1,-1,"","",20703001,0,26.058,0.237,71.809,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070305,"ＨＰカプセルⅠ",970,1,-1,"","",20703002,1,21.907,12.629,-7.267,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070306,"ＨＰカプセルⅠ",970,1,-1,"","",20703001,0,-36.166,12.716,-24.036,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070307,"ＨＰカプセルⅠ",970,1,-1,"","",20703002,0,-50.831,12.854,3.071,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070308,"ＨＰカプセルⅠ",970,1,-1,"","",20703001,1,-36.852,-0.723,119.987,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070309,"ＨＰカプセルⅠ",970,1,-1,"","",20703002,0,1.255,-0.015,105.587,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1070310,"ＨＰカプセルⅠ",970,1,-1,"","",20703001,0,-28.117,20.266,-58.666,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090101,"",970,1,-1,"","",20701001,0,-12.979,-0.093,28.574,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090102,"",970,1,-1,"","",20702001,1,-45.889,-0.042,23.082,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090103,"",970,1,-1,"","",20703001,0,14.885,8.413,14.058,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090104,"",970,1,-1,"","",20701001,1,-40.848,-17.219,-62.706,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090105,"",970,1,-1,"","",20702001,0,-19.155,-17.29,-72.657,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090106,"",970,1,-1,"","",20703001,1,31.421,11.807,33.271,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090107,"",970,1,-1,"","",20701001,0,-40.724,-17.22,-42.97,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090301,"",940,1,-1,"","",20401006,1,-3.486,-4.534,20.886,-30.359,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
