string2 0,empty 1,empty 2,empty 3,string2 4,bool 5,bool 6,bool 7,bool 8,bool 9,bool 10,bool 11,bool 12,int 13,int 14,int 15,int 16,int 17,int 18,empty 19,int 20,int 21,string2 22,string2 23,string2 24,string2 25,string2 26,string2 27
"mochi_001","","","","char_MOCHIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"moja_001","","","","char_MOJYAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"monza_001","","","","char_MONZAEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"mucho_001","","","","char_MUCHOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"mug_001","","","","char_MAGNAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"muged_001","","","","char_MUGENDRAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"mumm_001","","","","char_MUMMYMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"nefe_001","","","","char_NEFERTIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"nep_001","","","","char_NEPTUNEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"nume_001","","","","char_NUMEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"octa_001","","","","char_OCTMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"ofa_001","","","","char_OPHANIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"oga_001","","","","char_ORGEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"omega_001","","","","char_OMEGAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"omsha_001","","","","char_OMEGASHOUTMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"otama_001","","","","char_OTAMAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"paid_001","","","","char_PAILDRAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pal_001","","","","char_PALMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"panja_001","","","","char_PANJYAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"parrot_001","","","","char_PARROTMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pata_001","","","","char_PATAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pec_001","","","","char_PECKMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pega_001","","","","char_PEGASMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pen_001","","","","char_PENMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pico_001","","","","char_PICKLEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pie_001","","","","char_PIEDMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"piko_001","","","","char_PICODEVIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pino_001","","","","char_PINOCHIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"piyo_001","","","","char_PIYOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pluto_001","","","","char_PLUTOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"poyo_001","","","","char_POYOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"presi_001","","","","char_PLESIOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pro_001","","","","char_PLOTMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"puka_001","","","","char_PUKAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"puni_001","","","","char_PUNIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"pyoko_001","","","","char_PYOCOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"raidora_001","","","","char_LIGHDRAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"rapi_001","","","","char_RAPIDMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"rave_001","","","","char_RAVEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"ravebu_001","","","","char_RAVEMON_BM",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"reppa_001","","","","char_REPPAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"rigra_001","","","","char_RIZEGREYMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"rose_001","","","","char_ROSEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"roseb_001","","","","char_ROSEMON_BM",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"roto_001","","","","char_LOTOSMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"ruche_001","","","","char_LUCEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"ruchef_001","","","","char_LUCEMON_FM",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"ruches_001","","","","char_LUCEMON_SM",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"seado_001","","","","char_SEADRAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"Seire_001","","","","char_SIRENMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"serap_001","","","","char_SERAPHIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"shakko_001","","","","char_SHAKKOUMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"shaw_001","","","","char_SHAWUJINMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"shigra_001","","","","char_SHINEGREYMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"shout_001","","","","char_SHOUTMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"skuba_001","","","","char_SKULLBALUCHIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"sleip_001","","","","char_SLEIPMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"sola_001","","","","char_SOLARMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"sting_001","","","","char_STINGMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"sunf_001","","","","char_SUNFLOWMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"supsta_001","","","","char_SUPERSTARMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"syako_001","","","","char_SHAKOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"sylphy_001","","","","char_SILPHYMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"syuri_001","","","","char_SHURIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tail_001","","","","char_TAILMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tane_001","","","","char_TANEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tent_001","","","","char_TENTOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"teri_001","","","","char_TERRIERMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tita_001","","","","char_TITAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"toge_001","","","","char_TOGEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"toko_001","","","","char_TOKOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tono_001","","","","char_TONOSAMAGEKOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tsuchi_001","","","","char_TUCHIDARUMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tsuno_001","","","","char_TUNOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tunk_001","","","","char_TANKMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tyran_001","","","","char_TYRANNOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"tyrant_001","","","","char_TYRANTKABUTERIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"ulbra_001","","","","char_ULTIMATEBRAKIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"uni_001","","","","char_YUNIMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"vande_001","","","","char_VAMDEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"vdora_001","","","","char_V-DRAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"venus_001","","","","char_VENUSMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"viki_001","","","","char_VIKEMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"volf_001","","","","char_WOLFMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"vulca_001","","","","char_VULCANUSMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"vuli_001","","","","char_VRITRAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"wagall_001","","","","char_WEREGARURUMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"warus_001","","","","char_WARUSEADRAMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"wasp_001","","","","char_WASPMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"wogra_001","","","","char_WARGREYMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"wood_001","","","","char_WOODMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"worm_001","","","","char_WORMMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"yuki_001","","","","char_YUKIDARUMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"yuno_001","","","","char_JUNOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"yunoh_001","","","","char_JUNOMON_HYSTERICMODE",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"yupi_001","","","","char_JUPITERMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"yupira_001","","","","char_JUPITERMON_WRATHMODE",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"zplu_001","","","","char_UNDEADPLUTOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
"zudo_001","","","","char_ZUDOMON",1,1,1,1,1,1,1,1,0,0,0,0,100,0,"",0,0,"","","","","",""
