int32 0,int32 1,int32 2,int32 3,float 4,float 5,float 6,float 7,float 8,string3 9,string3 10,float 11,float 12,float 13,float 14,int32 15,float 16,float 17,int32 18,float 19,int32 20,int32 21,int32 22,float 23,float 24,int32 25,float 26,int32 27,float 28,float 29,float 30,int32 31
1040209,90042,0,-1,80.09145,35.419,-54.3148,0,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040210,90392,0,-1,98.78082,17.353659,-48.868988,32.3988,1,"fe01","ba02",360,5,2.5,1,3,4,10,-1,10,0,0,1,6,20,-1,0,0,0,0,0,-1
1040211,90042,0,-1,42.21365,27.000914,-34.65926,0,1,"bn01","ba02",45,15,2.5,1,0,4,5,-1,3,0,0,0,6,20,-1,0,0,0,0,0,-1
1040212,90392,0,-1,74.92171,35.419,-64.48946,164.80708,1,"fe01","ba02",360,8,2.5,1,3,4,10,-1,1,0,0,1,6,20,-1,0,0,0,0,0,-1
1040213,90392,0,-1,78.261795,35.54664,-65.590675,-86.86121,1,"fe02","ba02",240,8,2.5,1,3,4,10,-1,1,0,0,1,6,20,-1,0,0,0,0,0,-1
1040301,90611,0,-1,56.855682,3,50.83457,23.312267,1,"bn01","ba02",60,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040302,90607,0,-1,20.444513,0,37.67556,362.14728,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040303,90611,0,-1,12.924333,26.7135,-27.244244,-79.1024,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040304,90607,0,-1,79.64907,15.335099,-37.510155,61.89593,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040305,90607,0,-1,28.164925,0,32.246544,88.622925,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040306,90607,0,-1,18.904274,0,25.009577,446.4947,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040307,90611,0,-1,76.764175,3,51.538513,0,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040308,90369,0,-1,79.67145,11.999998,-7.440583,-96.09901,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040309,90369,0,-1,68.241806,3,58.239044,170.18118,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040310,90369,0,-1,71.35491,11.999999,-8.521721,13.656142,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040311,90369,0,-1,63.634724,11.999998,-7.267425,52.465435,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040312,90611,0,-1,7.768669,26.713501,-25.214643,-6.567228,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040313,90611,0,-1,8.70294,26.713501,-31.78685,-12.091216,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040401,90586,0,-1,-9.677328,24.700901,-69.410255,27.266062,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040402,90083,0,-1,9.648335,24.7009,-66.66653,150.55377,3,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040403,90586,0,-1,21.474989,24.700897,-72.314255,-38.907036,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040404,90586,0,-1,10.345405,4.65924,-22.648169,158.79106,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040405,90586,0,-1,-22.243687,10.6592,-16.765217,40.044525,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040406,90611,0,-1,-49.747974,9.921217,15.016674,49.89651,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040407,90607,0,-1,-12.089554,5.145435,23.305693,169.47525,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040408,90586,0,-1,50.147793,-1.34076,18.207493,-83.6088,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040409,90607,0,-1,18.830898,1.586198,18.766642,0,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040410,90586,0,-1,43.395756,-4.34076,57.664726,-90.663086,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040411,90611,0,-1,-61.292545,10.239399,-22.502913,170.22461,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040501,90305,0,-1,80.60518,2.923963,-15.555394,-31.185532,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040601,90305,0,-1,11.651083,1e-06,9.396715,-16.402662,1,"fe01","ba02",180,10,2.5,1,3,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040602,90305,0,-1,-54.62711,3,2.320158,-32.012722,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040603,90305,0,-1,7.312973,6,-16.422607,-24.255585,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040604,90305,0,-1,19.987246,0,3.752631,98.47868,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040605,90305,0,-1,25.610935,3,-36.87861,-77.55806,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040606,90379,0,-1,-14.290488,0,26.171265,32.92373,3,"bn01","ba02",90,10,2.5,1,3,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040608,90393,0,-1,-2.301992,-1e-06,24.03225,31.245943,1,"bn01","ba02",45,10,2.5,1,3,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040609,90393,0,-1,1.66391,5.999999,-12.619898,384.0396,1,"bn01","ba02",45,10,2.5,1,3,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040610,90393,0,-1,56.12937,0,-10.216423,458.68637,1,"bn02","ba02",360,6,2.5,1,3,4,1,-1,3,0,0,1,6,20,0,3,0,0,0,0,-1
1040612,90393,0,-1,-26.468962,0,27.9668,210.82516,1,"bn01","ba02",45,10,2.5,1,3,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040613,90393,0,-1,32.921085,3,-35.108284,-110.15459,1,"bn01","ba02",45,8,2.5,1,3,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040615,90428,0,-1,28.092804,0,25.759993,6.691224,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040616,90428,0,-1,54.8054,0,-12.180702,27.508276,1,"fe02","ba02",360,8,2.5,1,3,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040618,90428,0,-1,55.03937,0,-8.231414,143.37189,1,"fe02","ba02",180,10,2.5,1,3,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040619,90610,0,-1,2.524846,-18.8309,41.890755,0,1,"bn01","ba02",180,10,2.5,1,0,4,10,-1,3,0,0,1,6,20,0,3,0,0,0,0,-1
1040621,90428,0,-1,-17.279737,0,17.424145,-17.293537,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040622,90305,0,-1,-19.33483,0,37.199085,8.904636,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040701,90759,0,-1,-2.277554,3,48.66244,-35.104893,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040702,90199,0,-1,28.675556,-10.999998,-14.039443,51.031227,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040703,90759,0,-1,0.074487,3,53.287354,-33.786076,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040704,90199,0,-1,40.288944,0,50.99792,-22.0564,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040705,90199,0,-1,48.138645,0,45.829422,23.82587,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040706,90423,0,-1,1.545162,-22.0001,22.113111,15.406215,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040707,90759,0,-1,-7.969548,-22.0001,26.217155,-25.973778,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040708,90199,0,-1,-50.067055,-21.0001,-9.347679,-21.297094,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040709,90759,0,-1,-3.692357,-21.167896,-21.12656,0,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040710,90423,0,-1,14.362016,-12.006466,8.973511,-6.788057,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040711,90199,0,-1,-35.802208,-24.000101,16.903366,119.03976,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040712,90759,0,-1,-2.822672,-21.167898,-12.662276,-22.8965,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040713,90759,0,-1,-7.873776,-21.167898,-31.465776,25.877083,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040714,90199,0,-1,-12.39618,-27.0001,-11.67943,-75.6292,1,"bn01","ba02",45,5,2.5,1,3,4,10,-1,1,0,0,0,6,20,0,3,0,0,0,0,-1
1040715,90199,0,-1,57.255177,-3,-5.325279,0,1,"bn01","ba02",45,10,2.5,1,0,4,5,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040801,1040801,0,-1,-15.174384,15.502285,34.993103,-174.68358,1.5,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040802,1040802,0,-1,-19.565058,14.999999,4.711703,1.17117,1.5,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040803,1040803,0,-1,5.517773,25.999998,33.8931,-162.91672,2,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040804,1040804,0,-1,23.172762,21.999998,-3.563743,0,2,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040805,1040805,0,-1,52.66512,14.078151,28.47354,128.4385,1.5,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040806,1040806,0,-1,39.410892,17.999998,-23.732237,14.673533,3,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040807,1040807,0,-1,31.781097,9.999999,-58.116024,22.097828,2,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040808,1040808,0,-1,-36.557213,10.999999,18.883307,-76.72824,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040809,1040809,0,-1,32.205616,17.999998,47.48362,-507.90402,1.5,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040901,1040901,0,-1,37.29505,2,31.875448,-96.76761,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040902,1040902,0,-1,30.295229,2,39.207703,-141.40208,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040903,1040903,0,-1,-18.234426,1,60.13732,-120.42797,2,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040904,1040904,0,-1,15.262112,1,30.838259,-59.408833,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040905,1040905,0,-1,-29.890923,2,49.146965,217.43465,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040906,1040906,0,-1,2.159585,1,52.379036,-176.18336,3,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040907,1040907,0,-1,50.73516,3,50.0875,-143.12843,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040908,1040908,0,-1,24.089005,6,-38.585686,57.824024,2,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040909,1040909,0,-1,-30.381243,8,-20.943552,-146.41989,2.5,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040910,1040910,0,-1,-32.81925,4,9.121069,146.76523,1.5,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1040911,1040911,0,-1,-58.368465,4,13.300406,74.77025,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,20,0,3,0,0,0,0,-1
1050101,90341,0,-1,47.70387,-7.888619,44.192547,-72.42293,1,"bn01","ba02",45,15,2.5,1,0,3,10,-1,3,0,0,0,6,15,-1,3,0,0,0,0,-1
1050102,90009,0,-1,113.822685,-16.617899,20.643837,37.83334,1,"bn01","ba02",45,2,2.5,1,3,0,0,-1,0,0,0,0,4,7,-1,3,0,0,0,0,-1
1050103,90615,0,-1,61.936646,-12.223599,42.17108,118.2549,1,"bn01","ba02",30,2,2.5,1,3,0,0,-1,0,0,0,4,0,0,-1,0,0,0,0,0,-1
1050104,90615,0,-1,62.698017,-12.223598,44.25754,109.1868,1,"bn01","ba02",30,2,2.5,1,3,0,0,-1,0,0,0,4,0,0,-1,0,0,0,0,0,-1
1050105,90615,0,-1,63.43403,-12.223598,46.35679,106.829704,1,"bn01","ba02",30,2,2.5,1,3,0,0,-1,0,0,0,4,0,0,-1,0,0,0,0,0,-1
1050106,90341,0,-1,70.12136,-12.223599,49.634125,151.45222,1,"bn01","ba02",45,10,2.5,1,0,3,10,-1,3,0,0,0,6,15,-1,3,0,0,0,0,-1
1050107,90609,0,-1,82.28124,-12.223599,48.259613,-35.976315,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,7,-1,3,0,0,0,0,-1
1050108,90009,0,-1,63.79839,-27.907595,8.482542,174.37257,1,"bn01","ba02",45,5,2.5,1,0,3,10,-1,3,0,0,0,5,7,-1,3,0,0,0,0,-1
1050109,90609,0,-1,109.856674,-16.617899,35.71089,-94.55174,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,7,-1,3,0,0,0,0,-1
1050110,90341,0,-1,72.666084,-27.907595,2.133265,88.060356,1,"bn01","ba02",45,10,2.5,1,0,3,10,-1,3,0,0,0,6,15,-1,3,0,0,0,0,-1
1050111,90009,0,-1,12.170608,-7.888619,40.89209,204.19568,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,0,0,0,0,4,7,-1,3,0,0,0,0,-1
1050112,90009,0,-1,12.840919,-7.888619,39.654076,-65.67079,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,0,0,0,0,4,7,-1,3,0,0,0,0,-1
1050113,90009,0,-1,61.37802,-27.907597,-4.00765,0,1,"bn01","ba02",45,5,2.5,1,0,3,10,-1,3,0,0,0,5,7,-1,3,0,0,0,0,-1
1050201,90342,0,-1,44.903748,-32.7245,-44.511997,651.6779,1,"bn01","ba02",45,15,2.5,1,3,0,0,-1,3,0,0,0,6,5,-1,3,0,0,0,0,-1
1050202,90609,0,-1,63.091885,-36.724495,-71.82828,21.722559,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050203,90615,0,-1,30,-34.353798,-52,180,1,"bn01","ba02",15,2,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050204,90009,0,-1,50.436134,-28.915396,-99.97362,90.68686,1,"bn01","ba02",45,10,2.5,1,0,4,5,-1,3,0,0,0,6,5,-1,3,0,0,0,0,-1
1050205,90341,0,-1,65.05603,-36.7245,-82.53259,0,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050206,90615,0,-1,39.899677,-34.353798,-53.622566,-148.61751,1,"bn01","ba02",15,2,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050207,90615,0,-1,31.251373,-34.353798,-61.886166,55.842525,1,"bn01","ba02",15,2,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050208,90615,0,-1,36,-34.353798,-52,180,1,"bn01","ba02",15,2,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050209,90615,0,-1,33,-34.353798,-52,180,1,"bn01","ba02",15,2,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050210,90009,0,-1,45.99591,-28.915398,-95.99331,-112.549324,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050211,90009,0,-1,45.883614,-28.915398,-97.150314,-53.02894,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050212,90341,0,-1,4.290724,-39.5592,-66.909775,0,1,"bn01","ba02",45,10,2.5,1,0,3,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050213,90609,0,-1,-0.735254,-39.5592,-81.98439,135.98048,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,5,-1,3,0,0,0,0,-1
1050301,90214,0,-1,71.68254,-1.92271,-16.198318,36.860443,3.255324,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050302,90005,0,-1,-79.470085,-4.1e-05,-12.673299,106.90496,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050303,90369,0,-1,30.222687,-4e-05,60.031597,-67.616585,1,"bn01","ba02",45,5,2.5,1,0,3,10,-1,3,0,0,0,5,10,-1,3,0,0,0,0,-1
1050304,90009,0,-1,-27.379366,4.051023,64.34359,302.72537,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050305,90369,0,-1,-80.09627,-4e-05,0.234129,201.80095,1,"bn01","ba02",45,10,2.5,1,0,3,10,-1,3,0,0,0,5,10,-1,3,0,0,0,0,-1
1050306,90005,0,-1,-79.25031,-4e-05,31.581682,261.1419,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050307,90005,0,-1,44.530033,8e-06,49.115,0,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050308,90009,0,-1,-18.792597,4.051029,52.86715,131.76988,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050309,90341,0,-1,28.949934,-2.6e-05,47.98018,0,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050310,90412,0,-1,-8.016077,-4.3e-05,-53.98313,16.294117,1,"bn01","ba02",45,5,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050311,90412,0,-1,4.747769,0,-51.57239,0,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050312,90429,0,-1,27.761204,0,-65.0826,-68.60482,1,"bn01","ba02",45,10,2.5,1,3,0,0,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050401,90033,0,-1,-81.084236,-8.477107,30.423605,140.07712,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050402,90301,0,-1,76.28457,22.317497,57.857895,135.83813,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050403,90033,0,-1,-74.04754,-8.342179,45.13847,0,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050404,90143,0,-1,65.24764,3.26711,12.930368,-102.19143,1,"bn01","ba02",45,10,2.5,1,0,4,5,-1,3,0,0,0,6,5,-1,3,0,0,0,0,-1
1050405,90363,0,-1,86.729126,7.320759,-0.449348,234.87294,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050406,90363,0,-1,-11.762918,-12.516299,59.051487,182.70651,1,"bn01","ba02",45,10,2.5,1,0,4,7,-1,3,0,0,0,6,7,-1,3,0,0,0,0,-1
1050407,90363,0,-1,87.61929,7.320759,13.173,1.013536,1,"bn01","ba02",45,15,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050408,90301,0,-1,66.36282,22.3175,49.132233,29.062996,1,"bn01","ba02",45,15,2.5,1,3,0,0,-1,0,0,0,4,0,0,-1,0,0,0,0,0,-1
1050409,90301,0,-1,64.065125,22.3175,53.83964,123.92908,1,"bn01","ba02",45,15,2.5,1,3,0,0,-1,0,0,0,4,0,0,-1,0,0,0,0,0,-1
1050410,90047,0,-1,-38.13246,-3.10383,-59.95039,96.55341,1,"bn01","ba02",45,15,2.5,1,0,4,20,-1,3,0,0,0,6,20,-1,3,0,0,0,0,-1
1050411,90143,0,-1,95.75931,7.320759,5.419433,262.16794,1,"bn01","ba02",45,10,2.5,1,0,4,5,-1,3,0,0,0,6,5,-1,3,0,0,0,0,-1
1050412,90009,0,-1,98.61448,7.320759,51.972675,-26.842674,1,"bn01","ba02",45,2,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050413,90033,0,-1,-66.44558,-8.495233,28.241268,-34.861977,1,"bn01","ba02",45,10,2.5,1,0,4,10,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050501,90211,0,-1,-35.045578,59.793293,115.33667,-123.55819,3,"bn01","ba02",45,20,2.5,1,0,6,20,-1,3,0,0,0,8,20,-1,3,0,0,0,0,-1
1050502,90211,0,-1,10.555639,59.793293,94.67451,0,3,"bn01","ba02",45,20,2.5,1,0,6,20,-1,3,0,0,0,8,20,-1,3,0,0,0,0,-1
1050503,90342,0,-1,22.472927,44.573395,74.80166,108.132744,1,"bn01","ba02",45,10,2.5,1,0,4,15,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1050504,90342,0,-1,-56.77906,48.510197,54.843605,144.57994,1,"bn01","ba02",45,10,2.5,1,0,4,15,-1,3,0,0,0,6,15,-1,3,0,0,0,0,-1
1050505,90009,0,-1,-35.278614,47.27199,78.00309,-0.837592,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1050506,90009,0,-1,-38.30199,47.27199,74.75477,-92.740616,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1100101,1100101,0,1,41.438107,-2e-06,-3.331973,-95.91297,1.8,"bn01","ba02",45,30,2.5,1,3,4,10,0,3,0,1,0,7.2,100,0,1,1,0.02,30,0.5,-1
1100102,1100102,0,2,31.165462,-3.631938,27.039364,-17.767147,1.8,"bn01","ba02",45,20,2.5,1,1,4,10,2,7,0,1,0,7.2,50,2,3,1,0.02,30,0.5,-1
1100103,1100103,0,-1,-51.674976,1e-06,-21.664526,49.23244,1.5,"bn01","ba02",45,5,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100104,1100104,0,-1,71.1335,0.117851,-7.410747,-304.569,1,"bn01","ba02",360,20,2.5,1,3,4,3,0,3,0,0,7,8,15,0,3,0,0,0,0,-1
1100105,1100105,0,-1,60.87002,0.154662,-0.776649,0,1,"bn01","ba02",180,10,2.5,1,0,2,4,0,3,0,0,4,6,50,1,3,0,0,0,0,-1
1100106,90009,0,1,14.879877,0.05,-1.297125,88.65207,1,"ba01","ba02",180,10,2.5,1,3,4,2,3,3,0,1,2,12,60,3,60,1,0,0,0,-1
1100107,90728,0,1,14.98167,0.150331,-7.077005,73.96045,1,"bn01","ba02",180,10,2.5,1,3,4,2,4,3,0,1,2,12,60,4,60,1,0,0,0,-1
1100108,90081,0,-1,-100.33525,-3.451979,2.304307,56.397797,1.2,"bn01","ba02",90,20,2.5,1,3,4,3,0,3,0,0,7,12,30,0,3,0,0,0,0,-1
1100301,1100301,0,-1,3.012737,3,-18.444752,177.08952,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100302,1100302,0,-1,2.912436,6.999999,-47.946598,0,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100303,1100303,0,-1,-36.07896,3,-19.227467,113.70334,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100304,1100304,0,-1,39.798195,6.999999,-47.897396,0,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100305,1100305,0,-1,38.40194,7,-27.164865,-268.73056,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100306,1100306,0,-1,19.004292,7,-39.92614,167.00719,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100401,1100401,0,-1,16.859524,1,-24.47577,0,2,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
