int32 0,string3 1,string3 2,float 3,float 4,float 5,float 6,float 7,float 8,float 9,int32 10,string3 11,int32 12,bool 13
41307,"mob015","fw01",-6.053425,0.099999,-3.235257,174.97758,0,0,1,1,"",2,true
41308,"mob015","fw01",3.275956,0,-8.4659,0,0,0,1,1,"",7,true
41309,"mob017","fw01",-1.39254,0,-1.545653,0,0,0,1,1,"",8,true
41310,"mob017","fw01",2.279229,0,-65.26554,0,0,0,1,1,"",7,true
41311,"mob017","fw01",37.7393,0,-4.022303,-87.96882,0,0,1,1,"",7,true
41312,"mob001","fw01",7.716822,0.052054,-60.0308,0,0,0,1,1,"",3,true
41313,"mob001","fw01",2.548187,0,-26.94377,0,0,0,1,1,"",7,true
41314,"mob001","fw01",40.41127,0,0.635888,-100.14801,0,0,1,1,"",8,true
41315,"mob003","fw01",3.054395,0,0.204223,-40.222084,0,0,1,1,"",3,true
41316,"mob003","fw01",-1.698511,0,-66.097244,0,0,0,1,1,"",8,true
41317,"mob003","fw01",-5.104285,0,8.79308,-174.9886,0,0,1,1,"",1,true
41318,"mob004","fw01",18.532864,0.05,-23.40033,-46.393898,0,0,1,1,"",4,true
41319,"mob004","fw01",11.952253,0,-4.420173,-105.9818,0,0,1,1,"",7,true
41320,"mob004","fw01",12.475809,0,5.385851,-96.86224,0,0,1,1,"",10,true
41601,"mob001","fn02",-20.184853,0,-35.467224,100.620766,0,0,1,0,"",-1,true
41602,"mob003","e516",-20.109167,0,-34.22607,120.55564,0,0,1,0,"",-1,true
41603,"mob017","fn02",-21.04078,0,-36.563583,-5.24716,0,0,1,0,"",-1,true
41604,"mob014","fn02",-32.83061,0,-0.065187,0,0,0,1,0,"",-1,true
41605,"mob004","fn02",-37.577442,0,-33.397396,-131.52367,0,0,1,0,"",-1,true
41606,"mob011","fn09",12.863173,0,5.885376,-2.549694,0,0,1,0,"",-1,true
41607,"mob004","fn11",-31.546156,0,-1.906482,-96.67023,0,0,1,0,"",-1,true
41608,"mob014","fn02",-36.488148,0,-21.022783,-119.80564,0,0,1,0,"",-1,true
41609,"mob017","e003",-11.587346,0,9.965137,76.374016,0,0,1,0,"",-1,true
41610,"mob012","e667",-10.825421,0,6.262187,84.437935,0,0,1,0,"",-1,true
41611,"mob014","fn02",7.6421,0,-24.17748,-188.66148,0,0,1,0,"",7,true
41612,"mob015","fn03",-23.897324,0,-7.187576,-98.63338,0,0,1,0,"",-1,true
41613,"mob004","fn22",1.815737,0.413026,-10.394596,-83.560814,0,0,1,0,"",-1,true
41614,"mob013","fn02",-31.281132,0,3.878289,-11.185867,0,0,1,0,"",-1,true
41615,"mob001","fn02",9.972962,0,-2.618993,-88.78155,0,0,1,0,"",-1,true
41616,"mob014","fn08",-31.363777,0,4.748311,-203.53345,0,0,1,0,"",-1,true
41617,"mob011","fn02",-32.690826,0,7.177248,-205.16922,0,0,1,0,"",-1,true
41618,"mob003","e516",-32.74244,0,12.993456,12.065238,0,0,1,0,"",-1,true
41619,"mob014","fn02",-11.127464,0,7.741861,-281.17874,0,0,1,0,"",3,true
41620,"mob011","fn10",-11.205636,0,6.458584,101.89693,0,0,1,0,"",-1,true
41621,"mob001","e115",-9.271154,0,-26.279724,-353.83514,0,0,1,0,"",-1,true
41622,"mob001","fn05",-37.671993,0,-21.910656,4.52176,0,0,1,0,"",-1,true
41623,"mob003","fn03",7.906053,0,-25.879078,1.641031,0,0,1,0,"",1,true
41624,"mob003","fn07",-11.289257,0,-23.290426,174.92874,0,0,1,0,"",-1,true
41625,"mob014","fn09",-11.563537,0,-25.787367,-38.63796,0,0,1,0,"",-1,true
41626,"mob014","fn08",-23.518242,0,-26.005793,72.40665,0,0,1,0,"",-1,true
41627,"mob012","fn08",-23.09736,0,-25.979666,-99.914566,0,0,1,0,"",-1,true
41628,"mob014","fn02",-21.512226,0,-37.536007,0,0,0,1,0,"",-1,true
41629,"mob001","fr01",-17.738583,0,26.321272,-136.08105,0,0,1,1,"",3,true
41630,"mob013","fn10",-24.25883,0,13.12708,-144.10252,0,0,1,0,"",-1,true
41631,"mob001","fn08",-4.125162,0,6.105967,10.459721,0,0,1,0,"",-1,true
41632,"mob012","e010",-31.79107,0,11.935699,-95.341965,0,0,1,0,"",-1,true
41633,"mob003","fn05",22.702793,-0.049771,-6.505407,-86.14636,9.192535,0,1,0,"",1,true
41634,"mob001","fn17",0.041136,0,-14.004352,186.76912,0,0,1,0,"",-1,true
41635,"mob015","fn03",-14.850569,0,13.675984,80.148895,0,0,1,0,"",-1,true
41636,"mob001","fn19",18.695784,0,-9.266748,-32.87224,0,0,1,0,"",-1,true
41637,"mob014","fn22",21.860422,0,-23.071558,41.131485,0,0,1,0,"",-1,true
41638,"mob003","fn04",3.437886,0,-10.872043,13.858804,0,0,1,0,"",-1,true
41639,"mob015","e117",-13.542823,0,-26.30008,-174.13686,0,0,1,0,"",-1,true
41640,"mob001","fn23",1.998346,0.352881,-11.42196,-118.84465,0,0,1,0,"",-1,true
41641,"mob001","fr01",-18.17732,0,-13.265682,172.27106,0,0,1,1,"",3,true
41642,"mob001","fn06",-35.11768,0,11.023477,189.04942,0,0,1,0,"",-1,true
41643,"mob001","fn07",-12.465666,0,11.046331,281.8904,0,0,1,0,"",-1,true
41644,"mob004","fn07",8.945675,0,-21.187586,30.086695,0,0,1,0,"",-1,true
41645,"mob015","e117",-24.270863,0,12.667345,-1.364475,0,0,1,0,"",-1,true
41646,"mob011","fn04",3.449463,0,-9.648205,-178.21503,0,0,1,0,"",-1,true
41647,"mob001","fr01",9.009907,0,-0.026908,-86.163765,0,0,1,1,"",2,true
41648,"mob001","fn23",21.940138,0,-10.461475,92.03444,0,0,1,0,"",-1,true
41649,"mob001","fn06",-8.366413,0,-19.826406,-180.23112,0,0,1,0,"",-1,true
41650,"mob001","fn34",10.611613,0,-19.680332,-258.8449,0,0,1,0,"",-1,true
41651,"mob014","fn04",22.96626,0.089737,-8.307256,-94.2817,0,0,1,0,"",7,true
41652,"mob004","fn16",0.697066,0,-14.209196,-169.65742,0,0,1,0,"",-1,true
41653,"mob017","fn02",-33.22512,0,15.656745,-206.23584,0,0,1,0,"",-1,true
41654,"mob003","fn04",20.126886,0,-22.976181,-89.235634,0,0,1,0,"",-1,true
41655,"mob004","fn02",10.879839,0,5.021154,17.779413,0,0,1,0,"",-1,true
41656,"mob011","fn04",21.790655,0,-2.428396,264.5897,0,0,1,0,"",6,true
41657,"mob005","fn10",5.610199,0,-1.21507,-10.604611,0,0,1,0,"",-1,true
41658,"mob012","fn31",20.227167,-0.924621,-5.559464,2.65434,-7.909146,0,1,0,"",2,true
41659,"mob014","fn05",18.98167,0.060947,-19.901808,3.938132,0,0,1,0,"",-1,true
41660,"mob003","fn05",19.556892,0,-19.644041,0,0,0,1,0,"",-1,true
41661,"mob003","fn31",18.573078,-0.26117,-2.468841,85.902435,-11.286715,0,1,0,"",-1,true
41662,"mob014","e002",-11.477406,0,-21.211557,29.528034,0,0,1,0,"",-1,true
41663,"mob015","fn03",-11.415469,0,-20.489939,95.131546,0,0,1,0,"",-1,true
41664,"mob014","fn05",9.103396,0.050847,-13.653219,-180.15666,0,0,1,0,"",-1,true
41665,"mob013","fn04",9.750722,0.05563,-13.853824,-182.79028,0,0,1,0,"",-1,true
41666,"mob001","fn04",19.303383,0.055986,-13.83523,-140.61989,0,0,1,0,"",-1,true
41667,"mob011","fn02",19.804644,0,7.408545,-138.85553,0,0,1,0,"",-1,true
41668,"mob004","fn16",20.565922,0.068253,-14.048594,-174.38365,0,0,1,0,"",-1,true
41669,"mob015","fn03",5.878543,0,-10.460459,-280.14008,0,0,1,0,"",-1,true
41670,"mob001","fn05",19.969587,0.074393,-14.115297,-180.22859,0,0,1,0,"",-1,true
41671,"mob004","fs01",33.067337,0,-27.099524,-175.97429,0,0,1,0,"",-1,true
41672,"mob011","fn05",18.356794,0.067557,-19.760206,6.303779,0,0,1,0,"",-1,true
41673,"mob015","fn04",21.683268,0,-12.616799,-91.741806,0,0,1,0,"",-1,true
41674,"mob004","fn02",17.135616,0,5.562101,44.97321,0,0,1,0,"",-1,true
41675,"mob014","fn02",11.337774,0,7.122603,-227.50996,0,0,1,0,"",-1,true
41676,"mob004","fn04",21.160975,0,-12.650412,91.307915,0,0,1,0,"",-1,true
41677,"mob004","fn02",-14.869688,0,-22.800241,-283.1782,0,0,1,0,"",-1,true
41678,"mob001","fn05",19.465334,0,-22.964201,80.136475,0,0,1,0,"",-1,true
41679,"mob001","fn05",11.662998,0.030465,-11.060643,-99.80675,0,0,1,0,"",-1,true
41680,"mob001","fr01",-2.627402,0,3.512797,175.74821,0,0,1,1,"",5,true
41681,"mob013","fn04",19.313322,0,-2.444462,261.04333,0,0,1,0,"",-1,true
41682,"mob001","fn23",11.735205,0.067531,-11.544333,-105.815094,0,0,1,0,"",-1,true
41683,"mob004","fn16",12.449456,0.042697,-8.715023,84.3692,0,0,1,0,"",-1,true
41684,"mob001","fn01",30.476362,0,-26.760544,192.44792,0,0,1,0,"",-1,true
41685,"mob003","fn04",20.248981,0,-9.867062,10.002053,0,0,1,0,"",6,true
41686,"mob012","fn04",8.469525,0,-13.616788,-184.88875,0,0,1,0,"",-1,true
41687,"mob014","fn04",19.337484,0.030648,-4.69215,156.76398,0,0,1,0,"",2,true
41688,"mob014","fn07",15.758153,0,-1.220269,132.06029,0,0,1,0,"",-1,true
41689,"mob017","fn04",21.887312,0,-6.844734,64.41978,0,0,1,0,"",4,true
41690,"mob017","fn23",20.78938,0,-2.438853,81.97162,0,0,1,0,"",-1,true
41691,"mob004","fr01",32.10048,0,1.980987,-407.24118,0,0,1,1,"",4,true
41692,"mob011","fn05",20.117203,0.040501,-9.057552,-186.47202,0,0,1,0,"",-1,true
41693,"mob015","fn09",11.163574,0,-2.554518,177.82507,0,0,1,0,"",-1,true
41694,"mob015","fn02",16.240875,0,-0.991621,214.09744,0,0,1,0,"",-1,true
41695,"mob017","fn02",15.818277,0,6.472713,-96.25918,0,0,1,0,"",-1,true
41696,"mob004","fn16",22.224466,0,-4.838183,96.67531,0,0,1,0,"",-1,true
41697,"mob011","fn02",5.682911,0,-11.756021,-437.88892,0,0,1,0,"",-1,true
41698,"mob001","e638",32.11646,0,5.087521,-174.58887,0,0,1,0,"",-1,true
41699,"mob003","ft01",32.869812,0,4.958904,-114.24,0,0,1,0,"",-1,true
41700,"mob013","fn02",15.275011,0,-0.877801,229.78427,0,0,1,0,"",-1,true
41701,"mob014","fn04",21.743128,0.070223,-3.89434,80.67868,0,0,1,0,"",-1,true
41702,"mob012","e002",16.477772,0,-1.433575,-112.116104,0,0,1,0,"",-1,true
41703,"mob001","fn02",-13.224619,0,7.107928,197.13701,0,0,1,0,"",-1,true
41704,"mob003","fn03",-23.32641,0,20.839195,0.775562,0,0,1,0,"",-1,true
41705,"mob011","fn02",-22.95945,0,20.768892,4.736016,0,0,1,0,"",-1,true
41706,"mob015","fn08",-27.28356,0,27.11598,53.93299,0,0,1,0,"",-1,true
41707,"mob013","e009",-27.49278,0,28.016209,-218.49265,0,0,1,0,"",-1,true
41708,"mob014","e002",-26.526,0,27.587996,-61.329132,0,0,1,0,"",-1,true
41709,"mob004","fn02",-8.5815,0,9.148082,9.21577,0,0,1,0,"",-1,true
41710,"mob001","e521",-42.40696,0,-28.034698,-96.02402,0,0,1,0,"",-1,true
41711,"mob015","e117",-40.048492,0,-31.449493,-132.92844,0,0,1,0,"",-1,true
41712,"mob014","fn03",-40.238285,0,-30.379774,-155.2768,0,0,1,0,"",-1,true
41713,"mob013","fn07",-40.85335,0,-31.084974,-153.51756,0,0,1,0,"",-1,true
41714,"mob003","e506",-38.27328,0,-25.64492,0,0,0,1,0,"",-1,true
41715,"mob017","fn02",-40.182568,0,-25.811802,-16.137556,0,0,1,0,"",-1,true
41716,"mob003","fn26",-12.600938,0.063806,-14.174984,-176.55746,0,0,1,0,"",-1,true
41717,"mob014","fn05",-13.647404,0.091768,-13.785709,194.23589,0,0,1,0,"",-1,true
41718,"mob015","fn22",-12.980933,0.054853,-14.231249,167.69383,0,0,1,0,"",-1,true
41719,"mob013","fn04",21.841694,0.040274,-8.709812,85.49167,0,0,1,0,"",-1,true
41720,"mob011","fn04",22.885283,0.040225,-6.87824,-81.762184,0,0,1,0,"",-1,true
41721,"mob001","fr01",-29.37941,0,-7.152278,0,0,0,1,1,"",-1,true
41722,"mob001","fn05",22.235868,0.140625,-11.13401,72.32642,-7.861415,0,1,1,"",-1,true
41723,"mob015","fn23",19.370808,0,-5.374967,0,0,0,1,0,"",-1,true
41724,"mob001","fn17",19.17092,-0.020155,-3.190936,-90.20075,0,0,1,0,"",-1,true
41725,"mob013","fn04",20.144579,0.090546,-4.928328,-160.54794,-8.166124,0,1,0,"",-1,true
41726,"mob001","fr01",-35.056217,0,-14.416196,-76.96052,0,0,1,1,"",-1,true
41727,"mob001","fn17",22.611383,0.090773,-11.103226,-80.74997,0,0,1,0,"",-1,true
41728,"mob001","fn04",22.824987,0,-4.246073,-87.658226,0,0,1,0,"",-1,true
41729,"mob001","fn04",10.951344,0,-22.74602,-13.736197,0,0,1,0,"",-1,true
41730,"mob001","fr01",28.525734,0,-18.309162,0,0,0,1,1,"",-1,true
41731,"mob004","fn23",20.154753,0.19116,-7.319717,-205.50781,-4.48582,0,1,0,"",-1,true
41732,"mob011","fn02",8.379706,0,-24.06922,-162.29434,0,0,1,0,"",-1,true
41733,"mob004","fn22",22.589245,0.030654,-10.484468,-76.13602,0,0,1,0,"",-1,true
41734,"mob001","fn16",1.964036,0.361818,-9.416216,-88.117874,0,0,1,0,"",-1,true
41735,"mob001","fr01",-16.428461,0,-8.579995,0,0,0,1,1,"",-1,true
41736,"mob012","fn04",21.768545,0.080538,-7.887805,94.08638,1.211904,0,1,0,"",-1,true
42001,"mob001","fn02",17.734844,9.199999,-37.15313,-164.6214,0,0,1,0,"",-1,true
42002,"mob003","e506",11.698377,9.2,-10.077326,-90.96483,0,0,1,0,"",-1,true
42003,"mob004","fn02",16.7087,9.199999,-30.125988,-260.11444,0,0,1,0,"",-1,true
42004,"mob015","fw01",6.44128,13.199999,-55.74516,360.3251,0,0,1,1,"",5,true
42005,"mob012","e005",11.749822,9.2,-8.649173,-127.47804,0,0,1,0,"",-1,true
42006,"mob013","e003",12.49429,9.199999,-10.760584,-111.13547,0,0,1,0,"",-1,true
42007,"mob011","fn20",11.725914,9.2,-11.076206,-84.55846,0,0,1,0,"",-1,true
42008,"mob004","fn02",-2.231023,9.199999,-22.653467,95.08496,0,0,1,0,"",-1,true
42009,"mob015","bn01",-0.912982,9.199999,-9.038144,-86.65006,0,0,1,0,"",-1,true
42010,"mob004","fn02",5.386625,9.2,8.235541,189.1355,0,0,1,0,"",-1,true
42011,"mob014","fn02",11.583924,9.2,-6.781415,-81.48209,0,0,1,0,"",-1,true
42012,"mob017","fn02",-0.981798,9.2,-7.940292,-107.626144,0,0,1,0,"",-1,true
42013,"mob003","fn02",9.367112,9.2,1.832581,97.776085,0,0,1,0,"",-1,true
42014,"mob004","fn02",7.191485,9.2,-14.453695,-142.16632,0,0,1,0,"",-1,true
42015,"mob001","fn09",5.861758,9.199999,0.099262,-22.78031,0,0,1,0,"",-1,true
42016,"mob001","fn06",8.184863,9.199999,7.125853,-57.171547,0,0,1,0,"",-1,true
42017,"mob014","fn07",6.434157,9.2,-6.062583,-94.00886,0,0,1,0,"",-1,true
42018,"mob011","e002",-1.912476,9.199999,1.03942,-136.61816,0,0,1,0,"",-1,true
42019,"mob003","fn02",15.944654,9.199999,-15.620146,81.234314,0,0,1,0,"",-1,true
42020,"mob001","e638",2.428835,9.200001,-10.698055,27.191774,0,0,1,0,"",-1,true
42021,"mob001","fn07",6.632366,9.2,-14.873774,120.814606,0,0,1,0,"",-1,true
42022,"mob012","e004",1.102856,9.2,-26.02868,-147.7867,0,0,1,0,"",-1,true
42023,"mob011","fn03",0.731029,9.2,-26.274553,109.243065,0,0,1,0,"",-1,true
42024,"mob013","fn02",7.138623,9.2,-15.115556,-32.76732,0,0,1,0,"",-1,true
42025,"mob012","e667",-7.441487,9.2,-43.51775,-169.32729,0,0,1,0,"",-1,true
42026,"mob013","fn09",-3.125715,9.199999,-41.344604,0.106551,0,0,1,0,"",-1,true
42027,"mob011","fn03",16.189419,9.2,-24.435265,-92.60742,0,0,1,0,"",-1,true
42028,"mob011","fn10",-4.058287,9.199999,-41.347126,-0.040734,0,0,1,0,"",-1,true
42029,"mob014","fn03",-2.856992,9.2,-41.790565,-29.698446,0,0,1,0,"",-1,true
42030,"mob001","fw01",-2.365734,1.2,36.915646,-343.14218,0,0,1,1,"",7,true
42031,"mob013","fn04",0.808696,1.271853,40.13087,-265.32874,0,0,1,0,"",-1,true
42032,"mob004","fn22",-0.915034,1.215492,41.704372,-79.9116,0,0,1,0,"",-1,true
42056,"mob015","e521",6.246683,1.2,-49.459972,19.784515,0,0,1,0,"",-1,true
42061,"mob015","e117",5.53432,1.2,25.009325,85.26129,0,0,1,0,"",-1,true
42035,"mob001","e638",-0.321426,1.2,9.418879,24.307491,0,0,1,0,"",-1,true
42036,"mob001","fn02",-6.463528,1.2,6.523884,-100.25625,0,0,1,0,"",-1,true
42037,"mob001","fw01b",1.656658,5.2,13.240794,-189.46863,0,0,1,1,"",6,true
42038,"mob003","fn07",-3.081153,1.2,16.616411,-135.22734,0,0,1,0,"",-1,true
42039,"mob001","fn07",3.220071,1.241314,22.095184,69.461945,0,0,1,0,"",-1,true
42040,"mob014","fn05",0.722775,1.360112,26.412941,87.22684,0,0,1,0,"",-1,true
42041,"mob012","fn09",1.07273,1.313629,31.710218,-88.97765,0,0,1,0,"",-1,true
42042,"mob013","fn08",0.653165,1.251645,31.599352,53.662792,0,0,1,0,"",-1,true
42043,"mob011","fn02",6.872471,1.2,43.01432,100.89281,0,0,1,0,"",-1,true
42044,"mob001","fn34",5.734754,1.2,42.392036,99.918304,0,0,1,0,"",-1,true
42140,"mob015","fn02",-3.306118,1.2,12.094332,-85.87793,0,0,1,0,"",-1,true
42046,"mob014","fn03",-6.408806,1.2,19.480661,-89.81477,0,0,1,0,"",-1,true
42047,"mob013","e667",-7.02089,1.2,19.149311,-154.8533,0,0,1,0,"",-1,true
42048,"mob012","fn02",-6.936347,1.2,18.65144,-43.754864,0,0,1,0,"",-1,true
42049,"mob003","e516",6.527722,1.2,30.043013,72.73579,0,0,1,0,"",-1,true
42050,"mob011","e518",6.533655,1.2,30.681145,165.31151,0,0,1,0,"",-1,true
42051,"mob017","e002",-7.004239,1.2,24.396914,-32.198307,0,0,1,0,"",-1,true
42052,"mob011","e516",-6.954641,1.2,25.318487,-132.7518,0,0,1,0,"",-1,true
42053,"mob001","fn02",11.780542,9.199999,-5.726565,-82.487114,0,0,1,0,"",-1,true
42054,"mob003","e506",16.025797,9.2,-4.766479,-279.4624,0,0,1,0,"",-1,true
42055,"mob004","fn07",11.626691,9.199999,-7.89373,-77.862816,0,0,1,0,"",-1,true
42141,"mob015","fn05",0.975028,1.2,28.05895,-274.3493,0,0,1,0,"",-1,true
42057,"mob012","e005",16.839514,9.2,-33.544033,-274.7308,0,0,1,0,"",-1,true
42058,"mob013","e008",16.658466,9.199999,-35.448524,-305.09412,0,0,1,0,"",-1,true
42059,"mob011","e632",11.54045,9.2,-9.228305,-74.65688,0,0,1,0,"",-1,true
42060,"mob004","fw02",24.465776,13.199999,-20.46116,-91.25445,0,0,1,1,"",4,true
42249,"mob015","fn08",-7.069809,1.2,42.819065,-96.11538,0,0,1,0,"",-1,true
42062,"mob004","fn08",5.393873,9.2,0.423929,-217.44464,0,0,1,0,"",-1,true
42063,"mob014","fn01",12.346699,9.2,-11.079351,-95.158714,0,0,1,0,"",-1,true
42064,"mob017","fn02",-0.981798,9.2,-7.940292,-107.626144,0,0,1,0,"",-1,true
42065,"mob003","e516",5.897548,9.2,-6.473307,77.534,0,0,1,0,"",-1,true
42066,"mob004","fn32",1.643613,9.2,-11.171255,13.668673,0,0,1,0,"",-1,true
42067,"mob001","fn03",-2.192818,9.199999,0.847509,100.1027,0,0,1,0,"",-1,true
42068,"mob001","fn02",7.766941,9.199999,7.876381,4.56744,0,0,1,0,"",-1,true
42069,"mob014","fn07",4.57879,9.2,8.01793,49.939854,0,0,1,0,"",-1,true
42070,"mob011","fw01",-3.963063,1.2,0.257312,83.86003,0,0,1,1,"",2,true
42071,"mob003","e516",8.556215,9.199999,-37.557384,-20.579962,0,0,1,0,"",-1,true
42072,"mob001","e638",2.428835,9.200001,-10.698055,27.191774,0,0,1,0,"",-1,true
42073,"mob001","fn15",8.217392,9.199999,-29.509148,90.5276,0,0,1,0,"",-1,true
42074,"mob012","e002",7.914696,9.2,-36.851753,-165.1092,0,0,1,0,"",-1,true
42075,"mob011","fn07",7.894928,9.2,-37.764336,-10.936345,0,0,1,0,"",-1,true
42076,"mob013","fn02",7.334424,9.2,-37.571068,70.746185,0,0,1,0,"",-1,true
42077,"mob012","fn31",-1.876278,9.245788,-33.133137,92.818245,0,0,1,0,"",-1,true
42078,"mob013","fn07",-7.398925,9.2,-43.95927,-91.06733,0,0,1,0,"",-1,true
42079,"mob011","fn03",16.189419,9.2,-24.435265,-92.60742,0,0,1,0,"",-1,true
42080,"mob011","fn09",-3.983331,9.2,-46.68864,170.08159,0,0,1,0,"",-1,true
42081,"mob014","fn03",-1.730624,9.199999,-34.38614,0,0,0,1,0,"",-1,true
42082,"mob001","fn04",-0.936589,1.2,27.292595,-87.03747,0,0,1,0,"",-1,true
42083,"mob001","fn05",-1.137084,1.287814,27.984636,-95.38502,0,0,1,0,"",-1,true
42084,"mob004","fn16",-0.998196,1.215492,28.797129,-90.14136,0,0,1,0,"",-1,true
42130,"mob015","fn04",0.940428,1.19517,-32.777813,88.19979,0,0,1,0,"",-1,true
42165,"mob015","fn05",0.99868,1.184505,-43.197983,-269.9295,0,0,1,0,"",-1,true
42087,"mob012","e557",-3.326001,1.2,16.00998,-288.20853,0,0,1,0,"",-1,true
42088,"mob001","fn18",-3.413076,1.2,12.655931,-111.07631,0,0,1,0,"",-1,true
42089,"mob001","fn02",-7.191453,1.2,11.287365,-81.2964,0,0,1,0,"",-1,true
42090,"mob001","fn07",-7.155396,1.2,10.803954,-76.09235,0,0,1,0,"",-1,true
42091,"mob001","fn04",0.888787,1.241314,27.111553,93.88945,0,0,1,0,"",-1,true
42092,"mob014","fn23",0.833642,1.360112,29.566557,13.772663,0,0,1,0,"",-1,true
42093,"mob012","fn04",0.736212,1.313629,28.807106,86.553,0,0,1,0,"",-1,true
42094,"mob013","fn05",0.754463,1.352834,28.006586,88.2062,0,0,1,0,"",-1,true
42095,"mob011","fn02",6.872471,1.2,43.01432,100.89281,0,0,1,0,"",-1,true
42096,"mob001","fn34",5.734754,1.2,42.392036,99.918304,0,0,1,0,"",-1,true
42228,"mob015","fn03",-5.762527,1.2,45.085728,-177.19893,-13.048044,-6.188054,1,0,"",-1,true
42098,"mob014","fn03",-6.408806,1.2,19.480661,-89.81477,0,0,1,0,"",-1,true
42099,"mob013","e667",-7.02089,1.2,19.149311,-154.8533,0,0,1,0,"",-1,true
42100,"mob012","fn02",-6.936347,1.2,18.65144,-43.754864,0,0,1,0,"",-1,true
42101,"mob003","e516",6.527722,1.2,30.043013,72.73579,0,0,1,0,"",-1,true
42102,"mob011","e518",6.533655,1.2,30.681145,165.31151,0,0,1,0,"",-1,true
42103,"mob017","e002",-7.004239,1.2,24.396914,-32.198307,0,0,1,0,"",-1,true
42104,"mob011","e516",-6.954641,1.2,25.318487,-132.7518,0,0,1,0,"",-1,true
42105,"mob001","fn16",-1.018754,1.2,40.08,-85.98698,0,0,1,0,"",-1,true
42106,"mob014","fn04",-0.585114,1.272299,38.44281,-89.42373,0,0,1,0,"",-1,true
42107,"mob001","fn22",0.953798,1.256809,38.368156,98.80019,0,0,1,0,"",-1,true
42108,"mob011","fn05",-0.713136,1.295754,39.176777,-87.19059,0,0,1,0,"",-1,true
42109,"mob004","fn23",1.007838,1.2,39.1614,90.63966,0,0,1,0,"",-1,true
42110,"mob001","fn23",-1.022372,1.26714,40.90499,-82.686584,0,0,1,0,"",-1,true
42111,"mob014","fn22",0.697787,1.2,40.83054,30.123053,0,0,1,0,"",-1,true
42194,"mob015","fn02",12.400677,9.2,-6.898098,-76.67107,0,0,1,0,"",-1,true
42128,"mob015","fn02",7.229883,1.2,-5.760147,90.302795,0,0,1,0,"",-1,true
42114,"mob001","fn03",6.467379,1.2,37.88675,93.203674,0,0,1,0,"",-1,true
42115,"mob001","fn34",5.222547,1.2,37.91003,95.60501,0,0,1,0,"",-1,true
42116,"mob012","fn04",0.639055,1.276876,39.838245,97.382645,0,0,1,0,"",-1,true
42117,"mob001","fn02",6.4694,1.2,36.99102,83.51084,0,0,1,0,"",-1,true
42045,"mob015","fn01",-6.734756,1.2,-10.741814,-82.28999,0,0,1,0,"",-1,true
42119,"mob001","fn01",-6.868283,1.2,30.808735,-91.16438,0,0,1,0,"",-1,true
42120,"mob014","fn01",-6.8608,1.2,29.832077,-91.185165,0,0,1,0,"",-1,true
42121,"mob011","fn09",-7.280581,1.2,37.00872,-42.185673,0,0,1,0,"",-1,true
42122,"mob012","e002",-7.346905,1.2,37.714027,-171.15022,0,0,1,0,"",-1,true
42123,"mob003","e516",-0.244147,1.2,32.714554,-22.916729,0,0,1,0,"",-1,true
42124,"mob004","fn07",-6.827271,1.2,42.05515,-67.91505,0,0,1,0,"",-1,true
42097,"mob015","fn09",7.141232,1.2,-53.255505,-270.65363,0,0,1,0,"",-1,true
42126,"mob017","fn02",-0.488961,1.2,33.374226,-192.32095,0,0,1,0,"",-1,true
42127,"mob001","fn19",-7.505845,1.2,-5.901732,-86.43542,0,0,1,0,"",-1,true
42118,"mob015","fn09",6.843518,1.2,42.146687,96.536545,0,0,1,0,"",-1,true
42129,"mob001","fn02",-7.446166,1.2,2.080315,-82.28999,0,0,1,0,"",-1,true
42142,"mob015","fn04",-1.034648,1.2,29.58212,-91.39581,0,0,1,0,"",-1,true
42131,"mob001","fn08",-7.463223,1.2,-5.0782,-164.1321,0,0,1,0,"",-1,true
42132,"mob001","fn07",-7.334102,1.2,1.203522,-82.28999,0,0,1,0,"",-1,true
42133,"mob011","fn07",-7.077519,1.2,6.826024,-88.29338,0,0,1,0,"",-1,true
42134,"mob001","fn01",1.222691,1.2,5.338004,-82.28999,0,0,1,0,"",-1,true
42135,"mob017","fn02",-7.084872,1.2,-11.541597,-82.28999,0,0,1,0,"",-1,true
42136,"mob001","fn01",-6.924842,1.2,-17.031143,-82.28999,0,0,1,0,"",-1,true
42137,"mob001","fn01",-7.136117,1.2,-16.017504,-82.28999,0,0,1,0,"",-1,true
42138,"mob001","fn19",-7.50232,1.2,-24.021938,-67.61334,0,0,1,0,"",-1,true
42139,"mob014","fn08",-7.435207,1.2,-23.383009,-141.323,0,0,1,0,"",-1,true
42235,"mob015","fn02",-7.105388,1.2,19.834845,-212.35799,0,0,1,0,"",-1,true
42240,"mob015","fn09",-1.759854,9.199999,-33.144405,69.33666,0,0,1,0,"",-1,true
42258,"mob015","e117",-7.000768,1.2,7.262823,-100.91523,0,0,1,0,"",-1,true
42143,"mob001","fn01",-6.453445,1.2,-16.437765,-82.28999,0,0,1,0,"",-1,true
42144,"mob003","fn07",-7.235628,1.2,-34.230816,-102.55204,0,0,1,0,"",-1,true
42145,"mob003","fn02",-7.361447,1.2,-47.439404,-82.28999,0,0,1,0,"",-1,true
42146,"mob013","fn08",7.113093,1.2,-42.059845,96.25162,0,0,1,0,"",-1,true
42148,"mob001","e115",0.069412,1.2,-14.118143,0.362078,0,0,1,0,"",-1,true
