int32 0,int32 1,empty 2,int32 3,empty 4,int32 5,int32 6,int32 7,string2 8,empty 9
9430112,94,,30112,,-1,-1,-1,"",
9430122,94,,30122,,-1,-1,-1,"",
9430125,94,,30125,,-1,-1,-1,"",
9430162,94,,30162,,-1,-1,-1,"",
9430172,94,,30172,,-1,-1,-1,"",
9430182,94,,30182,,-1,-1,-1,"",
9430185,94,,30185,,-1,-1,-1,"",
9430142,94,,30142,,-1,-1,-1,"",
9430132,94,,30132,,-1,-1,-1,"",
9430152,94,,30152,,-1,-1,-1,"",
9430155,94,,30155,,-1,-1,-1,"",
9430202,94,,30202,,-1,-1,-1,"",
9430192,94,,30192,,-1,-1,-1,"",
9430212,94,,30212,,-1,-1,-1,"",
9430215,94,,30215,,-1,-1,-1,"",
9430232,94,,30232,,-1,-1,-1,"",
9430222,94,,30222,,-1,-1,-1,"",
9430245,94,,30245,,-1,-1,-1,"",
9430242,94,,30242,,-1,-1,-1,"",
9430252,94,,30252,,-1,-1,-1,"",
9430262,94,,30262,,-1,-1,-1,"",
9430272,94,,30272,,-1,-1,-1,"",
9430275,94,,30275,,-1,-1,-1,"",
9430282,94,,30282,,-1,-1,-1,"",
9430292,94,,30292,,-1,-1,-1,"",
9430302,94,,30302,,-1,-1,-1,"",
9430305,94,,30305,,-1,-1,-1,"",
9430322,94,,30322,,-1,-1,-1,"",
9430312,94,,30312,,-1,-1,-1,"",
9430332,94,,30332,,-1,-1,-1,"",
9430335,94,,30335,,-1,-1,-1,"",
9431021,94,,31021,,-1,-1,-1,"",
9431031,94,,31031,,-1,-1,-1,"",
9431042,94,,31042,,-1,-1,-1,"",
9431061,94,,31061,,-1,-1,-1,"",
9433061,94,,33061,,-1,-1,-1,"",
9400802,94,,802,,-1,-1,-1,"",
9400804,94,,804,,-1,-1,-1,"FLAG_MAIN_08_000",
9400807,94,,807,,-1,-1,-1,"FLAG_MAIN_08_000",
9400808,94,,808,,-1,-1,-1,"FLAG_MAIN_08_000",
9400809,94,,809,,-1,-1,-1,"FLAG_MAIN_08_000",
9400810,94,,810,,-1,-1,-1,"FLAG_MAIN_08_000",
9400811,94,,811,,-1,-1,-1,"FLAG_MAIN_08_000",
9400812,94,,812,,-1,-1,-1,"FLAG_MAIN_08_000",
9400813,94,,813,,-1,-1,-1,"FLAG_MAIN_08_000",
9400814,94,,814,,-1,-1,-1,"",
9400815,94,,815,,-1,-1,-1,"",
9400816,94,,816,,-1,-1,-1,"",
9400817,94,,817,,-1,-1,-1,"",
9400818,94,,818,,-1,-1,-1,"",
9400819,94,,819,,-1,-1,-1,"",
9400820,94,,820,,-1,-1,-1,"",
9400821,94,,821,,-1,-1,-1,"",
9400822,94,,822,,-1,-1,-1,"",
9400823,94,,823,,-1,-1,-1,"",
9400828,94,,828,,-1,-1,-1,"",
9400829,94,,829,,-1,-1,-1,"",
9400830,94,,830,,-1,-1,-1,"",
9400831,94,,831,,-1,-1,-1,"",
9400832,94,,832,,-1,-1,-1,"",
9400833,94,,833,,-1,-1,-1,"",
9400834,94,,834,,-1,-1,-1,"",
9400835,94,,835,,-1,-1,-1,"",
9500003,95,,3,,-1,-1,-1,"",
9500006,95,,6,,-1,-1,-1,"",
9500009,95,,9,,-1,-1,-1,"",
9500012,95,,12,,-1,-1,-1,"",
9500015,95,,15,,-1,-1,-1,"",
9500016,95,,16,,-1,-1,-1,"",
9500017,95,,17,,-1,-1,-1,"",
9500018,95,,18,,-1,-1,-1,"",
9500019,95,,19,,-1,-1,-1,"",
9500020,95,,20,,-1,-1,-1,"",
9500021,95,,21,,-1,-1,-1,"",
9500022,95,,22,,-1,-1,-1,"",
9500023,95,,23,,-1,-1,-1,"",
9500024,95,,24,,-1,-1,-1,"",
9500026,95,,26,,-1,-1,-1,"",
9500030,95,,30,,-1,-1,-1,"",
9500031,95,,31,,-1,-1,-1,"",
9500032,95,,32,,-1,-1,-1,"",
9500033,95,,33,,-1,-1,-1,"",
9500034,95,,34,,-1,-1,-1,"",
9500035,95,,35,,-1,-1,-1,"",
9500036,95,,36,,-1,-1,-1,"",
9500037,95,,37,,-1,-1,-1,"",
9501003,95,,1003,,-1,-1,-1,"",
9501006,95,,1006,,-1,-1,-1,"",
9501009,95,,1009,,-1,-1,-1,"",
9501012,95,,1012,,-1,-1,-1,"",
9501015,95,,1015,,-1,-1,-1,"",
9501018,95,,1018,,-1,-1,-1,"",
9501021,95,,1021,,-1,-1,-1,"",
9501091,95,,1091,,-1,-1,-1,"",
9501092,95,,1092,,-1,-1,-1,"",
9501093,95,,1093,,-1,-1,-1,"",
9501094,95,,1094,,-1,-1,-1,"",
9501095,95,,1095,,-1,-1,-1,"",
9501096,95,,1096,,-1,-1,-1,"",
9501097,95,,1097,,-1,-1,-1,"",
9530013,95,,30013,,-1,-1,-1,"",
9530023,95,,30023,,-1,-1,-1,"",
9530033,95,,30033,,-1,-1,-1,"",
9530036,95,,30036,,-1,-1,-1,"",
9530043,95,,30043,,-1,-1,-1,"",
9530053,95,,30053,,-1,-1,-1,"",
9530063,95,,30063,,-1,-1,-1,"",
9530066,95,,30066,,-1,-1,-1,"",
9530073,95,,30073,,-1,-1,-1,"",
9530083,95,,30083,,-1,-1,-1,"",
9530093,95,,30093,,-1,-1,-1,"",
9530096,95,,30096,,-1,-1,-1,"",
9530103,95,,30103,,-1,-1,-1,"",
9530113,95,,30113,,-1,-1,-1,"",
9530123,95,,30123,,-1,-1,-1,"",
9530126,95,,30126,,-1,-1,-1,"",
9530163,95,,30163,,-1,-1,-1,"",
9530173,95,,30173,,-1,-1,-1,"",
9530183,95,,30183,,-1,-1,-1,"",
9530186,95,,30186,,-1,-1,-1,"",
9530143,95,,30143,,-1,-1,-1,"",
9530133,95,,30133,,-1,-1,-1,"",
9530153,95,,30153,,-1,-1,-1,"",
9530156,95,,30156,,-1,-1,-1,"",
9530203,95,,30203,,-1,-1,-1,"",
9530193,95,,30193,,-1,-1,-1,"",
9530213,95,,30213,,-1,-1,-1,"",
9530216,95,,30216,,-1,-1,-1,"",
9530233,95,,30233,,-1,-1,-1,"",
9530223,95,,30223,,-1,-1,-1,"",
9530246,95,,30246,,-1,-1,-1,"",
9530243,95,,30243,,-1,-1,-1,"",
9530253,95,,30253,,-1,-1,-1,"",
9530263,95,,30263,,-1,-1,-1,"",
9530273,95,,30273,,-1,-1,-1,"",
9530276,95,,30276,,-1,-1,-1,"",
9530283,95,,30283,,-1,-1,-1,"",
9530293,95,,30293,,-1,-1,-1,"",
9530303,95,,30303,,-1,-1,-1,"",
9530306,95,,30306,,-1,-1,-1,"",
9530323,95,,30323,,-1,-1,-1,"",
9530313,95,,30313,,-1,-1,-1,"",
9530333,95,,30333,,-1,-1,-1,"",
9530336,95,,30336,,-1,-1,-1,"",
9531011,95,,31011,,-1,-1,-1,"",
9531021,95,,31021,,-1,-1,-1,"",
9531031,95,,31031,,-1,-1,-1,"",
9531041,95,,31041,,-1,-1,-1,"",
9531042,95,,31042,,-1,-1,-1,"",
9531061,95,,31061,,-1,-1,-1,"",
9533061,95,,33061,,-1,-1,-1,"",
9500802,95,,802,,-1,-1,-1,"",
9500804,95,,804,,-1,-1,-1,"FLAG_MAIN_08_000",
9500807,95,,807,,-1,-1,-1,"FLAG_MAIN_08_000",
9500808,95,,808,,-1,-1,-1,"FLAG_MAIN_08_000",
9500809,95,,809,,-1,-1,-1,"FLAG_MAIN_08_000",
9500810,95,,810,,-1,-1,-1,"FLAG_MAIN_08_000",
9500811,95,,811,,-1,-1,-1,"FLAG_MAIN_08_000",
9500812,95,,812,,-1,-1,-1,"FLAG_MAIN_08_000",
9500813,95,,813,,-1,-1,-1,"FLAG_MAIN_08_000",
9500814,95,,814,,-1,-1,-1,"",
9500815,95,,815,,-1,-1,-1,"",
9500816,95,,816,,-1,-1,-1,"",
9500817,95,,817,,-1,-1,-1,"",
9500818,95,,818,,-1,-1,-1,"",
9500819,95,,819,,-1,-1,-1,"",
9500820,95,,820,,-1,-1,-1,"",
9500821,95,,821,,-1,-1,-1,"",
9500822,95,,822,,-1,-1,-1,"",
9500823,95,,823,,-1,-1,-1,"",
9500828,95,,828,,-1,-1,-1,"",
9500829,95,,829,,-1,-1,-1,"",
9500830,95,,830,,-1,-1,-1,"",
9500831,95,,831,,-1,-1,-1,"",
9500832,95,,832,,-1,-1,-1,"",
9500833,95,,833,,-1,-1,-1,"",
9500834,95,,834,,-1,-1,-1,"",
9500835,95,,835,,-1,-1,-1,"",
9600003,96,,3,,-1,-1,-1,"",
9600006,96,,6,,-1,-1,-1,"",
9600009,96,,9,,-1,-1,-1,"",
9600012,96,,12,,-1,-1,-1,"",
9600015,96,,15,,-1,-1,-1,"",
9600016,96,,16,,-1,-1,-1,"",
9600017,96,,17,,-1,-1,-1,"",
9600018,96,,18,,-1,-1,-1,"",
9600019,96,,19,,-1,-1,-1,"",
9600020,96,,20,,-1,-1,-1,"",
9600021,96,,21,,-1,-1,-1,"",
9600022,96,,22,,-1,-1,-1,"",
9600023,96,,23,,-1,-1,-1,"",
9600024,96,,24,,-1,-1,-1,"",
9600026,96,,26,,-1,-1,-1,"",
9600030,96,,30,,-1,-1,-1,"",
9600031,96,,31,,-1,-1,-1,"",
9600032,96,,32,,-1,-1,-1,"",
9600033,96,,33,,-1,-1,-1,"",
9600034,96,,34,,-1,-1,-1,"",
9600035,96,,35,,-1,-1,-1,"",
9600036,96,,36,,-1,-1,-1,"",
9600037,96,,37,,-1,-1,-1,"",
9601003,96,,1003,,-1,-1,-1,"",
9601006,96,,1006,,-1,-1,-1,"",
9601009,96,,1009,,-1,-1,-1,"",
9601012,96,,1012,,-1,-1,-1,"",
9601015,96,,1015,,-1,-1,-1,"",
9601018,96,,1018,,-1,-1,-1,"",
9601021,96,,1021,,-1,-1,-1,"",
9601091,96,,1091,,-1,-1,-1,"",
9601092,96,,1092,,-1,-1,-1,"",
9601093,96,,1093,,-1,-1,-1,"",
9601094,96,,1094,,-1,-1,-1,"",
9601095,96,,1095,,-1,-1,-1,"",
9601096,96,,1096,,-1,-1,-1,"",
9601097,96,,1097,,-1,-1,-1,"",
9630013,96,,30013,,-1,-1,-1,"",
9630023,96,,30023,,-1,-1,-1,"",
9630033,96,,30033,,-1,-1,-1,"",
9630036,96,,30036,,-1,-1,-1,"",
9630043,96,,30043,,-1,-1,-1,"",
9630053,96,,30053,,-1,-1,-1,"",
9630063,96,,30063,,-1,-1,-1,"",
9630066,96,,30066,,-1,-1,-1,"",
9630073,96,,30073,,-1,-1,-1,"",
9630083,96,,30083,,-1,-1,-1,"",
9630093,96,,30093,,-1,-1,-1,"",
9630096,96,,30096,,-1,-1,-1,"",
9630103,96,,30103,,-1,-1,-1,"",
9630113,96,,30113,,-1,-1,-1,"",
9630123,96,,30123,,-1,-1,-1,"",
9630126,96,,30126,,-1,-1,-1,"",
9630163,96,,30163,,-1,-1,-1,"",
9630173,96,,30173,,-1,-1,-1,"",
9630183,96,,30183,,-1,-1,-1,"",
9630186,96,,30186,,-1,-1,-1,"",
9630143,96,,30143,,-1,-1,-1,"",
9630133,96,,30133,,-1,-1,-1,"",
9630153,96,,30153,,-1,-1,-1,"",
9630156,96,,30156,,-1,-1,-1,"",
9630203,96,,30203,,-1,-1,-1,"",
9630193,96,,30193,,-1,-1,-1,"",
9630213,96,,30213,,-1,-1,-1,"",
9630216,96,,30216,,-1,-1,-1,"",
9630233,96,,30233,,-1,-1,-1,"",
9630223,96,,30223,,-1,-1,-1,"",
9630246,96,,30246,,-1,-1,-1,"",
9630243,96,,30243,,-1,-1,-1,"",
9630253,96,,30253,,-1,-1,-1,"",
9630263,96,,30263,,-1,-1,-1,"",
9630273,96,,30273,,-1,-1,-1,"",
9630276,96,,30276,,-1,-1,-1,"",
9630283,96,,30283,,-1,-1,-1,"",
9630293,96,,30293,,-1,-1,-1,"",
9630303,96,,30303,,-1,-1,-1,"",
9630306,96,,30306,,-1,-1,-1,"",
9630323,96,,30323,,-1,-1,-1,"",
9630313,96,,30313,,-1,-1,-1,"",
9630333,96,,30333,,-1,-1,-1,"",
9630336,96,,30336,,-1,-1,-1,"",
9631011,96,,31011,,-1,-1,-1,"",
9631021,96,,31021,,-1,-1,-1,"",
9631031,96,,31031,,-1,-1,-1,"",
9631041,96,,31041,,-1,-1,-1,"",
9631042,96,,31042,,-1,-1,-1,"",
9631061,96,,31061,,-1,-1,-1,"",
9633061,96,,33061,,-1,-1,-1,"",
9600802,96,,802,,-1,-1,-1,"",
9600804,96,,804,,-1,-1,-1,"FLAG_MAIN_08_000",
9600807,96,,807,,-1,-1,-1,"FLAG_MAIN_08_000",
9600808,96,,808,,-1,-1,-1,"FLAG_MAIN_08_000",
9600809,96,,809,,-1,-1,-1,"FLAG_MAIN_08_000",
9600810,96,,810,,-1,-1,-1,"FLAG_MAIN_08_000",
9600811,96,,811,,-1,-1,-1,"FLAG_MAIN_08_000",
9600812,96,,812,,-1,-1,-1,"FLAG_MAIN_08_000",
9600813,96,,813,,-1,-1,-1,"FLAG_MAIN_08_000",
9600814,96,,814,,-1,-1,-1,"",
9600815,96,,815,,-1,-1,-1,"",
9600816,96,,816,,-1,-1,-1,"",
9600817,96,,817,,-1,-1,-1,"",
9600818,96,,818,,-1,-1,-1,"",
9600819,96,,819,,-1,-1,-1,"",
9600820,96,,820,,-1,-1,-1,"",
9600821,96,,821,,-1,-1,-1,"",
9600822,96,,822,,-1,-1,-1,"",
9600823,96,,823,,-1,-1,-1,"",
9600828,96,,828,,-1,-1,-1,"",
9600829,96,,829,,-1,-1,-1,"",
9600830,96,,830,,-1,-1,-1,"",
9600831,96,,831,,-1,-1,-1,"",
9600832,96,,832,,-1,-1,-1,"",
9600833,96,,833,,-1,-1,-1,"",
9600834,96,,834,,-1,-1,-1,"",
9600835,96,,835,,-1,-1,-1,"",
10100001,101,,1,,-1,-1,-1,"",
10100004,101,,4,,-1,-1,-1,"",
10100007,101,,7,,-1,-1,-1,"",
10100010,101,,10,,-1,-1,-1,"",
10100026,101,,26,,-1,-1,-1,"",
10100002,101,,2,,-1,-1,-1,"",
10100005,101,,5,,-1,-1,-1,"",
10100008,101,,8,,-1,-1,-1,"",
10100011,101,,11,,-1,-1,-1,"",
10100003,101,,3,,-1,-1,-1,"FLAG_MAIN_13_175",
10100006,101,,6,,-1,-1,-1,"FLAG_MAIN_13_175",
10100009,101,,9,,-1,-1,-1,"FLAG_MAIN_13_175",
10100012,101,,12,,-1,-1,-1,"FLAG_MAIN_13_175",
10100030,101,,30,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10100031,101,,31,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10100032,101,,32,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10100033,101,,33,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10100034,101,,34,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10100035,101,,35,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10100036,101,,36,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10100037,101,,37,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10200002,102,,2,,-1,-1,-1,"",
10200005,102,,5,,-1,-1,-1,"",
10200008,102,,8,,-1,-1,-1,"",
10200011,102,,11,,-1,-1,-1,"",
10200026,102,,26,,-1,-1,-1,"",
10300203,103,,203,,-1,-1,-1,"",
10300210,103,,210,,-1,-1,-1,"",
10300211,103,,211,,-1,-1,-1,"",
10300213,103,,213,,-1,-1,-1,"",
10300222,103,,222,,-1,-1,-1,"",
10300223,103,,223,,-1,-1,-1,"",
10600003,106,,3,,-1,-1,-1,"",
10600006,106,,6,,-1,-1,-1,"",
10600009,106,,9,,-1,-1,-1,"",
10600012,106,,12,,-1,-1,-1,"",
10600026,106,,26,,-1,-1,-1,"",
10600038,106,,38,,-1,-1,-1,"",
10600039,106,,39,,-1,-1,-1,"",
10600030,106,,30,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10600031,106,,31,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10600032,106,,32,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10600033,106,,33,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10600034,106,,34,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10600035,106,,35,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10600036,106,,36,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
10600037,106,,37,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
11101114,111,,1114,,-1,-1,-1,"",
11101115,111,,1115,,-1,-1,-1,"",
11101116,111,,1116,,-1,-1,-1,"",
11101117,111,,1117,,-1,-1,-1,"",
11101118,111,,1118,,-1,-1,-1,"",
11101091,111,,1091,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
11101092,111,,1092,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
11101093,111,,1093,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
11101094,111,,1094,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
11201028,112,,1028,,-1,-1,-1,"",
11201030,112,,1030,,-1,-1,-1,"",
11201032,112,,1032,,-1,-1,-1,"",
11201034,112,,1034,,-1,-1,-1,"",
11201036,112,,1036,,-1,-1,-1,"",
11301002,113,,1002,,-1,-1,-1,"",
11301005,113,,1005,,-1,-1,-1,"",
11301008,113,,1008,,-1,-1,-1,"",
11301011,113,,1011,,-1,-1,-1,"",
11301014,113,,1014,,-1,-1,-1,"",
11301017,113,,1017,,-1,-1,-1,"",
11301020,113,,1020,,-1,-1,-1,"",
11301091,113,,1091,,-1,-1,-1,"",
11301092,113,,1092,,-1,-1,-1,"",
11301093,113,,1093,,-1,-1,-1,"",
11301094,113,,1094,,-1,-1,-1,"",
11301095,113,,1095,,-1,-1,-1,"",
11301096,113,,1096,,-1,-1,-1,"",
11301097,113,,1097,,-1,-1,-1,"",
11401002,114,,1002,,-1,-1,-1,"",
11401005,114,,1005,,-1,-1,-1,"",
11401008,114,,1008,,-1,-1,-1,"",
11401011,114,,1011,,-1,-1,-1,"",
11401014,114,,1014,,-1,-1,-1,"",
11401017,114,,1017,,-1,-1,-1,"",
11401020,114,,1020,,-1,-1,-1,"",
11401091,114,,1091,,-1,-1,-1,"",
11401092,114,,1092,,-1,-1,-1,"",
11401093,114,,1093,,-1,-1,-1,"",
11401094,114,,1094,,-1,-1,-1,"",
11401095,114,,1095,,-1,-1,-1,"",
11401096,114,,1096,,-1,-1,-1,"",
11401097,114,,1097,,-1,-1,-1,"",
11501002,115,,1002,,-1,-1,-1,"",
11501005,115,,1005,,-1,-1,-1,"",
11501008,115,,1008,,-1,-1,-1,"",
11501011,115,,1011,,-1,-1,-1,"",
11501014,115,,1014,,-1,-1,-1,"",
11501017,115,,1017,,-1,-1,-1,"",
11501020,115,,1020,,-1,-1,-1,"",
11501003,115,,1003,,-1,-1,-1,"FLAG_MAIN_17_010",
11501006,115,,1006,,-1,-1,-1,"FLAG_MAIN_17_010",
11501009,115,,1009,,-1,-1,-1,"FLAG_MAIN_17_010",
11501012,115,,1012,,-1,-1,-1,"FLAG_MAIN_17_010",
11501015,115,,1015,,-1,-1,-1,"FLAG_MAIN_17_010",
11501018,115,,1018,,-1,-1,-1,"FLAG_MAIN_17_010",
11501021,115,,1021,,-1,-1,-1,"FLAG_MAIN_17_010",
11501091,115,,1091,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
11501092,115,,1092,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
11501093,115,,1093,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
11501094,115,,1094,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
12130011,121,,30011,,-1,-1,-1,"",
12130041,121,,30041,,-1,-1,-1,"",
12130071,121,,30071,,-1,-1,-1,"",
12130101,121,,30101,,-1,-1,-1,"",
12130161,121,,30161,,-1,-1,-1,"",
12130281,121,,30281,,-1,-1,-1,"",
12130021,121,,30021,,-1,-1,-1,"",
12130051,121,,30051,,-1,-1,-1,"",
12130081,121,,30081,,-1,-1,-1,"",
12130111,121,,30111,,-1,-1,-1,"",
12130171,121,,30171,,-1,-1,-1,"",
12130291,121,,30291,,-1,-1,-1,"",
12130031,121,,30031,,-1,-1,-1,"",
12130061,121,,30061,,-1,-1,-1,"",
12130091,121,,30091,,-1,-1,-1,"",
12130121,121,,30121,,-1,-1,-1,"",
12130181,121,,30181,,-1,-1,-1,"",
12130301,121,,30301,,-1,-1,-1,"",
12131011,121,,31011,,-1,-1,-1,"",
12131041,121,,31041,,-1,-1,-1,"",
12131042,121,,31042,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
12131061,121,,31061,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
12230012,122,,30012,,-1,-1,-1,"",
12230072,122,,30072,,-1,-1,-1,"",
12230102,122,,30102,,-1,-1,-1,"",
12230132,122,,30132,,-1,-1,-1,"",
12230162,122,,30162,,-1,-1,-1,"",
12230222,122,,30222,,-1,-1,-1,"",
12230312,122,,30312,,-1,-1,-1,"",
12233031,122,,33031,,-1,-1,-1,"",
12232201,122,,32201,,-1,-1,-1,"",
12330022,123,,30022,,-1,-1,-1,"",
12330052,123,,30052,,-1,-1,-1,"",
12330082,123,,30082,,-1,-1,-1,"",
12330112,123,,30112,,-1,-1,-1,"",
12330142,123,,30142,,-1,-1,-1,"",
12330172,123,,30172,,-1,-1,-1,"",
12330312,123,,30312,,-1,-1,-1,"",
12330282,123,,30282,,-1,-1,-1,"",
12333011,123,,33011,,-1,-1,-1,"",
12332221,123,,32221,,-1,-1,-1,"",
12430023,124,,30023,,-1,-1,-1,"",
12430036,124,,30036,,-1,-1,-1,"FLAG_MAIN_17_010",
12430053,124,,30053,,-1,-1,-1,"",
12430066,124,,30066,,-1,-1,-1,"FLAG_MAIN_17_010",
12430083,124,,30083,,-1,-1,-1,"",
12430096,124,,30096,,-1,-1,-1,"FLAG_MAIN_17_010",
12430113,124,,30113,,-1,-1,-1,"",
12430126,124,,30126,,-1,-1,-1,"FLAG_MAIN_17_010",
12430143,124,,30143,,-1,-1,-1,"",
12430156,124,,30156,,-1,-1,-1,"FLAG_MAIN_17_010",
12430173,124,,30173,,-1,-1,-1,"",
12430186,124,,30186,,-1,-1,-1,"FLAG_MAIN_17_010",
12430203,124,,30203,,-1,-1,-1,"",
12430216,124,,30216,,-1,-1,-1,"FLAG_MAIN_17_010",
12430233,124,,30233,,-1,-1,-1,"",
12430246,124,,30246,,-1,-1,-1,"FLAG_MAIN_17_010",
12430263,124,,30263,,-1,-1,-1,"",
12430276,124,,30276,,-1,-1,-1,"FLAG_MAIN_17_010",
12430293,124,,30293,,-1,-1,-1,"",
12430306,124,,30306,,-1,-1,-1,"FLAG_MAIN_17_010",
12430323,124,,30323,,-1,-1,-1,"",
12430336,124,,30336,,-1,-1,-1,"FLAG_MAIN_17_010",
12432011,124,,32011,,-1,-1,-1,"",
12432021,124,,32021,,-1,-1,-1,"",
12432031,124,,32031,,-1,-1,-1,"",
12432041,124,,32041,,-1,-1,-1,"",
12432051,124,,32051,,-1,-1,-1,"",
12432061,124,,32061,,-1,-1,-1,"",
12432071,124,,32071,,-1,-1,-1,"",
12432081,124,,32081,,-1,-1,-1,"",
12432091,124,,32091,,-1,-1,-1,"",
12432101,124,,32101,,-1,-1,-1,"",
12432111,124,,32111,,-1,-1,-1,"",
12432121,124,,32121,,-1,-1,-1,"",
12431011,124,,31011,,-1,-1,-1,"",
12431021,124,,31021,,-1,-1,-1,"",
12431041,124,,31041,,-1,-1,-1,"",
12431042,124,,31042,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
12431061,124,,31061,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
13130035,131,,30035,,-1,-1,-1,"",
13130065,131,,30065,,-1,-1,-1,"FLAG_MAIN_09_078",
13130095,131,,30095,,-1,-1,-1,"FLAG_MAIN_10_050",
13130125,131,,30125,,-1,-1,-1,"FLAG_MAIN_09_078",
13130155,131,,30155,,-1,-1,-1,"FLAG_MAIN_09_078",
13130185,131,,30185,,-1,-1,-1,"FLAG_MAIN_10_050",
13130215,131,,30215,,-1,-1,-1,"FLAG_MAIN_10_050",
13130245,131,,30245,,-1,-1,-1,"FLAG_MAIN_12_060",
13130275,131,,30275,,-1,-1,-1,"",
13130305,131,,30305,,-1,-1,-1,"",
13130335,131,,30335,,-1,-1,-1,"FLAG_MAIN_12_060",
13132011,131,,32011,,-1,-1,-1,"",
13132021,131,,32021,,-1,-1,-1,"",
13132031,131,,32031,,-1,-1,-1,"",
13132041,131,,32041,,-1,-1,-1,"",
13132051,131,,32051,,-1,-1,-1,"",
13132061,131,,32061,,-1,-1,-1,"",
13131011,131,,31011,,-1,-1,-1,"",
13131021,131,,31021,,-1,-1,-1,"",
13131041,131,,31041,,-1,-1,-1,"",
13131042,131,,31042,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
13131061,131,,31061,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
14000001,140,,1,,-1,-1,-1,"",
14000004,140,,4,,-1,-1,-1,"",
14000007,140,,7,,-1,-1,-1,"",
14000010,140,,10,,-1,-1,-1,"",
14000026,140,,26,,-1,-1,-1,"",
14100002,141,,2,,-1,1000,-1,"",
14100005,141,,5,,-1,4400,-1,"",
14100008,141,,8,,-1,2000,-1,"",
14100011,141,,11,,-1,5800,-1,"",
14100026,141,,26,,-1,2400,-1,"",
14100038,141,,38,,-1,5400,-1,"",
14100039,141,,39,,-1,5400,-1,"",
14101022,141,,1022,,-1,2100,-1,"",
14101024,141,,1024,,-1,2100,-1,"",
14101026,141,,1026,,-1,2100,-1,"",
14130321,141,,30321,,-1,1200,-1,"",
14130081,141,,30081,,-1,1200,-1,"",
14200732,142,,732,,-1,-1,-1,"",
14200733,142,,733,,1,-1,-1,"",
16001002,160,,1002,,-1,5400,-1,"",
16001005,160,,1005,,-1,4200,-1,"",
16001008,160,,1008,,-1,5400,-1,"",
16001011,160,,1011,,-1,4800,-1,"",
16001014,160,,1014,,-1,5400,-1,"",
16001017,160,,1017,,-1,4800,-1,"",
16001020,160,,1020,,-1,5400,-1,"",
16130012,161,,30012,,-1,4800,-1,"",
16130042,161,,30042,,-1,4800,-1,"",
16130102,161,,30102,,-1,4800,-1,"",
16130142,161,,30142,,-1,4800,-1,"",
16130162,161,,30162,,-1,4800,-1,"",
16130222,161,,30222,,-1,4800,-1,"",
16130282,161,,30282,,-1,4800,-1,"",
16200203,162,,203,,-1,300,-1,"",
16200210,162,,210,,-1,300,-1,"",
16200211,162,,211,,-1,300,-1,"",
16200213,162,,213,,-1,300,-1,"",
16200222,162,,222,,-1,300,-1,"",
16200223,162,,223,,-1,300,-1,"",
16300002,163,,2,,-1,1000,-1,"",
16300005,163,,5,,-1,4400,-1,"",
16300008,163,,8,,-1,2000,-1,"",
16300011,163,,11,,-1,5800,-1,"",
16300026,163,,26,,-1,2400,-1,"",
16300038,163,,38,,-1,5400,-1,"",
16300039,163,,39,,-1,5400,-1,"",
16300023,163,,23,,-1,1000,-1,"",
16300024,163,,24,,-1,1000,-1,"",
16400002,164,,2,,-1,500,-1,"",
16400005,164,,5,,-1,2500,-1,"",
16400008,164,,8,,-1,1100,-1,"",
16400011,164,,11,,-1,3300,-1,"",
16400038,164,,38,,-1,3100,-1,"",
16400039,164,,39,,-1,3100,-1,"",
16400026,164,,26,,-1,1400,-1,"",
16400023,164,,23,,-1,500,-1,"",
16400024,164,,24,,-1,500,-1,"",
20110001,201,,10001,,1,-1,-1,"",
20110002,201,,10002,,1,-1,-1,"",
