int 0,int 1,int 2,empty 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,empty 13,int 14,int 15,int 16,int 17,int 18,empty 19,int 20,int 21,int 22,int 23,int 24,empty 25,int 26,int 27,int 28,int 29,int 30,empty 31,int 32,int 33,int 34,int 35,int 36,empty 37,int 38,int 39,int 40,int 41,int 42,empty 43,int 44,int 45,int 46,int 47,int 48,empty 49,int 50,int 51,int 52,int 53,int 54,empty 55,int 56,int 57,int 58,int 59,int 60,empty 61,int 62,int 63,int 64,int 65,int 66,empty 67,int 68,int 69,int 70,int 71
1900100,19001,0,"",-1,0,0,0,0,0,0,0,21901,"",20,0,0,0,30231,"",20,0,0,0,34021,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
1900101,19001,1,"",-1,10,0,15,0,101,0,0,21901,"",40,0,0,0,30221,"",10,0,0,0,34021,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",10,0,0,0
1910100,19101,0,"",-1,0,0,0,0,0,0,0,21911,"",30,0,0,0,30313,"",20,0,0,0,32011,"",10,0,0,0,30246,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
1910200,19102,0,"",-1,0,0,0,0,0,0,0,21911,"",30,0,0,0,30312,"",20,0,0,0,32011,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
1920100,19201,0,"",-1,0,0,0,0,0,0,0,21921,"",20,0,0,0,30313,"",30,0,0,0,30246,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
1930100,19301,0,"",-1,0,0,0,0,0,0,0,21931,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
1940100,19401,0,"",-1,0,0,0,0,0,0,0,21941,"",50,0,0,0,21942,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
1950100,19501,0,"",-1,0,0,0,0,0,0,0,21951,"",30,0,0,0,21952,"",20,0,0,0,34021,"",10,0,0,0,34031,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
1950101,19501,1,"",-1,10,0,1,0,0,70,0,40001,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
1950102,19501,2,"",-1,20,0,15,0,108,0,0,21951,"",30,0,0,0,21952,"",20,0,0,0,34021,"",10,0,0,0,34031,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
1950103,19501,3,"",-1,30,0,15,0,101,0,0,21951,"",0,0,0,0,21952,"",20,0,0,0,34021,"",0,0,0,0,34031,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
1950104,19501,4,"",-1,40,0,15,0,102,0,0,21951,"",30,0,0,0,21952,"",0,0,0,0,34021,"",0,0,0,0,34031,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
1960100,19601,0,"",-1,0,0,0,0,0,0,0,21961,"",50,0,0,0,21962,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
1980100,19801,0,"",-1,0,0,0,0,0,0,0,21981,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
1990100,19901,0,"",-1,0,0,0,0,0,0,0,21991,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
1990200,19902,0,"",-1,0,0,0,0,0,0,0,21991,"",25,0,0,0,33011,"",10,0,0,0,30306,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2080100,20801,0,"",-1,0,0,0,0,0,0,0,22081,"",20,8,1,0,30034,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,3,1,0
2080200,20802,0,"",-1,0,0,0,0,0,0,0,22081,"",20,8,1,0,30036,"",20,0,0,0,32071,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,3,1,0
2090100,20901,0,"",-1,0,0,0,0,0,0,0,22091,"",20,0,0,0,32011,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2100100,21001,0,"",-1,0,0,0,0,0,0,0,22101,"",20,0,0,0,30216,"",30,0,0,0,30193,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2110100,21101,0,"",-1,0,0,0,0,0,0,0,22111,"",30,0,0,0,30186,"",30,0,0,0,30013,"",20,0,0,0,32011,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2110300,21103,0,"",-1,0,0,0,0,0,0,0,22111,"",30,0,0,0,30186,"",30,0,0,0,30013,"",20,0,0,0,32011,"",10,0,0,0,32201,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2130100,21301,0,"",-1,0,0,0,0,0,0,0,22131,"",30,0,0,0,30223,"",30,0,0,0,30246,"",20,0,0,0,32011,"",10,0,0,0,22132,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2140100,21401,0,"",-1,0,0,0,0,0,0,0,22141,"",30,0,0,0,32191,"",10,0,0,0,30246,"",20,0,0,0,30163,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
2150100,21501,0,"",-1,0,0,0,0,0,0,0,22151,"",50,0,0,0,22152,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2170100,21701,0,"",-1,0,0,0,0,0,0,0,22171,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2180100,21801,0,"",-1,0,0,0,0,0,0,0,22181,"",30,0,0,0,32201,"",10,0,0,0,30036,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2190100,21901,0,"",-1,0,0,0,0,0,0,0,22191,"",30,0,0,0,30161,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2190200,21902,0,"",-1,0,0,0,0,0,0,0,22191,"",20,0,0,0,0,"",0,0,0,0,30161,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2190201,21902,1,"",-1,10,0,1,0,0,50,0,22191,"",40,0,0,0,0,"",0,0,0,0,30161,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2190300,21903,0,"",-1,0,0,0,0,0,0,0,22191,"",20,0,0,0,30186,"",20,0,0,0,30163,"",10,0,0,0,32111,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2190301,21903,1,"",-1,10,0,13,0,0,1,0,22191,"",40,0,0,0,30186,"",20,0,0,0,30163,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2200100,22001,0,"",-1,0,0,0,0,0,0,0,22201,"",30,0,0,0,30282,"",20,0,0,0,32011,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2200200,22002,0,"",-1,0,0,0,0,0,0,0,22201,"",20,0,0,0,30282,"",20,0,0,0,32011,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
2200300,22003,0,"",-1,0,0,0,0,0,0,0,22201,"",20,0,0,0,30283,"",20,0,0,0,32071,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
2200301,22003,1,"",-1,10,0,13,0,0,1,0,22201,"",20,0,0,0,30283,"",20,0,0,0,34021,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
2200302,22003,2,"",-1,20,0,15,0,101,0,0,22201,"",20,0,0,0,30306,"",10,0,0,0,34021,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
2220100,22201,0,"",-1,0,0,0,0,0,0,0,22221,"",20,0,0,0,30283,"",20,0,0,0,33031,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2230100,22301,0,"",-1,0,0,0,0,0,0,0,22231,"",20,0,0,0,30033,"",20,0,0,0,30013,"",30,0,0,0,30283,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2240100,22401,0,"",-1,0,0,0,0,0,0,0,22241,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2250100,22501,0,"",-1,0,0,0,0,0,0,0,22251,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2250200,22502,0,"",-1,0,0,0,0,0,0,0,22251,"",20,0,0,0,30283,"",20,0,0,0,30336,"",10,0,0,0,32201,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2250201,22502,1,"",-1,10,0,13,0,0,1,0,22251,"",20,0,0,0,30283,"",20,0,0,0,30336,"",10,0,0,0,34021,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2250202,22502,2,"",-1,20,0,15,0,101,0,0,22251,"",50,0,0,0,30283,"",20,0,0,0,30336,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
2260100,22601,0,"",-1,0,0,0,0,0,0,0,22261,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2260200,22602,0,"",-1,0,0,0,0,0,0,0,22261,"",20,1,0,0,30293,"",20,0,0,0,33061,"",5,0,0,0,30303,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2270100,22701,0,"",-1,0,0,0,0,0,0,0,22271,"",30,0,0,0,30293,"",20,0,0,0,31032,"",0,0,0,0,30183,"",20,0,0,0,32031,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2270101,22701,1,"",-1,10,0,25,0,0,0,0,22271,"",0,0,0,0,30293,"",0,0,0,0,31032,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
2280100,22801,0,"",-1,0,0,0,0,0,0,0,22281,"",20,0,0,0,30042,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2280300,22803,0,"",-1,0,0,0,0,0,0,0,22281,"",20,0,0,0,30043,"",20,0,0,0,30306,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2290100,22901,0,"",-1,0,0,0,0,0,0,0,22291,"",30,0,0,0,30073,"",30,0,0,0,30306,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
2300100,23001,0,"",-1,0,0,0,0,0,0,0,40002,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
2300101,23001,1,"",-1,10,0,15,0,108,0,0,22301,"",50,0,0,0,22302,"",20,0,0,0,30336,"",30,0,0,0,30013,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
2310100,23101,0,"",-1,0,0,0,0,0,0,0,22311,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2310200,23102,0,"",-1,0,0,0,0,0,0,0,22311,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2320100,23201,0,"",-1,0,0,0,0,0,0,0,22321,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2330100,23301,0,"",-1,0,0,0,0,0,0,0,22331,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2350100,23501,0,"",-1,0,0,0,0,0,0,0,22351,"",20,0,0,0,30162,"",30,0,0,0,32011,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2370100,23701,0,"",-1,0,0,0,0,0,0,0,22371,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2370200,23702,0,"",-1,0,0,0,0,0,0,0,22371,"",30,0,0,0,30293,"",30,0,0,0,30303,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2390100,23901,0,"",-1,0,0,0,0,0,0,0,22391,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2400100,24001,0,"",-1,0,0,0,0,0,0,0,22401,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
2410100,24101,0,"",-1,0,0,0,0,0,0,0,22411,"",30,0,0,0,30221,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
2410101,24101,1,"",-1,10,0,17,0,5,0,0,22411,"",0,0,0,0,30221,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
2420100,24201,0,"",-1,0,0,0,0,0,0,0,22421,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
3010100,30101,0,"",-1,0,0,0,0,0,0,0,23011,"",30,0,0,0,30133,"",20,0,0,0,30156,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
3010101,30101,1,"",-1,10,0,1,0,0,70,0,40001,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
3010102,30101,2,"",-1,20,0,15,0,108,0,0,23011,"",30,0,0,0,30133,"",20,0,0,0,30156,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
3010200,30102,0,"",-1,0,0,0,0,0,0,0,23011,"",30,0,0,0,30133,"",20,0,0,0,30156,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
3020100,30201,0,"",-1,0,0,0,0,0,0,0,23021,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
3020200,30202,0,"",-1,0,0,0,0,0,0,0,23021,"",30,0,0,0,30036,"",20,0,0,0,30223,"",30,0,0,0,32071,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
3030100,30301,0,"",-1,0,0,0,0,0,0,0,23031,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
3030300,30303,0,"",-1,0,0,0,0,0,0,0,23031,"",30,0,0,0,30083,"",30,0,0,0,32081,"",20,0,0,0,30153,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
3040100,30401,0,"",-1,0,0,0,0,0,0,0,23041,"",30,0,0,0,30072,"",20,0,0,0,30142,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
3040300,30403,0,"",-1,0,0,0,0,0,0,0,23041,"",30,0,0,0,30096,"",20,0,0,0,30143,"",20,0,0,0,34051,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
3040301,30403,1,"",-1,10,0,15,0,87,0,0,23041,"",30,0,0,0,30096,"",20,0,0,0,30143,"",20,0,0,0,34051,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
3050100,30501,0,"",-1,0,0,0,0,0,0,0,23051,"",20,0,0,0,30083,"",20,0,0,0,30153,"",20,0,0,0,32091,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
3050200,30502,0,"",-1,0,0,0,0,0,0,0,23051,"",20,0,0,0,30082,"",20,0,0,0,30152,"",20,0,0,0,30313,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
3060100,30601,0,"",-1,0,0,0,0,0,0,0,23061,"",20,0,0,0,30083,"",30,0,0,0,30333,"",20,0,0,0,33051,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
3070100,30701,0,"",-1,0,0,0,0,0,0,0,23071,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",80,0,0,0
3080100,30801,0,"",-1,0,0,0,0,0,0,0,23081,"",20,0,0,0,30022,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
3080200,30802,0,"",-1,0,0,0,0,0,0,0,23081,"",30,0,0,0,30023,"",20,0,0,0,34031,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
3080201,30802,1,"",-1,10,0,15,0,102,0,0,23081,"",40,0,0,0,30023,"",10,0,0,0,34031,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",0,0,0,0
3090100,30901,0,"",-1,0,0,0,0,0,0,0,23091,"",30,0,0,0,30212,"",20,0,0,0,30202,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
3100100,31001,0,"",-1,0,0,0,0,0,0,0,23101,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
3110100,31101,0,"",-1,0,0,0,0,0,0,0,23111,"",20,0,0,0,30183,"",20,0,0,0,30072,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",30,0,0,0
3110200,31102,0,"",-1,0,0,0,0,0,0,0,23111,"",10,0,0,0,30182,"",15,0,0,0,30072,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
3120100,31201,0,"",-1,0,0,0,0,0,0,0,23121,"",50,0,0,0,23122,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",5,0,0,0
3130100,31301,0,"",-1,0,0,0,0,0,0,0,23131,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",50,0,0,0
3130300,31303,0,"",-1,0,0,0,0,0,0,0,23131,"",50,0,0,0,33011,"",20,0,0,0,33021,"",10,0,0,0,33051,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,10011,"",20,0,0,0
