int32 0,int32 1,string 2,string2 3,string2 4,int32 5,empty 6
776,3,"Digimon Modeling Designers","","",0,
777,5,"Shion Otsuka","","",0,
778,5,"Chiharu Kai","","",0,
779,0,"","","",0,
780,3,"Lighting & Look Development Designers","","",0,
781,5,"Kazuya Fujimura","","",0,
782,5,"Haruka Goshima","","",0,
783,5,"Shota Miyano","","",0,
784,5,"Asami Matsushima","","",0,
785,0,"","","",0,
786,3,"Motion Designers","","",0,
787,5,"Yu Sakakibara","","",0,
788,5,"Hinako Nakashima","","",0,
789,0,"","","",0,
790,0,"","","",0,
791,2,"charabans, inc.","","",0,
792,0,"","","",0,
793,3,"3D CG Effects Designer","","",0,
794,5,"Hiroshi Matsuyama","","",0,
795,0,"","","",0,
796,3,"3D CG Animators","","",0,
797,5,"Chiaki Kimura","","",0,
798,5,"Hiroya Hattori","","",0,
799,0,"","","",0,
800,0,"","","",0,
801,2,"Blur, Inc.","","",0,
802,0,"","","",0,
803,3,"Lead Interface Designer","","",0,
804,5,"Hitoshi Nishimura","","",0,
805,0,"","","",0,
806,0,"","","",0,
807,2,"RIOT Visualization Co., Ltd.","","",0,
808,0,"","","",0,
809,3,"Technical Designer","","",0,
810,5,"Takahiro Tanaka","","",0,
811,0,"","","",0,
812,0,"","","",0,
813,2,"TOON HARBOR WORKS INC.","","",0,
814,0,"","","",0,
815,3,"CG Producer","","",0,
816,5,"Hiroki Kawashima","","",0,
817,0,"","","",0,
818,3,"CG Director","","",0,
819,5,"Koichiro Yoshihara","","",0,
820,0,"","","",0,
821,3,"Lead Animator","","",0,
822,5,"Shunsuke Ogasawara","","",0,
823,0,"","","",0,
824,3,"Animators","","",0,
825,5,"Yoshimoto Ishii","","",0,
826,5,"Saki Hishigae","","",0,
827,5,"Nobumasa Hoshino","","",0,
828,5,"Fuyumi Nagase","","",0,
829,5,"Bungo Iwai","","",0,
830,0,"","","",0,
831,0,"","","",0,
832,2,"studio bokan inc.","","",0,
833,0,"","","",0,
834,3,"CG Supervisor","","",0,
835,5,"Ryoji Takai","","",0,
836,0,"","","",0,
837,3,"BG Props Lighting Director/Technical Director","","",0,
838,5,"Kohei Maetsuka","","",0,
839,0,"","","",0,
840,3,"Mocap Assistant Director","","",0,
841,5,"Ryoichi Taoka","","",0,
842,0,"","","",0,
843,3,"Lead Rig Artist","","",0,
844,5,"Naotugu Kuromaru","","",0,
845,0,"","","",0,
846,3,"Lead Animator","","",0,
847,5,"Shoichi Hori","","",0,
848,0,"","","",0,
849,3,"Animators","","",0,
850,5,"Kuo Kuan Ting","","",0,
851,5,"Megumi Hanada","","",0,
852,0,"","","",0,
853,3,"Project Manager","","",0,
854,5,"Kiyotomo Takai","","",0,
855,0,"","","",0,
856,3,"Producer","","",0,
857,5,"Tetsuo Yoshida","","",0,
858,0,"","","",0,
859,0,"","","",0,
860,2,"quack-luck inc.","","",0,
861,0,"","","",0,
862,3,"Motion Coordinator","","",0,
863,5,"Yoshio Miyaki","","",0,
864,0,"","","",0,
865,3,"Motion Actress","","",0,
866,5,"Ami Ikenaga","","",0,
867,0,"","","",0,
868,0,"","","",0,
869,0,"","","",0,
870,1,"External Graphics Team","","",0,
871,0,"","","",0,
872,3,"Promotional Illustration","","",0,
873,0,"","","",0,
874,3,"Digimon Publicity Illustration","","",0,
875,5,"Haito Nakano","","",0,
876,5,"Shin Sasaki","","",0,
877,0,"","","",0,
878,3,"Promotion Visual","","",0,
879,5,"Moto Takeuchi","","",0,
880,0,"","","",0,
881,2,"Task Force Co., Ltd.","","",0,
882,0,"","","",0,
883,3,"Illustration Directors","","",0,
884,5,"Takuya Suenaga","","",0,
885,5,"Takashi Sato","","",0,
886,0,"","","",0,
887,0,"","","",0,
888,3,"Art Book Design","","",0,
889,0,"","","",0,
890,2,"ARTPRESTO Co., Ltd.","","",0,
891,0,"","","",0,
892,3,"Art Book Director","","",0,
893,5,"Koji Muto","","",0,
894,0,"","","",0,
895,0,"","","",0,
896,2,"TOMOHIRO Underbar WATA Co., Ltd.","","",0,
897,0,"","","",0,
898,3,"Art Book Designer","","",0,
899,5,"Tomohiro Watanabe","","",0,
900,0,"","","",0,
901,3,"Art Book Chief Designer","","",0,
902,5,"Yoko Mamishin","","",0,
903,0,"","","",0,
904,0,"","","",0,
905,3,"External Event Movie Production","","",0,
906,0,"","","",0,
907,2,"Digital Frontier Inc.","","",0,
908,0,"","","",0,
909,3,"CGI Director","","",0,
910,5,"Yasushi Kawamura","","",0,
911,0,"","","",0,
912,3,"CGI Producers","","",0,
913,5,"Nobuhiro Suzuki","","",0,
914,5,"Susumu Fujihara","","",0,
915,5,"Shuta Kosugi","","",0,
916,0,"","","",0,
917,3,"Character Modeling Leads","","",0,
918,5,"Shin Nakata","","",0,
919,5,"Daehyun Eom","","",0,
920,0,"","","",0,
921,3,"Character Modeling Artist","","",0,
922,5,"Satomi Yaginuma","","",0,
923,0,"","","",0,
924,3,"Environment Modeling Leads","","",0,
925,5,"Ulyana Shamina","","",0,
926,5,"Ryota Minamoto","","",0,
927,0,"","","",0,
928,3,"Environment Modeling Artists","","",0,
929,5,"Guillaume Riondel","","",0,
930,5,"Yuto Furuhashi","","",0,
931,0,"","","",0,
932,3,"Setup Leads","","",0,
933,5,"Hiroto Tominaga","","",0,
934,5,"Wataru Oguchi","","",0,
935,0,"","","",0,
936,3,"Setup Artists","","",0,
937,5,"Akihito Miura","","",0,
938,5,"Masashi Yoshino","","",0,
939,0,"","","",0,
940,3,"Facial Setup Lead","","",0,
941,5,"Masahiro Mushikami","","",0,
942,0,"","","",0,
943,3,"Animation Lead","","",0,
944,5,"Shuichi Osawa","","",0,
945,0,"","","",0,
946,3,"Animation Artists","","",0,
947,5,"Yuichiro Sado","","",0,
948,5,"Ryo Watanabe","","",0,
949,5,"Ayako Ideno","","",0,
950,5,"Kensho Higano","","",0,
951,5,"Kaido Baba","","",0,
952,5,"Kiyoshi Ishimaru","","",0,
953,5,"Kota Karuo","","",0,
954,0,"","","",0,
955,3,"Effects Leads","","",0,
956,5,"Gen Ito","","",0,
957,5,"Kensuke Kusamoto","","",0,
958,0,"","","",0,
959,3,"Effects Artists","","",0,
960,5,"Koki Mine","","",0,
961,5,"Seiya Tokuda","","",0,
962,5,"Seiya Kamata","","",0,
963,5,"Yuya Emi","","",0,
964,5,"Takuya Kuribayashi","","",0,
965,5,"Yusaku Komiyama","","",0,
966,5,"Rino Takikawa","","",0,
967,5,"Yunosuke Fujitani","","",0,
968,5,"Masanori Ikeda","","",0,
969,0,"","","",0,
970,3,"Lighting Lead","","",0,
971,5,"Hyunki Cho","","",0,
972,0,"","","",0,
973,3,"Lighting Artists","","",0,
974,5,"Bhaskar Reddy Vijay","","",0,
975,5,"Hinata Ishino","","",0,
976,0,"","","",0,
977,3,"Composite Lead","","",0,
978,5,"Ayami Tomio","","",0,
979,0,"","","",0,
980,3,"Composite Artist","","",0,
981,5,"Bogyeong Jang","","",0,
982,0,"","","",0,
983,3,"Technical Directors","","",0,
984,5,"Yasushi Yamaguchi","","",0,
985,5,"Kou Hoshina","","",0,
986,5,"Takuya Iida","","",0,
987,5,"Takeshi Yasuda","","",0,
988,5,"Fuya Nakamura","","",0,
989,0,"","","",0,
990,3,"Production Coordinators","","",0,
991,5,"Minami Sano","","",0,
992,5,"Chenju Chi","","",0,
993,5,"Nao Tsuchiya","","",0,
994,5,"Miho Mattos","","",0,
995,5,"Shuto Arai","","",0,
996,0,"","","",0,
997,3,"Production Managers","","",0,
998,5,"Shunya Kanno","","",0,
999,5,"Takumi Ohashi","","",0,
1000,0,"","","",0,
1001,0,"","","",0,
1002,2,"IMAGE LOGIC Inc.","","",0,
1003,0,"","","",0,
1004,3,"CGI Producer","","",0,
1005,5,"Takuji Yasuda","","",0,
1006,0,"","","",0,
1007,3,"Character Modeling Lead","","",0,
1008,5,"Sho Koyanagi","","",0,
1009,0,"","","",0,
1010,3,"Character Modeling Artists","","",0,
1011,5,"Sena Izumi","","",0,
1012,5,"Kenta Goto","","",0,
1013,5,"Hikari Nose","","",0,
1014,0,"","","",0,
1015,3,"Environment Modeling Artist","","",0,
1016,5,"Shuhei Akaso","","",0,
1017,0,"","","",0,
1018,3,"Setup Lead","","",0,
1019,5,"Ryo Uchida","","",0,
1020,0,"","","",0,
1021,3,"Setup Artist","","",0,
1022,5,"Jufuku Ren","","",0,
1023,0,"","","",0,
1024,3,"Animation Lead","","",0,
1025,5,"Koki Fushimi","","",0,
1026,0,"","","",0,
1027,3,"Animation Artists","","",0,
1028,5,"Jhon Mena","","",0,
1029,5,"Kotone Sato","","",0,
1030,5,"Daisuke Toke","","",0,
1031,5,"Yuto Sugimoto","","",0,
1032,5,"Eduardo Quintana","","",0,
1033,0,"","","",0,
1034,3,"Effects Lead","","",0,
1035,5,"Guo Jhao Wang","","",0,
1036,0,"","","",0,
1037,3,"Effects Artist","","",0,
1038,5,"Wang Chen","","",0,
1039,0,"","","",0,
1040,3,"Composite Leads","","",0,
1041,5,"Yuma Furusawa","","",0,
1042,5,"Shogo Kanemoto","","",0,
1043,0,"","","",0,
1044,3,"Composite Artist","","",0,
1045,5,"Yui Ono","","",0,
1046,0,"","","",0,
1047,3,"Production Manager","","",0,
1048,5,"Kazuki Ikeda","","",0,
1049,0,"","","",0,
1050,0,"","","",0,
1051,3,"Opening Movie Production","","",0,
1052,0,"","","",0,
1053,2,"Pie in the sky Inc.","","",0,
1054,0,"","","",0,
1055,3,"Director & Animator","","",0,
1056,5,"Wataru Uekusa","","",0,
1057,0,"","","",0,
1058,3,"Animators","","",0,
1059,5,"Kei Fujishima","","",0,
1060,5,"Mai Narushima","","",0,
1061,0,"","","",0,
1062,3,"Background Artist","","",0,
1063,5,"Hiroshi Sakai","","",0,
1064,0,"","","",0,
1065,3,"Logo & Newspaper Design","","",0,
1066,5,"Totorika","","",0,
1067,0,"","","",0,
1068,0,"","","",0,
1069,3,"The Akashic Vision Movie Production","","",0,
1070,0,"","","",0,
1071,3,"Director/Editor/Illustrator","","",0,
1072,0,"","","",0,
1073,2,"UCHO Co., Ltd.","","",0,
1074,5,"Atsushi Makino","","",0,
1075,0,"","","",0,
1076,3,"Cinematographer","","",0,
1077,5,"Yumi Horikoshi","","",0,
1078,0,"","","",0,
1079,3,"Lighting Director","","",0,
1080,5,"Yasuyuki Suzuki","","",0,
1081,0,"","","",0,
1082,3,"Art Director","","",0,
1083,0,"","","",0,
1084,2,"TATEO inc.","","",0,
1085,5,"Toshihide Sakai","","",0,
1086,0,"","","",0,
1087,3,"Editors","","",0,
1088,0,"","","",0,
1089,3,"Online Main Editor","","",0,
1090,5,"Toshiro Tabata","","",0,
1091,0,"","","",0,
1092,3,"Online Assistant Editors","","",0,
1093,5,"Tsuyoshi Miura","","",0,
1094,5,"Yuki Nagao","","",0,
1095,0,"","","",0,
1096,3,"Behind The Scenes Director","","",0,
1097,5,"Shota Konnai","","",0,
1098,0,"","","",0,
1099,3,"Assistant Illustrators","","",0,
1100,5,"LYU Yifei","","",0,
1101,5,"Amane Oda","","",0,
1102,0,"","","",0,
1103,3,"Production Managers","","",0,
1104,0,"","","",0,
1105,2,"THE ONE. Inc","","",0,
1106,0,"","","",0,
1107,5,"Kotaro Okubo","","",0,
1108,5,"Chiaki Hirai","","",0,
1109,5,"Ayumi Saeki","","",0,
1110,0,"","","",0,
1111,0,"","","",0,
1112,2,"TOHOKUSHINSHA FILM CORPORATION","","",0,
1113,0,"","","",0,
1114,5,"Ayaka Nomura","","",0,
1115,5,"Yuma Hiroe","","",0,
1116,5,"Yuma Funakoshi","","",0,
1117,5,"Rintaro Tasaki","","",0,
1118,5,"Shizuru Kishinami","","",0,
1119,5,"Taisei Yamada","","",0,
1120,0,"","","",0,
1121,3,"Producer","","",0,
1122,0,"","","",0,
1123,2,"THE ONE. Inc","","",0,
1124,5,"Imari Nozawa","","",0,
1125,0,"","","",0,
1126,0,"","","",0,
1127,3,"Promotion Movie Production","","",0,
1128,0,"","","",0,
1129,2,"AA MOVIE Co., Ltd.","","",0,
1130,0,"","","",0,
1131,5,"YOSHIYUKI INOUE","","",0,
1132,5,"AMI TAKESATO","","",0,
1133,5,"KAREN TSUKEGI","","",0,
1134,5,"SHUNNOSUKE YAMAGUCHI","","",0,
1135,0,"","","",0,
1136,5,"SHINICHI KAWAKAMI","","",0,
1137,5,"YOSHINORI TERASAWA","","",0,
1138,5,"DAI ISHII","","",0,
1139,0,"","","",0,
1140,0,"","","",0,
1141,2,"centean.inc / studio SWIMS","","",0,
1142,0,"","","",0,
1143,3,"Chief Director","","",0,
1144,5,"Kazuya Shimura","","",0,
1145,0,"","","",0,
1146,3,"Director","","",0,
1147,5,"Amanda Guadalupe","","",0,
1148,5,"Ryuki Tsuchiya","","",0,
1149,0,"","","",0,
1150,3,"Production Manager","","",0,
1151,5,"Natsuki Miyasaka","","",0,
1152,5,"Konoha Tanaka","","",0,
1153,0,"","","",0,
1154,0,"","","",0,
1155,3,"Voice Recording","","",0,
1156,0,"","","",0,
1157,3,"Sound Director","","",0,
1158,5,"Yukio Nagasaki","","",0,
1159,0,"","","",0,
1160,3,"Recording","","",0,
1161,5,"Satoru Matsuda","","",0,
1162,0,"","","",0,
1163,3,"Recording Studio","","",0,
1164,2,"TAVAC Co., Ltd.","","",0,
1165,0,"","","",0,
1166,0,"","","",0,
1167,3,"Casting","","",0,
1168,0,"","","",0,
1169,2,"Aoni Production Co., Ltd.","","",0,
1170,5,"Yasuaki Sumi","","",0,
1171,0,"","","",0,
1172,2,"TOEI ANIMATION Co., Ltd.","","",0,
1173,5,"Bogdan Gyarmath","","",0,
1174,5,"Miwa Nanaumi","","",0,
1175,0,"","","",0,
1176,0,"","","",0,
1177,3,"Sound Production","","",0,
1178,0,"","","",0,
1179,2,"Sound Prestige LLC.","","",0,
1180,0,"","","",0,
1181,3,"Lead Composer","","",0,
1182,5,"Masafumi Takada","","",0,
1183,0,"","","",0,
1184,3,"Composers","","",0,
1185,5,"Jun Fukuda","","",0,
1186,5,"Dekadai","","",0,
1187,5,"Tomoaki Oga","","",0,
1188,5,"Kanon","","",0,
1189,0,"","","",0,
1190,3,"SE","","",0,
1191,5,"Jun Fukuda","","",0,
1192,0,"","","",0,
1193,3,"Cutscene Sound Editors","","",0,
1194,5,"Jun Fukuda","","",0,
1195,5,"Masahiro Izumi","","",0,
1196,0,"","","",0,
1197,3,"Mixing Engineer","","",0,
1198,5,"Mary Shinohara","","",0,
1199,0,"","","",0,
1200,3,"Implement","","",0,
1201,5,"Jun Fukuda","","",0,
1202,0,"","","",0,
1203,3,"Sound Manager","","",0,
1204,5,"Waka Takada","","",0,
1205,0,"","","",0,
1206,0,"","","",0,
1207,1,"""To the Endless World""","","",0,
1208,5,"Music Written by Masafumi Takada","","",0,
1209,5,"Violin: Ryoko Okouchi","","",0,
1210,5,"Guitar: Jun Fukuda","","",0,
1211,5,"Drums: Yoshinori Imai","","",0,
1212,0,"","","",0,
1213,0,"","","",0,
1214,1,"""Agent Alpha""","","",0,
1215,5,"Music Written by Masafumi Takada","","",0,
1216,5,"Trumpet: Atsuki Yumoto","","",0,
1217,5,"Tronbone: Ayaka Harada","","",0,
1218,5,"Tenor & Baritone Sax: Yoshiki Sonoda","","",0,
1219,5,"Guitar: Jun Fukuda","","",0,
1220,5,"Drums: Yoshinori Imai","","",0,
1221,0,"","","",0,
1222,5,"Brass & Strings Arrange: Satoshi Iwase","","",0,
1223,5,"Assistant Programmer: Momoko Saito","","",0,
1224,5,"Satoshi Iwase's Manager: Tetsuji Nishigaki","","",0,
1225,0,"","","",0,
1226,3,"Recording & Mixing Engineer","","",0,
1227,5,"Mary Shinohara","","",0,
1228,0,"","","",0,
1229,3,"ProTools Operator","","",0,
1230,5,"Michika Yoshida (Sound City)","","",0,
1231,0,"","","",0,
1232,2,"Instruments Support: YAMAHA ART, Zildjian,ASPR (Drs Yoshinori Imai)","","",0,
1233,0,"","","",0,
1234,0,"","","",0,
1235,3,"Theme Song Music Production","","",0,
1236,0,"","","",0,
1237,3,"Theme Song","","",0,
1238,0,"","","",0,
1239,1,"""wherever you are""","","",0,
1240,5,"reche","","",0,
1241,0,"","","",0,
1242,3,"Lyrics","","",0,
1243,5,"Haru.Robinson","","",0,
1244,0,"","","",0,
1245,3,"Lyrics translated","","",0,
1246,5,"Micael Caldito","","",0,
1247,0,"","","",0,
1248,3,"Composers","","",0,
1249,5,"Yuichi Ohno","","",0,
1250,5,"Atsushi Masuda","","",0,
1251,0,"","","",0,
1252,3,"Arrangement","","",0,
1253,5,"Yuichi Ohno","","",0,
1254,0,"","","",0,
1255,3,"Director","","",0,
1256,5,"Yuichi Ohno","","",0,
1257,0,"","","",0,
1258,0,"","","",0,
1259,3,"Musicians","","",0,
1260,0,"","","",0,
1261,3,"Drums","","",0,
1262,5,"Osamu Hidai","","",0,
1263,0,"","","",0,
1264,3,"Violin","","",0,
1265,5,"Crusher Kimura","","",0,
1266,5,"Daisuke Yamamoto","","",0,
1267,5,"Sayuri Yano","","",0,
1268,5,"Naoko Ishibashi","","",0,
1269,5,"Yuko Kajitani","","",0,
1270,5,"Ayaka Nishino","","",0,
1271,5,"Ayaka Jomoto","","",0,
1272,5,"Hikari Shimada","","",0,
1273,0,"","","",0,
1274,3,"Viola","","",0,
1275,5,"Reiichi Tateizumi","","",0,
1276,5,"Shoko Miki","","",0,
1277,0,"","","",0,
1278,3,"Violoncello","","",0,
1279,5,"Azusa Haraguchi","","",0,
1280,5,"Yoshie Furukawa","","",0,
1281,0,"","","",0,
1282,0,"","","",0,
1283,3,"Recording","","",0,
1284,0,"","","",0,
1285,3,"Vocal Recording Engineer","","",0,
1286,5,"Yoshitaka Ishigaki","","",0,
1287,0,"","","",0,
1288,2,"Studio Tanta Co., Ltd.","","",0,
1289,0,"","","",0,
1290,3,"Instrument Recording Engineer","","",0,
1291,5,"Kazuhiro Saito","","",0,
1292,0,"","","",0,
1293,3,"2nd Engineer","","",0,
1294,5,"Asuka Nakano","","",0,
1295,0,"","","",0,
1296,3,"Recording Studio","","",0,
1297,0,"","","",0,
1298,2,"Studio Tanta","","",0,
1299,0,"","","",0,
1300,2,"Sound DALI Inc.","","",0,
1301,5,"Studio Sound DALI","","",0,
1302,0,"","","",0,
1303,0,"","","",0,
1304,3,"Mixing","","",0,
1305,0,"","","",0,
1306,3,"Mixing Engineer","","",0,
1307,5,"Nobuyuki Murakami","","",0,
1308,0,"","","",0,
1309,3,"Mixing Studio","","",0,
1310,0,"","","",0,
1311,2,"BCS Inc.","","",0,
1312,5,"Studio Eight","","",0,
1313,0,"","","",0,
1314,0,"","","",0,
1315,3,"Mastering","","",0,
1316,0,"","","",0,
1317,3,"Mastering Engineer","","",0,
1318,0,"","","",0,
1319,3,"Flugel Mastering Inc.","","",0,
1320,5,"Tsubasa Yamazaki","","",0,
1321,0,"","","",0,
1322,0,"","","",0,
1323,3,"Music Production","","",0,
1324,0,"","","",0,
1325,3,"Recording Coordination","","",0,
1326,0,"","","",0,
1327,3,"TAKUMI WORKS","","",0,
1328,5,"Yoshihito Umeki","","",0,
1329,0,"","","",0,
1330,3,"Artist Management","","",0,
1331,0,"","","",0,
1332,2,"wamhouse","","",0,
1333,0,"","","",0,
1334,5,"Yurino Shimizu","","",0,
1335,5,"Atsumi Fukuda","","",0,
1336,5,"Shun Kashiwagi","","",0,
1337,5,"Natsuha Nakamura","","",0,
1338,0,"","","",0,
1339,3,"Executive Producer","","",0,
1340,5,"Kazuaki ""nkm"" Nakamura","","",0,
1341,0,"","","",0,
1342,0,"","","",0,
1343,0,"","","",0,
1344,0,"","","",0,
1345,0,"","","",0,
1346,0,"","","",0,
1347,0,"","","",0,
1348,0,"","","",0,
1349,0,"","","",0,
1350,0,"","","",0,
1351,0,"","","",0,
1352,0,"","","",0,
1353,0,"","","",0,
1354,0,"","","",0,
1355,0,"","","",0,
1356,0,"","","",0,
1357,0,"","","",0,
1358,0,"","","",0,
1359,0,"","","",0,
1360,0,"","","",0,
1361,0,"","","",0,
1362,0,"","","",0,
1363,0,"","","",0,
1364,0,"","","",0,
1365,0,"","","",0,
1366,0,"","","",0,
1367,0,"","","",0,
1368,0,"","","",0,
1369,0,"","","",0,
1370,0,"","","",0,
1371,0,"","","",0,
1372,0,"","","",1,
1373,3,"Package Design","","",1,
1374,0,"","","",1,
1375,5,"Suzuhito Yasuda","","",1,
1376,5,"Tonamikanji","","",1,
1377,0,"","","",1,
1378,3,"Logo Design","","",1,
1379,0,"","","",1,
1380,2,"LAYUP Co., Ltd.","","",1,
1381,0,"","","",1,
1382,3,"Director","","",1,
1383,5,"Shinichi Fujii","","",1,
1384,0,"","","",1,
1385,3,"Designer","","",1,
1386,5,"Yusuke Kazama","","",1,
1387,0,"","","",1,
1388,0,"","","",1,
1389,3,"Special Thanks (Development)","","",1,
1390,0,"","","",1,
1391,2,"Aeriebell inc","","",1,
1392,5,"Toshiyuki Suzuki","","",1,
1393,0,"","","",1,
1394,7,"","ui_credit_logo_tlb","",1,
1395,0,"","","",1,
1396,0,"","","",1,
1397,0,"","","",1,
1398,0,"","","",1,
1399,0,"","","",1,
1400,0,"","","",1,
1401,0,"","","",1,
1402,2,"CHOCOLATE Inc.","","",1,
1403,5,"Keishi Matsumoto","","",1,
1404,5,"Kazutaka Tsujimoto","","",1,
1405,0,"","","",1,
1406,2,"Shueisha Inc.","","",1,
1407,0,"","","",1,
1408,2,"V JUMP Editor","","",1,
1409,5,"Masaki Muraoka","","",1,
1410,0,"","","",1,
1411,2,"Caramel Mama Co., Ltd.","","",1,
1412,0,"","","",1,
1413,3,"Writers","","",1,
1414,5,"Kazuki Uchiyama","","",1,
1415,5,"Taiki Kawaguchi","","",1,
1416,5,"Yusuke Koike","","",1,
1417,0,"","","",1,
1418,0,"","","",1,
1419,0,"","","",1,
1420,2,"Bandai Namco Entertainment America Inc.","","",1,
1421,0,"","","",1,
1422,3,"Executive Team","","",1,
1423,0,"","","",1,
1424,3,"President and Chief Executive Officer","","",1,
1425,5,"Koji Fujiwara","","",1,
1426,0,"","","",1,
1427,3,"Chief Operating Officer","","",1,
1428,5,"Yoshi Niki","","",1,
1429,0,"","","",1,
1430,3,"Chief Financial Officer","","",1,
1431,5,"Myrna Dobron","","",1,
1432,0,"","","",1,
1433,3,"Content Strategy","","",1,
1434,0,"","","",1,
1435,3,"Senior Directors, Content Strategy","","",1,
1436,5,"Wataru Nakasuji","","",1,
1437,5,"Nobu Takabayashi","","",1,
1438,0,"","","",1,
1439,3,"Senior Managers, Content Strategy","","",1,
1440,5,"Chika Akashi","","",1,
1441,5,"Yu Sugimoto","","",1,
1442,0,"","","",1,
1443,3,"Manager, Content Strategy","","",1,
1444,5,"Masashiro Takahashi","","",1,
1445,0,"","","",1,
1446,3,"Marketing & Digital Business","","",1,
1447,0,"","","",1,
1448,3,"Vice President, Marketing and Digital Business","","",1,
1449,5,"Mike Chang","","",1,
1450,0,"","","",1,
1451,3,"Directors, Brand","","",1,
1452,5,"Adrian Chen","","",1,
1453,5,"Karen Ayala","","",1,
1454,0,"","","",1,
1455,3,"Senior Brand Managers","","",1,
1456,5,"Dan Ham","","",1,
1457,5,"Christopher Johns","","",1,
1458,0,"","","",1,
1459,3,"Brand Managers","","",1,
1460,5,"David Alonzo","","",1,
1461,5,"Ryan Wagner","","",1,
1462,0,"","","",1,
1463,3,"Associate Brand Managers","","",1,
1464,5,"Savannah Ho","","",1,
1465,5,"Ashtyn Karachristos","","",1,
1466,5,"Duy Pham","","",1,
1467,5,"Zanda Ra","","",1,
1468,0,"","","",1,
1469,3,"Director, Communications","","",1,
1470,5,"Meelad Sadat","","",1,
1471,0,"","","",1,
1472,3,"Senior Manager, Public Relations","","",1,
1473,5,"John L. Hardin","","",1,
1474,0,"","","",1,
1475,3,"Associate Manager, Public Relations","","",1,
1476,5,"Cat Tompkins","","",1,
1477,0,"","","",1,
1478,3,"Senior Manager, Performance Marketing","","",1,
1479,5,"Nathan Ramasamy","","",1,
1480,0,"","","",1,
1481,3,"Associate Manager, Performance Marketing","","",1,
1482,5,"Patrick Kim","","",1,
1483,0,"","","",1,
1484,3,"Manager, Digital Marketing Analytics","","",1,
1485,5,"David Bui","","",1,
1486,0,"","","",1,
1487,3,"Manager, Paid Media","","",1,
1488,5,"Michael Park","","",1,
1489,0,"","","",1,
1490,3,"Director, Social Marketing and Community Management","","",1,
1491,5,"Erin Berkenmeier","","",1,
1492,0,"","","",1,
1493,3,"Senior Manager, Social Marketing","","",1,
1494,5,"Melvin Davis III","","",1,
1495,0,"","","",1,
1496,3,"Specialist, Social & Digital Content","","",1,
1497,5,"Krista De Guzman","","",1,
1498,0,"","","",1,
1499,3,"Manager, Social Marketing","","",1,
1500,5,"Tanner Levine","","",1,
1501,0,"","","",1,
1502,3,"Associate Marketing Manager, LATAM","","",1,
1503,5,"Lauren Fu","","",1,
1504,0,"","","",1,
1505,3,"Manager, Community Insights","","",1,
1506,5,"Wilfred Man","","",1,
1507,0,"","","",1,
1508,3,"Specialist, Community Insights","","",1,
1509,5,"Lilyann Torres","","",1,
1510,0,"","","",1,
1511,3,"Senior Manager, CRM","","",1,
1512,5,"Michael C. Lee","","",1,
1513,0,"","","",1,
1514,3,"Associate CRM Manager","","",1,
1515,5,"Josiah Rodriguez Beke","","",1,
1516,0,"","","",1,
1517,3,"Production","","",1,
1518,0,"","","",1,
1519,3,"Director, Product Publishing","","",1,
1520,5,"Ted Tsung","","",1,
1521,0,"","","",1,
1522,3,"Senior Producer, Group Titles Production","","",1,
1523,5,"Franziska Evans","","",1,
1524,0,"","","",1,
1525,3,"Lead Producer","","",1,
1526,5,"Amanda Khoury Ruscher","","",1,
1527,0,"","","",1,
1528,3,"Producers","","",1,
1529,5,"Corey Lightner","","",1,
1530,5,"Brittany Schieron","","",1,
1531,5,"Scott Warr","","",1,
1532,5,"Nicole Sakamoto","","",1,
1533,0,"","","",1,
1534,3,"Associate Producer","","",1,
1535,5,"Joshua Mayer","","",1,
1536,0,"","","",1,
1537,3,"Bilingual Specialists","","",1,
1538,5,"Akira Tokutsu","","",1,
1539,5,"Brianna Albert","","",1,
1540,5,"Jun Ohinata","","",1,
1541,0,"","","",1,
1542,3,"Associate Bilingual Specialists","","",1,
1543,5,"Christopher Walters","","",1,
1544,5,"Riley Pearsall","","",1,
1545,0,"","","",1,
1546,3,"Dialogue Production","","",1,
1547,5,"STUDIOPOLIS","","",1,
1548,0,"","","",1,
1549,3,"Casting","","",1,
1550,5,"Jamie Simone","","",1,
1551,0,"","","",1,
1552,3,"Voice Director","","",1,
1553,5,"Joe Moeller","","",1,
1554,0,"","","",1,
1555,3,"Project Manager","","",1,
1556,5,"James Lafferty","","",1,
1557,0,"","","",1,
1558,3,"Talent Coordination","","",1,
1559,5,"Rachel Blumberg","","",1,
1560,0,"","","",1,
1561,3,"Dialogue Recordists","","",1,
1562,5,"Bryan Showalter","","",1,
1563,5,"David Walsh","","",1,
1564,5,"Ryan Johnston","","",1,
1565,0,"","","",1,
1566,3,"Dialogue Editors","","",1,
1567,5,"Calvin Pfeffer","","",1,
1568,5,"David Walsh","","",1,
1569,5,"Suzanne Goldish","","",1,
1570,0,"","","",1,
1571,3,"Voice Production Coordinators","","",1,
1572,5,"Elijah Ungvary","","",1,
1573,5,"Sean Kelley","","",1,
1574,0,"","","",1,
1575,3,"Technical Support (Studiopolis)","","",1,
1576,5,"Michael Stein","","",1,
1577,0,"","","",1,
1578,3,"Talent Payroll Administrator","","",1,
1579,5,"Michael K. Short","","",1,
1580,0,"","","",1,
1581,3,"Global Production Initiatives","","",1,
1582,0,"","","",1,
1583,3,"Senior Game Content Analyst","","",1,
1584,5,"Daniel Tack","","",1,
